childid	id	age	sex	relate	still	yrschool	disabled	care	support	grading
IN170022	10	17	1	4	1	25	2	2	2	8
IN170022	11	7	1	6	1	23	2	2	2	5
IN170022	12	6	2	6	1	23	2	2	2	4
IN170023	1	60	2	3	2	0	2	1	1	0
IN170023	2	35	1	1	2	0	2	1	1	0
IN170023	3	23	2	1	2	0	2	1	1	0
IN170023	4	20	1	6	1	25	2	1	1	9
IN170023	5	18	1	6	1	25	2	2	2	9
IN170023	6	15	2	4	2	24	2	1	2	7
IN170024	1	50	1	3	2	0	2	2	2	0
IN170024	2	40	2	3	2	0	2	1	2	0
IN170024	3	30	1	4	2	25	2	2	1	9
IN170024	4	25	2	1	2	0	2	1	1	0
IN170024	5	23	1	4	2	25	2	2	2	9
IN170024	6	20	2	4	2	0	2	2	2	0
IN170024	7	11	2	4	1	23	2	2	2	5
IN170024	8	9	2	4	1	23	2	2	2	2
IN170024	9	25	2	4	2	0	2	2	2	0
IN170025	1	70	2	3	2	0	2	1	2	0
IN170025	2	30	1	1	2	0	2	1	1	0
IN170025	3	25	2	1	2	0	2	1	1	0
IN170025	4	10	2	5	1	23	2	2	2	5
IN170026	1	28	1	1	2	0	1	2	1	0
IN170026	2	20	2	1	2	0	2	1	2	0
IN170027	1	70	1	3	2	0	2	1	1	0
IN170027	2	50	2	3	2	0	2	1	1	0
IN170027	3	45	2	3	2	0	2	1	1	0
IN170027	4	35	1	1	2	0	2	1	1	0
IN170027	5	28	2	1	2	0	2	1	1	0
IN170027	6	7	1	5	1	23	2	2	2	2
IN170027	7	6	1	5	1	23	2	2	2	1
IN170028	1	35	2	4	2	0	1	1	1	0
IN170028	2	30	1	1	2	0	2	1	1	0
IN170028	3	25	2	1	2	0	2	1	1	0
IN170028	4	7	1	5	1	23	2	1	2	1
IN170028	5	7	1	5	1	23	2	1	2	1
IN170029	1	30	1	1	2	0	1	1	2	0
IN170029	2	26	2	1	2	0	2	1	1	0
IN170029	3	10	2	5	1	22	2	2	2	0
IN170030	1	25	1	1	2	0	2	2	1	0
IN170030	2	20	2	1	2	0	2	1	1	0
IN170030	3	7	2	5	2	0	2	2	2	0
IN170031	1	26	1	1	2	0	2	1	1	0
IN170031	2	20	2	1	2	0	2	1	1	0
IN170032	1	27	1	1	2	0	2	1	1	0
IN170032	2	18	2	1	2	0	2	1	1	0
IN170033	1	25	1	1	2	0	1	1	1	0
IN170033	2	20	2	1	2	0	2	1	1	0
IN170033	28	3	2	5	 	 	2	 	 	 
IN170034	1	35	1	1	2	0	2	1	1	0
IN170034	2	25	2	1	2	0	2	1	1	0
IN170034	3	25	1	6	2	0	2	1	1	0
IN170034	4	20	2	4	2	0	2	1	1	0
IN170034	5	17	1	4	2	0	2	1	1	0
IN170034	28	4	2	5	 	 	2	 	 	 
IN170034	29	1	2	5	 	 	2	 	 	 
IN170035	1	25	1	1	2	24	2	2	1	6
IN170035	2	20	2	1	2	0	2	1	1	0
IN170036	1	45	1	3	2	0	2	2	2	0
IN170036	2	38	2	3	2	0	2	1	2	0
IN170036	3	26	1	1	2	25	2	2	1	8
IN170036	4	21	2	1	2	0	2	1	2	0
IN170036	5	18	1	4	2	25	1	2	1	13
IN170036	6	17	1	4	2	23	2	2	2	5
IN170036	7	14	1	4	2	23	2	2	2	3
IN170036	8	8	2	4	1	23	2	2	2	3
IN170036	9	5	2	4	1	23	2	2	2	1
IN170037	1	70	1	3	2	0	1	2	2	0
IN170037	2	60	2	3	2	0	2	1	2	0
IN170037	3	23	1	1	2	24	2	2	1	6
IN170037	4	19	2	1	2	0	2	1	1	0
IN170038	1	35	1	1	2	0	2	2	1	0
IN170038	2	25	2	1	2	0	2	1	1	0
IN170038	3	25	1	4	2	0	2	2	2	0
IN170038	28	3	2	5	 	 	2	 	 	 
IN170038	29	1	2	5	 	 	2	 	 	 
IN170039	1	60	2	3	2	0	2	2	2	0
IN170039	2	40	1	1	2	0	2	2	1	0
IN170039	3	30	2	1	2	0	2	1	1	0
IN170039	4	13	1	5	1	24	2	2	2	6
IN170039	5	7	1	5	1	23	2	2	2	1
IN170040	1	50	1	3	2	0	2	2	1	0
IN170040	2	43	2	3	2	0	1	2	2	0
IN170040	3	26	1	1	2	25	2	2	1	12
IN170040	4	18	2	1	2	25	2	1	2	12
IN170041	1	60	1	3	2	0	2	2	1	0
IN170041	2	52	2	3	2	0	2	1	2	0
IN170041	3	30	1	4	2	0	2	2	2	0
IN170041	4	30	1	1	2	0	2	2	1	0
IN170041	5	20	2	1	2	0	2	1	2	0
IN170042	1	50	1	3	2	0	2	2	2	0
IN170042	2	40	2	3	2	0	2	1	2	0
IN170042	3	26	1	1	2	25	2	2	2	9
IN170042	4	20	2	1	2	25	2	1	2	10
IN170042	5	22	1	4	2	24	2	2	2	6
IN170042	6	15	2	4	2	0	2	2	2	0
IN170042	7	13	2	4	1	25	2	2	2	11
IN170043	1	50	1	3	2	0	2	2	2	0
IN170043	2	26	1	4	2	0	2	2	2	0
IN170043	3	23	2	4	2	24	2	2	2	6
IN170043	4	24	1	1	2	0	2	1	2	0
IN170043	5	20	2	1	2	0	2	2	2	0
IN170043	6	22	1	4	2	0	2	2	2	0
IN170043	7	20	2	4	2	0	2	2	2	0
IN170043	8	18	1	4	2	0	2	2	2	0
IN170043	9	16	2	4	2	0	2	2	2	0
IN170043	10	40	2	3	2	0	2	1	2	0
IN170043	11	7	2	5	1	23	2	2	2	4
IN170043	12	7	2	4	1	23	2	2	2	2
IN170043	28	 	1	5	 	 	2	 	 	0
IN170043	29	 	1	5	 	 	2	 	 	0
IN170044	1	90	1	7	2	0	2	2	2	0
IN170044	2	60	1	3	2	0	2	2	2	0
IN170044	3	45	2	3	2	0	2	1	2	0
IN170044	4	30	1	1	2	0	2	2	2	0
IN170044	5	25	2	1	2	0	2	1	1	0
IN170044	6	15	2	4	2	0	2	2	2	0
IN170044	7	6	1	4	2	0	2	2	2	0
IN170045	1	70	2	3	2	0	2	2	2	0
IN170045	2	40	1	1	2	0	2	2	2	0
IN170045	3	30	2	1	2	0	2	1	2	0
IN170045	4	8	1	5	1	0	2	2	2	0
IN170045	5	6	2	5	1	23	2	2	2	1
IN170046	1	50	1	3	2	0	1	2	1	0
IN170046	2	40	2	3	2	0	1	1	1	0
IN170046	3	25	1	1	2	25	1	2	1	8
IN170046	4	18	2	1	2	0	1	1	1	0
IN170046	5	18	1	4	2	24	1	2	1	7
IN170047	1	30	1	1	2	0	1	2	2	0
IN170047	2	21	2	1	2	0	2	1	1	0
IN170048	1	65	1	3	2	0	2	1	1	0
IN170048	2	50	2	3	2	0	2	1	1	0
IN170048	3	45	1	3	2	0	2	1	1	0
IN170048	4	35	2	3	2	0	2	1	1	0
IN170048	5	17	1	4	2	23	2	1	1	5
IN170048	6	8	1	4	1	23	2	1	1	3
IN170048	7	6	1	4	1	23	2	1	1	1
IN170048	8	22	1	1	2	0	2	1	1	0
IN170048	9	19	2	1	2	0	2	1	1	0
IN170048	10	16	1	4	1	25	2	1	1	12
IN170049	1	90	2	3	2	0	2	1	1	0
IN170049	2	35	1	1	2	23	2	1	1	5
IN170049	3	28	2	1	2	0	2	1	1	0
IN170049	4	60	2	3	2	0	2	1	1	0
IN170050	1	60	1	3	2	0	2	1	1	0
IN170050	2	50	2	3	2	0	2	1	1	0
IN170050	3	30	1	1	2	0	2	1	1	0
IN170050	4	25	2	1	2	0	2	1	1	0
IN170050	5	20	1	6	1	25	2	2	1	11
IN170050	6	16	2	4	2	0	2	2	1	0
IN170051	1	60	1	3	2	0	2	1	1	0
IN170051	2	45	2	3	2	0	2	1	1	0
IN170051	3	25	1	1	2	0	2	1	1	0
IN170051	4	20	2	1	2	0	2	1	1	0
IN170051	5	30	2	4	2	0	2	2	1	0
IN170051	6	7	1	13	1	23	2	2	2	5
IN170052	1	60	1	3	2	0	2	2	1	0
IN170052	2	45	2	3	2	0	1	1	1	0
IN170052	3	30	1	1	2	0	1	1	1	0
IN170052	4	18	2	1	2	0	1	1	1	0
IN170052	5	10	2	5	1	23	1	1	1	3
IN170052	6	7	2	5	1	23	1	1	1	2
IN170052	7	8	2	5	2	0	1	1	1	0
IN170052	8	90	2	7	2	0	1	1	1	0
IN170052	9	16	1	6	2	0	1	1	1	0
IN170053	1	80	1	3	2	0	2	1	1	0
IN170053	2	65	2	3	2	0	2	1	1	0
IN170053	3	27	1	1	2	25	2	1	1	10
IN170053	4	20	2	1	1	22	2	1	1	0
IN170053	5	12	1	4	2	0	2	1	2	0
IN170054	1	56	1	3	2	0	2	1	1	0
IN170054	2	48	2	3	2	0	2	1	1	0
IN170054	3	28	1	1	2	25	2	1	1	9
IN170054	4	22	2	1	2	0	2	1	1	0
IN170054	5	10	2	5	2	0	2	1	1	0
IN170054	6	8	2	5	2	0	2	1	1	0
IN170054	7	7	2	5	2	0	2	2	2	0
IN170054	8	12	1	6	2	0	2	2	1	0
IN170055	1	52	1	3	2	0	1	2	1	0
IN170055	2	42	2	3	2	0	2	1	2	0
IN170055	3	30	1	1	2	0	2	2	1	0
IN170055	4	24	2	1	2	0	2	1	2	0
IN170055	5	25	1	4	2	0	2	2	2	0
IN170055	6	20	2	4	2	23	2	2	2	5
IN170055	7	12	2	4	2	22	2	2	2	0
IN170055	8	9	2	4	1	23	2	2	2	3
IN170055	9	6	1	5	1	23	2	2	2	1
IN170056	1	14	2	4	1	25	2	2	2	9
IN170056	2	50	2	3	2	24	1	1	2	6
IN170056	3	25	1	1	2	24	2	2	1	6
IN170056	4	18	2	1	2	24	2	1	1	6
IN170056	5	27	1	4	2	25	2	2	2	8
IN170056	6	20	1	4	2	24	2	2	2	6
IN170056	7	15	1	4	2	24	2	2	2	7
IN170056	8	12	1	4	1	25	2	2	2	8
IN170056	9	11	1	4	1	23	2	2	2	4
IN170057	1	30	1	1	2	0	2	1	2	0
IN170057	2	25	2	1	2	0	2	1	2	0
IN170057	3	6	1	5	1	23	2	1	2	1
IN170057	28	2	1	5	 	 	2	 	 	 
IN170058	1	55	2	3	2	0	2	2	2	0
IN170058	2	33	1	1	2	0	1	2	1	0
IN170058	3	28	2	1	2	0	2	1	2	0
IN170058	4	6	2	5	1	23	2	2	2	1
IN170058	28	3	1	5	 	 	1	 	 	 
IN170059	1	65	1	3	2	0	2	2	1	0
IN170059	2	60	2	3	2	0	1	1	1	0
IN170059	3	35	1	1	2	24	2	2	1	7
IN170059	4	30	2	1	2	0	2	1	1	0
IN170059	5	32	1	4	2	24	2	2	1	6
IN170059	6	27	2	4	2	0	2	1	1	0
IN170059	7	30	1	4	2	24	2	2	1	6
IN170059	8	20	2	4	2	23	2	1	1	5
IN170059	9	25	1	4	2	23	1	2	1	5
IN170059	10	6	1	5	2	0	2	2	2	0
IN170059	28	4	2	5	 	 	2	 	 	 
IN170059	29	0	1	5	 	 	2	 	 	 
IN170059	30	0	2	5	 	 	1	 	 	 
IN170060	1	36	1	1	2	0	1	2	1	0
IN170060	2	19	2	1	2	0	2	1	1	0
IN170060	3	10	2	6	1	23	2	2	2	4
IN170060	4	6	2	6	1	23	2	2	2	1
IN170061	1	62	1	3	2	0	2	2	2	0
IN170061	2	55	2	3	2	0	2	2	1	0
IN170061	3	27	1	1	2	0	2	2	1	0
IN170061	4	20	2	1	2	0	2	1	2	0
IN170061	5	19	1	4	2	25	2	2	2	13
IN170061	6	16	1	4	2	0	2	2	2	0
IN170062	1	70	2	3	2	0	2	1	2	0
IN170062	2	50	2	4	2	0	2	2	2	0
IN170062	3	40	1	4	2	24	2	2	2	7
IN170062	4	20	2	4	2	0	2	2	2	0
IN170062	5	25	2	4	2	23	2	2	2	5
IN170062	6	30	1	1	2	0	2	2	2	0
IN170062	7	25	2	1	2	0	2	1	2	0
IN170062	8	25	1	4	2	0	2	2	2	0
IN170062	9	20	2	4	2	0	2	2	1	0
IN170062	10	8	1	4	1	23	2	2	2	5
IN170062	11	6	2	5	2	0	2	2	2	0
IN170062	12	11	1	5	1	23	2	2	2	5
IN170062	28	4	2	5	 	 	2	 	 	 
IN170062	29	3	1	5	 	 	2	 	 	 
IN170062	30	3	2	5	 	 	2	 	 	 
IN170062	31	2	2	5	 	 	2	 	 	 
IN170062	32	2	1	5	 	 	2	 	 	 
IN170062	33	0	2	5	 	 	2	 	 	 
IN170063	1	60	1	3	2	0	2	2	2	0
IN170063	2	55	2	3	2	0	2	2	1	0
IN170063	3	35	1	1	2	24	1	2	1	6
IN170063	4	28	2	1	2	0	1	1	2	0
IN170064	1	26	1	1	2	0	2	2	1	0
IN170064	2	20	2	1	2	0	2	1	2	0
IN170064	3	5	2	5	2	0	2	2	2	0
IN170065	1	35	1	1	2	23	2	2	1	5
IN170065	2	29	2	2	2	0	2	1	2	0
IN170065	3	20	2	1	2	0	2	1	2	0
IN170066	1	52	1	3	2	0	2	2	1	0
IN170066	2	45	2	3	2	0	2	1	2	0
IN170066	3	25	1	1	2	0	2	2	1	0
IN170066	4	20	2	1	2	0	2	1	2	0
IN170066	5	20	1	4	2	0	2	2	1	0
IN170066	6	17	2	4	2	0	2	2	2	0
IN170067	1	65	1	3	2	0	2	1	1	0
IN170067	2	35	1	1	2	0	2	1	1	0
IN170067	3	30	1	4	2	25	2	1	1	12
IN170067	4	25	2	1	2	24	2	1	1	7
IN170067	5	45	2	4	2	0	2	1	1	0
IN170067	6	11	2	13	1	23	2	1	1	3
IN170067	7	9	2	13	1	23	2	1	1	2
IN170067	8	7	2	13	1	23	2	1	1	1
IN170068	1	60	2	3	2	0	1	2	2	0
IN170068	2	33	1	4	2	23	1	2	2	5
IN170068	3	28	2	4	2	24	2	2	2	7
IN170068	4	29	1	1	2	25	2	2	1	10
IN170068	5	20	2	1	2	24	2	1	2	7
IN170068	6	9	1	6	1	23	2	2	2	3
IN170068	7	5	1	6	1	23	2	2	2	1
IN170069	1	60	2	3	2	0	2	1	2	0
IN170069	2	35	1	1	2	25	2	1	1	10
IN170069	3	25	2	1	2	0	2	1	1	0
IN170069	4	5	1	5	 	 	1	 	 	0
IN170069	29	3	2	5	 	 	2	 	 	 
IN170070	1	48	1	3	2	22	2	2	1	0
IN170070	2	40	2	3	2	0	2	1	1	0
IN170070	3	22	1	1	2	0	2	2	1	0
IN170070	4	20	2	2	2	25	1	2	1	12
IN170070	5	18	2	1	2	0	2	1	1	0
IN170070	6	18	2	4	2	25	2	2	2	12
IN170071	1	35	1	1	2	24	2	1	1	7
IN170071	2	25	2	1	2	0	2	1	1	0
IN170071	3	13	1	5	1	24	2	2	2	6
IN170071	4	10	2	5	1	23	2	1	2	5
IN170071	5	8	2	5	1	23	2	2	2	2
IN170071	6	5	1	5	 	 	2	 	 	0
IN170072	1	60	1	3	2	0	2	2	1	0
IN170072	2	50	2	3	2	0	2	1	1	0
IN170072	3	35	1	1	2	0	2	2	1	0
IN170072	4	30	2	1	2	0	2	1	1	0
IN170072	5	7	2	5	1	23	2	2	2	3
IN170072	6	5	2	5	 	 	2	 	 	0
IN170072	28	3	1	5	 	 	2	 	 	 
IN170073	1	50	2	3	2	0	2	1	1	0
IN170073	2	35	1	1	2	25	2	1	1	10
IN170073	3	25	2	1	2	0	2	1	1	0
IN170073	4	8	2	5	2	0	2	2	2	0
IN170073	28	4	2	5	 	 	2	 	 	 
IN170074	1	70	1	3	2	0	1	2	2	0
IN170074	2	55	2	3	2	0	1	1	2	0
IN170074	3	32	1	4	2	24	2	2	2	6
IN170074	4	23	2	4	2	25	2	2	2	8
IN170074	5	24	1	1	2	0	2	2	1	0
IN170074	6	20	2	1	2	25	2	1	1	10
IN170074	7	21	1	4	2	25	2	2	2	10
IN170075	1	80	2	7	2	0	2	1	1	0
IN170075	2	54	1	3	2	0	2	1	1	0
IN170075	3	45	2	3	2	0	1	1	1	0
IN170075	4	27	1	1	2	25	2	1	1	10
IN170075	5	22	2	1	2	25	2	1	1	9
IN170075	6	21	1	6	2	25	2	2	2	10
IN170075	7	18	2	4	2	25	2	2	2	10
IN170075	28	4	1	5	 	 	2	 	 	 
IN170076	1	65	2	3	2	0	2	1	2	0
IN170076	2	32	1	1	2	0	2	1	1	0
IN170076	3	25	2	1	2	0	2	1	1	0
IN170076	4	7	2	5	1	23	2	2	2	2
IN170076	28	3	1	5	 	 	1	 	 	 
IN170077	1	70	2	7	2	0	2	1	2	0
IN170077	2	45	1	3	2	0	2	1	2	0
IN170077	3	38	2	3	2	0	2	2	2	0
IN170077	4	23	1	1	2	25	2	1	2	10
IN170077	5	20	2	1	2	25	2	2	2	10
IN170078	1	70	1	3	2	0	1	2	2	0
IN170078	2	60	2	3	2	0	2	1	1	0
IN170078	3	35	1	4	2	0	2	2	2	0
IN170078	4	30	2	4	2	0	2	2	2	0
IN170078	5	25	1	1	2	0	2	2	1	0
IN170078	6	22	2	1	2	0	2	1	1	0
IN170078	7	22	1	4	2	0	2	2	2	0
IN170078	8	20	2	4	2	0	2	2	2	0
IN170078	9	20	1	4	1	25	2	2	2	10
IN170078	10	9	2	5	1	23	2	2	2	2
IN170078	11	6	2	5	1	23	2	2	2	1
IN170078	28	3	2	5	 	 	2	 	 	 
IN170078	29	0	2	5	 	 	2	 	 	 
IN170078	30	3	1	5	 	 	2	 	 	 
IN170079	1	65	1	3	2	0	2	2	1	0
IN170079	2	50	2	3	2	0	1	1	1	0
IN170079	3	30	1	1	2	0	2	1	1	0
IN170079	4	18	2	1	2	0	2	1	2	0
IN170079	28	4	1	5	 	 	2	 	 	 
IN170080	1	50	1	3	2	0	2	2	1	0
IN170080	2	45	2	3	2	0	2	2	2	0
IN170080	3	26	1	1	2	23	2	2	1	5
IN170080	4	20	2	1	2	23	2	1	2	5
IN170080	5	8	1	4	1	23	2	2	2	3
IN170080	6	11	2	4	1	24	2	2	2	6
IN170080	28	4	2	5	 	 	2	 	 	 
IN170081	1	60	2	3	2	0	1	1	2	0
IN170081	2	30	2	4	2	0	2	1	1	0
IN170081	3	40	1	1	2	0	2	1	1	0
IN170081	4	20	2	1	2	0	2	1	1	0
IN170081	5	12	1	5	1	25	2	2	2	8
IN170081	6	6	1	5	1	23	2	1	2	2
IN170082	1	60	2	3	2	0	2	1	2	0
IN170082	2	28	1	4	2	0	2	2	2	0
IN170082	3	22	2	4	2	0	2	2	2	0
IN170082	4	24	1	1	2	0	2	2	1	0
IN170082	5	19	2	1	2	25	2	1	1	8
IN170082	6	6	1	5	1	23	1	2	2	2
IN170082	28	2	1	5	 	 	2	 	 	 
IN170083	1	42	1	1	2	25	2	2	1	10
IN170083	2	35	2	1	2	0	2	1	2	0
IN170083	3	17	2	5	2	25	2	2	2	11
IN170083	4	7	1	5	1	23	2	2	2	1
IN170083	28	4	1	5	 	 	2	 	 	 
IN170084	1	65	1	3	2	0	2	2	2	0
IN170084	2	55	2	3	2	0	2	1	2	0
IN170084	3	22	1	1	2	25	1	2	1	9
IN170084	4	18	2	1	2	0	2	1	1	0
IN170085	1	50	1	3	2	0	2	2	1	0
IN170085	2	30	1	1	2	23	2	2	1	5
IN170085	3	25	2	1	2	0	2	1	1	0
IN170085	4	16	1	4	2	0	2	2	1	0
IN170085	5	13	1	4	2	23	2	2	1	5
IN170086	1	30	1	1	2	0	2	2	1	0
IN170086	2	24	2	1	2	0	1	1	2	0
IN170086	3	5	1	5	1	23	2	2	2	1
IN170086	28	3	2	5	 	 	2	 	 	 
IN170087	1	50	1	3	2	0	2	2	1	0
IN170087	2	45	2	3	2	0	2	1	1	0
IN170087	3	30	1	1	2	25	2	2	1	10
IN170087	4	20	2	1	2	0	2	1	1	0
IN170087	5	28	1	4	2	24	1	2	2	7
IN170087	6	19	2	4	2	0	2	2	2	0
IN170087	7	19	1	4	2	25	2	2	1	12
IN170087	8	12	2	4	1	24	2	2	2	7
IN170087	28	2	1	5	 	 	2	 	 	 
IN170088	1	32	1	1	2	0	2	2	1	0
IN170088	2	25	2	1	2	0	2	1	2	0
IN170088	3	8	2	5	2	0	2	2	2	0
IN170088	4	5	2	5	1	23	2	2	2	1
IN170089	1	29	1	1	2	0	2	2	1	0
IN170089	2	23	2	1	2	0	2	1	2	0
IN170089	3	5	1	5	1	23	2	2	2	1
IN170090	1	40	2	3	2	0	2	1	2	0
IN170090	2	25	1	1	2	25	2	2	2	11
IN170090	3	22	2	1	2	0	2	1	2	0
IN170090	4	18	1	4	2	25	1	2	2	9
IN170090	5	8	2	4	1	23	2	2	2	3
IN170091	1	60	1	3	2	23	2	2	2	5
IN170091	2	35	1	1	2	0	2	2	1	0
IN170091	3	20	2	1	2	0	2	1	1	0
IN170091	4	20	1	4	2	25	2	2	1	8
IN170091	5	13	2	4	2	0	2	1	2	0
IN170091	6	11	1	4	1	24	2	2	2	7
IN170091	7	9	2	4	1	23	2	1	2	4
IN170092	1	75	1	3	2	24	2	2	1	7
IN170092	2	50	2	3	2	0	2	1	1	0
IN170092	3	35	1	4	2	0	1	2	2	0
IN170092	4	32	1	1	2	25	2	2	1	10
IN170092	5	28	2	1	2	25	2	1	1	8
IN170092	6	19	2	4	2	25	2	1	1	10
IN170092	28	4	2	5	 	 	2	 	 	 
IN170093	1	60	1	3	2	0	2	2	1	0
IN170093	2	50	2	3	2	0	1	1	2	0
IN170093	3	27	1	1	2	0	2	2	1	0
IN170093	4	22	2	1	2	0	2	1	1	0
IN170093	5	18	1	4	2	0	2	2	2	0
IN170093	6	6	1	5	1	23	2	2	2	2
IN170093	28	4	1	5	 	 	2	 	 	 
IN170094	1	65	1	3	2	0	1	1	2	0
IN170094	2	55	2	3	2	0	2	2	2	0
IN170094	3	30	1	1	2	0	2	2	1	0
IN170094	4	24	2	1	2	0	2	2	2	0
IN170094	5	22	1	4	2	24	2	2	2	6
IN170094	6	20	2	4	2	25	2	2	2	8
IN170095	1	55	2	3	2	0	2	1	1	0
IN170095	2	32	1	1	2	0	2	2	1	0
IN170095	3	26	2	1	2	0	2	1	1	0
IN170095	4	26	1	4	2	0	1	2	2	0
IN170095	5	20	2	4	2	0	1	2	2	0
IN170095	6	12	2	4	2	0	2	1	2	0
IN170095	7	8	2	5	1	23	2	2	2	3
IN170095	8	6	2	5	1	23	2	2	2	2
IN170095	28	4	1	5	 	 	2	 	 	 
IN170095	29	1	2	5	 	 	2	 	 	 
IN170096	1	50	2	3	2	0	2	1	2	0
IN170096	2	30	1	1	2	0	2	2	1	0
IN170096	3	16	2	1	2	0	2	1	1	0
IN170097	1	80	1	7	2	0	2	2	2	0
IN170097	2	50	1	3	2	0	1	2	2	0
IN170097	3	40	2	3	2	0	2	1	1	0
IN170097	4	25	1	4	2	0	2	2	2	0
IN170097	5	21	2	4	2	0	2	2	2	0
IN170097	6	22	1	1	2	0	2	2	1	0
IN170097	7	18	2	1	2	0	2	1	1	0
IN170097	28	3	2	5	 	 	2	 	 	 
IN170098	1	30	1	1	2	25	2	2	1	12
IN170098	2	23	2	1	2	0	2	1	1	0
IN170098	28	4	1	5	 	 	2	 	 	 
IN170099	1	27	1	1	2	24	2	1	1	7
IN170099	2	21	2	1	2	0	2	1	1	0
IN170099	28	2	2	5	 	 	2	 	 	 
IN170100	1	60	1	3	2	0	2	2	2	0
IN170100	2	50	2	3	2	0	2	1	2	0
IN170100	3	30	1	1	2	0	2	2	1	0
IN170100	4	22	2	1	2	0	2	1	1	0
IN170100	5	6	1	5	1	23	2	2	2	1
IN170100	28	3	2	5	 	 	2	 	 	 
IN180001	1	60	1	3	2	0	1	2	2	0
IN180001	2	50	2	3	2	0	2	1	1	0
IN180001	3	35	1	4	2	0	2	2	2	0
IN180001	4	30	2	4	2	0	2	1	2	0
IN180001	5	30	1	4	2	23	2	2	2	5
IN180001	6	22	2	4	2	23	2	1	2	4
IN180001	7	22	1	4	2	23	1	2	2	5
IN180001	8	21	2	4	2	22	2	1	2	0
IN180001	9	21	1	1	2	0	2	2	1	0
IN180001	10	20	2	1	2	0	2	1	1	0
IN180001	11	19	1	4	2	23	2	2	2	4
IN180001	12	17	2	4	2	25	2	1	2	10
IN180001	13	12	1	4	1	24	2	2	2	6
IN180001	14	11	2	5	1	23	2	2	2	4
IN180001	15	9	1	5	1	23	2	2	2	3
IN180002	1	60	2	3	2	0	2	1	2	0
IN180002	2	35	1	4	2	0	2	2	2	0
IN180002	3	30	2	4	2	24	2	2	2	6
IN180002	4	30	1	1	2	0	2	1	1	0
IN180002	5	18	2	1	2	0	2	1	1	0
IN180002	6	20	1	4	2	25	2	2	1	9
IN180002	7	11	2	4	1	24	2	2	2	6
IN180003	1	25	1	1	2	0	2	2	1	0
IN180003	2	20	2	1	2	0	2	1	1	0
IN180004	1	90	2	7	2	0	2	2	2	0
IN180004	2	55	1	3	2	0	2	2	1	0
IN180004	3	40	2	3	2	0	2	1	1	0
IN180004	4	22	1	1	2	0	2	2	1	0
IN180004	5	20	2	1	2	0	2	1	1	0
IN180004	6	18	2	4	2	0	2	1	2	0
IN180004	7	15	2	4	2	0	2	1	2	0
IN180005	1	40	1	1	2	0	2	2	1	0
IN180005	2	35	2	1	2	0	2	1	1	0
IN180005	3	13	1	4	2	0	2	2	2	0
IN180005	4	10	2	5	2	0	2	1	2	0
IN180005	5	8	1	5	1	23	2	2	2	3
IN180006	1	45	2	3	2	0	2	1	1	0
IN180006	2	28	1	4	2	0	2	2	2	0
IN180006	3	25	1	1	2	0	2	2	1	0
IN180006	4	20	2	1	2	0	2	1	1	0
IN180007	1	75	1	3	2	0	2	2	2	0
IN180007	2	43	1	1	2	0	2	1	1	0
IN180007	3	40	2	1	2	0	2	1	1	0
IN180007	4	12	2	5	1	24	2	2	2	7
IN180008	1	70	2	3	2	0	1	1	2	0
IN180008	2	75	1	3	2	0	1	2	2	0
IN180008	3	45	1	1	2	0	2	2	1	0
IN180008	4	28	2	1	2	0	2	1	1	0
IN180008	5	7	2	5	1	23	2	2	2	3
IN180008	6	5	1	5	1	23	2	2	2	1
IN180009	1	35	1	1	2	0	2	2	1	0
IN180009	2	25	2	1	2	0	2	1	1	0
IN180009	3	10	1	5	1	23	2	2	2	3
IN180009	4	6	1	5	1	23	2	2	2	2
IN180010	1	70	1	3	2	23	2	2	2	5
IN180010	2	60	2	3	2	0	2	2	2	0
IN180010	3	40	1	1	2	0	2	2	1	0
IN180010	4	32	2	2	2	0	2	1	2	0
IN180010	5	28	2	1	2	0	2	1	1	0
IN180010	6	24	2	4	2	24	1	2	2	7
IN180011	1	55	1	3	2	23	2	2	1	5
IN180011	2	48	2	3	2	0	2	2	2	0
IN180011	3	29	1	1	2	24	2	2	1	7
IN180011	4	22	2	1	2	25	2	1	2	10
IN180011	5	22	1	4	2	24	2	2	2	7
IN180011	6	17	1	4	2	25	2	2	2	11
IN180011	7	13	1	4	1	24	2	2	2	7
IN180011	8	88	1	7	2	0	2	2	2	0
IN180012	1	75	2	7	2	0	2	2	2	0
IN180012	2	50	2	3	2	0	2	2	2	0
IN180012	3	26	1	1	2	25	2	2	1	9
IN180012	4	20	2	1	2	0	2	1	1	0
IN180013	1	27	1	1	2	0	2	1	1	0
IN180013	2	22	2	1	2	24	2	2	1	6
IN180014	1	40	1	1	2	0	2	2	1	0
IN180014	2	30	2	1	2	0	1	1	1	0
IN180014	3	17	2	5	2	25	2	1	2	9
IN180014	4	13	2	5	1	24	2	2	2	7
IN180015	1	60	1	3	2	0	2	2	2	0
IN180015	2	50	2	3	2	0	1	1	2	0
IN180015	3	28	1	1	2	25	2	2	1	9
IN180015	4	25	2	1	2	0	2	1	1	0
IN180015	5	20	1	4	2	25	2	2	2	10
IN180015	6	17	1	4	2	24	2	2	1	6
IN180015	7	13	2	4	2	0	2	1	2	0
IN180015	8	9	2	4	1	23	2	2	2	2
IN180016	1	36	1	13	2	0	2	2	1	0
IN180016	2	28	2	13	2	0	1	1	1	0
IN180017	1	70	1	3	2	0	2	2	2	0
