CHILDCODE	EDCHSTR5	EDAGR5	EDGRADER5	CMPGRDR5	SMESCHR5	TYSCR5	REGNR5	SCHNMER5
141030	3	21	32	1	0	4	14	1366
141030	4	22	33	4	1	 	 	 
141031	1	19	10	1	1	4	7	1500
141031	2	20	11	1	1	 	 	 
141031	3	21	12	1	0	4	7	1501
141031	4	22	32	4	0	4	7	1509
141032	1	18	32	1	0	2	7	1022
141032	2	19	33	1	1	 	 	 
141032	3	20	34	1	1	 	 	 
141032	4	21	0	 	 	 	 	 
141033	1	18	10	1	1	4	7	1030
141033	2	19	11	1	1	 	 	 
141033	3	20	12	1	1	 	 	 
141033	4	21	32	4	0	1	7	1502
141034	1	18	10	1	1	4	7	1030
141034	2	19	21	1	0	1	7	1508
141034	3	20	22	1	1	 	 	 
141034	4	21	23	4	1	 	 	 
141035	1	18	10	1	1	4	7	1808
141035	2	19	11	1	1	 	 	 
141035	3	20	12	1	1	 	 	 
141035	4	21	32	4	0	4	7	1034
141036	1	19	12	1	1	1	7	1503
141036	2	20	32	1	0	4	14	1366
141036	3	21	33	3	1	 	 	 
141036	4	22	0	 	 	 	 	 
141038	1	19	21	1	1	4	4	1504
141038	2	20	23	1	1	 	 	 
141038	3	21	32	1	0	1	4	1540
141038	4	22	33	4	1	 	 	 
141039	1	20	21	3	0	4	14	550
141039	2	21	0	 	 	 	 	 
141039	3	22	0	 	 	 	 	 
141039	4	23	0	 	 	 	 	 
141040	1	18	10	2	1	4	7	1808
141040	2	19	0	 	 	 	 	 
141040	3	20	0	 	 	 	 	 
141040	4	21	0	 	 	 	 	 
141041	1	18	10	3	1	4	7	1808
141041	2	19	10	1	1	 	 	 
141041	3	20	21	1	0	4	7	1048
141041	4	21	22	4	1	 	 	 
141042	1	18	7	1	1	4	7	314
141042	2	19	8	1	1	 	 	 
141042	3	20	9	1	0	4	7	314
141042	4	21	0	 	 	 	 	 
141044	1	18	10	1	1	4	7	1505
141044	2	19	0	 	 	 	 	 
141044	3	20	25	1	0	4	7	1506
141044	4	21	28	4	1	 	 	 
141045	1	18	10	1	1	4	7	1488
141045	2	19	11	1	1	 	 	 
141045	3	20	12	1	1	 	 	 
141045	4	21	32	4	0	4	7	1507
141046	1	19	10	1	0	4	7	1808
141046	2	20	21	1	0	4	7	1048
141046	3	21	22	1	1	 	 	 
141046	4	22	0	 	 	 	 	 
141047	1	18	21	3	0	4	7	1035
141047	2	19	21	1	0	1	7	1491
141047	3	20	22	1	1	 	 	 
141047	4	21	23	4	1	 	 	 
141048	1	17	10	1	1	1	7	1795
141048	2	18	11	1	1	 	 	 
141048	3	19	12	1	1	 	 	 
141048	4	20	32	4	0	4	7	1509
141049	1	18	9	1	1	4	7	1488
141049	2	19	10	1	1	 	 	 
141049	3	20	11	1	1	 	 	 
141049	4	21	12	1	0	1	7	1510
141050	1	18	0	 	 	 	 	 
141050	2	19	0	 	 	 	 	 
141050	3	20	0	 	 	 	 	 
141050	4	21	0	 	 	 	 	 
151001	1	19	0	 	 	 	 	 
151001	2	20	0	 	 	 	 	 
151001	3	21	0	 	 	 	 	 
151001	4	22	0	 	 	 	 	 
151002	1	19	8	1	1	4	7	1511
151002	2	20	9	1	1	 	 	 
151002	3	21	10	1	1	 	 	 
151002	4	22	21	4	0	4	7	1512
151004	1	19	9	1	0	4	7	327
151004	2	20	10	1	1	 	 	 
151004	3	21	0	 	 	 	 	 
151004	4	22	0	 	 	 	 	 
151005	1	19	6	1	1	4	7	327
151005	2	20	7	1	1	 	 	 
151005	3	21	8	3	1	 	 	 
151005	4	22	0	 	 	 	 	 
151008	1	18	6	3	1	4	7	327
151008	2	19	6	3	1	 	 	 
151008	3	20	6	1	1	 	 	 
151008	4	21	7	4	1	 	 	 
151009	1	18	5	3	1	4	7	327
151009	2	19	0	 	 	 	 	 
151009	3	20	5	3	1	 	 	 
151009	4	21	0	 	 	 	 	 
151010	1	19	10	1	1	4	7	1006
151010	2	20	11	1	0	4	7	1513
151010	3	21	12	2	1	 	 	 
151010	4	22	36	4	0	2	7	1514
151011	1	19	7	2	1	4	7	327
151011	2	20	7	1	1	 	 	 
151011	3	21	0	 	 	 	 	 
151011	4	22	0	 	 	 	 	 
151012	1	19	0	 	 	 	 	 
151012	2	20	0	 	 	 	 	 
151012	3	21	0	 	 	 	 	 
151012	4	22	0	 	 	 	 	 
151014	1	19	8	1	1	4	7	327
151014	2	20	9	1	0	4	7	1006
151014	3	21	10	1	1	 	 	 
151014	4	22	0	 	 	 	 	 
151015	1	19	8	1	1	4	7	327
151015	2	20	9	1	0	4	7	1006
151015	3	21	10	1	1	 	 	 
151015	4	22	0	 	 	 	 	 
151016	1	19	9	1	0	4	7	1006
151016	2	20	0	 	 	 	 	 
151016	3	21	10	1	1	 	 	 
151016	4	22	0	 	 	 	 	 
151018	1	19	0	 	 	 	 	 
151018	2	20	0	 	 	 	 	 
151018	3	21	0	 	 	 	 	 
151018	4	22	0	 	 	 	 	 
151019	1	19	5	1	1	4	7	327
151019	2	20	6	1	1	 	 	 
151019	3	21	7	1	1	 	 	 
151019	4	22	8	4	1	 	 	 
151020	1	19	8	1	1	4	7	327
151020	2	20	9	3	0	4	7	1006
151020	3	21	9	3	1	 	 	 
151020	4	22	0	 	 	 	 	 
151021	1	19	10	1	1	4	7	134
151021	2	20	0	 	 	 	 	 
151021	3	21	0	 	 	 	 	 
151021	4	22	0	 	 	 	 	 
151023	1	19	0	 	 	 	 	 
151023	2	20	0	 	 	 	 	 
151023	3	21	0	 	 	 	 	 
151023	4	22	0	 	 	 	 	 
151024	1	18	7	1	1	4	7	999
151024	2	19	8	1	1	 	 	 
151024	3	20	9	1	0	4	7	1513
151024	4	21	10	4	1	 	 	 
151025	1	19	10	2	1	4	7	1006
151025	2	20	0	 	 	 	 	 
151025	3	21	0	 	 	 	 	 
151025	4	22	0	 	 	 	 	 
151026	1	18	9	1	1	4	7	1006
151026	2	19	10	1	1	 	 	 
151026	3	20	0	 	 	 	 	 
151026	4	21	0	 	 	 	 	 
151027	1	18	7	1	1	4	7	327
151027	2	19	8	1	1	 	 	 
151027	3	20	9	1	1	 	 	 
151027	4	21	10	4	0	4	7	1006
151028	1	18	0	 	 	 	 	 
151028	2	19	0	 	 	 	 	 
151028	3	20	0	 	 	 	 	 
151028	4	21	0	 	 	 	 	 
151029	1	19	8	1	1	1	7	1012
151029	2	20	9	1	0	4	7	1513
151029	3	21	10	1	1	 	 	 
151029	4	22	11	4	1	 	 	 
151030	1	18	7	1	1	4	7	327
151030	2	19	8	3	1	 	 	 
151030	3	20	0	 	 	 	 	 
151030	4	21	0	 	 	 	 	 
151031	1	19	0	 	 	 	 	 
151031	2	20	0	 	 	 	 	 
151031	3	21	0	 	 	 	 	 
151031	4	22	0	 	 	 	 	 
151032	1	19	5	1	1	4	7	327
151032	2	20	6	1	1	 	 	 
151032	3	21	0	 	 	 	 	 
151032	4	22	0	 	 	 	 	 
151033	1	18	9	3	0	4	7	1006
151033	2	19	9	3	1	 	 	 
151033	3	20	0	 	 	 	 	 
151033	4	21	0	 	 	 	 	 
151034	1	19	7	1	1	4	7	999
151034	2	20	8	1	1	 	 	 
151034	3	21	9	1	0	4	7	1513
151034	4	22	10	4	1	 	 	 
151039	1	18	6	1	1	4	7	327
151039	2	19	7	3	1	 	 	 
151039	3	20	0	 	 	 	 	 
151039	4	21	0	 	 	 	 	 
151041	1	19	8	1	1	4	7	1516
151041	2	20	9	1	1	 	 	 
151041	3	21	10	1	1	 	 	 
151041	4	22	0	 	 	 	 	 
151042	1	19	0	 	 	 	 	 
151042	2	20	0	 	 	 	 	 
151042	3	21	0	 	 	 	 	 
151042	4	22	0	 	 	 	 	 
151043	1	19	10	1	1	4	7	1513
151043	2	20	0	 	 	 	 	 
151043	3	21	21	1	0	1	7	1895
151043	4	22	22	4	1	 	 	 
151044	1	18	8	3	1	4	7	327
151044	2	19	8	1	1	 	 	 
151044	3	20	9	3	0	4	7	1518
151044	4	21	0	 	 	 	 	 
151045	1	19	9	1	0	4	7	1006
151045	2	20	0	 	 	 	 	 
151045	3	21	10	3	1	 	 	 
151045	4	22	0	 	 	 	 	 
151049	1	19	4	1	1	4	7	1519
151049	2	20	0	 	 	 	 	 
151049	3	21	0	 	 	 	 	 
151049	4	22	0	 	 	 	 	 
151051	1	18	9	3	0	4	7	1006
151051	2	19	9	1	1	 	 	 
151051	3	20	10	1	1	 	 	 
151051	4	21	0	 	 	 	 	 
151052	1	19	6	3	1	4	7	327
151052	2	20	6	1	1	 	 	 
151052	3	21	7	1	1	 	 	 
151052	4	22	8	4	1	 	 	 
151053	1	19	10	1	1	4	7	1513
151053	2	20	0	 	 	 	 	 
151053	3	21	0	 	 	 	 	 
151053	4	22	0	 	 	 	 	 
151054	1	19	7	1	1	4	7	327
151054	2	20	8	1	1	 	 	 
151054	3	21	0	 	 	 	 	 
151054	4	22	0	 	 	 	 	 
151056	1	18	4	1	1	4	7	327
151056	2	19	5	3	1	 	 	 
151056	3	20	0	 	 	 	 	 
151056	4	21	0	 	 	 	 	 
151057	1	19	7	1	1	4	7	327
151057	2	20	0	 	 	 	 	 
151057	3	21	0	 	 	 	 	 
151057	4	22	8	4	1	 	 	 
151058	1	19	0	 	 	 	 	 
151058	2	20	0	 	 	 	 	 
151058	3	21	0	 	 	 	 	 
151058	4	22	0	 	 	 	 	 
151059	1	18	0	 	 	 	 	 
151059	2	19	0	 	 	 	 	 
151059	3	20	0	 	 	 	 	 
151059	4	21	0	 	 	 	 	 
151064	1	19	10	2	1	4	7	1006
151064	2	20	9	1	1	 	 	 
151064	3	21	10	1	1	 	 	 
151064	4	22	11	4	0	4	7	1520
151066	1	19	7	1	1	4	7	1521
151066	2	20	8	1	1	 	 	 
151066	3	21	9	1	1	 	 	 
151066	4	22	10	4	1	 	 	 
151067	1	19	7	1	1	4	7	327
151067	2	20	8	1	1	 	 	 
151067	3	21	9	1	0	4	7	327
151067	4	22	10	4	1	 	 	 
151068	1	19	7	1	1	4	7	327
151068	2	20	8	1	1	 	 	 
151068	3	21	9	1	0	4	7	1006
151068	4	22	10	4	1	 	 	 
151069	1	19	3	1	1	4	7	327
151069	2	20	4	1	1	 	 	 
151069	3	21	5	1	1	 	 	 
151069	4	22	6	4	1	 	 	 
151070	1	18	0	 	 	 	 	 
151070	2	19	0	 	 	 	 	 
151070	3	20	0	 	 	 	 	 
151070	4	21	0	 	 	 	 	 
161003	1	18	0	 	 	 	 	 
161003	2	19	0	 	 	 	 	 
161003	3	20	0	 	 	 	 	 
161003	4	21	0	 	 	 	 	 
161006	1	19	7	3	1	4	7	293
161006	2	20	0	 	 	 	 	 
161006	3	21	0	 	 	 	 	 
161006	4	22	0	 	 	 	 	 
161007	1	18	8	1	0	4	7	293
161007	2	19	9	1	0	4	7	305
161007	3	20	10	1	1	 	 	 
161007	4	21	11	4	1	 	 	 
161008	1	18	6	1	1	4	7	293
161008	2	19	7	3	1	 	 	 
161008	3	20	0	 	 	 	 	 
161008	4	21	0	 	 	 	 	 
161009	1	19	9	1	0	4	7	1522
161009	2	20	10	1	1	 	 	 
161009	3	21	11	1	0	4	7	1523
161009	4	22	12	4	1	 	 	 
161010	1	18	0	 	 	 	 	 
161010	2	19	0	 	 	 	 	 
161010	3	20	0	 	 	 	 	 
161010	4	21	0	 	 	 	 	 
161011	1	19	8	3	0	4	7	293
161011	2	20	0	 	 	 	 	 
161011	3	21	8	1	1	 	 	 
161011	4	22	9	4	0	4	7	305
161013	1	18	0	 	 	 	 	 
161013	2	19	0	 	 	 	 	 
161013	3	20	0	 	 	 	 	 
161013	4	21	0	 	 	 	 	 
161016	1	18	7	1	1	4	7	293
161016	2	19	7	3	1	 	 	 
161016	3	20	7	3	1	 	 	 
161016	4	21	7	3	1	 	 	 
161017	1	18	0	 	 	 	 	 
161017	2	19	0	 	 	 	 	 
161017	3	20	0	 	 	 	 	 
161017	4	21	0	 	 	 	 	 
161018	1	18	9	1	1	4	7	305
161018	2	19	10	1	1	 	 	 
161018	3	20	11	1	1	 	 	 
161018	4	21	12	4	1	 	 	 
161019	1	19	10	3	1	4	7	305
161019	2	20	10	1	1	 	 	 
161019	3	21	11	1	1	 	 	 
161019	4	22	12	4	1	 	 	 
161020	1	19	0	 	 	 	 	 
161020	2	20	0	 	 	 	 	 
161020	3	21	0	 	 	 	 	 
161020	4	22	0	 	 	 	 	 
161021	1	18	0	 	 	 	 	 
161021	2	19	0	 	 	 	 	 
161021	3	20	0	 	 	 	 	 
161021	4	21	0	 	 	 	 	 
161022	1	18	9	3	1	4	7	304
161022	2	19	0	 	 	 	 	 
161022	3	20	0	 	 	 	 	 
161022	4	22	0	 	 	 	 	 
161023	1	18	10	1	1	4	7	305
161023	2	19	11	1	1	 	 	 
161023	3	20	12	1	1	 	 	 
161023	4	21	32	4	0	4	7	1414
161024	1	18	9	1	1	4	7	304
161024	2	19	10	1	1	 	 	 
161024	3	20	11	1	1	 	 	 
161024	4	21	12	4	1	 	 	 
161025	1	19	0	 	 	 	 	 
161025	2	20	0	 	 	 	 	 
161025	3	21	0	 	 	 	 	 
161025	4	22	0	 	 	 	 	 
161026	1	18	0	 	 	 	 	 
161026	2	19	0	 	 	 	 	 
161026	3	20	0	 	 	 	 	 
161026	4	21	0	 	 	 	 	 
161029	1	18	4	1	1	4	7	293
161029	2	19	5	1	1	 	 	 
161029	3	20	6	1	1	 	 	 
161029	4	21	7	4	1	 	 	 
161030	1	18	6	1	1	4	7	1524
161030	2	19	7	1	1	 	 	 
161030	3	20	8	1	1	 	 	 
161030	4	21	9	4	0	4	7	1525
161031	1	18	8	1	1	4	7	293
161031	2	19	9	1	0	4	7	305
161031	3	20	10	2	1	 	 	 
161031	4	21	0	 	 	 	 	 
161032	1	19	6	1	1	4	7	293
161032	2	20	7	1	1	 	 	 
161032	3	21	8	1	1	 	 	 
161032	4	22	9	4	0	4	7	305
161034	1	18	8	1	1	4	7	293
161034	2	19	9	1	0	4	7	305
161034	3	20	10	1	1	 	 	 
161034	4	21	11	1	1	 	 	 
161035	1	19	0	 	 	 	 	 
161035	2	20	0	 	 	 	 	 
161035	3	21	0	 	 	 	 	 
161035	4	22	0	 	 	 	 	 
161037	1	18	8	3	1	4	7	264
161037	2	19	8	1	1	 	 	 
161037	3	20	0	 	 	 	 	 
161037	4	21	9	4	1	 	 	 
161038	1	19	7	3	1	4	7	293
161038	2	20	0	 	 	 	 	 
161038	3	21	0	 	 	 	 	 
161038	4	22	0	 	 	 	 	 
161039	1	18	0	 	 	 	 	 
161039	2	19	0	 	 	 	 	 
161039	3	20	0	 	 	 	 	 
161039	4	21	0	 	 	 	 	 
161041	1	18	0	 	 	 	 	 
161041	2	19	0	 	 	 	 	 
161041	3	20	0	 	 	 	 	 
161041	4	21	0	 	 	 	 	 
161042	1	18	7	3	1	4	7	293
161042	2	19	7	1	1	 	 	 
161042	3	20	8	1	1	 	 	 
161042	4	21	0	 	 	 	 	 
161043	1	18	0	 	 	 	 	 
161043	2	19	4	2	1	 	 	 
161043	3	20	4	1	1	 	 	 
161043	4	21	5	4	1	 	 	 
161044	1	18	7	1	1	4	7	1526
161044	2	19	8	1	1	 	 	 
161044	3	20	0	 	 	 	 	 
161044	4	21	0	 	 	 	 	 
161045	1	18	0	 	 	 	 	 
161045	2	19	0	 	 	 	 	 
161045	3	20	0	 	 	 	 	 
161045	4	21	0	 	 	 	 	 
161046	1	18	2	1	1	4	7	293
161046	2	19	3	3	1	 	 	 
161046	3	20	0	 	 	 	 	 
161046	4	21	0	 	 	 	 	 
161047	1	18	0	 	 	 	 	 
161047	2	19	0	 	 	 	 	 
161047	3	20	0	 	 	 	 	 
161047	4	21	0	 	 	 	 	 
161048	1	18	0	 	 	 	 	 
161048	2	19	0	 	 	 	 	 
161048	3	20	0	 	 	 	 	 
161048	4	21	0	 	 	 	 	 
161049	1	19	6	1	1	4	7	293
161049	2	20	7	1	1	 	 	 
161049	3	21	8	2	1	 	 	 
161049	4	22	8	4	1	 	 	 
161050	1	18	0	 	 	 	 	 
161050	2	19	0	 	 	 	 	 
161050	3	20	0	 	 	 	 	 
161050	4	21	0	 	 	 	 	 
171001	1	19	0	 	 	 	 	 
171001	2	20	0	 	 	 	 	 
171001	3	21	0	 	 	 	 	 
171001	4	22	0	 	 	 	 	 
171002	1	19	0	 	 	 	 	 
171002	2	20	0	 	 	 	 	 
171002	3	21	0	 	 	 	 	 
171002	4	22	0	 	 	 	 	 
171003	1	17	9	1	0	4	1	1527
171003	2	18	10	1	1	 	 	 
171003	3	19	11	1	0	4	1	1528
171003	4	20	12	4	1	 	 	 
171005	1	19	9	1	0	4	1	183
171005	2	20	10	1	1	 	 	 
171005	3	21	0	 	 	 	 	 
171005	4	22	0	 	 	 	 	 
171006	1	19	9	1	0	4	1	183
171006	2	20	10	2	1	 	 	 
171006	3	21	0	 	 	 	 	 
171006	4	22	0	 	 	 	 	 
171007	1	18	0	 	 	 	 	 
171007	2	19	0	 	 	 	 	 
171007	3	20	0	 	 	 	 	 
171007	4	21	6	4	0	4	1	1529
171008	1	18	0	 	 	 	 	 
171008	2	19	0	 	 	 	 	 
171008	3	20	0	 	 	 	 	 
171008	4	21	0	 	 	 	 	 
171009	1	18	0	 	 	 	 	 
171009	2	19	0	 	 	 	 	 
171009	3	20	0	 	 	 	 	 
171009	4	21	0	 	 	 	 	 
171010	1	18	9	1	0	4	1	183
171010	2	19	10	1	1	 	 	 
171010	3	20	0	 	 	 	 	 
171010	4	21	0	 	 	 	 	 
171012	1	18	0	 	 	 	 	 
171012	2	19	0	 	 	 	 	 
171012	3	20	0	 	 	 	 	 
171012	4	21	0	 	 	 	 	 
171013	1	18	0	 	 	 	 	 
171013	2	19	0	 	 	 	 	 
171013	3	20	0	 	 	 	 	 
171013	4	21	0	 	 	 	 	 
171014	1	18	0	 	 	 	 	 
171014	2	19	0	 	 	 	 	 
171014	3	20	0	 	 	 	 	 
171014	4	21	0	 	 	 	 	 
171016	1	19	0	 	 	 	 	 
171016	2	20	0	 	 	 	 	 
171016	3	21	0	 	 	 	 	 
171016	4	22	0	 	 	 	 	 
171017	1	19	0	 	 	 	 	 
171017	2	20	0	 	 	 	 	 
171017	3	21	0	 	 	 	 	 
171017	4	22	0	 	 	 	 	 
171019	1	18	0	 	 	 	 	 
171019	2	19	0	 	 	 	 	 
171019	3	20	0	 	 	 	 	 
171019	4	21	0	 	 	 	 	 
171020	1	19	0	 	 	 	 	 
171020	2	20	9	1	0	4	1	183
171020	3	21	10	1	1	 	 	 
171020	4	22	0	 	 	 	 	 
171021	1	18	0	 	 	 	 	 
171021	2	19	0	 	 	 	 	 
171021	3	20	0	 	 	 	 	 
171021	4	21	0	 	 	 	 	 
171022	1	18	8	1	1	4	1	385
171022	2	19	9	1	0	4	1	183
171022	3	20	10	3	1	 	 	 
171022	4	21	0	 	 	 	 	 
171023	1	18	0	 	 	 	 	 
171023	2	19	0	 	 	 	 	 
171023	3	20	0	 	 	 	 	 
171023	4	21	0	 	 	 	 	 
171025	1	17	9	1	1	4	1	183
171025	2	18	10	1	1	 	 	 
171025	3	19	11	1	1	 	 	 
171025	4	20	12	4	1	 	 	 
171026	1	19	0	 	 	 	 	 
171026	2	20	0	 	 	 	 	 
171026	3	21	0	 	 	 	 	 
171026	4	22	0	 	 	 	 	 
171028	1	19	9	1	1	4	1	183
171028	2	20	10	1	1	 	 	 
171028	3	21	0	 	 	 	 	 
171028	4	22	0	 	 	 	 	 
171029	1	19	7	1	1	4	1	385
171029	2	20	8	1	1	 	 	 
171029	3	21	9	2	0	4	1	183
171029	4	22	0	 	 	 	 	 
171030	1	18	0	 	 	 	 	 
171030	2	19	2	1	0	4	1	500
171030	3	20	3	1	1	 	 	 
171030	4	21	4	4	0	4	1	1894
171031	1	19	10	2	0	4	1	183
171031	2	20	0	 	 	 	 	 
171031	3	21	0	 	 	 	 	 
171031	4	22	0	 	 	 	 	 
171032	1	18	0	 	 	 	 	 
171032	2	19	0	 	 	 	 	 
171032	3	20	0	 	 	 	 	 
171032	4	21	0	 	 	 	 	 
171033	1	19	0	 	 	 	 	 
171033	2	20	0	 	 	 	 	 
171033	3	21	0	 	 	 	 	 
171033	4	22	0	 	 	 	 	 
171034	1	18	0	 	 	 	 	 
171034	2	19	0	 	 	 	 	 
171034	3	20	0	 	 	 	 	 
171034	4	21	0	 	 	 	 	 
171035	1	19	0	 	 	 	 	 
171035	2	20	0	 	 	 	 	 
171035	3	21	0	 	 	 	 	 
171035	4	22	0	 	 	 	 	 
171038	1	18	11	1	1	4	1	1531
171038	2	19	12	1	1	 	 	 
171038	3	20	32	3	0	4	1	1164
171038	4	21	32	4	1	 	 	 
171039	1	18	10	1	1	4	1	183
171039	2	19	11	1	1	 	 	 
171039	3	20	12	1	1	 	 	 
171039	4	21	32	4	0	4	1	1181
171040	1	18	0	 	 	 	 	 
171040	2	19	0	 	 	 	 	 
171040	3	20	0	 	 	 	 	 
171040	4	21	8	4	0	4	1	429
171042	1	19	8	1	1	4	1	385
171042	2	20	9	1	0	4	1	183
171042	3	21	10	1	1	 	 	 
171042	4	22	0	 	 	 	 	 
171043	1	19	0	 	 	 	 	 
171043	2	20	0	 	 	 	 	 
171043	3	21	0	 	 	 	 	 
171043	4	22	0	 	 	 	 	 
171044	1	19	9	1	1	4	1	183
171044	2	20	10	1	1	 	 	 
171044	3	21	11	1	1	 	 	 
171044	4	22	12	4	1	 	 	 
171045	1	19	10	1	1	4	1	183
171045	2	20	0	 	 	 	 	 
171045	3	21	0	 	 	 	 	 
171045	4	22	0	 	 	 	 	 
171046	1	17	0	 	 	 	 	 
171046	2	18	0	 	 	 	 	 
171046	3	19	0	 	 	 	 	 
171046	4	20	0	 	 	 	 	 
171047	1	18	0	 	 	 	 	 
171047	2	19	0	 	 	 	 	 
171047	3	20	0	 	 	 	 	 
171047	4	21	0	 	 	 	 	 
171048	1	19	0	 	 	 	 	 
171048	2	20	0	 	 	 	 	 
171048	3	21	9	1	0	4	1	183
171048	4	22	10	4	1	 	 	 
171049	1	19	0	 	 	 	 	 
171049	2	20	0	 	 	 	 	 
171049	3	21	0	 	 	 	 	 
171049	4	22	0	 	 	 	 	 
171050	1	18	0	 	 	 	 	 
171050	2	19	0	 	 	 	 	 
171050	3	20	0	 	 	 	 	 
171050	4	21	0	 	 	 	 	 
181001	1	19	0	 	 	 	 	 
181001	2	20	0	 	 	 	 	 
181001	3	21	0	 	 	 	 	 
181001	4	22	0	 	 	 	 	 
181002	1	19	0	 	 	 	 	 
181002	2	20	0	 	 	 	 	 
181002	3	21	0	 	 	 	 	 
181002	4	22	0	 	 	 	 	 
181003	1	19	0	 	 	 	 	 
181003	2	20	0	 	 	 	 	 
181003	3	21	0	 	 	 	 	 
181003	4	22	0	 	 	 	 	 
181004	1	19	0	 	 	 	 	 
181004	2	20	0	 	 	 	 	 
181004	3	21	0	 	 	 	 	 
181004	4	22	0	 	 	 	 	 
181005	1	18	0	 	 	 	 	 
181005	2	19	0	 	 	 	 	 
181005	3	20	1	1	0	4	14	1532
181005	4	21	2	4	1	 	 	 
181006	1	19	0	 	 	 	 	 
181006	2	20	0	 	 	 	 	 
181006	3	21	0	 	 	 	 	 
181006	4	22	0	 	 	 	 	 
181007	1	20	0	 	 	 	 	 
181007	2	21	0	 	 	 	 	 
181007	3	22	0	 	 	 	 	 
181007	4	23	0	 	 	 	 	 
181008	1	18	0	 	 	 	 	 
181008	2	19	0	 	 	 	 	 
181008	3	20	0	 	 	 	 	 
181008	4	21	0	 	 	 	 	 
181010	1	19	7	1	1	4	1	395
181010	2	20	8	2	1	 	 	 
181010	3	21	8	1	1	 	 	 
181010	4	22	0	 	 	 	 	 
181012	1	19	0	 	 	 	 	 
181012	2	20	0	 	 	 	 	 
181012	3	21	0	 	 	 	 	 
181012	4	22	0	 	 	 	 	 
181013	1	18	0	 	 	 	 	 
181013	2	19	0	 	 	 	 	 
181013	3	20	0	 	 	 	 	 
181013	4	21	0	 	 	 	 	 
181014	1	19	0	 	 	 	 	 
181014	2	20	0	 	 	 	 	 
181014	3	21	0	 	 	 	 	 
181014	4	22	0	 	 	 	 	 
181016	1	17	10	1	1	4	1	430
181016	2	18	0	 	 	 	 	 
181016	3	19	0	 	 	 	 	 
181016	4	20	0	 	 	 	 	 
181017	1	19	0	 	 	 	 	 
181017	2	20	0	 	 	 	 	 
181017	3	21	0	 	 	 	 	 
181017	4	22	0	 	 	 	 	 
181018	1	16	8	1	1	4	1	395
181018	2	17	9	1	0	4	1	430
181018	3	18	10	1	1	 	 	 
181018	4	19	0	 	 	 	 	 
181019	1	19	0	 	 	 	 	 
181019	2	20	0	 	 	 	 	 
181019	3	21	0	 	 	 	 	 
181019	4	22	0	 	 	 	 	 
181020	1	18	10	1	1	4	1	437
181020	2	19	11	1	1	 	 	 
181020	3	20	12	1	1	 	 	 
181020	4	21	32	4	0	4	3	1407
181021	1	18	0	 	 	 	 	 
181021	2	19	0	 	 	 	 	 
181021	3	20	0	 	 	 	 	 
181021	4	21	0	 	 	 	 	 
181022	1	18	10	1	1	4	1	430
181022	2	19	0	 	 	 	 	 
181022	3	20	0	 	 	 	 	 
181022	4	21	0	 	 	 	 	 
181023	1	17	0	 	 	 	 	 
181023	2	18	0	 	 	 	 	 
181023	3	19	0	 	 	 	 	 
181023	4	20	0	 	 	 	 	 
181024	1	19	0	 	 	 	 	 
181024	2	20	0	 	 	 	 	 
181024	3	21	0	 	 	 	 	 
181024	4	22	0	 	 	 	 	 
181025	1	19	0	 	 	 	 	 
181025	2	20	0	 	 	 	 	 
181025	3	21	8	1	1	 	 	 
181025	4	22	0	 	 	 	 	 
181026	1	19	10	1	1	4	1	1533
181026	2	20	11	1	1	 	 	 
181026	3	21	12	1	1	 	 	 
181026	4	22	32	4	0	4	1	1534
181027	1	18	10	1	1	4	1	430
181027	2	19	0	 	 	 	 	 
181027	3	20	0	 	 	 	 	 
181027	4	21	0	 	 	 	 	 
181028	1	18	10	2	1	4	1	430
181028	2	19	0	 	 	 	 	 
181028	3	20	0	 	 	 	 	 
181028	4	21	0	 	 	 	 	 
181029	1	19	10	2	1	4	1	430
181029	2	20	0	 	 	 	 	 
181029	3	21	0	 	 	 	 	 
181029	4	22	0	 	 	 	 	 
181031	1	18	0	 	 	 	 	 
181031	2	19	0	 	 	 	 	 
181031	3	20	0	 	 	 	 	 
181031	4	21	0	 	 	 	 	 
181032	1	18	0	 	 	 	 	 
181032	2	19	0	 	 	 	 	 
181032	3	20	0	 	 	 	 	 
181032	4	21	0	 	 	 	 	 
181033	1	19	0	 	 	 	 	 
181033	2	20	0	 	 	 	 	 
181033	3	21	0	 	 	 	 	 
181033	4	22	0	 	 	 	 	 
181034	1	18	10	1	1	4	1	430
181034	2	19	11	1	0	4	1	1169
181034	3	20	12	1	1	 	 	 
181034	4	21	32	4	0	1	1	1535
181036	1	17	0	 	 	 	 	 
181036	2	18	0	 	 	 	 	 
181036	3	19	0	 	 	 	 	 
181036	4	20	0	 	 	 	 	 
181037	1	19	8	1	0	4	1	405
181037	2	20	9	1	0	4	1	1536
181037	3	21	10	1	1	 	 	 
181037	4	22	0	 	 	 	 	 
181038	1	19	11	1	1	4	1	430
181038	2	20	12	3	1	 	 	 
181038	3	21	0	 	 	 	 	 
181038	4	22	0	 	 	 	 	 
181039	1	18	13	1	0	4	1	1537
181039	2	19	25	2	1	 	 	 
181039	3	20	25	1	1	 	 	 
181039	4	21	26	4	1	 	 	 
181040	1	16	0	 	 	 	 	 
181040	2	17	0	 	 	 	 	 
181040	3	18	7	1	0	4	1	1543
181040	4	19	8	4	0	4	1	9999
181041	1	18	8	3	1	4	1	388
181041	2	19	0	 	 	 	 	 
