CHILDCODE	ACTIDR4	DESWRKR4	ECNSCTR4	ACTR4	ACTFORR4	ACTMTHR4	ACTDAYMTR4	ACTWEKR4	ACTDAYHR4	ACTHRSR4	PYMRECR4	ERNCSHR4	ERNKNDR4	HWPAIDR4	PDPCPRR4	PRFACTR4	MTHPRFR4
138024	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138025	1	 	10	11	1	6	24	4	6	7	1	400	0	8	 	0	 
138025	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138025	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138027	1	 	7	11	1	0	12	2	6	12	2	200	60	8	 	0	 
138027	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138027	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138028	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138028	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138028	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138029	1	 	8	11	1	10	24	4	5	7	1	900	7	4	 	1	6
138029	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138029	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138030	1	 	3	11	1	3	24	4	6	12	1	750	0	4	 	0	 
138030	2	 	9	11	1	8	24	4	6	12	1	180	0	3	 	0	 
138030	3	 	9	11	1	4	24	4	6	10	1	180	30	3	 	1	2
138031	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138031	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138031	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138033	1	 	3	11	1	0	12	2	6	8	1	200	0	3	 	1	0
138033	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138033	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138035	1	 	3	12	1	2	20	4	5	10	1	350	0	3	 	1	2
138035	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138035	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138036	1	 	7	11	1	3	20	4	5	8	1	200	25	3	 	0	 
138036	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138036	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138037	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138037	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138037	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138038	1	 	6	11	3	12	20	4	6	8	1	180	0	3	 	1	1
138038	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138038	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138039	1	 	9	15	2	12	28	4	7	7	2	0	34	2	 	1	12
138039	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138039	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138040	1	 	3	11	1	7	24	4	6	10	1	100	105	3	 	0	 
138040	2	 	9	11	1	3	26	4	6	12	3	750	390	4	 	1	12
138040	3	 	10	11	1	1	26	4	6	12	1	350	0	3	 	0	 
138041	1	 	7	11	3	7	26	4	6	12	1	7200	0	5	 	1	12
138041	2	 	9	15	2	5	20	4	5	4	0	 	 	 	 	1	12
138041	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138042	1	 	16	11	1	3	20	4	5	5	1	150	200	4	 	0	 
138042	2	 	7	11	1	1	26	4	6	11	1	300	0	4	 	0	 
138042	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138044	1	 	7	11	1	2	24	4	6	10	1	100	0	3	 	0	 
138044	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138044	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138045	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138045	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138045	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138046	1	 	7	11	1	5	24	4	6	8	1	1600	0	4	 	0	 
138046	2	 	2	11	1	6	16	4	4	8	1	50	0	2	 	1	6
138046	3	 	7	11	1	4	24	4	6	8	1	750	0	4	 	0	 
138047	1	 	19	11	3	1	26	4	6	8	1	1040	0	4	 	1	12
138047	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138047	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138048	1	 	7	11	1	6	24	4	6	12	3	120	25	3	 	1	6
138048	2	 	7	11	1	6	24	4	6	14	3	70	25	3	 	0	 
138048	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138049	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138049	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138049	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138050	1	 	3	11	1	12	24	4	6	12	1	200	-88	3	 	1	0
138050	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138050	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138051	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138051	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138051	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138053	1	 	15	11	4	12	24	4	4	9	1	650	27	2	 	0	 
138053	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138053	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148001	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148001	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148001	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148002	1	 	3	11	1	2	12	4	3	12	1	50	0	2	 	1	1
148002	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148002	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148003	1	 	20	11	3	2	12	4	3	8	1	27	0	2	 	1	5
148003	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148003	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148004	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148004	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148004	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148005	1	 	3	12	3	12	4	4	1	11	1	30	7	2	 	1	5
148005	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148005	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148006	1	 	9	11	1	4	26	4	6	4	1	360	260	4	 	1	3
148006	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148006	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148007	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148007	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148007	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148008	1	 	7	15	2	10	15	4	3	5	0	 	 	 	 	1	12
148008	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148008	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148009	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148009	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148009	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148010	1	 	7	15	2	3	30	4	7	2	0	 	 	 	 	1	3
148010	2	 	19	11	1	0	3	1	3	7	0	 	 	 	 	0	 
148010	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148011	1	 	10	11	1	3	26	4	6	8	1	100	0	3	 	0	 
148011	2	 	13	11	1	4	26	4	6	8	1	150	0	3	 	0	 
148011	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148012	1	 	7	12	1	0	7	1	7	4	1	24	0	3	 	0	 
148012	2	 	7	15	2	12	20	4	5	1	0	 	 	 	 	1	12
148012	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148013	1	 	3	11	1	2	26	4	6	8	1	1300	0	4	 	0	 
148013	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148013	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148014	1	 	9	11	3	7	24	4	6	10	1	161	0	3	 	1	8
148014	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148014	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148015	1	 	7	11	1	3	26	4	6	8	1	880	0	4	 	1	6
148015	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148015	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148016	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148016	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148016	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148017	1	 	6	11	2	12	15	2	6	8	1	220	0	3	 	0	 
148017	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148017	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148018	1	 	3	11	1	6	24	4	6	4	1	90	0	3	 	0	 
148018	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148018	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148019	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148019	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148019	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148020	1	 	8	11	3	6	16	4	4	5	1	30	5	2	 	0	 
148020	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148020	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148021	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148021	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148021	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148022	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148022	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148022	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148023	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148023	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148023	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148024	1	 	14	11	1	5	30	4	7	12	1	800	0	4	 	0	 
148024	2	 	18	10	7	12	12	4	3	3	1	30	0	2	 	1	12
148024	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148025	1	 	9	11	1	6	24	4	6	12	1	800	0	4	 	0	 
148025	2	 	6	11	1	6	24	4	6	10	1	350	0	3	 	1	6
148025	3	 	7	11	1	2	8	4	2	12	1	30	0	3	 	1	2
148026	1	 	19	11	3	5	12	4	3	5	1	600	0	4	 	1	5
148026	2	 	20	11	3	12	24	4	6	9	1	600	0	4	 	0	 
148026	3	 	19	11	3	3	8	4	2	3	1	600	0	4	 	0	 
148027	1	 	3	11	1	5	24	4	6	12	1	1500	0	8	 	0	 
148027	2	 	6	12	3	3	8	4	2	8	1	40	0	2	 	0	 
148027	3	 	3	11	1	2	24	4	6	7	1	150	0	8	 	0	 
148028	1	 	14	11	1	6	15	4	4	12	1	600	100	5	 	1	6
148028	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148028	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148029	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148029	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148029	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148030	1	 	6	12	3	3	24	4	6	8	1	300	0	3	 	0	 
148030	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148030	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148031	1	 	13	11	1	5	26	4	6	8	1	850	0	4	 	1	12
148031	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148031	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148033	1	 	19	12	3	0	18	3	6	9	1	120	0	3	 	0	 
148033	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148033	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148034	1	 	9	11	1	6	26	4	6	7	3	400	60	8	 	1	6
148034	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148034	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148035	1	 	3	11	1	6	24	4	6	6	1	30	0	2	 	1	12
148035	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148035	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148036	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148036	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148036	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148038	1	 	3	11	1	12	24	4	6	8	1	350	0	3	 	1	12
148038	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148038	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148039	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148039	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148039	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148040	1	 	6	11	1	12	24	4	6	10	1	1500	0	4	 	0	 
148040	2	 	7	11	1	2	24	4	6	10	3	180	30	3	 	0	 
148040	3	 	7	14	7	3	16	4	4	6	1	15	0	2	 	0	 
148041	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148041	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148041	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148042	1	 	16	11	1	12	20	4	5	8	1	500	0	4	 	1	12
148042	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148042	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148043	1	 	8	10	3	12	30	4	7	12	0	 	 	 	 	1	9
148043	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148043	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148044	1	 	6	11	1	12	24	4	6	8	1	350	0	3	 	0	 
148044	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148044	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148045	1	 	19	15	2	4	4	4	1	3	0	 	 	 	 	1	4
148045	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148045	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148046	1	 	10	11	1	2	26	4	6	8	1	750	0	4	 	1	3
148046	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148046	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148047	1	 	9	11	3	3	26	4	6	12	1	20	0	2	 	0	 
148047	2	 	7	11	2	9	4	4	1	6	3	20	0	2	 	1	9
148047	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148048	1	 	9	11	1	3	26	4	6	8	1	800	7	2	 	0	 
148048	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148048	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148049	1	 	7	11	1	5	20	4	5	9	1	135	0	3	 	1	6
148049	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148049	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148051	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148051	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148051	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158001	1	 	1	2	1	6	24	4	6	9	3	2000	300	4	 	1	12
158001	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158001	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158002	1	 	9	11	1	11	30	4	7	8	1	800	150	4	 	1	11
158002	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158002	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158003	1	 	9	11	3	1	24	4	6	12	1	600	200	4	 	1	5
158003	2	 	9	11	3	1	24	4	6	8	1	17	100	2	 	0	 
158003	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158004	1	 	1	2	3	12	24	4	6	8	1	180	0	3	 	1	12
158004	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158004	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158005	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158005	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158005	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158006	1	 	13	11	1	11	24	4	6	8	1	400	80	7	 	1	12
158006	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158006	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158007	1	 	7	11	1	0	6	1	6	12	1	475	20	4	 	1	3
158007	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158007	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158008	1	 	1	7	2	12	15	3	5	7	0	 	 	 	 	1	5
158008	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158008	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158009	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158009	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158009	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158010	1	 	1	7	2	4	20	4	5	6	0	 	 	 	 	0	 
158010	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158010	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158011	1	 	16	11	1	10	8	4	2	24	3	60	-77	3	 	1	6
158011	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158011	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158013	1	 	9	11	1	4	26	4	6	11	1	800	416	4	 	0	 
158013	2	 	9	11	1	6	26	4	6	8	1	750	676	4	 	1	0
158013	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158014	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158014	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158014	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158015	1	 	10	11	1	4	24	4	6	4	1	-77	-88	77	 	1	3
158015	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158015	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158016	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158016	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158016	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158018	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158018	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158018	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158019	1	 	7	11	3	6	26	4	6	9	1	650	0	4	 	0	 
158019	2	 	3	11	3	3	26	4	6	9	3	100	90	3	 	0	 
158019	3	 	7	11	3	1	26	4	4	7	3	100	90	3	 	1	2
158021	1	 	8	10	7	6	20	4	5	5	79	 	 	 	 	1	6
158021	2	 	1	2	3	2	26	4	6	8	3	25	5	2	 	0	 
158021	3	 	7	15	2	1	20	4	5	3	0	 	 	 	 	1	3
158022	1	 	1	7	2	12	4	4	1	3	0	 	 	 	 	1	12
158022	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158022	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158023	1	 	20	23	3	11	26	4	6	6	1	750	300	4	 	1	11
158023	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158023	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158024	1	 	7	15	2	12	30	4	7	5	1	20	0	2	 	1	12
158024	2	 	8	10	7	12	30	4	7	5	1	20	0	2	 	1	12
158024	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158025	1	 	1	2	1	6	24	4	6	9	1	150	60	3	 	0	 
158025	2	 	9	15	2	0	15	2	7	12	3	10	15	2	 	0	 
158025	3	 	15	11	4	1	30	4	7	8	2	656	640	3	 	1	12
158026	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158026	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158026	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158032	1	 	1	7	2	3	24	4	6	5	0	 	 	 	 	0	 
158032	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158032	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158033	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158033	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158033	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158034	1	 	20	23	3	12	24	4	6	6	1	750	0	4	 	1	12
158034	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158034	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158035	1	 	1	2	3	11	12	4	3	8	3	30	5	2	 	1	1
158035	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158035	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158036	1	 	7	20	1	1	24	4	6	4	0	 	 	 	 	1	1
158036	2	 	1	21	3	12	16	4	4	8	1	25	10	2	 	0	 
158036	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158037	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158037	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158037	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158038	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158038	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158038	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158039	1	 	9	11	1	3	24	4	6	12	1	350	0	8	 	0	 
158039	2	 	1	3	1	7	24	4	6	12	1	800	0	4	 	0	 
158039	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158040	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158040	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158040	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158041	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158041	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158041	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158042	1	 	1	4	2	12	30	4	7	10	0	 	 	 	 	1	12
158042	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158042	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158043	1	 	1	7	2	12	24	4	6	4	0	 	 	 	 	1	12
158043	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158043	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158044	1	 	15	20	4	6	20	4	5	5	0	 	 	 	 	0	 
158044	2	 	7	15	2	2	20	4	5	3	0	 	 	 	 	1	2
158044	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158045	1	 	3	11	1	10	24	4	6	8	1	300	0	3	 	1	12
158045	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158045	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158047	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158047	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158047	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158048	1	 	13	11	1	6	20	4	5	8	1	400	0	4	 	1	2
158048	2	 	13	11	1	5	20	4	5	8	1	300	0	4	 	0	 
158048	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158049	1	 	7	15	2	12	30	4	7	7	0	 	 	 	 	1	12
158049	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158049	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158050	1	 	1	2	1	12	26	4	6	8	3	27	15	2	 	1	12
158050	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158050	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158051	1	 	9	11	3	8	24	4	6	13	3	450	360	4	 	0	 
158051	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158051	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158052	1	 	7	11	1	6	12	4	3	5	1	45	-88	2	 	0	 
158052	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158052	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158053	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158053	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158053	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158054	1	 	1	21	2	12	20	4	5	3	0	 	 	 	 	1	12
158054	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158054	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158055	1	 	1	2	3	1	15	3	5	8	1	20	5	2	 	1	3
158055	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158055	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158056	1	 	7	16	1	12	26	4	6	6	1	100	30	3	 	1	12
158056	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158056	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158057	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158057	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158057	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
168001	1	 	1	7	2	3	4	4	1	8	0	 	 	 	 	1	3
168001	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
168001	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
168002	1	 	7	11	1	7	16	4	4	7	1	550	0	4	 	0	 
168002	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
168002	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
168004	1	 	7	11	1	0	20	4	5	12	1	350	0	4	 	1	1
168004	2	 	1	7	2	2	8	4	2	8	0	 	 	 	 	1	2
168004	3	 	7	14	1	3	26	4	6	8	1	120	42	3	 	0	 
168005	1	 	15	11	5	2	24	4	6	8	1	1400	24	4	 	1	12
168005	2	 	1	21	7	12	2	2	1	8	3	-99	-99	88	 	1	12
168005	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
