childid	id	age	sex	relate	still	yrschool	disabled	care	support
ET070087	2	21	2	1	2	1	2	1	2
ET070087	3	18	2	4	1	4	2	1	2
ET070088	1	50	1	1	2	0	1	1	1
ET070088	2	30	2	1	2	 	2	1	1
ET070088	3	12	1	5	1	2	2	1	2
ET070088	4	8	1	5	2	 	2	2	2
ET070088	5	5	1	5	2	 	2	2	2
ET070089	1	46	1	1	2	0	2	2	1
ET070089	2	33	2	1	2	3	1	1	1
ET070089	3	14	2	5	1	7	1	1	2
ET070089	4	12	1	5	1	2	1	1	2
ET070089	5	10	2	5	1	1	1	1	2
ET070089	6	8	1	5	1	1	1	2	2
ET070090	1	31	1	1	2	0	2	2	2
ET070090	2	25	2	1	2	1	2	1	1
ET070090	15	4	2	5	 	 	2	 	 
ET070091	1	40	1	1	2	0	2	2	2
ET070091	2	27	2	1	2	5	2	1	1
ET070091	3	10	2	5	1	 	2	1	2
ET070091	4	7	2	5	2	 	2	1	2
ET070091	15	3	2	5	 	 	2	 	 
ET070092	1	52	2	3	2	0	2	1	2
ET070092	2	20	2	1	2	0	2	1	1
ET070092	3	7	1	5	1	1	1	2	2
ET070092	15	4	1	5	 	 	2	 	 
ET070093	1	42	1	1	2	0	2	2	2
ET070093	2	30	2	1	2	0	2	1	2
ET070093	15	4	2	5	 	 	2	 	 
ET070094	1	24	1	1	2	 	2	1	1
ET070094	2	22	2	1	2	 	2	1	1
ET070094	15	3	1	5	 	 	2	 	 
ET070095	1	25	2	1	2	0	2	1	2
ET070095	2	5	2	5	2	0	2	1	2
ET070096	1	23	1	1	1	2	2	2	1
ET070096	2	24	2	1	2	 	2	1	1
ET070097	1	52	1	1	2	0	2	2	2
ET070097	2	45	2	1	2	 	2	1	2
ET070097	3	16	2	5	1	7	2	1	1
ET070097	4	14	1	5	1	3	2	1	2
ET070097	5	10	1	5	2	 	2	2	2
ET070098	1	48	1	1	2	 	2	2	1
ET070098	2	39	2	1	2	0	2	1	2
ET070098	3	6	1	5	2	 	2	1	2
ET070099	1	36	1	1	2	0	2	2	1
ET070099	2	27	2	1	2	2	2	1	1
ET070099	3	8	2	5	1	3	2	1	2
ET070099	15	4	2	5	 	 	2	 	 
ET070100	1	32	1	1	2	1	2	2	2
ET070100	2	21	2	1	2	0	2	1	2
ET070100	15	4	2	5	 	 	1	 	 
ET080001	1	50	1	1	2	0	1	1	1
ET080001	2	40	2	1	2	0	2	1	1
ET080001	3	16	2	5	1	4	2	1	1
ET080001	4	8	2	5	2	0	2	1	1
ET080001	5	6	1	5	2	0	2	1	2
ET080002	1	29	1	1	2	3	2	2	2
ET080002	2	19	2	1	2	0	2	1	1
ET080003	1	40	1	1	2	0	2	1	1
ET080003	2	30	2	1	2	1	2	1	1
ET080003	3	12	2	5	2	2	2	1	2
ET080003	4	10	2	5	2	1	2	2	2
ET080003	5	7	2	5	2	0	2	2	2
ET080003	6	6	2	5	2	0	2	2	2
ET080003	15	3	1	5	 	 	2	 	 
ET080004	1	30	1	1	2	0	2	1	1
ET080004	2	25	2	1	2	0	2	1	1
ET080004	15	1	1	5	 	 	2	 	 
ET080005	1	35	1	1	2	0	1	1	1
ET080005	2	20	2	1	2	0	2	1	1
ET080006	1	26	1	1	2	5	2	1	1
ET080006	2	24	2	1	2	7	2	1	1
ET080007	1	37	1	1	2	5	2	1	1
ET080007	2	28	2	1	2	2	2	1	2
ET080007	3	12	2	5	1	2	2	2	2
ET080007	4	9	2	5	1	1	2	2	2
ET080007	5	6	1	5	2	0	2	2	2
ET080007	15	3	1	5	 	 	2	 	 
ET080008	1	29	1	1	2	9	2	1	1
ET080008	2	25	2	1	2	7	2	1	1
ET080008	15	3	2	5	 	 	2	 	 
ET080009	1	62	2	4	2	0	2	2	1
ET080009	2	34	1	1	2	3	2	2	1
ET080009	3	25	2	1	2	3	2	2	1
ET080009	4	8	2	5	1	0	2	2	1
ET080010	1	40	1	1	2	4	2	1	1
ET080010	2	25	2	1	2	0	2	1	1
ET080010	15	4	2	5	 	 	2	 	 
ET080011	1	45	1	1	2	0	2	2	1
ET080011	2	32	2	1	2	0	2	1	1
ET080011	3	17	2	5	2	0	2	2	1
ET080011	4	15	2	5	1	2	2	2	1
ET080011	5	13	2	5	2	0	2	2	1
ET080011	6	11	2	5	2	0	2	2	1
ET080011	7	9	2	5	2	0	2	2	1
ET080011	8	7	2	5	2	0	2	2	1
ET080011	15	4	1	5	 	 	2	 	 
ET080012	1	46	1	1	1	4	2	1	2
ET080012	2	34	2	1	1	6	2	1	2
ET080012	3	9	2	5	2	0	2	2	2
ET080012	4	8	2	5	2	0	2	2	2
ET080012	5	7	1	5	2	0	2	2	2
ET080012	6	6	1	5	2	0	2	2	2
ET080012	7	6	2	5	2	0	2	2	2
ET080012	15	2	2	5	 	 	2	 	 
ET080013	1	25	1	1	1	3	2	1	2
ET080013	2	20	2	1	2	0	2	1	2
ET080013	15	3	1	5	 	 	1	 	 
ET080014	1	45	1	1	2	0	2	1	1
ET080014	2	37	2	1	2	0	2	1	1
ET080014	3	16	1	5	1	5	2	2	2
ET080014	4	13	1	5	1	4	2	2	2
ET080014	5	10	1	5	1	0	2	2	2
ET080014	6	8	2	5	2	0	2	2	2
ET080014	7	6	1	5	2	0	2	2	2
ET080014	15	3	1	5	 	 	2	 	 
ET080015	1	28	1	1	2	4	2	1	1
ET080015	2	21	2	1	2	1	2	1	1
ET080015	15	4	2	5	 	 	2	 	 
ET080016	1	28	1	1	2	3	2	1	1
ET080016	2	25	2	1	2	0	2	1	1
ET080016	3	8	1	5	1	1	2	2	2
ET080016	15	4	1	5	 	 	2	 	 
ET080017	1	40	1	1	2	0	2	1	1
ET080017	2	35	2	1	2	0	2	1	1
ET080017	3	10	1	5	1	2	2	1	1
ET080017	4	8	1	5	2	0	2	1	2
ET080018	1	35	2	3	2	0	2	1	1
ET080018	2	21	2	4	2	0	2	2	2
ET080018	3	9	2	12	2	0	2	2	2
ET080019	1	30	1	1	2	3	2	2	1
ET080019	2	26	2	1	2	0	2	1	1
ET080019	3	10	1	5	1	3	2	2	2
ET080019	4	7	1	5	1	0	2	2	2
ET080019	5	7	2	5	2	0	2	2	2
ET080019	15	3	1	5	 	 	2	 	 
ET080020	1	35	1	1	2	0	2	1	1
ET080020	2	20	2	1	2	0	2	1	1
ET080021	1	48	1	1	1	3	2	1	1
ET080021	2	36	2	1	2	0	2	1	1
ET080021	3	18	2	5	1	10	2	2	2
ET080021	4	16	2	5	1	7	2	2	2
ET080021	5	14	2	5	1	4	2	2	2
ET080021	6	12	2	5	1	3	2	2	2
ET080021	7	10	2	5	1	1	2	2	2
ET080021	8	8	2	5	1	2	2	2	2
ET080021	15	4	2	5	 	 	2	 	 
ET080021	16	3	2	5	 	 	2	 	 
ET080022	1	70	1	1	2	0	2	2	1
ET080022	2	40	2	1	2	0	2	1	2
ET080022	3	18	2	5	2	0	2	2	2
ET080022	4	15	1	5	2	0	2	2	2
ET080022	5	12	1	5	1	1	2	2	2
ET080022	6	9	2	5	2	0	2	2	2
ET080022	7	7	1	5	2	0	2	2	2
ET080022	8	5	1	5	2	0	2	2	2
ET080022	9	13	1	5	2	0	2	2	2
ET080022	15	3	1	5	 	 	2	 	 
ET080023	1	27	1	1	2	3	2	2	1
ET080023	2	25	2	1	2	0	2	1	2
ET080023	3	6	1	5	2	0	2	2	2
ET080023	15	3	1	5	 	 	2	 	 
ET080024	1	40	1	1	2	0	2	1	1
ET080024	2	25	2	1	2	1	2	1	1
ET080024	3	12	1	5	1	0	2	1	2
ET080024	4	10	1	5	2	0	2	2	2
ET080024	5	8	1	5	1	0	2	2	2
ET080024	6	7	1	5	2	0	2	2	2
ET080025	1	28	1	1	2	0	2	1	1
ET080025	2	23	2	1	2	0	2	1	1
ET080025	3	16	1	5	1	3	2	1	1
ET080025	4	13	1	5	1	2	2	1	2
ET080025	5	11	2	5	2	0	2	1	2
ET080025	6	7	2	5	2	0	2	2	2
ET080025	7	5	2	5	2	0	2	2	2
ET080025	15	4	1	5	 	 	2	 	 
ET080026	1	50	1	1	2	0	2	2	1
ET080026	2	37	2	1	2	0	2	1	1
ET080026	3	18	2	5	2	6	2	2	2
ET080026	4	15	2	5	1	6	2	2	2
ET080026	5	7	1	5	2	0	2	2	2
ET080026	15	4	2	5	 	 	2	 	 
ET080027	1	62	1	1	2	0	2	1	1
ET080027	2	30	2	1	2	3	2	1	1
ET080027	3	6	2	5	2	0	2	2	2
ET080028	1	45	1	1	2	0	2	1	1
ET080028	2	35	2	1	2	0	2	1	1
ET080028	3	8	1	5	2	2	1	2	2
ET080028	4	12	1	5	1	0	2	2	2
ET080028	5	15	1	5	2	0	2	2	2
ET080028	6	10	2	5	2	0	2	2	2
ET080028	15	3	2	5	 	 	2	 	 
ET080029	1	30	1	1	2	4	2	2	1
ET080029	2	24	2	1	2	0	2	1	2
ET080029	3	7	1	5	2	0	2	2	2
ET080029	4	5	1	5	2	0	2	2	2
ET080029	15	2	2	5	 	 	2	 	 
ET080030	1	57	1	1	2	0	2	1	1
ET080030	2	43	2	1	2	0	2	1	1
ET080030	3	15	1	5	1	8	2	2	2
ET080030	4	14	2	5	2	0	2	2	2
ET080030	5	12	2	5	1	5	2	2	2
ET080030	6	10	2	5	1	1	2	2	2
ET080030	7	9	2	5	1	2	1	2	2
ET080030	8	8	1	5	2	0	1	2	2
ET080030	15	4	2	5	 	 	2	 	 
ET080030	16	3	2	5	 	 	2	 	 
ET080030	17	2	2	5	 	 	2	 	 
ET080030	18	1	1	5	 	 	2	 	 
ET080031	1	36	1	1	2	4	2	1	1
ET080031	2	24	2	1	2	8	2	1	1
ET080031	3	8	1	5	1	0	2	2	1
ET080031	4	6	1	5	1	0	2	2	2
ET080031	15	4	1	5	 	 	2	 	 
ET080032	1	37	1	1	2	0	2	1	1
ET080032	2	25	2	1	2	3	2	1	1
ET080032	3	8	2	5	2	0	2	2	2
ET080032	4	5	1	5	2	0	2	2	2
ET080033	1	25	1	1	2	0	2	1	1
ET080033	2	20	2	1	2	0	2	1	1
ET080033	3	6	1	5	2	0	2	1	1
ET080033	15	3	2	5	 	 	2	 	 
ET080034	1	40	1	1	2	0	2	1	1
ET080034	2	30	2	1	2	0	2	1	1
ET080034	3	6	2	5	2	0	2	2	2
ET080034	15	3	1	5	 	 	2	 	 
ET080035	1	20	1	5	2	0	2	2	2
ET080035	2	12	1	5	1	0	2	2	2
ET080035	3	18	1	5	1	1	2	2	2
ET080035	4	9	1	5	1	1	2	2	2
ET080035	5	7	1	5	2	0	2	2	2
ET080035	6	58	1	1	2	0	2	1	2
ET080035	7	35	2	1	2	0	2	1	1
ET080035	15	4	1	5	 	 	2	 	 
ET080036	1	61	1	3	2	0	1	2	2
ET080036	2	51	2	3	2	0	2	2	2
ET080036	3	28	1	1	1	6	2	1	1
ET080036	4	24	2	1	1	8	1	1	2
ET080036	5	10	1	5	1	4	2	1	2
ET080037	1	50	1	1	2	0	2	1	1
ET080037	2	40	2	1	2	0	2	1	2
ET080037	3	16	2	5	2	0	2	2	2
ET080037	4	14	2	5	2	0	2	2	2
ET080037	5	11	2	5	1	2	2	2	2
ET080037	6	10	1	5	1	4	2	2	2
ET080037	7	6	1	5	2	0	2	2	2
ET080037	15	3	1	5	 	 	2	 	 
ET080038	1	25	1	1	1	4	2	1	1
ET080038	2	22	2	1	1	4	2	1	1
ET080038	15	0	1	5	 	 	2	 	 
ET080039	1	42	1	1	1	7	2	1	1
ET080039	2	27	2	1	1	3	 	1	2
ET080039	3	6	2	5	1	1	2	2	2
ET080039	15	4	2	5	 	 	2	 	 
ET080040	1	33	1	1	2	2	1	1	1
ET080040	2	25	2	1	2	4	2	1	1
ET080040	3	13	1	5	1	1	2	1	2
ET080040	4	12	1	5	1	0	2	2	2
ET080040	5	8	2	5	2	0	2	2	2
ET080040	15	4	2	5	 	 	2	 	 
ET080041	1	56	1	1	2	0	2	2	2
ET080041	2	27	2	1	2	0	2	1	1
ET080041	3	18	2	5	2	0	2	2	2
ET080041	4	7	2	5	2	0	2	2	2
ET080041	15	4	1	5	 	 	2	 	 
ET080042	1	52	1	1	2	0	1	2	2
ET080042	2	30	2	1	2	0	1	1	1
ET080042	3	12	2	5	1	2	2	2	2
ET080042	4	7	1	5	2	0	2	2	2
ET080042	5	6	2	5	2	0	1	2	2
ET080042	15	3	2	5	 	 	2	 	 
ET080043	1	34	1	1	2	10	2	1	1
ET080043	2	24	2	1	2	5	2	1	1
ET080043	15	4	1	5	 	 	2	 	 
ET080044	1	30	1	1	2	0	2	1	1
ET080044	2	18	2	1	2	0	2	1	1
ET080045	1	52	1	1	2	0	2	1	1
ET080045	2	38	2	1	2	2	2	1	1
ET080045	3	18	2	5	1	8	2	1	1
ET080045	4	16	1	5	1	8	2	1	1
ET080045	5	8	2	5	1	0	2	1	2
ET080045	6	6	2	5	2	0	2	1	2
ET080045	15	3	1	5	 	 	2	 	 
ET080046	1	28	1	1	2	3	2	1	1
ET080046	2	23	2	1	2	0	2	1	2
ET080046	3	7	1	5	2	0	2	2	2
ET080046	4	6	1	5	2	0	2	2	2
ET080046	15	3	2	5	 	 	2	 	 
ET080047	1	35	1	1	2	0	1	1	1
ET080047	2	25	2	1	2	0	2	1	1
ET080047	3	8	1	5	2	0	1	1	1
ET080047	4	7	2	5	2	0	2	1	1
ET080047	15	4	2	5	 	 	2	 	 
ET080048	1	20	1	1	2	7	2	1	1
ET080048	2	18	2	1	2	4	2	1	1
ET080048	15	3	1	5	 	 	2	 	 
ET080049	1	35	1	1	2	5	2	1	1
ET080049	2	28	2	1	2	0	2	1	1
ET080049	3	9	1	5	2	0	2	1	2
ET080050	1	67	2	3	2	0	2	2	2
ET080050	2	27	1	1	2	0	2	1	1
ET080050	3	20	2	1	2	0	2	1	1
ET080051	1	26	1	1	2	12	2	1	1
ET080051	2	21	2	1	2	0	2	1	1
ET080051	3	6	2	5	1	0	2	2	2
ET080051	4	5	2	5	1	0	2	2	2
ET080051	15	4	1	5	 	 	2	 	 
ET080052	1	35	1	1	2	5	2	1	1
ET080052	2	24	2	1	2	0	2	2	1
ET080052	3	10	1	5	1	3	2	2	2
ET080052	4	6	1	5	2	0	1	2	2
ET080053	1	50	1	1	2	0	2	2	1
ET080053	2	28	2	1	2	0	2	1	1
ET080053	3	20	1	5	1	3	2	2	1
ET080053	4	18	2	5	1	2	2	2	1
ET080053	5	12	2	5	1	1	2	2	1
ET080053	6	5	2	5	2	0	2	2	1
ET080053	15	3	1	5	 	 	2	 	 
ET080054	1	27	1	1	2	0	2	1	1
ET080054	2	25	2	1	2	0	2	1	2
ET080054	3	60	2	3	2	0	2	1	2
ET080055	1	35	1	1	2	3	2	2	1
ET080055	2	28	2	1	2	0	2	1	2
ET080055	15	2	2	5	 	 	2	 	 
ET080056	1	60	1	1	2	0	2	1	1
ET080056	2	40	2	1	2	0	2	1	1
ET080056	3	25	1	5	2	6	2	2	1
ET080056	4	16	2	13	2	6	2	2	2
ET080056	5	15	2	5	2	0	2	2	2
ET080056	6	14	2	5	2	0	2	2	2
ET080056	7	13	2	5	2	0	2	2	2
ET080056	8	12	2	5	2	1	2	2	2
ET080056	9	9	2	5	2	1	1	2	2
ET080056	10	6	1	5	2	1	2	2	2
ET080057	1	35	1	1	2	0	2	1	1
ET080057	2	28	2	1	2	0	2	1	1
ET080057	3	11	1	5	2	0	2	2	2
ET080057	4	9	2	5	2	0	2	1	2
ET080057	5	7	2	5	2	0	2	2	2
ET080057	15	3	1	5	 	 	2	 	 
ET080058	1	55	1	1	1	3	2	1	1
ET080058	2	45	2	1	2	0	2	1	1
ET080058	3	25	2	5	1	3	2	1	1
ET080058	4	20	1	5	1	8	2	1	1
ET080058	5	17	1	5	1	9	2	1	1
ET080058	6	12	1	5	1	5	2	1	1
ET080058	7	10	2	5	1	5	2	1	1
ET080058	8	8	2	5	2	 	2	1	1
ET080058	9	7	2	5	2	 	2	1	1
ET080058	10	5	1	5	2	 	2	1	1
ET080059	1	80	1	1	2	0	2	2	2
ET080059	2	38	2	1	2	0	2	1	2
ET080059	3	25	1	5	2	4	2	1	1
ET080059	4	21	1	5	2	3	2	2	2
ET080059	5	15	1	5	1	4	2	2	2
ET080059	6	12	1	5	1	2	2	2	2
ET080059	7	8	2	5	2	0	2	2	2
ET080059	8	6	1	5	2	0	2	2	2
ET080060	1	48	1	1	2	0	2	2	1
ET080060	2	42	2	1	2	0	2	1	2
ET080060	3	17	1	5	1	5	2	2	2
ET080060	4	15	2	5	1	2	2	2	2
ET080060	5	9	2	5	2	0	2	2	2
ET080060	6	7	2	5	2	0	2	2	2
ET080061	1	40	1	1	2	8	2	1	1
ET080061	2	30	2	1	2	1	2	1	1
ET080061	3	16	1	5	1	10	2	2	2
ET080061	4	14	1	5	1	6	2	2	2
ET080061	5	12	2	5	1	3	2	2	2
ET080061	6	10	1	5	1	1	2	2	2
ET080061	7	8	2	5	1	2	2	2	2
ET080061	8	6	1	5	1	1	2	2	2
ET080061	15	3	2	5	 	 	2	 	 
ET080062	1	35	1	1	2	4	2	2	1
ET080062	2	25	2	1	2	0	2	1	2
ET080062	3	8	2	5	1	0	2	2	2
ET080062	15	4	1	5	 	 	2	 	 
ET080063	1	40	1	1	2	1	2	1	1
ET080063	2	30	2	1	2	0	2	1	1
ET080063	3	20	1	5	1	4	2	1	1
ET080063	4	18	1	5	1	2	2	1	2
ET080063	5	15	1	5	1	1	2	1	2
ET080063	6	8	2	5	2	0	2	1	2
ET080063	15	4	1	5	 	 	2	 	 
ET080064	1	65	2	3	2	0	2	1	1
ET080064	2	20	1	4	1	1	2	2	2
ET080064	3	18	2	4	2	0	2	2	2
ET080064	4	5	2	4	2	0	2	2	2
ET080064	5	70	1	3	1	0	2	2	1
ET080065	1	44	1	1	2	0	2	1	1
ET080065	2	38	2	1	2	0	2	1	1
ET080065	3	11	1	5	1	0	2	2	2
ET080065	4	9	2	5	1	1	2	1	2
ET080065	5	5	2	5	2	0	2	2	2
ET080065	15	1	1	5	 	 	2	 	 
ET080066	1	35	1	1	2	5	2	2	1
ET080066	2	25	2	1	2	1	2	1	2
ET080066	3	7	2	5	2	0	2	2	2
ET080066	15	4	2	5	 	 	2	 	 
ET080066	16	2	1	5	 	 	2	 	 
ET080067	1	45	1	1	2	5	2	2	1
ET080067	2	33	2	1	2	1	2	1	1
ET080067	3	18	2	5	2	3	2	2	2
ET080067	4	14	2	5	1	6	2	2	2
ET080067	5	12	2	5	1	1	2	2	2
ET080067	6	8	1	5	1	1	2	2	2
ET080067	7	8	1	5	1	1	2	2	2
ET080067	15	4	2	5	 	 	2	 	 
ET080068	1	32	2	1	2	0	2	1	1
ET080068	2	17	2	5	1	3	2	2	1
ET080068	3	13	2	5	1	3	2	2	2
ET080068	4	10	2	5	2	0	2	2	2
ET080068	5	7	2	5	2	0	2	2	2
ET080069	1	38	1	1	2	1	2	1	1
ET080069	2	33	2	1	2	0	2	1	1
ET080069	3	17	1	5	2	2	2	2	2
ET080069	4	14	2	5	2	1	2	1	2
ET080069	5	9	1	5	1	1	2	2	2
ET080069	6	5	1	5	2	0	2	2	2
ET080069	15	3	2	5	 	 	2	 	 
ET080069	16	2	2	5	 	 	2	 	 
ET080070	1	26	1	1	2	0	1	1	1
ET080070	2	17	2	1	2	0	2	1	1
ET080070	3	6	2	5	2	0	2	2	2
ET080071	1	45	1	1	2	0	2	2	1
ET080071	2	38	2	1	2	0	2	1	2
ET080071	3	16	2	5	1	2	2	1	1
ET080071	4	15	1	5	1	2	2	2	1
ET080071	5	10	1	5	2	0	2	2	2
ET080071	6	9	1	5	2	0	2	2	2
ET080071	7	8	2	5	2	0	2	2	2
ET080071	8	7	1	5	2	0	2	2	2
ET080071	15	4	1	5	 	 	2	 	 
ET080072	1	50	1	1	2	0	2	1	1
ET080072	2	30	2	1	2	0	1	1	1
ET080072	3	6	2	5	2	0	2	1	2
ET080072	15	4	2	5	 	 	2	 	 
ET080073	1	32	1	1	2	4	2	2	1
ET080073	2	25	2	1	2	0	2	2	1
ET080073	3	7	2	4	2	0	2	2	1
ET080073	15	3	2	5	 	 	2	 	 
ET080074	1	38	1	1	2	6	2	2	1
ET080074	2	26	2	1	2	0	2	2	1
ET080074	3	18	2	5	2	0	2	2	1
ET080074	4	16	1	5	1	4	2	2	1
ET080074	5	14	1	5	1	1	2	2	1
ET080074	6	12	1	5	1	1	2	2	1
ET080074	7	9	2	5	2	0	2	2	1
ET080074	15	3	1	5	 	 	2	 	 
ET080075	1	33	1	1	2	12	2	2	1
ET080075	2	24	2	1	2	4	2	1	2
ET080075	3	24	1	4	2	3	2	2	2
ET080075	4	18	2	4	2	2	2	2	2
ET080075	15	4	1	5	 	 	2	 	 
ET080076	1	32	1	1	1	9	2	1	1
ET080076	2	28	2	1	2	0	2	1	1
ET080076	3	6	2	5	2	0	2	2	2
ET080076	15	4	2	5	 	 	2	 	 
ET080077	1	38	1	1	2	1	2	1	1
ET080077	2	30	2	1	2	1	2	1	1
ET080077	3	14	1	5	1	5	2	1	2
ET080077	4	7	1	5	1	1	2	2	2
ET080077	15	4	2	5	 	 	2	 	 
ET080077	16	0	1	5	 	 	2	 	 
ET080078	1	25	1	1	1	3	2	1	1
ET080078	2	20	2	1	2	0	2	1	1
ET080079	1	25	1	1	2	4	2	1	1
ET080079	2	20	2	1	2	2	2	1	1
ET080080	1	35	1	1	1	10	2	1	1
ET080080	2	30	2	1	1	3	2	1	1
ET080080	15	2	2	5	 	 	2	 	 
ET080081	1	45	1	1	2	0	2	2	1
ET080081	2	35	2	1	2	0	2	1	2
ET080081	3	18	2	5	2	1	2	2	2
ET080081	4	16	1	5	1	4	2	2	2
ET080081	5	14	1	5	1	3	2	2	2
ET080081	6	12	1	5	1	5	2	2	2
ET080081	7	10	2	5	1	3	2	2	2
ET080081	8	8	2	5	2	0	2	2	2
ET080081	9	6	2	5	2	0	2	2	2
ET080081	15	1	1	5	 	 	2	 	 
ET080082	1	33	1	1	2	0	2	1	1
ET080082	2	24	2	1	2	5	2	1	1
ET080082	3	12	1	5	1	4	2	2	2
ET080082	4	7	2	5	2	0	2	2	2
ET080082	15	4	1	5	 	 	2	 	 
ET080082	16	4	1	5	 	 	2	 	 
ET080083	1	30	1	1	2	11	2	1	1
ET080083	2	20	2	1	2	4	2	1	1
ET080083	3	8	1	5	2	0	2	1	2
ET080083	4	6	1	5	2	0	2	1	2
ET080083	15	3	2	5	 	 	2	 	 
ET080084	1	29	1	1	2	6	1	1	1
ET080084	2	25	2	1	2	7	1	1	1
ET080084	3	12	2	5	1	2	2	2	2
ET080084	4	8	1	5	1	1	1	2	2
ET080084	5	6	1	5	2	2	1	1	2
ET080084	15	3	1	5	 	 	2	 	 
ET080085	1	25	1	1	2	7	2	1	1
ET080085	2	22	2	1	2	0	2	1	1
ET080086	1	70	2	4	2	0	2	2	1
ET080086	2	65	1	1	2	2	2	2	1
ET080086	3	45	2	1	2	0	2	1	1
ET080086	4	22	1	5	1	3	2	2	1
ET080086	5	12	1	5	2	0	2	2	1
ET080086	6	8	2	5	1	3	2	2	1
ET080086	7	6	1	5	2	0	2	2	1
ET080087	1	27	1	1	2	5	2	2	1
ET080087	2	25	2	1	2	6	2	1	1
ET080087	15	4	2	5	 	 	2	 	 
ET080088	1	32	1	1	 	0	2	2	1
ET080088	2	22	2	1	 	0	2	1	1
ET080088	15	4	2	5	 	 	2	 	 
ET080088	16	3	2	5	 	 	2	 	 
ET080089	1	45	1	1	2	4	2	1	1
ET080089	2	31	2	1	2	3	2	1	1
ET080089	3	18	1	5	1	6	2	1	1
ET080089	4	16	2	5	1	3	2	1	1
ET080089	5	14	1	5	1	3	2	1	2
ET080089	6	12	2	5	2	0	2	1	2
ET080089	7	10	1	5	2	0	2	1	2
ET080089	8	8	2	5	2	1	2	2	2
ET080089	9	6	1	5	2	0	2	2	2
ET080089	15	4	2	5	 	 	2	 	 
ET080090	1	30	1	1	2	8	2	2	1
ET080090	2	25	2	1	2	3	2	1	2
ET080091	1	39	1	1	2	3	2	1	1
ET080091	2	28	2	1	2	6	2	1	1
ET080091	3	6	1	5	2	0	2	1	2
ET080091	4	8	2	5	2	0	2	2	2
ET080091	5	12	2	5	1	3	2	2	2
ET080092	1	30	1	1	2	8	2	1	1
ET080092	2	22	2	1	2	6	2	1	1
ET080092	3	16	2	4	1	5	2	1	2
ET080092	4	5	1	5	2	0	2	2	2
ET080093	1	44	1	1	2	4	2	1	1
ET080093	2	35	2	1	2	0	2	1	1
ET080093	3	9	1	5	1	0	2	2	2
ET080094	1	45	1	1	2	7	2	1	1
ET080094	2	40	2	1	2	0	2	1	1
ET080094	3	26	2	5	1	2	2	1	1
ET080094	4	20	1	5	2	0	2	1	2
ET080094	5	18	2	5	2	0	2	1	2
ET080094	6	16	2	5	1	3	2	1	2
ET080094	7	12	1	5	1	6	2	1	2
ET080094	8	8	2	5	1	1	2	1	2
ET080094	9	7	1	5	1	1	2	1	2
ET080094	15	4	1	5	 	 	2	 	 
ET080095	1	37	1	1	2	4	2	1	1
ET080095	2	32	2	1	2	0	2	1	1
ET080095	3	17	1	5	1	9	2	1	2
ET080095	4	14	1	5	1	2	2	1	2
ET080095	5	9	2	5	2	0	2	2	2
ET080095	6	7	2	5	2	0	2	2	2
ET080095	15	4	2	5	 	 	2	 	 
ET080095	16	1	1	5	 	 	2	 	 
ET080096	1	35	1	1	2	7	2	1	1
ET080096	2	22	2	1	2	4	2	1	1
ET080096	15	3	1	5	 	 	2	 	 
ET080097	1	40	1	1	2	0	2	1	1
ET080097	2	30	2	1	2	0	2	1	1
ET080097	3	18	2	5	2	0	2	1	1
ET080097	4	17	2	5	1	3	2	1	1
ET080097	5	9	1	5	1	1	2	1	1
ET080097	6	7	1	5	2	0	1	2	2
ET080097	15	4	1	5	 	 	2	 	 
ET080098	1	25	1	1	1	5	2	1	1
ET080098	2	23	2	1	1	2	2	1	1
ET080098	3	8	2	5	2	0	2	1	2
ET080098	15	4	2	5	 	 	1	 	 
ET080099	1	50	1	1	2	0	2	1	1
ET080099	2	30	2	1	2	0	2	1	1
ET080099	3	16	1	5	1	2	2	2	2
ET080099	4	10	2	5	1	2	2	2	2
ET080099	5	8	1	5	2	0	2	2	2
ET080099	6	7	1	5	2	0	2	2	2
ET080099	15	4	1	5	 	 	2	 	 
ET080100	1	25	1	1	2	3	2	1	1
ET080100	2	22	2	1	2	0	2	1	1
ET080100	15	3	2	5	 	 	2	 	 
ET090001	1	24	1	1	2	4	2	1	1
ET090001	2	21	2	1	2	0	2	1	1
ET090002	1	26	1	1	2	2	2	1	1
ET090002	2	18	2	1	2	0	2	1	1
ET090003	1	32	1	1	2	2	2	1	1
ET090003	2	26	2	1	2	0	2	1	1
ET090003	3	11	1	5	1	2	2	1	2
ET090003	4	8	2	5	2	0	2	1	2
ET090003	5	6	1	5	2	0	2	2	2
ET090003	6	5	2	5	2	0	2	1	2
ET090003	15	3	1	5	 	 	2	 	 
ET090004	1	47	2	6	2	0	2	1	1
ET090004	2	21	2	1	2	0	2	1	1
ET090004	3	20	1	12	2	2	2	1	1
ET090004	4	17	1	12	1	6	2	1	1
ET090004	5	14	2	12	1	3	2	1	2
ET090004	6	10	2	12	1	3	2	1	2
ET090005	1	30	1	1	2	1	2	1	1
ET090005	2	26	2	1	2	2	2	1	1
ET090005	3	8	2	5	1	1	2	1	2
ET090005	4	7	2	5	2	0	2	1	2
ET090006	1	60	2	3	2	0	2	1	2
ET090006	2	35	1	1	2	0	2	1	1
ET090006	3	24	1	6	1	2	2	1	2
ET090006	4	23	2	1	2	0	2	1	2
ET090006	5	12	2	5	1	2	2	1	2
ET090006	6	9	2	5	2	0	2	1	2
ET090006	7	7	2	5	2	0	2	1	2
