CHILDCODE	MEMIDR4	AGER3	MEMAGER4	AGEMTHR4	MEMSEXR4	RELATER3	RELATER4	THSVILR4	LIVHSER4	YRDIEDR4	CHCSTER3	CHCSTER4	RELHHR4	MRTLSTR4	DISABR4	MTHRHHR4	FTHRHHR4	STRT18R4	GRDE18R4	EDCH18R4	STLL18R4	HSSTRTR4	GRADER4	STILLR4	WHYNOTR4	AGEGRDR4	TYPATDR4	MEMCNSR4
161049	3	49	53	 	1	6	6	 	3	2008	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
161049	4	42	46	 	1	1	1	 	1	 	 	22	1	1	0	2	1	1	16	0	0	 	 	 	 	 	 	N
161049	5	34	38	 	2	1	1	 	1	 	 	22	2	1	0	98	98	1	10	0	0	 	 	 	 	 	 	N
161049	6	15	19	 	1	7	7	 	1	 	 	22	3	0	0	5	4	1	12	1	1	 	 	 	 	 	 	N
161049	7	13	17	 	2	7	7	 	1	 	 	22	3	0	0	5	4	 	 	 	 	1	10	1	 	 	1	N
161049	28	11	15	 	1	7	7	 	1	 	 	22	3	0	0	5	4	 	 	 	 	1	7	1	 	 	1	N
161050	0	15	19	 	2	0	0	1	1	 	22	22	3	0	0	2	98	1	7	0	0	 	 	 	 	 	 	N
161050	1	47	51	 	1	1	1	 	3	2003	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
161050	2	50	54	 	2	1	1	 	1	 	 	22	1	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
161050	3	37	41	 	1	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
161050	4	22	26	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
161050	5	24	28	 	1	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
161050	6	22	26	 	2	16	16	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
161050	7	0	4	 	1	15	15	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
161050	8	18	22	 	2	16	16	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171002	0	15	19	 	2	0	0	0	1	 	23	23	4	1	0	98	98	1	11	0	0	 	 	 	 	 	 	N
171002	1	75	79	 	2	6	6	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171002	2	61	65	 	1	1	1	 	3	2006	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171002	3	53	57	 	2	1	1	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171002	4	28	32	 	1	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171002	5	25	29	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171002	6	15	19	 	1	15	15	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171002	7	 	59	 	1	 	26	 	1	 	 	23	1	1	0	98	98	1	10	0	0	 	 	 	 	 	 	N
171002	8	 	55	 	2	 	26	 	1	 	 	23	2	1	0	98	98	1	5	0	0	 	 	 	 	 	 	Y
171002	9	 	30	 	1	 	25	 	1	 	 	23	3	1	0	8	7	1	7	0	0	 	 	 	 	 	 	Y
171002	10	 	1	 	2	 	27	 	1	 	 	23	5	0	0	0	9	 	 	 	 	 	 	 	 	 	 	N
171003	0	15	19	 	2	0	0	1	1	 	23	23	3	0	0	2	98	1	13	1	1	 	 	 	 	 	 	Y
171003	1	42	46	 	1	1	1	 	3	2006	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171003	2	35	39	 	2	1	1	 	1	 	 	23	1	3	0	98	98	0	 	 	 	 	 	 	 	 	 	N
171003	3	20	24	 	1	7	7	 	1	 	 	23	3	0	0	2	98	1	12	0	0	 	 	 	 	 	 	N
171003	4	16	20	 	1	7	7	 	1	 	 	23	3	0	0	2	98	1	15	1	1	 	 	 	 	 	 	Y
171003	5	 	66	 	2	 	6	 	1	 	 	23	6	3	1	98	98	0	 	 	 	 	 	 	 	 	 	N
171004	0	15	19	 	2	0	0	0	1	 	21	21	2	1	0	98	98	1	10	1	2	 	 	 	 	 	 	Y
171004	1	57	61	 	1	4	4	 	3	2010	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171004	2	42	46	 	2	4	4	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171004	3	35	39	 	1	1	1	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171004	4	29	33	 	2	1	1	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171004	5	23	27	 	1	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171004	6	63	67	 	2	17	17	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171004	7	 	65	 	1	 	26	 	1	 	 	21	6	1	0	98	98	0	 	 	 	 	 	 	 	 	 	Y
171004	8	 	55	 	2	 	26	 	1	 	 	21	6	1	0	98	98	0	 	 	 	 	 	 	 	 	 	Y
171004	9	 	28	 	1	 	25	 	1	 	 	21	1	1	0	8	7	1	12	0	0	 	 	 	 	 	 	N
171004	10	 	0	10	2	 	27	 	1	 	 	21	3	0	0	0	9	 	 	 	 	 	 	 	 	 	 	N
171005	0	15	19	 	1	0	0	1	1	 	23	23	3	0	0	2	1	1	10	1	0	 	 	 	 	 	 	N
171005	1	47	51	 	1	1	1	 	1	 	 	23	1	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
171005	2	42	46	 	2	1	1	 	1	 	 	23	2	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
171005	3	24	28	 	1	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171005	4	20	24	 	2	16	16	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171006	0	15	19	 	2	0	0	1	1	 	21	21	3	4	0	4	98	1	10	1	0	 	 	 	 	 	 	N
171006	1	17	21	 	1	6	6	 	1	 	 	21	6	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
171006	2	67	71	 	2	6	6	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171006	3	52	56	 	1	1	1	 	3	2011	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171006	4	42	46	 	2	1	1	 	1	 	 	21	1	3	0	98	98	0	 	 	 	 	 	 	 	 	 	N
171006	5	18	22	 	1	7	7	 	1	 	 	21	3	0	0	4	98	1	5	0	0	 	 	 	 	 	 	N
171006	6	13	17	 	1	7	7	 	1	 	 	21	3	0	0	4	98	 	 	 	 	1	10	4	18	 	 	Y
171006	7	6	10	 	1	7	7	 	1	 	 	21	3	0	0	4	98	 	 	 	 	1	4	1	 	 	3	N
171007	0	15	19	 	2	0	0	0	1	 	21	21	3	0	0	3	2	1	10	1	1	 	 	 	 	 	 	N
171007	1	69	73	 	1	6	6	 	1	 	 	21	5	3	0	98	98	0	 	 	 	 	 	 	 	 	 	N
171007	2	32	36	 	1	1	1	 	1	 	 	21	1	1	0	98	1	0	 	 	 	 	 	 	 	 	 	N
171007	3	31	35	 	2	1	1	 	1	 	 	21	2	1	0	98	98	1	5	0	0	 	 	 	 	 	 	N
171007	28	9	13	 	1	7	7	 	1	 	 	21	3	0	0	3	2	 	 	 	 	1	7	1	 	 	3	N
171008	0	15	19	 	2	0	0	0	1	 	23	23	3	0	0	2	1	1	15	1	1	 	 	 	 	 	 	N
171008	1	47	51	 	1	1	1	 	1	 	 	23	1	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
171008	2	42	46	 	2	1	1	 	1	 	 	23	2	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
171008	3	23	27	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171008	4	20	24	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171008	5	17	21	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171008	6	13	17	 	2	7	7	 	1	 	 	23	3	0	0	2	1	 	 	 	 	1	10	1	 	 	3	N
171009	0	15	19	 	2	0	0	1	1	 	21	21	3	0	0	98	1	1	5	0	0	 	 	 	 	 	 	Y
171009	1	37	41	 	1	1	1	 	1	 	 	21	1	3	0	98	98	0	 	 	 	 	 	 	 	 	 	N
171009	2	32	36	 	2	1	1	 	3	2003	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171009	28	11	15	 	2	7	7	 	1	 	 	21	3	0	0	98	1	 	 	 	 	1	9	0	11	15	 	N
171009	29	9	13	 	1	7	7	 	1	 	 	21	3	0	0	98	1	 	 	 	 	1	9	1	 	 	3	N
171010	0	15	19	 	2	0	0	1	1	 	21	21	3	0	0	2	1	1	12	1	1	 	 	 	 	 	 	N
171010	1	49	53	 	1	1	1	 	1	 	 	21	1	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
171010	2	42	46	 	2	1	1	 	1	 	 	21	2	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
171010	3	19	23	 	2	7	7	 	3	2011	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171010	4	17	21	 	2	7	7	 	1	 	 	21	3	0	0	2	1	1	12	1	4	 	 	 	 	 	 	N
171010	5	13	17	 	2	7	7	 	1	 	 	21	3	0	0	2	1	 	 	 	 	1	12	1	 	 	1	N
171010	6	 	3	 	1	 	15	 	1	 	 	21	5	0	0	98	98	 	 	 	 	 	 	 	 	 	 	N
171011	0	15	19	 	1	0	0	1	1	 	21	21	3	0	0	7	6	1	12	1	0	 	 	 	 	 	 	N
171011	1	71	75	 	1	6	6	 	3	2004	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171011	2	52	56	 	1	13	13	 	3	2013	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171011	3	44	48	 	2	13	13	 	3	2010	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171011	4	38	42	 	2	13	13	 	3	2002	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171011	5	35	39	 	2	13	13	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171011	6	42	46	 	1	1	1	 	1	 	 	21	1	1	0	98	98	1	9	0	0	 	 	 	 	 	 	N
171011	7	37	41	 	2	1	1	 	1	 	 	21	2	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
171011	8	33	37	 	1	14	14	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171011	9	27	31	 	2	16	16	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171011	10	30	34	 	1	14	14	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171011	11	25	29	 	2	16	16	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171011	12	25	29	 	1	14	14	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171011	13	19	23	 	1	14	14	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171011	14	25	29	 	2	14	14	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171011	15	20	24	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171011	16	18	22	 	1	14	14	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171011	17	15	19	 	1	7	7	 	1	 	 	21	3	0	0	7	6	1	15	1	0	 	 	 	 	 	 	Y
171011	18	13	17	 	1	7	7	 	1	 	 	21	3	0	0	7	6	 	 	 	 	1	11	1	 	 	3	N
171011	19	12	16	 	1	14	14	 	4	 	 	 	 	 	 	 	 	 	 	 	 	1	9	1	 	 	1	N
171011	20	13	17	 	1	14	14	 	4	 	 	 	 	 	 	 	 	 	 	 	 	1	10	1	 	 	3	N
171011	28	9	13	 	2	14	14	 	3	2007	 	 	 	 	 	 	 	 	 	 	 	0	1	0	31	 	 	N
171011	29	7	11	 	2	15	15	 	4	 	 	 	 	 	 	 	 	 	 	 	 	1	6	1	 	 	3	N
171011	30	7	11	 	2	15	15	 	4	 	 	 	 	 	 	 	 	 	 	 	 	1	6	1	 	 	3	N
171011	31	28	32	 	2	16	16	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171011	32	23	27	 	2	16	16	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171011	33	4	8	 	2	15	15	 	4	 	 	 	 	 	 	 	 	 	 	 	 	1	3	1	 	 	3	N
171011	34	24	28	 	2	16	16	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171011	35	18	22	 	2	16	16	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171012	0	15	19	 	1	0	0	1	1	 	23	23	3	0	0	3	2	1	10	1	0	 	 	 	 	 	 	N
171012	1	67	71	 	2	6	6	 	3	2010	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171012	2	47	51	 	1	1	1	 	1	 	 	23	1	1	0	98	98	0	 	 	 	 	 	 	 	 	 	Y
171012	3	42	46	 	2	1	1	 	1	 	 	23	2	1	0	98	98	0	 	 	 	 	 	 	 	 	 	Y
171012	4	22	26	 	1	7	7	 	1	 	 	23	3	1	0	3	2	1	3	0	0	 	 	 	 	 	 	N
171012	5	17	21	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171012	6	13	17	 	2	7	7	 	1	 	 	23	3	0	0	3	2	 	 	 	 	1	3	0	21	8	 	N
171012	7	 	17	 	2	 	16	 	1	 	 	23	4	1	0	98	98	 	 	 	 	0	 	 	22	 	 	N
171012	8	 	3	 	1	 	15	 	1	 	 	23	5	0	0	7	4	 	 	 	 	 	 	 	 	 	 	N
171012	9	 	1	 	1	 	15	 	1	 	 	23	5	0	0	7	4	 	 	 	 	 	 	 	 	 	 	N
171013	0	15	19	 	2	0	0	0	1	 	23	23	4	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
171013	1	47	51	 	1	1	1	 	3	2004	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171013	2	42	46	 	2	1	1	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171013	3	34	38	 	1	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171013	4	27	31	 	2	16	16	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171013	5	27	31	 	1	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171013	6	23	27	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171013	7	 	58	 	2	 	26	 	1	 	 	23	1	3	0	98	98	0	 	 	 	 	 	 	 	 	 	N
171013	8	 	26	 	1	 	25	 	1	 	 	23	3	1	0	7	98	1	10	0	0	 	 	 	 	 	 	N
171014	0	14	18	 	2	0	0	0	1	 	23	23	3	0	0	3	2	1	12	1	1	 	 	 	 	 	 	N
171014	1	77	81	 	1	5	5	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171014	2	52	56	 	1	1	1	 	1	 	 	23	1	1	0	98	98	1	9	0	0	 	 	 	 	 	 	N
171014	3	37	41	 	2	1	1	 	1	 	 	23	2	1	0	98	98	1	6	0	0	 	 	 	 	 	 	N
171014	4	32	36	 	1	13	13	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171014	5	27	31	 	2	13	13	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171014	6	27	31	 	1	13	13	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171014	7	27	31	 	2	13	13	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171014	8	17	21	 	1	7	7	 	1	 	 	23	3	0	0	3	2	1	9	1	0	 	 	 	 	 	 	N
171014	9	15	19	 	2	7	7	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171014	10	14	18	 	2	7	7	 	1	 	 	23	3	0	0	3	2	1	10	1	1	 	 	 	 	 	 	Y
171014	28	9	13	 	2	7	7	 	1	 	 	23	3	0	0	3	2	 	 	 	 	1	7	1	 	 	3	N
171014	29	8	12	 	2	14	14	 	2	 	 	 	 	 	 	 	 	 	 	 	 	1	6	1	 	 	1	N
171015	0	15	19	 	2	0	0	0	1	 	22	22	2	1	0	98	98	1	2	0	0	 	 	 	 	 	 	N
171015	1	47	51	 	1	1	1	 	3	2006	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171015	2	40	44	 	2	1	1	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171015	3	27	31	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171015	4	21	25	 	1	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171015	5	 	28	 	1	 	25	 	1	 	 	22	1	1	0	6	98	1	2	0	0	 	 	 	 	 	 	Y
171015	6	 	55	 	2	 	26	 	1	 	 	22	6	3	0	98	98	0	 	 	 	 	 	 	 	 	 	N
171015	7	 	5	 	1	 	19	 	1	 	 	22	3	0	0	98	5	 	 	 	 	1	0	1	 	 	3	N
171015	8	 	4	 	1	 	19	 	1	 	 	22	3	0	0	98	5	 	 	 	 	 	 	 	 	 	 	N
171015	9	 	3	 	2	 	19	 	1	 	 	22	3	0	0	98	5	 	 	 	 	 	 	 	 	 	 	N
171015	10	 	25	 	1	 	16	 	1	 	 	22	11	1	0	6	98	1	3	0	0	 	 	 	 	 	 	Y
171015	11	 	20	 	2	 	14	 	1	 	 	22	7	1	0	98	98	1	7	0	0	 	 	 	 	 	 	N
171015	12	 	0	2	1	 	19	 	1	 	 	22	3	0	0	11	10	 	 	 	 	 	 	 	 	 	 	N
171016	0	15	19	 	1	0	0	1	1	 	21	21	3	0	0	2	1	1	10	0	0	 	 	 	 	 	 	N
171016	1	57	61	 	1	1	1	 	1	 	 	21	1	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
171016	2	52	56	 	2	1	1	 	1	 	 	21	2	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
171016	3	27	31	 	1	7	7	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171016	4	25	29	 	2	7	7	 	1	 	 	21	3	4	0	2	1	0	 	 	 	 	 	 	 	 	 	Y
171016	5	22	26	 	1	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171016	6	16	20	 	1	7	7	 	1	 	 	21	3	0	0	2	1	1	10	0	0	 	 	 	 	 	 	N
171016	7	12	16	 	2	7	7	 	1	 	 	21	3	0	0	2	1	 	 	 	 	1	11	1	 	 	3	N
171016	8	 	21	 	2	 	16	 	1	 	 	21	4	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
171016	9	 	0	1	2	 	19	 	1	 	 	21	5	88	0	8	98	 	 	 	 	 	 	 	 	 	 	Y
171017	0	15	19	 	2	0	0	1	1	 	22	22	3	0	0	3	2	1	0	0	0	 	 	 	 	 	 	N
171017	1	67	71	 	2	6	6	 	1	 	 	22	6	3	1	98	98	0	 	 	 	 	 	 	 	 	 	N
171017	2	37	41	 	1	1	1	 	1	 	 	22	1	1	0	1	98	0	 	 	 	 	 	 	 	 	 	Y
171017	3	32	36	 	2	1	1	 	1	 	 	22	2	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
171017	4	18	22	 	1	7	7	 	1	 	 	22	3	1	0	3	2	1	4	0	0	 	 	 	 	 	 	Y
171017	5	13	17	 	2	7	7	 	1	 	 	22	3	0	0	3	2	 	 	 	 	1	8	1	 	 	3	N
171017	6	 	20	 	2	 	16	 	1	 	 	22	4	1	0	98	98	1	0	0	0	 	 	 	 	 	 	N
171018	0	15	19	 	2	0	0	1	1	 	21	21	3	0	0	3	98	1	7	0	0	 	 	 	 	 	 	N
171018	3	42	46	 	2	1	1	 	1	 	 	21	1	1	0	98	98	0	 	 	 	 	 	 	 	 	 	Y
171018	6	19	23	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171018	7	13	17	 	2	7	7	 	1	 	 	21	3	0	0	3	98	 	 	 	 	1	9	1	 	 	3	N
171018	8	26	30	 	2	16	16	 	1	 	 	21	4	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
171018	9	6	10	 	2	15	15	 	1	 	 	21	5	0	0	8	98	 	 	 	 	1	2	1	 	 	3	N
171018	10	4	8	 	1	15	15	 	1	 	 	21	5	0	0	8	98	 	 	 	 	0	 	 	31	 	 	N
171018	28	10	14	 	2	7	7	 	1	 	 	21	3	0	0	3	98	 	 	 	 	1	7	1	 	 	3	N
171019	0	15	19	 	1	0	0	1	1	 	21	21	3	0	0	2	1	1	12	1	1	 	 	 	 	 	 	N
171019	1	52	56	 	1	1	1	 	1	 	 	21	1	1	0	98	98	0	 	 	 	 	 	 	 	 	 	Y
171019	2	37	41	 	2	1	1	 	1	 	 	21	2	1	0	98	98	0	 	 	 	 	 	 	 	 	 	Y
171019	3	23	27	 	1	7	7	 	3	2011	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171019	4	19	23	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171020	0	15	19	 	2	0	0	1	1	 	21	21	3	0	0	2	1	1	10	1	0	 	 	 	 	 	 	Y
171020	1	40	44	 	1	1	1	 	1	 	 	21	1	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
171020	2	35	39	 	2	1	1	 	1	 	 	21	2	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
171020	3	20	24	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171020	4	18	22	 	1	7	7	 	1	 	 	21	3	0	0	2	1	1	3	0	0	 	 	 	 	 	 	Y
171020	5	17	21	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171020	28	9	13	 	1	7	7	 	1	 	 	21	3	0	0	2	1	 	 	 	 	1	10	1	 	 	3	N
171021	0	15	19	 	1	0	0	1	1	 	21	21	3	0	0	2	1	1	12	1	0	 	 	 	 	 	 	N
171021	1	32	36	 	1	1	1	 	1	 	 	21	2	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
171021	2	27	31	 	2	1	1	 	1	 	 	21	1	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
171021	3	1	5	 	2	12	12	 	1	 	 	21	3	0	0	2	1	 	 	 	 	1	0	1	 	 	3	N
171022	0	14	18	 	2	0	0	1	1	 	23	23	3	0	1	2	1	1	5	0	0	 	 	 	 	 	 	N
171022	1	37	41	 	1	1	1	 	1	 	 	23	1	1	1	98	98	1	10	0	0	 	 	 	 	 	 	N
171022	2	32	36	 	2	1	1	 	1	 	 	23	2	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
171022	3	16	20	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171022	4	13	17	 	1	7	7	 	1	 	 	23	3	0	0	2	1	 	 	 	 	1	10	1	 	 	11	N
171022	5	12	16	 	1	7	7	 	1	 	 	23	3	0	1	2	1	 	 	 	 	1	9	1	 	 	11	N
171023	0	14	18	 	2	0	0	1	1	 	21	21	3	0	0	2	1	1	15	1	1	 	 	 	 	 	 	N
171023	1	38	42	 	1	1	1	 	1	 	 	21	1	1	0	98	98	0	 	 	 	 	 	 	 	 	 	Y
171023	2	32	36	 	2	1	1	 	1	 	 	21	2	1	0	98	98	0	 	 	 	 	 	 	 	 	 	Y
171024	0	14	18	 	2	0	0	1	1	 	21	21	3	0	0	2	1	1	10	1	0	 	 	 	 	 	 	N
171024	1	53	57	 	1	1	1	 	1	 	 	21	1	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
171024	2	43	47	 	2	1	1	 	1	 	 	21	2	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
171024	3	20	24	 	1	7	7	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171024	4	28	32	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171024	5	4	8	 	2	15	15	 	4	 	 	 	 	 	 	 	 	 	 	 	 	1	2	1	 	 	3	N
171025	0	14	18	 	1	0	0	1	1	 	22	22	3	0	0	2	1	1	11	1	1	 	 	 	 	 	 	Y
171025	1	52	56	 	1	1	1	 	1	 	 	22	1	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
171025	2	45	49	 	2	1	1	 	1	 	 	22	2	1	0	98	98	0	 	 	 	 	 	 	 	 	 	Y
171025	3	29	33	 	1	7	7	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171025	4	25	29	 	2	16	16	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171025	5	23	27	 	1	7	7	 	1	 	 	22	3	1	0	2	1	1	10	0	0	 	 	 	 	 	 	N
171025	6	19	23	 	1	7	7	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171025	7	6	10	 	1	19	19	 	2	 	 	 	 	 	 	 	 	 	 	 	 	1	3	1	 	 	3	N
171025	28	8	12	 	2	19	19	 	2	 	 	 	 	 	 	 	 	 	 	 	 	1	5	1	 	 	3	N
171025	29	 	18	 	2	 	16	 	1	 	 	22	4	1	0	98	98	1	2	0	0	 	 	 	 	 	 	N
171026	0	15	19	 	1	0	0	0	1	 	23	23	3	0	0	4	3	1	10	1	1	 	 	 	 	 	 	N
171026	1	67	71	 	1	6	6	 	3	2010	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171026	2	62	66	 	2	6	6	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171026	3	47	51	 	1	1	1	 	1	 	 	23	1	1	0	98	98	1	6	0	0	 	 	 	 	 	 	N
171026	4	42	46	 	2	1	1	 	1	 	 	23	2	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
171026	5	32	36	 	1	13	13	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171026	6	21	25	 	1	7	7	 	1	 	 	23	3	1	0	4	3	1	15	0	0	 	 	 	 	 	 	N
171026	7	17	21	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171026	8	 	22	 	2	 	28	 	1	 	 	23	4	1	0	98	98	1	15	1	0	 	 	 	 	 	 	N
171027	0	14	18	 	1	0	0	0	1	 	23	23	3	0	0	2	1	1	12	1	1	 	 	 	 	 	 	Y
171027	1	42	46	 	1	1	1	 	1	 	 	23	1	1	0	98	5	0	 	 	 	 	 	 	 	 	 	N
171027	2	35	39	 	2	1	1	 	1	 	 	23	2	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
