PLACEID	GBGEIDR5	GBGEPLAC	GRBCLCT	CMNGARB
8642	2	1	 	2
8642	3	0	 	 
8642	4	0	 	 
8642	5	0	 	 
8642	6	0	 	 
8642	7	0	 	 
8642	8	0	 	 
8642	9	0	 	 
8644	1	1	4	1
8644	2	0	 	 
8644	3	0	 	 
8644	4	0	 	 
8644	5	0	 	 
8644	6	0	 	 
8644	7	0	 	 
8644	8	1	 	2
8644	9	0	 	 
8645	1	1	90	1
8645	2	0	 	 
8645	3	0	 	 
8645	4	0	 	 
8645	5	0	 	 
8645	6	0	 	 
8645	7	0	 	 
8645	8	0	 	 
8645	9	0	 	 
8646	1	1	4	1
8646	2	0	 	 
8646	3	0	 	 
8646	4	0	 	 
8646	5	0	 	 
8646	6	0	 	 
8646	7	0	 	 
8646	8	0	 	 
8646	9	0	 	 
8647	1	1	8	1
8647	2	0	 	 
8647	3	0	 	 
8647	4	0	 	 
8647	5	0	 	 
8647	6	0	 	 
8647	7	0	 	 
8647	8	0	 	 
8647	9	0	 	 
8648	1	1	4	1
8648	2	1	 	2
8648	3	0	 	 
8648	4	0	 	 
8648	5	0	 	 
8648	6	0	 	 
8648	7	0	 	 
8648	8	1	 	3
8648	9	0	 	 
8649	1	1	12	1
8649	2	1	 	2
8649	3	0	 	 
8649	4	0	 	 
8649	5	0	 	 
8649	6	0	 	 
8649	7	0	 	 
8649	8	0	 	 
8649	9	0	 	 
8650	1	1	8	1
8650	2	1	 	2
8650	3	1	 	3
8650	4	0	 	 
8650	5	0	 	 
8650	6	0	 	 
8650	7	0	 	 
8650	8	0	 	 
8650	9	0	 	 
8651	1	1	30	1
8651	2	0	 	 
8651	3	0	 	 
8651	4	0	 	 
8651	5	0	 	 
8651	6	0	 	 
8651	7	0	 	 
8651	8	0	 	 
8651	9	0	 	 
8652	1	1	15	1
8652	2	0	 	 
8652	3	1	 	2
8652	4	0	 	 
8652	5	0	 	 
8652	6	0	 	 
8652	7	0	 	 
8652	8	1	 	3
8652	9	0	 	 
8653	1	1	2	1
8653	2	0	 	 
8653	3	1	 	2
8653	4	0	 	 
8653	5	0	 	 
8653	6	0	 	 
8653	7	0	 	 
8653	8	1	 	3
8653	9	0	 	 
8654	1	0	 	 
8654	2	0	 	 
8654	3	1	 	1
8654	4	0	 	 
8654	5	0	 	 
8654	6	0	 	 
8654	7	0	 	 
8654	8	0	 	 
8654	9	0	 	 
8655	1	0	 	 
8655	2	0	 	 
8655	3	0	 	 
8655	4	0	 	 
8655	5	0	 	 
8655	6	1	 	3
8655	7	0	 	 
8655	8	1	 	2
8655	9	1	 	1
8656	1	1	8	1
8656	2	1	 	2
8656	3	0	 	 
8656	4	0	 	 
8656	5	0	 	 
8656	6	0	 	 
8656	7	0	 	 
8656	8	1	 	3
8656	9	0	 	 
8657	1	1	4	1
8657	2	0	 	 
8657	3	0	 	 
8657	4	0	 	 
8657	5	0	 	 
8657	6	0	 	 
8657	7	0	 	 
8657	8	0	 	 
8657	9	0	 	 
8658	1	1	15	1
8658	2	0	 	 
8658	3	0	 	 
8658	4	0	 	 
8658	5	0	 	 
8658	6	0	 	 
8658	7	0	 	 
8658	8	0	 	 
8658	9	0	 	 
8659	1	1	20	1
8659	2	1	 	2
8659	3	0	 	 
8659	4	0	 	 
8659	5	0	 	 
8659	6	0	 	 
8659	7	0	 	 
8659	8	0	 	 
8659	9	0	 	 
8660	1	1	8	1
8660	2	0	 	 
8660	3	0	 	 
8660	4	0	 	 
8660	5	0	 	 
8660	6	0	 	 
8660	7	0	 	 
8660	8	1	 	2
8660	9	0	 	 
8661	1	1	7	1
8661	2	0	 	 
8661	3	0	 	 
8661	4	0	 	 
8661	5	1	 	2
8661	6	0	 	 
8661	7	0	 	 
8661	8	0	 	 
8661	9	0	 	 
8662	1	1	8	1
8662	2	0	 	 
8662	3	0	 	 
8662	4	0	 	 
8662	5	0	 	 
8662	6	0	 	 
8662	7	0	 	 
8662	8	0	 	 
8662	9	0	 	 
8663	1	0	 	 
8663	2	1	 	1
8663	3	0	 	 
8663	4	0	 	 
8663	5	0	 	 
8663	6	0	 	 
8663	7	1	 	2
8663	8	0	 	 
8663	9	0	 	 
8664	1	0	 	 
8664	2	0	 	 
8664	3	0	 	 
8664	4	0	 	 
8664	5	0	 	 
8664	6	0	 	 
8664	7	0	 	 
8664	8	1	 	1
8664	9	0	 	 
8665	1	1	20	1
8665	2	1	 	3
8665	3	1	 	2
8665	4	0	 	 
8665	5	0	 	 
8665	6	0	 	 
8665	7	0	 	 
8665	8	0	 	 
8665	9	0	 	 
8666	1	1	3	1
8666	2	0	 	 
8666	3	0	 	 
8666	4	0	 	 
8666	5	0	 	 
8666	6	0	 	 
8666	7	0	 	 
8666	8	0	 	 
8666	9	0	 	 
8701	1	1	30	1
8701	2	0	 	 
8701	3	0	 	 
8701	4	0	 	 
8701	5	0	 	 
8701	6	1	 	2
8701	7	0	 	 
8701	8	0	 	 
8701	9	0	 	 
8702	1	1	8	1
8702	2	0	 	 
8702	3	0	 	 
8702	4	0	 	 
8702	5	0	 	 
8702	6	0	 	 
8702	7	0	 	 
8702	8	1	 	2
8702	9	0	 	 
8703	1	1	15	1
8703	2	1	 	2
8703	3	0	 	 
8703	4	0	 	 
8703	5	0	 	 
8703	6	0	 	 
8703	7	0	 	 
8703	8	0	 	 
8703	9	0	 	 
8705	1	1	30	1
8705	2	0	 	 
8705	3	0	 	 
8705	4	0	 	 
8705	5	0	 	 
8705	6	0	 	 
8705	7	0	 	 
8705	8	0	 	 
8705	9	0	 	 
8707	1	1	30	1
8707	2	1	 	3
8707	3	0	 	 
8707	4	0	 	 
8707	5	0	 	 
8707	6	0	 	 
8707	7	0	 	 
8707	8	0	 	 
8707	9	0	 	 
8708	1	1	26	1
8708	2	1	 	2
8708	3	0	 	 
8708	4	0	 	 
8708	5	0	 	 
8708	6	0	 	 
8708	7	0	 	 
8708	8	0	 	 
8708	9	0	 	 
8709	1	1	30	1
8709	2	0	 	 
8709	3	0	 	 
8709	4	0	 	 
8709	5	0	 	 
8709	6	0	 	 
8709	7	0	 	 
8709	8	0	 	 
8709	9	0	 	 
8710	1	1	30	1
8710	2	0	 	 
8710	3	0	 	 
8710	4	0	 	 
8710	5	0	 	 
8710	6	0	 	 
8710	7	0	 	 
8710	8	0	 	 
8710	9	0	 	 
8711	1	1	90	1
8711	2	0	 	 
8711	3	0	 	 
8711	4	0	 	 
8711	5	0	 	 
8711	6	0	 	 
8711	7	0	 	 
8711	8	0	 	 
8711	9	0	 	 
8712	1	1	8	1
8712	2	1	 	3
8712	3	0	 	 
8712	4	0	 	 
8712	5	0	 	 
8712	6	0	 	 
8712	7	0	 	 
8712	8	1	 	2
8712	9	0	 	 
8713	1	1	30	1
8713	2	1	 	2
8713	3	0	 	 
8713	4	0	 	 
8713	5	0	 	 
8713	6	0	 	 
8713	7	0	 	 
8713	8	0	 	 
8713	9	0	 	 
8714	1	1	30	1
8714	2	0	 	 
8714	3	0	 	 
8714	4	0	 	 
8714	5	0	 	 
8714	6	0	 	 
8714	7	0	 	 
8714	8	0	 	 
8714	9	0	 	 
8715	1	1	30	1
8715	2	0	 	 
8715	3	0	 	 
8715	4	0	 	 
8715	5	0	 	 
8715	6	0	 	 
8715	7	0	 	 
8715	8	0	 	 
8715	9	0	 	 
8716	1	1	30	1
8716	2	1	 	2
8716	3	0	 	 
8716	4	0	 	 
8716	5	0	 	 
8716	6	0	 	 
8716	7	0	 	 
8716	8	0	 	 
8716	9	0	 	 
8717	1	1	30	1
8717	2	0	 	 
8717	3	0	 	 
8717	4	0	 	 
8717	5	0	 	 
8717	6	0	 	 
8717	7	0	 	 
8717	8	0	 	 
8717	9	0	 	 
8718	1	1	30	1
8718	2	0	 	 
8718	3	0	 	 
8718	4	0	 	 
8718	5	0	 	 
8718	6	0	 	 
8718	7	0	 	 
8718	8	0	 	 
8718	9	0	 	 
8719	1	1	30	1
8719	2	0	 	 
8719	3	0	 	 
8719	4	0	 	 
8719	5	0	 	 
8719	6	0	 	 
8719	7	0	 	 
8719	8	0	 	 
8719	9	0	 	 
8720	1	0	 	 
8720	2	0	 	 
8720	3	0	 	 
8720	4	0	 	 
8720	5	1	 	1
8720	6	0	 	 
8720	7	1	 	2
8720	8	0	 	 
8720	9	0	 	 
8721	1	1	30	1
8721	2	0	 	 
8721	3	0	 	 
8721	4	0	 	 
8721	5	0	 	 
8721	6	0	 	 
8721	7	0	 	 
8721	8	0	 	 
8721	9	0	 	 
8722	1	1	8	1
8722	2	0	 	 
8722	3	0	 	 
8722	4	0	 	 
8722	5	0	 	 
8722	6	0	 	 
8722	7	0	 	 
8722	8	0	 	 
8722	9	0	 	 
8723	1	1	12	1
8723	2	0	 	 
8723	3	0	 	 
8723	4	0	 	 
8723	5	0	 	 
8723	6	0	 	 
8723	7	0	 	 
8723	8	0	 	 
8723	9	0	 	 
8725	1	1	30	1
8725	2	1	 	2
8725	3	0	 	 
8725	4	0	 	 
8725	5	0	 	 
8725	6	0	 	 
8725	7	0	 	 
8725	8	0	 	 
8725	9	0	 	 
8726	1	1	30	1
8726	2	1	 	2
8726	3	0	 	 
8726	4	0	 	 
8726	5	0	 	 
8726	6	0	 	 
8726	7	0	 	 
8726	8	0	 	 
8726	9	0	 	 
8727	1	1	4	1
8727	2	0	 	 
8727	3	0	 	 
8727	4	0	 	 
8727	5	0	 	 
8727	6	0	 	 
8727	7	0	 	 
8727	8	1	 	2
8727	9	0	 	 
8728	1	1	4	1
8728	2	0	 	 
8728	3	1	 	2
8728	4	0	 	 
8728	5	0	 	 
8728	6	0	 	 
8728	7	0	 	 
8728	8	0	 	 
8728	9	0	 	 
8729	1	1	30	1
8729	2	0	 	 
8729	3	0	 	 
8729	4	0	 	 
8729	5	0	 	 
8729	6	0	 	 
8729	7	0	 	 
8729	8	0	 	 
8729	9	1	 	2
8730	1	1	30	1
8730	2	0	 	 
8730	3	0	 	 
8730	4	0	 	 
8730	5	0	 	 
8730	6	0	 	 
8730	7	0	 	 
8730	8	1	 	2
8730	9	0	 	 
8731	1	1	36	1
8731	2	1	 	2
8731	3	0	 	 
8731	4	0	 	 
8731	5	0	 	 
8731	6	0	 	 
8731	7	0	 	 
8731	8	0	 	 
8731	9	0	 	 
8732	1	1	7	1
8732	2	0	 	 
8732	3	0	 	 
8732	4	0	 	 
8732	5	0	 	 
8732	6	0	 	 
8732	7	0	 	 
8732	8	0	 	 
8732	9	0	 	 
8733	1	1	10	1
8733	2	0	 	 
8733	3	0	 	 
8733	4	0	 	 
8733	5	0	 	 
8733	6	0	 	 
8733	7	0	 	 
8733	8	0	 	 
8733	9	0	 	 
8734	1	1	30	1
8734	2	0	 	 
8734	3	0	 	 
8734	4	0	 	 
8734	5	0	 	 
8734	6	0	 	 
8734	7	0	 	 
8734	8	0	 	 
8734	9	0	 	 
8735	1	1	28	1
8735	2	1	 	2
8735	3	0	 	 
8735	4	0	 	 
8735	5	0	 	 
8735	6	0	 	 
8735	7	0	 	 
8735	8	0	 	 
8735	9	0	 	 
8736	1	1	30	1
8736	2	0	 	 
8736	3	0	 	 
8736	4	0	 	 
8736	5	0	 	 
8736	6	0	 	 
8736	7	0	 	 
8736	8	0	 	 
8736	9	0	 	 
8737	1	1	1	2
8737	2	1	 	1
8737	3	0	 	 
8737	4	0	 	 
8737	5	0	 	 
8737	6	0	 	 
8737	7	0	 	 
8737	8	0	 	 
8737	9	0	 	 
8738	1	1	30	1
8738	2	1	 	2
8738	3	0	 	 
8738	4	0	 	 
8738	5	0	 	 
8738	6	0	 	 
8738	7	0	 	 
8738	8	0	 	 
8738	9	0	 	 
8739	1	1	24	1
8739	2	0	 	 
8739	3	0	 	 
8739	4	0	 	 
8739	5	0	 	 
8739	6	0	 	 
8739	7	0	 	 
8739	8	0	 	 
8739	9	0	 	 
8740	1	1	30	1
8740	2	0	 	 
8740	3	0	 	 
8740	4	0	 	 
8740	5	0	 	 
8740	6	0	 	 
8740	7	0	 	 
8740	8	0	 	 
8740	9	0	 	 
8741	1	1	26	1
8741	2	1	 	2
8741	3	0	 	 
8741	4	0	 	 
8741	5	0	 	 
8741	6	0	 	 
8741	7	0	 	 
8741	8	0	 	 
8741	9	0	 	 
8742	1	1	8	1
8742	2	0	 	 
8742	3	0	 	 
8742	4	0	 	 
8742	5	0	 	 
8742	6	0	 	 
8742	7	0	 	 
8742	8	0	 	 
8742	9	0	 	 
8743	1	1	4	1
8743	2	0	 	 
8743	3	1	 	2
8743	4	0	 	 
8743	5	0	 	 
8743	6	0	 	 
8743	7	0	 	 
8743	8	0	 	 
8743	9	0	 	 
8744	1	1	30	1
8744	2	0	 	 
8744	3	0	 	 
8744	4	0	 	 
8744	5	0	 	 
8744	6	0	 	 
8744	7	0	 	 
8744	8	0	 	 
8744	9	0	 	 
8745	1	1	1	1
8745	2	1	 	1
8745	3	1	 	1
8745	4	0	 	 
8745	5	0	 	 
8745	6	0	 	 
8745	7	0	 	 
8745	8	1	 	2
8745	9	0	 	 
8746	1	1	1	1
8746	2	1	 	2
8746	3	1	 	0
8746	4	1	 	3
8746	5	0	 	 
8746	6	0	 	 
8746	7	0	 	 
8746	8	1	 	0
8746	9	0	 	 
8747	1	1	1	1
8747	2	1	 	2
8747	3	1	 	2
8747	4	0	 	 
8747	5	0	 	 
8747	6	0	 	 
8747	7	0	 	 
8747	8	1	 	2
8747	9	0	 	 
8748	1	1	3	1
8748	2	1	 	3
8748	3	0	 	 
8748	4	0	 	 
8748	5	0	 	 
8748	6	0	 	 
8748	7	0	 	 
8748	8	1	 	2
8748	9	0	 	 
8749	1	1	12	1
8749	2	1	 	0
8749	3	1	 	2
8749	4	1	 	3
8749	5	0	 	 
8749	6	1	 	0
8749	7	1	 	0
8749	8	1	 	0
8749	9	0	 	 
8750	1	1	8	1
8750	2	1	 	2
8750	3	0	 	 
8750	4	0	 	 
8750	5	0	 	 
8750	6	0	 	 
8750	7	0	 	 
8750	8	0	 	 
8750	9	0	 	 
8751	1	0	 	 
8751	2	0	 	 
8751	3	0	 	 
8751	4	0	 	 
8751	5	0	 	 
8751	6	1	 	3
8751	7	1	 	2
8751	8	1	 	1
8751	9	0	 	 
8752	1	1	15	1
8752	2	0	 	 
8752	3	0	 	 
8752	4	0	 	 
8752	5	0	 	 
8752	6	0	 	 
8752	7	0	 	 
8752	8	0	 	 
8752	9	0	 	 
8753	1	1	15	1
8753	2	0	 	 
8753	3	0	 	 
8753	4	0	 	 
8753	5	0	 	 
8753	6	0	 	 
8753	7	0	 	 
8753	8	0	 	 
8753	9	0	 	 
8754	1	1	30	1
8754	2	1	 	2
8754	3	0	 	 
8754	4	0	 	 
8754	5	0	 	 
8754	6	0	 	 
8754	7	0	 	 
8754	8	0	 	 
8754	9	0	 	 
8755	1	1	20	1
8755	2	1	 	2
8755	3	0	 	 
8755	4	0	 	 
8755	5	0	 	 
8755	6	0	 	 
8755	7	0	 	 
8755	8	0	 	 
8755	9	0	 	 
8756	1	0	 	 
8756	2	0	 	 
8756	3	1	 	1
8756	4	0	 	 
8756	5	0	 	 
8756	6	0	 	 
8756	7	0	 	 
8756	8	0	 	 
8756	9	0	 	 
8757	1	1	7	1
8757	2	0	 	 
8757	3	0	 	 
8757	4	0	 	 
8757	5	0	 	 
8757	6	0	 	 
8757	7	0	 	 
8757	8	0	 	 
8757	9	0	 	 
8758	1	1	30	1
8758	2	1	 	2
8758	3	0	 	 
8758	4	0	 	 
8758	5	0	 	 
8758	6	0	 	 
8758	7	0	 	 
8758	8	0	 	 
8758	9	0	 	 
8759	1	1	12	1
8759	2	1	 	2
8759	3	0	 	 
8759	4	0	 	 
8759	5	0	 	 
8759	6	0	 	 
8759	7	0	 	 
8759	8	0	 	 
8759	9	0	 	 
8760	1	1	30	1
8760	2	0	 	 
8760	3	0	 	 
8760	4	0	 	 
8760	5	0	 	 
8760	6	0	 	 
8760	7	0	 	 
8760	8	0	 	 
8760	9	0	 	 
8761	1	1	4	1
8761	2	1	 	2
8761	3	0	 	 
8761	4	0	 	 
8761	5	0	 	 
8761	6	1	 	0
8761	7	0	 	 
8761	8	1	 	3
8761	9	0	 	 
8762	1	1	1212	1
8762	2	1	 	2
8762	3	1	 	0
8762	4	1	 	0
8762	5	1	 	0
8762	6	0	 	 
8762	7	1	 	0
8762	8	1	 	3
8762	9	0	 	 
8763	1	1	15	1
8763	2	0	 	 
8763	3	0	 	 
8763	4	0	 	 
8763	5	0	 	 
8763	6	0	 	 
8763	7	0	 	 
8763	8	0	 	 
8763	9	0	 	 
8764	1	1	1	1
8764	2	1	 	2
8764	3	0	 	 
8764	4	0	 	 
8764	5	0	 	 
8764	6	0	 	 
8764	7	0	 	 
8764	8	0	 	 
8764	9	0	 	 
