childid	monincid	montypr3	mnclssr3	monpebr3
PE181102	2	2	2	6
PE181102	3	6	3	2
PE181102	4	7	4	2
PE181103	1	11	1	10
PE181103	2	2	2	6
PE181103	3	1	3	4
PE181104	1	12	1	12
PE181104	2	1	2	5
PE181104	3	2	3	3
PE181105	1	11	1	20
PE191001	1	12	1	9
PE191001	2	7	2	7
PE191001	3	2	3	4
PE191002	1	7	1	8
PE191002	2	2	2	7
PE191002	3	3	3	5
PE191003	1	11	1	20
PE191004	1	12	1	13
PE191004	2	7	2	7
PE191005	1	9	1	20
PE191006	1	10	1	14
PE191006	2	9	2	6
PE191007	1	11	1	15
PE191007	2	7	2	5
PE191009	1	12	1	16
PE191009	2	9	2	4
PE191010	1	7	1	15
PE191010	2	12	2	5
PE191011	1	1	1	20
PE191012	1	11	1	20
PE191013	1	11	1	13
PE191013	2	12	2	4
PE191013	3	1	3	3
PE191014	1	11	1	20
PE191015	1	11	1	17
PE191015	2	7	2	3
PE191016	1	12	1	20
PE191017	1	6	1	8
PE191017	2	7	2	7
PE191017	3	9	3	5
PE191018	1	1	1	20
PE191019	1	11	1	14
PE191019	2	7	2	6
PE191020	1	12	1	20
PE191021	1	12	1	14
PE191021	2	9	2	6
PE191022	1	9	1	11
PE191022	2	10	2	9
PE191023	1	12	1	20
PE191024	1	12	1	20
PE191025	1	12	1	20
PE191026	1	6	1	14
PE191026	2	7	2	6
PE191027	1	12	1	20
PE191028	1	11	1	20
PE191029	1	1	1	20
PE191030	1	12	1	20
PE191031	1	12	1	20
PE191032	1	1	1	8
PE191032	2	12	2	7
PE191032	3	6	3	5
PE191033	1	12	1	20
PE191034	1	12	1	20
PE191035	1	1	1	15
PE191035	2	2	2	5
PE191036	1	12	1	13
PE191036	2	7	2	7
PE191038	1	12	1	20
PE191039	1	9	1	13
PE191039	2	11	2	7
PE191041	1	9	1	12
PE191041	2	12	2	8
PE191042	1	7	1	20
PE191043	1	3	1	13
PE191043	2	7	2	7
PE191044	1	12	1	20
PE191045	1	12	1	20
PE191047	1	12	1	20
PE191048	1	11	1	13
PE191048	2	7	2	7
PE191050	1	12	1	16
PE191050	2	7	2	4
PE191051	1	12	1	15
PE191051	2	7	2	5
PE191052	1	12	1	16
PE191052	2	6	2	4
PE191053	1	3	1	20
PE191054	1	11	1	20
PE191055	1	1	1	12
PE191055	2	7	2	6
PE191055	3	3	3	2
PE191056	1	9	1	20
PE191057	1	1	1	20
PE191058	1	12	1	12
PE191058	2	1	2	8
PE191059	1	2	1	20
PE191060	1	12	1	20
PE191061	1	12	1	14
PE191061	2	11	2	6
PE191062	1	12	1	13
PE191062	2	11	2	7
PE191063	1	12	1	18
PE191063	2	7	2	2
PE191064	1	12	1	20
PE191065	1	1	1	9
PE191065	2	7	2	6
PE191065	3	12	3	5
PE191066	1	1	1	13
PE191066	2	12	2	7
PE191068	1	12	1	20
PE191069	1	9	1	7
PE191069	2	6	2	6
PE191069	3	2	3	4
PE191069	4	7	4	2
PE191069	5	11	5	1
PE191070	1	11	1	20
PE191071	1	12	1	12
PE191071	2	7	2	8
PE191072	1	6	1	10
PE191072	2	1	2	8
PE191072	3	7	3	2
PE191073	1	3	1	12
PE191073	2	12	2	5
PE191073	3	1	3	3
PE191074	1	7	1	13
PE191074	2	12	2	7
PE191075	1	3	1	20
PE191076	1	9	1	12
PE191076	2	1	2	6
PE191076	3	12	3	2
PE191077	1	12	1	20
PE191078	1	11	1	20
PE191079	1	10	1	15
PE191079	2	7	2	5
PE191080	1	12	1	20
PE191081	1	9	1	11
PE191081	2	1	2	5
PE191081	3	12	3	4
PE191082	1	12	1	20
PE191083	1	12	1	11
PE191083	2	9	2	6
PE191083	3	7	3	3
PE191084	1	1	1	8
PE191084	2	12	2	5
PE191084	3	2	3	4
PE191084	4	3	4	3
PE191085	1	12	1	20
PE191086	1	12	1	20
PE191087	1	12	1	13
PE191087	2	11	2	7
PE191088	1	12	1	12
PE191088	2	1	2	8
PE191089	1	11	1	14
PE191089	2	1	2	6
PE191090	1	12	1	20
PE191091	1	1	1	10
PE191091	2	6	2	7
PE191091	3	12	3	3
PE191092	1	11	1	10
PE191092	2	12	2	6
PE191092	3	7	3	4
PE191093	1	6	1	18
PE191093	2	7	2	2
PE191094	1	11	1	20
PE191096	1	12	1	10
PE191096	2	11	2	4
PE191096	3	9	3	3
PE191096	4	1	4	2
PE191096	5	3	5	1
PE191097	1	11	1	20
PE191098	1	8	1	17
PE191098	2	11	2	3
PE191099	1	11	1	20
PE191100	1	1	1	8
PE191100	2	8	2	6
PE191100	3	11	3	4
PE191100	4	2	4	2
PE191101	1	11	1	20
PE191103	1	9	1	11
PE191103	2	7	2	9
PE191104	1	12	1	20
PE201001	1	11	1	20
PE201002	1	5	1	20
PE201003	1	12	1	20
PE201004	1	8	1	16
PE201004	2	7	2	4
PE201005	1	9	1	16
PE201005	2	12	2	4
PE201007	1	8	1	11
PE201007	2	12	2	9
PE201008	1	6	1	12
PE201008	2	7	2	8
PE201010	1	7	1	20
PE201011	1	12	1	13
PE201011	2	7	2	7
PE201012	1	12	1	12
PE201012	2	6	2	8
PE201013	1	12	1	17
PE201013	2	10	2	3
PE201014	1	8	1	12
PE201014	2	7	2	8
PE201015	1	12	1	15
PE201015	2	9	2	5
PE201016	1	8	1	20
PE201018	1	2	1	10
PE201018	2	1	2	6
PE201018	3	7	3	4
PE201021	1	12	1	12
PE201021	2	5	2	5
PE201021	3	9	3	3
PE201022	1	12	1	13
PE201022	2	7	2	7
PE201023	1	12	1	9
PE201023	2	1	2	6
PE201023	3	7	3	5
PE201024	1	12	1	18
PE201024	2	7	2	2
PE201025	1	12	1	13
PE201025	2	7	2	7
PE201027	1	12	1	14
PE201027	2	7	2	6
PE201028	1	8	1	20
PE201029	1	7	1	13
PE201029	2	12	2	7
PE201030	1	7	1	20
PE201032	1	6	1	19
PE201032	2	12	2	1
PE201033	1	7	1	18
PE201033	2	12	2	2
PE201034	1	12	1	13
PE201034	2	7	2	7
PE201035	1	7	1	20
PE201036	1	9	1	20
PE201037	1	12	1	13
PE201037	2	7	2	7
PE201038	1	7	1	10
PE201038	2	12	2	7
PE201038	3	1	3	3
PE201039	1	12	1	14
PE201039	2	10	2	6
PE201041	1	12	1	15
PE201041	2	2	2	5
PE201042	1	1	1	9
PE201042	2	7	2	6
PE201042	3	6	3	5
PE201043	1	1	1	15
PE201043	2	12	2	5
PE201044	1	12	1	20
PE201048	1	7	1	19
PE201048	2	6	2	1
PE201049	1	9	1	20
PE201050	1	12	1	9
PE201050	2	9	2	6
PE201050	3	7	3	5
PE201051	1	7	1	15
PE201051	2	6	2	3
PE201051	3	10	3	2
PE201052	1	5	1	13
PE201052	2	12	2	7
PE201053	1	12	1	20
PE201054	1	7	1	13
PE201054	2	9	2	7
PE201055	1	6	1	15
PE201055	2	9	2	5
PE201056	1	7	1	14
PE201056	2	10	2	5
PE201056	3	12	3	1
PE201057	1	12	1	10
PE201057	2	1	2	6
PE201057	3	7	3	4
PE201058	1	7	1	8
PE201058	2	9	2	7
PE201058	3	12	3	5
PE201059	1	7	1	15
PE201059	2	9	2	5
PE201060	1	7	1	11
PE201060	2	6	2	9
PE201061	1	7	1	20
PE201062	1	7	1	20
PE201063	1	11	1	12
PE201063	2	7	2	8
PE201064	1	6	1	20
PE201065	1	6	1	13
PE201065	2	12	2	7
PE201066	1	8	1	9
PE201066	2	6	2	8
PE201066	3	5	3	3
PE201067	1	7	1	20
PE201068	1	8	1	12
PE201068	2	7	2	8
PE201069	1	5	1	18
PE201069	2	7	2	2
PE201070	1	12	1	20
PE201071	1	7	1	12
PE201071	2	6	2	8
PE201072	1	9	1	9
PE201072	2	8	2	6
PE201072	3	12	3	5
PE201073	1	12	1	18
PE201073	2	9	2	2
PE201074	1	9	1	14
PE201074	2	7	2	6
PE201075	1	12	1	15
PE201075	2	7	2	5
PE201076	1	7	1	20
PE201077	1	6	1	12
PE201077	2	12	2	8
PE201078	1	11	1	20
PE201079	1	9	1	11
PE201079	2	6	2	9
PE201080	1	7	1	12
PE201080	2	12	2	8
PE201083	1	12	1	9
PE201083	2	7	2	6
PE201083	3	1	3	5
PE201086	1	12	1	19
PE201086	2	10	2	1
PE201087	1	12	1	12
PE201087	2	9	2	8
PE201088	1	9	1	20
PE201090	1	1	1	8
PE201090	2	12	2	6
PE201090	3	7	3	5
PE201090	4	2	4	1
PE201091	1	7	1	20
PE201092	1	12	1	20
PE201093	1	12	1	13
PE201093	2	9	2	7
PE201094	1	6	1	20
PE201096	1	12	1	17
PE201096	2	2	2	2
PE201096	3	9	3	1
PE201097	1	6	1	11
PE201097	2	7	2	9
PE201098	1	5	1	20
PE201099	1	12	1	12
PE201099	2	7	2	8
PE201100	1	12	1	15
PE201100	2	7	2	5
PE201101	1	9	1	20
