childid	cropid	cropr3	qnthrvr3	qntuntr3
PE181087	1	55	40	10
PE181087	2	44	5	10
PE181087	3	75	12	10
PE181087	4	50	4	10
PE181087	5	101	2	10
PE181087	6	96	4	10
PE181087	7	86	2	10
PE181088	1	44	100	2
PE181088	2	55	2000	2
PE181088	3	5	300	2
PE181089	1	55	100	2
PE181089	2	44	80	2
PE181089	3	5	50	2
PE181089	4	101	200	2
PE181089	5	99	150	2
PE181089	6	75	150	2
PE181089	7	96	200	2
PE181090	1	55	4800	2
PE181090	2	44	900	2
PE181090	3	75	300	2
PE181090	4	5	300	2
PE181090	5	101	300	2
PE181090	6	96	2400	2
PE181090	7	86	3600	2
PE181091	1	55	15	10
PE181091	2	5	5	10
PE181091	3	75	2	10
PE181091	4	44	3	10
PE181091	5	86	4	10
PE181091	6	101	6	10
PE181091	7	96	8	10
PE181092	1	55	7200	2
PE181092	2	96	3600	2
PE181092	3	44	750	2
PE181092	4	5	600	2
PE181092	5	101	360	2
PE181092	6	86	360	2
PE181092	7	95	240	2
PE181093	1	101	200	2
PE181093	2	44	200	2
PE181093	3	55	600	2
PE181094	1	5	200	2
PE181094	2	96	200	2
PE181094	3	55	3000	2
PE181094	4	95	200	2
PE181095	1	55	6000	2
PE181095	2	44	960	2
PE181095	3	5	960	2
PE181095	4	96	320	2
PE181095	5	75	240	2
PE181095	6	101	160	2
PE181095	7	86	240	2
PE181095	8	99	50	2
PE181096	1	44	720	2
PE181096	2	55	2000	2
PE181096	3	101	100	2
PE181096	4	75	120	2
PE181096	5	5	360	2
PE181096	6	87	50	2
PE181097	1	44	8	10
PE181097	2	55	4	10
PE181097	3	75	1	10
PE181098	1	55	20	10
PE181098	2	5	2	10
PE181098	3	44	10	10
PE181099	0	3	 	 
PE181099	1	55	100	10
PE181099	2	101	10	10
PE181099	3	44	10	10
PE181099	4	5	12	10
PE181099	5	99	8	10
PE181099	6	86	15	10
PE181099	7	96	20	10
PE181100	1	55	22	10
PE181100	2	44	4	10
PE181100	3	5	2	10
PE181100	4	101	2	10
PE181100	5	96	2	10
PE181100	6	86	2	10
PE181100	7	50	5	10
PE181101	1	44	15	2
PE181101	2	86	3	2
PE181101	3	55	40	2
PE181101	4	101	5	2
PE181101	5	99	2	2
PE181101	6	96	5	2
PE181101	7	75	10	2
PE181102	1	55	250	10
PE181102	2	101	15	10
PE181102	3	5	20	10
PE181102	4	99	2	10
PE181102	5	86	5	10
PE181102	6	96	40	10
PE181102	7	75	2	10
PE181103	1	44	15	2
PE181103	2	55	40	2
PE181103	3	5	5	2
PE181103	4	75	6	2
PE181103	5	87	4	3
PE181103	6	96	3	3
PE181103	7	104	2	2
PE181104	1	55	9	10
PE181104	2	5	4	10
PE181104	3	101	3	10
PE181104	4	44	4	10
PE181104	5	75	3	10
PE181105	1	55	80	2
PE181105	2	101	50	2
PE191010	1	53	80	10
PE191010	2	89	1000	2
PE191011	1	89	1000	2
PE191011	2	53	8000	2
PE191011	3	44	1000	2
PE191013	1	53	80	10
PE191018	1	3	2000	2
PE191018	2	108	400	2
PE191029	1	53	4000	2
PE191029	2	89	800	2
PE191029	3	44	200	2
PE191032	1	53	13000	2
PE191032	2	89	7000	2
PE191035	1	83	330	6
PE191035	2	55	700	2
PE191035	3	69	500	2
PE191035	4	85	200	2
PE191035	5	44	500	2
PE191035	6	92	300	2
PE191035	7	108	300	2
PE191055	1	89	500	2
PE191055	2	53	9000	2
PE191057	1	53	27000	2
PE191058	1	89	1800	2
PE191058	2	53	7000	2
PE191065	1	89	800	1
PE191065	2	53	1000	1
PE191066	1	53	2000	2
PE191066	2	89	600	2
PE191072	1	89	600	2
PE191072	2	44	280	2
PE191072	3	84	1000	2
PE191073	1	53	35	10
PE191073	2	75	30	10
PE191076	1	53	15000	2
PE191076	2	89	4500	2
PE191079	1	53	50	10
PE191079	2	89	350	2
PE191081	1	55	10	10
PE191081	2	87	3	10
PE191081	3	101	5	10
PE191081	4	75	3	10
PE191084	1	53	160	10
PE191084	2	89	80	10
PE191084	3	75	80	10
PE191088	1	53	5000	2
PE191088	2	89	1000	2
PE191089	1	89	400	2
PE191091	1	108	2000	8
PE191096	1	89	0	 
PE191100	1	89	1200	2
PE191100	2	53	13500	2
PE201004	1	55	5	10
PE201004	2	101	1	10
PE201012	1	55	5	10
PE201012	2	87	10	3
PE201012	3	101	8	3
PE201012	4	49	12	3
PE201012	5	84	5	3
PE201013	1	55	3	10
PE201013	2	101	2	10
PE201013	3	5	1	10
PE201015	1	87	150	10
PE201018	1	55	5	10
PE201018	2	101	25	2
PE201018	3	5	50	2
PE201018	4	96	50	2
PE201018	5	99	25	2
PE201023	1	55	4	10
PE201023	2	101	4	10
PE201023	3	5	2	10
PE201025	1	55	20	10
PE201025	2	87	1	10
PE201030	1	49	50	10
PE201030	2	55	3	3
PE201030	3	101	2	10
PE201038	1	55	10	10
PE201042	1	44	3	10
PE201042	2	108	1320	11
PE201042	3	3	222	2
PE201042	4	93	40	2
PE201042	5	4	10	7
PE201043	1	17	1	10
PE201043	2	4	400	7
PE201052	1	55	3	10
PE201052	2	101	1.5	3
PE201057	1	5	312.5	2
PE201057	2	87	100	2
PE201057	3	101	62.5	2
PE201057	4	49	100	2
PE201057	5	55	250	2
PE201066	1	55	4	3
PE201066	2	101	2	3
PE201066	3	87	2	2
PE201066	4	5	2	10
PE201066	5	49	2	10
PE201083	1	17	2	10
PE201083	2	4	15	7
PE201083	3	108	500	8
PE201083	4	51	300	8
PE201083	5	90	20	7
PE201083	6	93	120	8
PE201083	7	3	200	8
PE201088	1	55	6	10
PE201090	1	44	46	2
PE201090	2	55	115	2
PE201090	3	4	100	8
PE201090	4	17	368	2
PE201090	5	5	26	2
PE201097	1	101	80	2
PE201097	2	5	80	2
PE201097	3	55	200	2
PE201099	1	55	10	10
PE201099	2	44	37	10
PE201099	3	101	4	10
PE201099	4	5	3	10
