childid	planid	plan	nplan
PE191081	2	88	88
PE191066	1	1	2
PE191066	2	88	88
PE191072	1	1	4
PE191072	2	88	88
PE191074	1	1	4
PE191074	2	88	88
PE191062	1	4	88
PE191062	2	10	88
PE191075	1	1	10
PE191075	2	88	88
PE191056	1	1	2
PE191056	2	88	88
PE191082	1	1	1
PE191082	2	88	88
PE191085	1	1	1
PE191085	2	88	88
PE191044	1	1	2
PE191044	2	88	88
PE191076	1	2	88
PE191076	2	88	88
PE191070	1	1	4
PE191070	2	88	88
PE191007	1	5	88
PE191007	2	88	88
PE191009	1	1	10
PE191009	2	88	88
PE191086	1	1	1
PE191086	2	88	88
PE191006	1	1	2
PE191006	2	88	88
PE191018	1	1	4
PE191018	2	88	88
PE191011	1	1	1
PE191011	2	88	88
PE191012	1	88	2
PE191012	2	88	4
PE191028	1	1	3
PE191028	2	88	2
PE191021	1	1	7
PE191021	2	88	88
PE191025	1	1	8
PE191025	2	88	88
PE191071	1	10	88
PE191071	2	88	88
PE191020	1	4	88
PE191020	2	88	88
PE191030	1	1	10
PE191030	2	88	88
PE191045	1	1	10
PE191045	2	88	88
PE191051	1	1	3
PE191051	2	88	88
PE191042	1	1	10
PE191042	2	88	88
PE191058	1	1	4
PE191058	2	88	88
PE191024	1	10	88
PE191024	2	88	88
PE191068	1	1	99
PE191068	2	88	88
PE191049	1	1	4
PE191049	2	88	88
PE191055	1	1	4
PE191055	2	88	88
PE191048	1	1	99
PE191048	2	88	88
PE191060	1	1	10
PE191060	2	88	88
PE191005	1	1	6
PE191005	2	88	88
PE191039	1	1	99
PE191039	2	88	88
PE191037	1	10	88
PE191037	2	88	88
PE191003	1	1	4
PE191003	2	88	88
PE191084	1	10	88
PE191084	2	88	88
PE191002	1	10	88
PE191002	2	88	88
PE191001	1	1	4
PE191001	2	88	88
PE191008	1	1	4
PE191008	2	88	88
PE191013	1	1	99
PE191013	2	88	88
PE201011	1	1	10
PE201011	2	88	4
PE201004	1	1	4
PE201004	2	88	88
PE201019	1	1	4
PE201019	2	88	88
PE201024	1	1	4
PE201024	2	88	10
PE201031	1	1	2
PE201031	2	88	10
PE201006	1	1	3
PE201006	2	88	1
PE201014	1	1	2
PE201014	2	88	1
PE201008	1	1	2
PE201008	2	88	3
PE201005	1	88	4
PE201005	2	88	1
PE201007	1	1	2
PE201007	2	88	88
PE201003	1	2	88
PE201003	2	88	88
PE201013	1	1	10
PE201013	2	88	88
PE201025	1	1	10
PE201025	2	88	10
PE201018	1	1	99
PE201018	2	88	88
PE201010	1	1	99
PE201010	2	88	88
PE201026	1	1	99
PE201026	2	88	88
PE201017	1	1	1
PE201017	2	88	88
PE201009	1	4	88
PE201009	2	10	88
PE201028	1	1	1
PE201028	2	88	88
PE201023	1	6	88
PE201023	2	88	88
PE201001	1	1	2
PE201001	2	88	88
PE201030	1	4	88
PE201030	2	88	88
PE201002	1	4	88
PE201002	2	2	88
PE201015	1	1	1
PE201015	2	88	88
PE201016	1	1	1
PE201016	2	88	88
PE201092	1	1	1
PE201092	2	88	88
PE201082	1	1	1
PE201082	2	88	88
PE201066	1	1	1
PE201066	2	88	88
PE201067	1	1	1
PE201067	2	88	88
PE201093	1	1	1
PE201093	2	88	88
PE201089	1	1	4
PE201089	2	88	88
PE201087	1	1	1
PE201087	2	88	88
PE201099	1	10	88
PE201099	2	4	88
PE201083	1	1	4
PE201083	2	88	88
PE201088	1	4	88
PE201088	2	88	88
PE201079	1	1	1
PE201079	2	88	88
PE201062	1	10	88
PE201062	2	5	88
PE201072	1	1	99
PE201072	2	88	88
PE201071	1	1	1
PE201071	2	88	88
PE201076	1	1	1
PE201076	2	88	88
PE201075	1	1	1
PE201075	2	88	88
PE201080	1	1	2
PE201080	2	88	88
PE201068	1	1	1
PE201068	2	88	88
PE201077	1	1	10
PE201077	2	88	88
PE201061	1	4	88
PE201061	2	10	88
PE201094	1	1	4
PE201094	2	88	10
PE201096	1	1	10
PE201096	2	88	88
PE201097	1	1	4
PE201097	2	88	88
PE201100	1	2	88
PE201100	2	88	88
PE201060	1	1	1
PE201060	2	88	88
PE201042	1	1	1
PE201042	2	88	88
PE201021	1	88	1
PE201021	2	88	88
PE201022	1	1	10
PE201022	2	88	88
PE201044	1	1	99
PE201044	2	88	88
PE201027	1	1	1
PE201027	2	88	88
PE201037	1	1	1
PE201037	2	88	88
PE201045	1	88	10
PE201045	2	88	10
PE201038	1	1	2
PE201038	2	88	88
PE201039	1	1	3
PE201039	2	88	88
PE201041	1	1	10
PE201041	2	88	2
PE201049	1	10	88
PE201049	2	88	88
PE201040	1	1	2
PE201040	2	88	88
PE201047	1	88	4
PE201047	2	88	10
PE201046	1	10	88
PE201046	2	88	88
PE201051	1	2	88
PE201051	2	88	88
PE201050	1	10	88
PE201050	2	88	88
PE201070	1	1	2
PE201070	2	88	88
PE201043	1	1	4
PE201043	2	88	88
PE201055	1	1	1
PE201055	2	88	88
PE201084	1	1	1
PE201084	2	88	88
PE201052	1	88	10
PE201052	2	88	88
PE201081	1	1	1
PE201081	2	88	88
PE201053	1	1	1
PE201053	2	88	88
PE201054	1	1	1
PE201054	2	88	88
PE201059	1	5	88
PE201059	2	88	88
PE201074	1	1	10
PE201074	2	88	88
PE201085	1	1	99
PE201085	2	88	88
PE201095	1	88	2
PE201095	2	88	88
PE201012	1	88	4
PE201012	2	88	5
PE201098	1	1	99
PE201098	2	88	88
PE201036	1	1	1
PE201036	2	88	88
PE201090	1	1	4
PE201090	2	88	88
PE201091	1	1	2
PE201091	2	88	88
PE201020	1	1	1
PE201020	2	88	88
PE201035	1	1	4
PE201035	2	88	88
PE201032	1	1	4
PE201032	2	88	88
PE201034	1	8	88
PE201034	2	88	88
PE201033	1	1	2
PE201033	2	88	88
PE201029	1	1	1
PE201029	2	88	88
PE201065	1	2	88
PE201065	2	88	88
PE201069	1	1	2
PE201069	2	88	88
PE201073	1	1	4
PE201073	2	88	88
PE201056	1	10	88
PE201056	2	88	88
PE201058	1	1	2
PE201058	2	88	4
PE201048	1	1	4
PE201048	2	88	88
PE201057	1	1	7
PE201057	2	88	88
PE201063	1	1	2
PE201063	2	88	88
PE201064	1	1	2
PE201064	2	88	88
PE201078	1	1	4
PE201078	2	88	88
PE201086	1	1	4
PE201086	2	88	88
PE201102	1	88	10
PE201102	2	88	88
PE201101	1	88	4
PE201101	2	88	88
