childid	id	age	sex	relate	still	yrschool	disabled	care	support	edinicial	grado	anhos
PE161104	8	8	1	4	1	33	2	2	2	 	2	88
PE161104	9	6	2	4	1	0	2	2	2	 	88	88
PE161104	15	3	2	4	88	88	2	88	88	2	88	88
PE161105	1	41	1	1	2	33	2	1	1	 	88	5
PE161105	2	33	2	1	2	0	2	1	1	 	88	88
PE161105	3	15	2	5	2	33	2	1	1	 	6	88
PE161105	4	12	2	5	1	33	2	1	1	 	5	88
PE161105	5	10	1	5	1	33	2	1	1	 	3	88
PE161105	6	9	2	5	1	33	2	1	2	 	2	88
PE161105	7	5	2	5	1	0	2	2	2	 	88	88
PE161105	15	4	2	5	88	88	2	88	88	2	88	88
PE161106	1	16	2	1	2	33	2	1	1	 	2	88
PE161106	2	73	1	13	2	0	2	2	2	 	88	88
PE161106	3	73	2	13	2	0	2	2	2	 	88	88
PE161107	1	27	1	1	2	33	2	1	1	 	4	88
PE161107	2	29	2	1	2	33	2	1	1	 	5	88
PE161107	3	7	2	5	1	0	2	1	2	 	88	88
PE161107	4	5	2	5	1	0	2	1	2	 	88	88
PE161107	15	3	2	5	88	88	2	88	88	1	88	88
PE161108	1	32	1	1	2	34	2	2	1	 	88	3
PE161108	2	27	2	1	2	34	2	1	1	 	88	2
PE161108	3	10	2	5	1	33	2	2	2	 	4	88
PE161108	15	3	2	5	88	88	2	88	88	2	88	88
PE171001	1	21	1	1	2	34	2	1	1	 	88	5
PE171001	2	21	2	1	2	34	2	1	1	 	88	2
PE171001	3	12	1	4	1	33	2	2	2	 	6	88
PE171001	4	14	2	4	1	33	2	2	2	 	4	88
PE171002	1	31	1	1	2	34	2	2	1	 	88	5
PE171002	2	26	2	1	2	34	2	1	2	 	88	5
PE171002	3	9	1	5	1	33	2	1	2	 	3	88
PE171002	4	7	1	5	1	33	2	1	2	 	2	88
PE171002	5	60	1	3	2	34	2	1	1	 	88	5
PE171002	6	57	2	3	2	33	2	1	2	 	88	5
PE171002	7	14	2	4	1	34	2	1	2	 	88	3
PE171002	15	4	1	6	88	88	2	88	88	1	88	88
PE171003	1	28	1	1	2	34	2	2	1	 	88	5
PE171003	2	28	2	1	2	34	2	1	2	 	88	5
PE171003	15	3	2	5	88	88	2	88	88	2	88	88
PE171004	1	34	1	1	2	33	2	1	1	 	6	88
PE171004	2	33	2	1	2	34	2	1	1	 	88	3
PE171004	3	14	1	5	1	34	2	1	2	 	88	1
PE171004	4	11	2	5	1	33	2	1	2	 	5	88
PE171004	5	9	2	5	1	33	2	1	2	 	4	88
PE171004	15	3	2	5	88	88	2	88	88	2	88	88
PE171005	1	39	1	1	2	36	2	1	1	 	88	5
PE171005	2	35	2	1	2	34	2	1	1	 	88	5
PE171005	3	16	2	5	1	34	2	1	2	 	88	3
PE171005	4	14	2	5	1	34	2	1	2	 	88	2
PE171005	5	12	1	5	1	33	2	1	2	 	5	88
PE171005	6	5	1	5	1	0	2	2	2	 	88	88
PE171007	1	22	2	1	2	33	2	1	1	 	6	88
PE171007	2	53	1	3	2	33	2	1	1	 	88	5
PE171007	3	53	2	3	2	33	2	1	1	 	88	5
PE171007	4	25	1	4	2	34	2	1	1	 	88	5
PE171007	5	19	2	4	2	33	2	1	1	 	6	88
PE171007	6	23	1	4	2	34	2	1	1	 	88	5
PE171007	7	19	1	4	2	34	2	1	1	 	88	5
PE171007	8	17	1	4	1	34	2	1	2	 	88	4
PE171007	9	15	1	4	1	34	2	1	2	 	88	2
PE171007	10	11	1	4	1	33	2	1	2	 	5	88
PE171007	11	8	1	4	1	33	2	1	2	 	3	88
PE171007	15	2	1	5	88	88	2	88	88	2	88	88
PE171007	16	1	1	6	88	88	2	88	88	2	88	88
PE171008	1	25	1	1	2	33	2	2	1	 	6	88
PE171008	2	20	2	1	2	34	2	1	1	 	88	2
PE171010	1	23	1	1	2	33	2	1	1	 	6	88
PE171010	2	17	2	1	2	34	2	1	1	 	88	2
PE171010	3	45	1	3	2	34	2	1	1	 	88	1
PE171010	4	14	2	4	1	34	2	1	2	 	88	1
PE171011	1	26	1	1	2	33	2	1	1	 	5	88
PE171011	2	31	2	1	2	0	2	1	1	 	88	88
PE171011	3	15	2	10	1	33	2	1	2	 	6	88
PE171011	4	11	1	10	1	33	2	1	2	 	5	88
PE171011	5	7	2	10	1	33	2	2	2	 	2	88
PE171011	15	4	2	5	88	88	2	88	88	2	88	88
PE171013	1	23	2	1	2	34	2	1	1	 	88	5
PE171013	2	5	2	5	2	0	2	1	2	 	88	88
PE171013	3	78	1	3	2	0	2	1	1	 	88	88
PE171013	4	65	2	3	2	0	2	1	2	 	88	88
PE171013	5	30	2	4	2	34	2	1	1	 	88	5
PE171013	6	12	2	6	1	33	2	1	2	 	6	88
PE171013	7	9	1	6	1	33	2	1	2	 	4	88
PE171013	8	8	2	6	1	33	2	1	2	 	3	88
PE171013	9	6	1	6	1	32	2	1	2	 	88	88
PE171014	1	32	1	1	2	34	2	1	1	 	88	5
PE171014	2	32	2	1	2	34	2	1	2	 	88	5
PE171014	3	9	1	5	1	33	2	1	2	 	3	88
PE171014	4	7	1	5	1	33	2	1	2	 	1	88
PE171014	5	5	1	5	1	0	2	2	2	 	88	88
PE171014	6	41	1	4	2	36	2	1	1	 	88	5
PE171014	7	38	1	4	2	34	2	1	1	 	88	3
PE171014	8	35	2	4	2	36	2	1	1	 	88	3
PE171014	9	28	1	4	2	34	2	2	1	 	88	2
PE171014	10	11	2	6	1	33	2	1	2	 	5	88
PE171014	11	12	1	6	1	33	2	1	2	 	6	88
PE171014	15	3	1	5	88	88	2	88	88	2	88	88
PE171014	16	3	1	6	88	88	2	88	88	1	88	88
PE171015	1	22	1	1	2	34	2	1	1	 	88	5
PE171015	2	22	2	1	2	34	2	1	2	 	88	5
PE171015	15	3	1	5	88	88	2	88	88	2	88	88
PE171016	1	36	1	1	2	38	2	1	1	 	88	5
PE171016	2	35	2	1	2	36	2	1	2	 	88	5
PE171016	3	6	1	5	1	32	2	1	2	 	88	88
PE171016	15	2	1	5	88	88	2	88	88	1	88	88
PE171017	1	32	1	1	2	36	2	1	1	 	88	5
PE171017	2	33	2	1	2	36	2	1	2	 	88	5
PE171017	15	2	1	5	88	88	2	88	88	2	88	88
PE171018	1	43	1	4	2	33	2	1	1	 	88	1
PE171018	2	32	2	4	2	33	2	1	1	 	88	5
PE171018	3	11	2	6	1	33	2	2	2	 	2	88
PE171018	4	10	2	6	1	33	2	1	2	 	2	88
PE171018	5	9	1	6	1	33	2	1	2	 	1	88
PE171018	6	6	1	6	1	33	2	1	2	 	1	88
PE171018	15	4	1	6	88	88	2	88	88	2	88	88
PE171018	16	0	1	6	88	88	2	88	88	2	88	88
PE171019	1	42	1	1	2	33	2	1	1	 	88	5
PE171019	2	33	2	1	2	33	2	1	2	 	88	4
PE171019	3	13	1	5	1	33	2	1	2	 	5	88
PE171019	4	11	1	5	1	33	2	1	2	 	2	88
PE171019	5	9	2	5	1	33	2	1	2	 	1	88
PE171019	6	7	2	5	1	0	2	2	2	 	88	88
PE171019	15	4	1	5	88	88	2	88	88	1	88	88
PE171019	16	3	2	5	88	88	2	88	88	2	88	88
PE171020	1	40	1	1	2	36	2	1	1	 	88	3
PE171020	2	33	2	1	2	34	2	1	1	 	88	5
PE171020	3	7	1	5	1	32	1	2	2	 	88	88
PE171020	15	4	2	5	88	88	2	88	88	1	88	88
PE171021	1	25	1	1	2	36	2	1	1	 	88	3
PE171021	2	21	2	1	2	36	2	1	1	 	88	3
PE171022	1	34	1	1	2	35	2	1	1	 	88	2
PE171022	2	25	2	1	2	35	2	1	1	 	88	2
PE171022	3	67	2	3	2	33	2	1	1	 	88	1
PE171022	4	70	1	3	2	33	2	1	2	 	88	5
PE171022	5	14	1	6	1	33	2	1	2	 	6	88
PE171023	1	18	2	1	2	33	2	1	1	 	2	88
PE171023	2	54	2	3	2	0	2	1	1	 	88	88
PE171023	3	26	2	4	2	33	2	1	1	 	4	88
PE171023	4	24	1	4	2	33	2	1	2	 	6	88
PE171023	5	20	1	4	1	34	2	2	2	 	88	4
PE171023	6	15	1	4	1	34	2	1	2	 	88	1
PE171023	7	19	2	4	2	33	2	2	2	 	6	88
PE171023	15	1	1	6	88	88	2	88	88	2	88	88
PE171023	16	1	1	6	88	88	2	88	88	2	88	88
PE171025	1	43	1	1	2	99	2	1	1	 	99	99
PE171025	2	31	2	1	2	31	2	1	1	 	88	88
PE171025	3	7	2	5	2	0	2	1	2	 	88	88
PE171026	1	44	1	1	2	34	2	1	1	 	88	5
PE171026	2	33	2	1	2	34	2	1	2	 	88	2
PE171026	3	13	1	5	1	34	2	1	2	 	88	3
PE171026	4	11	1	5	1	33	2	1	2	 	6	88
PE171026	5	9	1	5	1	33	2	1	2	 	4	88
PE171026	6	6	1	5	1	33	2	2	2	 	1	88
PE171026	7	60	2	3	2	99	2	1	1	 	99	99
PE171027	1	29	1	1	2	34	2	1	1	 	88	5
PE171027	2	30	2	1	2	33	2	1	1	 	3	88
PE171027	3	11	1	5	1	33	2	1	2	 	4	88
PE171027	4	8	2	5	1	33	2	1	2	 	2	88
PE171027	15	4	2	5	88	88	2	88	88	1	88	88
PE171027	16	2	1	5	88	88	2	88	88	1	88	88
PE171028	1	53	1	1	2	33	2	1	1	 	88	5
PE171028	2	39	2	1	2	33	2	1	1	 	88	5
PE171028	3	22	1	5	1	37	2	2	2	 	88	2
PE171028	4	20	1	5	1	37	2	2	2	 	88	1
PE171028	5	12	2	5	1	34	2	1	2	 	88	1
PE171028	6	11	1	5	1	33	2	1	2	 	6	88
PE171029	1	38	1	1	2	37	2	1	1	 	88	2
PE171029	2	27	2	1	2	35	2	1	1	 	88	1
PE171029	3	7	2	5	1	33	2	2	2	 	1	88
PE171030	1	25	1	1	2	34	2	1	1	 	88	5
PE171030	2	25	2	1	2	34	2	1	1	 	88	5
PE171030	3	7	1	5	1	32	2	1	2	 	88	88
PE171031	1	24	1	1	2	34	2	1	1	 	88	1
PE171031	2	18	2	1	2	33	2	1	2	 	6	88
PE171032	1	41	1	1	2	37	2	1	1	 	88	2
PE171032	2	23	2	1	2	34	2	1	1	 	88	5
PE171032	3	5	2	5	1	0	2	2	2	 	88	88
PE171032	4	17	2	4	1	34	2	1	2	 	88	1
PE171032	15	3	2	5	88	88	2	88	88	2	88	88
PE171033	1	25	1	1	2	33	2	2	1	 	3	88
PE171033	2	21	2	1	2	33	2	1	2	 	6	88
PE171034	1	23	1	1	2	34	2	1	1	 	4	88
PE171034	2	24	2	1	2	33	2	1	1	 	2	88
PE171034	3	7	2	5	1	33	2	1	2	 	1	88
PE171034	15	3	1	5	88	88	2	88	88	1	88	88
PE171035	1	34	1	1	2	34	1	2	1	 	88	5
PE171035	2	34	2	1	2	33	1	1	2	 	88	5
PE171035	3	7	1	5	1	33	1	1	2	 	1	88
PE171036	1	26	1	1	2	34	2	1	1	 	88	4
PE171036	2	22	2	1	2	33	2	1	1	 	4	88
PE171036	15	3	1	5	88	88	2	88	88	1	88	88
PE171037	1	23	1	1	2	34	2	2	1	 	88	5
PE171037	2	20	2	1	2	34	2	1	2	 	88	5
PE171038	1	34	1	1	2	33	2	1	1	 	6	88
PE171038	2	31	2	1	2	33	2	1	1	 	5	88
PE171038	3	13	1	5	1	34	2	1	2	 	88	1
PE171038	4	11	2	5	1	33	2	1	2	 	4	88
PE171038	5	10	2	5	1	33	2	1	2	 	2	88
PE171038	6	7	2	5	1	32	2	1	2	 	88	88
PE171038	7	5	1	5	2	0	2	2	2	 	88	88
PE171039	1	44	1	1	2	33	2	1	1	 	88	2
PE171039	2	30	2	1	2	33	2	1	1	 	6	88
PE171039	3	18	2	10	1	34	2	1	2	 	88	3
PE171039	4	13	1	10	1	33	2	1	2	 	4	88
PE171039	5	8	2	5	1	33	2	2	2	 	2	88
PE171039	6	5	2	5	1	0	2	2	2	 	88	88
PE171039	15	3	2	5	88	88	2	88	88	2	88	88
PE171040	1	21	1	1	1	35	2	2	2	 	88	2
PE171040	2	19	2	1	1	35	2	1	1	 	88	1
PE171040	3	9	2	4	1	33	2	2	2	 	3	88
PE171041	1	36	1	1	2	34	2	1	1	 	88	1
PE171041	2	36	2	1	2	33	2	1	1	 	88	3
PE171041	3	15	1	5	1	34	2	2	2	 	88	2
PE171041	4	14	1	5	1	33	2	2	2	 	5	88
PE171041	5	12	2	5	1	33	2	2	2	 	2	88
PE171041	6	9	1	5	1	33	2	2	2	 	2	88
PE171041	7	7	1	5	1	33	2	2	2	 	1	88
PE171041	8	79	2	3	2	0	1	2	2	 	88	88
PE171042	1	54	1	1	2	33	2	1	1	 	3	88
PE171042	2	49	2	1	2	0	2	1	1	 	88	88
PE171042	3	17	2	5	1	34	2	1	2	 	88	4
PE171042	4	14	1	5	1	33	2	1	2	 	6	88
PE171042	5	9	1	5	1	33	2	1	2	 	4	88
PE171042	6	7	1	5	1	33	2	1	2	 	3	88
PE171042	7	19	1	5	1	34	2	1	2	 	88	5
PE171043	1	21	1	1	2	34	2	1	1	 	88	2
PE171043	2	17	2	1	2	34	2	1	2	 	88	2
PE171043	15	2	1	5	88	88	1	88	88	2	88	88
PE171044	1	30	1	1	2	34	2	1	1	 	88	5
PE171044	2	22	2	1	2	33	2	1	2	 	3	88
PE171044	3	5	1	5	1	0	2	2	2	 	88	88
PE171044	15	3	2	5	88	88	2	88	88	2	88	88
PE171045	1	26	1	1	2	34	1	2	1	 	88	5
PE171045	2	25	2	1	2	34	2	1	1	 	88	1
PE171045	3	20	2	4	1	34	2	2	2	 	88	4
PE171045	4	18	1	4	1	34	2	2	2	 	88	4
PE171045	5	15	2	4	1	34	2	2	2	 	88	1
PE171045	6	13	2	4	1	33	2	2	2	 	6	88
PE171045	7	6	1	5	1	32	2	2	2	 	88	88
PE171046	1	21	2	1	2	33	2	1	1	 	6	88
PE171046	2	43	1	3	2	33	1	1	1	 	88	4
PE171046	3	43	2	3	2	0	2	1	1	 	88	88
PE171046	4	20	1	4	1	35	2	2	1	 	88	1
PE171046	5	14	2	4	1	34	2	1	2	 	88	1
PE171046	6	11	2	4	1	33	2	1	2	 	5	88
PE171046	7	9	2	4	1	33	2	1	2	 	1	88
PE171046	15	3	1	4	88	88	2	88	88	2	88	88
PE171047	1	28	1	1	2	33	2	2	1	 	6	88
PE171047	2	27	2	1	2	0	2	1	1	 	88	88
PE171047	3	55	1	3	2	33	2	2	1	 	4	88
PE171047	4	53	2	3	2	33	2	1	1	 	2	88
PE171047	5	13	2	4	1	33	2	1	2	 	6	88
PE171047	6	80	2	13	2	0	1	2	2	 	88	88
PE171048	1	55	1	1	2	33	2	2	1	 	88	3
PE171048	2	44	2	1	2	0	2	1	2	 	88	88
PE171048	3	6	1	5	2	0	2	2	2	 	88	88
PE171049	1	24	1	1	2	34	2	1	1	 	88	3
PE171049	2	20	2	1	2	33	2	1	2	 	6	88
PE171049	15	0	1	5	88	88	2	88	88	2	88	88
PE171050	1	18	2	1	1	34	2	1	2	 	88	2
PE171050	2	40	1	3	2	34	2	1	1	 	88	5
PE171050	3	41	2	3	2	33	2	1	1	 	88	2
PE171050	4	20	2	4	2	33	1	1	2	 	4	88
PE171050	5	13	1	4	1	33	2	2	2	 	6	88
PE171050	6	11	1	4	1	33	2	2	2	 	4	88
PE171051	1	28	1	1	2	33	2	1	1	 	6	88
PE171051	2	27	2	1	2	33	2	1	1	 	3	88
PE171051	3	6	1	5	1	0	2	2	2	 	88	88
PE171052	1	18	2	1	1	34	2	1	2	 	88	3
PE171052	2	65	1	3	2	33	2	2	1	 	88	3
PE171052	3	42	2	3	2	33	2	1	2	 	88	3
PE171052	4	11	1	4	1	33	2	1	2	 	4	88
PE171053	1	20	1	1	2	33	2	1	1	 	5	88
PE171053	2	20	2	1	2	33	2	1	1	 	5	88
PE171054	1	30	1	1	2	33	2	1	1	 	6	88
PE171054	2	28	2	1	2	33	2	1	2	 	6	88
PE171054	3	10	1	5	1	33	2	1	2	 	3	88
PE171054	4	8	2	5	1	33	2	1	2	 	2	88
PE171054	5	6	1	5	1	32	2	1	2	 	88	88
PE171054	15	4	1	5	88	88	2	88	88	1	88	88
PE171054	16	3	2	5	88	88	2	88	88	1	88	88
PE171055	1	43	1	1	2	33	2	1	1	 	1	88
PE171055	2	33	2	1	2	0	1	1	2	 	88	88
PE171055	3	14	2	5	1	33	2	1	2	 	6	88
PE171055	4	9	2	5	1	33	2	1	2	 	2	88
PE171056	1	30	2	1	2	33	2	1	1	 	6	88
PE171056	2	70	2	3	2	0	2	2	1	 	88	88
PE171056	3	7	1	5	1	32	2	2	2	 	88	88
PE171057	1	26	1	1	2	34	2	2	1	 	88	5
PE171057	2	21	2	1	2	34	2	1	2	 	88	5
PE171057	3	57	1	3	2	33	2	2	2	 	88	5
PE171057	4	53	2	3	2	33	2	1	2	 	88	5
PE171057	5	17	2	4	1	34	2	1	2	 	88	4
PE171057	6	12	1	13	1	33	2	2	2	 	5	88
PE171058	1	48	1	1	2	33	2	2	1	 	88	5
PE171058	2	45	2	1	2	33	2	1	2	 	88	3
PE171058	3	20	1	5	1	34	2	2	1	 	88	4
PE171058	4	18	1	5	1	34	2	1	2	 	88	1
PE171058	5	15	2	5	1	34	2	2	2	 	88	1
PE171058	6	12	1	5	1	33	2	2	2	 	4	88
PE171058	7	10	1	5	1	33	2	2	2	 	3	88
PE171058	8	6	2	5	1	32	2	2	2	 	88	88
PE171059	1	29	1	1	2	33	2	2	1	 	6	88
PE171059	2	31	2	1	2	33	2	1	1	 	4	88
PE171059	15	4	1	5	88	88	2	88	88	1	88	88
PE171060	1	35	1	1	2	33	2	1	1	 	88	4
PE171060	2	33	2	1	2	0	2	1	2	 	88	88
PE171060	3	15	2	5	2	33	2	1	2	 	6	88
PE171060	4	10	1	5	1	33	2	1	2	 	5	88
PE171060	5	8	1	5	1	33	2	1	2	 	2	88
PE171060	6	7	1	5	1	33	2	1	2	 	1	88
PE171060	15	4	1	5	88	88	2	88	88	1	88	88
PE171061	1	28	1	1	2	34	2	1	1	 	88	1
PE171061	2	28	2	1	2	0	2	1	1	 	88	88
PE171061	3	10	2	5	1	33	2	1	2	 	4	88
PE171061	4	7	2	5	1	33	2	1	2	 	2	88
PE171061	15	4	1	5	88	88	2	88	88	1	88	88
PE171061	16	3	2	5	88	88	2	88	88	1	88	88
PE171062	1	46	1	1	2	33	2	2	1	 	88	5
PE171062	2	39	2	1	2	0	2	1	1	 	88	88
PE171062	3	13	2	5	1	33	2	2	2	 	5	88
PE171062	4	10	2	5	1	33	2	2	2	 	4	88
PE171062	5	9	2	5	1	33	2	2	2	 	2	88
PE171062	6	6	2	5	1	0	2	2	2	 	88	88
PE171062	15	4	1	5	88	88	2	88	88	1	88	88
PE171063	1	21	2	1	1	34	2	1	1	 	88	4
PE171063	2	64	1	3	2	0	2	1	1	 	88	88
PE171063	3	54	2	3	2	0	2	1	2	 	88	88
PE171063	4	19	2	4	1	34	2	1	2	 	88	4
PE171064	1	34	1	1	2	34	2	1	1	 	88	5
PE171064	2	33	2	1	2	0	2	1	2	 	88	88
PE171064	3	11	2	5	1	33	2	1	2	 	5	88
PE171064	4	8	1	5	1	33	2	1	2	 	3	88
PE171064	5	6	2	5	1	0	2	1	2	 	88	88
PE171064	6	5	2	5	1	0	2	2	2	 	88	88
PE171064	15	2	1	5	88	88	2	88	88	2	88	88
PE171065	1	20	2	1	2	33	2	1	1	 	6	88
PE171065	2	44	1	3	2	33	2	1	1	 	88	99
PE171065	3	42	2	3	2	33	2	1	1	 	88	4
PE171065	4	21	2	4	2	0	2	1	2	 	88	88
PE171065	5	16	2	4	1	34	2	1	2	 	88	1
PE171065	6	15	1	4	1	34	2	1	2	 	88	1
PE171065	7	12	1	4	1	33	2	1	2	 	4	88
PE171065	8	6	2	4	1	32	2	1	2	 	88	88
PE171066	1	27	1	1	2	33	2	2	1	 	5	88
PE171066	2	26	2	1	2	34	2	1	2	 	88	5
PE171067	1	26	2	1	2	34	2	1	1	 	88	5
PE171067	2	78	1	3	2	0	2	2	1	 	88	88
PE171067	3	59	2	3	2	0	2	2	2	 	88	88
PE171068	1	36	1	1	2	34	2	1	1	 	88	5
PE171068	2	35	2	1	2	0	2	1	2	 	88	88
PE171068	3	11	1	5	1	33	2	1	2	 	3	88
PE171068	4	9	2	5	1	33	2	1	2	 	2	88
PE171068	15	4	2	5	88	88	2	88	88	1	88	88
PE171069	1	 	1	1	2	33	2	1	1	 	99	88
PE171069	2	26	2	1	2	0	2	1	1	 	88	88
PE171070	1	32	1	1	2	33	2	1	1	 	88	5
PE171070	2	33	2	1	2	0	2	1	2	 	88	88
PE171070	3	11	1	5	1	33	2	1	2	 	3	88
PE171070	4	8	2	5	2	0	2	2	2	 	88	88
PE171070	5	7	2	5	1	0	2	2	2	 	88	88
PE171070	6	5	2	5	1	0	2	2	2	 	88	88
PE171071	1	29	1	1	2	33	2	1	1	 	4	88
PE171071	2	26	2	1	2	0	2	1	1	 	88	88
PE171071	3	8	1	5	1	0	2	1	2	 	88	88
PE171071	15	4	2	5	88	88	2	88	88	1	88	88
PE171072	1	25	1	1	2	33	2	1	1	 	4	88
PE171072	2	22	2	1	2	0	2	1	2	 	88	88
PE171072	3	68	1	3	2	0	1	2	2	 	88	88
PE171072	4	66	2	3	2	0	1	2	2	 	88	88
PE171073	1	28	1	1	2	34	2	2	1	 	88	5
PE171073	2	28	2	1	2	0	2	1	1	 	88	88
PE171073	3	51	1	3	2	0	2	2	2	 	88	88
PE171073	4	48	2	3	2	0	2	2	2	 	88	88
PE171073	5	6	1	5	1	0	2	2	2	 	88	88
PE171073	6	11	2	4	1	33	2	2	2	 	3	88
PE171074	1	24	1	1	2	33	2	2	1	 	6	88
PE171074	2	23	2	1	2	33	2	1	1	 	3	88
PE171074	3	5	2	5	2	0	2	2	2	 	88	88
PE171074	15	3	1	5	88	88	2	88	88	1	88	88
PE171075	1	25	2	1	2	0	2	1	1	 	88	88
PE171075	2	 	2	3	2	0	2	1	1	 	88	88
PE171075	3	 	2	13	2	0	1	1	2	 	88	88
PE171076	1	32	1	1	2	33	2	1	1	 	88	4
PE171076	2	28	2	1	2	33	2	1	1	 	2	88
PE171076	3	10	1	5	1	33	2	1	2	 	4	88
PE171076	4	8	1	5	1	33	2	1	2	 	4	88
PE171076	5	7	1	5	1	33	2	1	2	 	4	88
PE171076	15	4	2	5	88	88	2	88	88	1	88	88
PE171077	1	26	1	1	2	33	2	2	1	 	6	88
PE171077	2	23	2	1	2	0	2	1	1	 	88	88
PE171077	3	6	2	5	2	0	2	2	2	 	88	88
PE171078	1	24	1	1	1	35	2	2	1	 	88	1
PE171078	2	22	2	1	2	33	2	1	1	 	6	88
PE171078	3	58	2	3	2	33	2	2	1	 	88	5
PE171078	15	4	2	6	88	88	2	88	88	1	88	88
PE171079	1	39	1	1	2	33	2	2	1	 	88	5
PE171079	2	29	2	1	2	33	2	1	1	 	4	88
PE171079	3	11	2	5	1	33	2	2	2	 	3	88
PE171079	4	7	2	5	1	33	2	2	2	 	2	88
PE171079	5	6	2	5	1	32	2	2	2	 	88	88
PE171079	15	4	1	5	88	88	2	88	88	2	88	88
PE171080	1	20	2	1	2	33	2	1	1	 	6	88
PE171080	2	52	2	3	2	33	2	1	1	 	4	88
PE171080	3	18	1	4	2	34	2	1	1	 	88	5
PE171081	1	29	1	1	1	35	2	1	1	 	88	1
PE171081	2	30	2	1	1	36	2	1	1	 	88	3
PE171081	3	9	2	5	1	33	2	1	2	 	4	88
PE171081	4	58	2	3	2	33	2	1	1	 	5	88
PE171081	5	58	1	3	2	33	2	1	1	 	5	88
PE171082	1	38	1	1	2	36	2	1	1	 	88	3
PE171082	2	36	2	1	2	34	2	1	2	 	88	5
PE171082	3	13	1	5	1	34	2	1	2	 	88	2
PE171082	4	10	2	5	1	33	2	1	2	 	6	88
PE171082	5	8	1	5	1	33	2	1	2	 	3	88
PE171082	6	7	1	5	1	33	2	1	2	 	2	88
PE171083	1	23	1	1	1	35	2	2	1	 	88	1
PE171083	2	17	2	1	2	34	2	1	1	 	88	3
PE171084	1	23	1	1	2	33	2	2	1	 	3	88
PE171084	2	24	2	1	2	33	2	1	1	 	1	88
PE171084	3	70	1	3	2	99	2	2	2	 	88	88
PE171084	4	60	2	3	2	0	2	1	2	 	88	88
PE171084	5	6	1	5	1	32	2	2	2	 	88	88
PE171084	15	3	2	5	88	88	2	88	88	1	88	88
PE171085	1	23	1	1	2	34	2	1	1	 	88	1
PE171085	2	22	2	1	2	34	2	1	2	 	88	3
PE171085	15	3	2	5	88	88	2	88	88	2	88	88
PE171086	1	29	1	1	2	34	2	2	1	 	88	2
PE171086	2	27	2	1	2	34	2	1	1	 	88	2
PE171086	3	7	2	5	1	33	2	2	2	 	1	88
PE171087	1	25	1	1	2	34	2	2	1	 	88	5
PE171087	2	25	2	1	2	33	2	1	1	 	6	88
PE171087	3	5	1	5	1	0	2	2	2	 	88	88
PE171087	15	4	2	5	88	88	2	88	88	1	88	88
PE171087	16	1	1	5	88	88	2	88	88	1	88	88
PE171088	1	37	1	1	2	34	2	1	1	 	88	3
PE171088	2	33	2	1	2	33	2	1	2	 	6	88
PE171088	3	13	1	5	1	34	2	1	2	 	88	2
PE171088	4	12	2	5	1	34	2	1	2	 	88	1
PE171088	5	9	1	5	1	33	2	1	2	 	4	88
PE171088	6	7	2	5	1	33	2	1	2	 	2	88
PE171088	7	25	1	4	1	35	2	1	2	 	88	2
PE171089	1	20	1	1	2	34	2	1	1	 	88	5
PE171089	2	19	2	1	2	34	2	1	1	 	88	5
PE171090	1	21	2	1	2	33	2	1	1	 	6	88
PE171090	2	 	2	13	1	33	2	2	2	 	4	88
PE171091	1	32	1	1	2	33	2	1	1	 	88	3
PE171091	2	39	2	1	2	0	2	1	2	 	88	88
PE171091	3	12	1	10	1	33	2	2	2	 	3	88
PE171091	4	8	2	5	1	33	2	2	2	 	2	88
PE171091	5	6	1	5	1	32	2	2	2	 	1	88
PE171091	15	4	2	5	88	88	2	88	88	1	88	88
PE171092	1	42	1	1	2	34	2	1	1	 	88	4
PE171092	2	39	2	1	2	33	2	1	2	 	88	1
PE171092	3	9	1	5	1	33	2	2	2	 	3	88
PE171092	4	7	2	5	1	32	2	2	2	 	88	88
PE171092	15	4	1	5	88	88	2	88	88	1	88	88
PE171093	1	29	1	1	2	34	2	1	1	 	88	2
PE171093	2	29	2	1	2	33	2	1	2	 	6	88
PE171093	3	12	1	5	1	33	2	1	2	 	4	88
PE171093	15	3	1	5	88	88	2	88	88	2	88	88
PE171094	1	22	1	1	2	34	2	1	1	 	88	2
PE171094	2	22	2	1	2	33	2	1	1	 	6	88
PE171094	3	69	2	3	2	0	2	1	2	 	88	88
PE171094	4	19	1	4	1	34	2	2	2	 	88	2
PE171094	5	12	1	13	2	33	2	2	2	 	3	88
PE171094	6	5	1	6	1	0	2	2	2	 	88	88
PE171095	1	46	1	1	2	34	2	2	1	 	88	3
PE171095	2	32	2	1	2	33	2	1	1	 	88	5
PE171095	3	11	1	5	1	33	2	2	2	 	4	88
PE171095	4	9	2	5	1	33	2	2	2	 	4	88
PE171096	1	21	1	1	2	34	2	2	1	 	88	5
PE171096	2	19	2	1	2	33	2	1	2	 	6	88
PE171096	15	3	2	5	88	88	2	88	88	1	88	88
PE171097	1	18	1	1	1	34	2	1	1	 	88	5
PE171097	2	19	2	1	2	34	2	1	2	 	88	3
PE171098	1	36	1	1	2	33	2	1	1	 	88	3
PE171098	2	36	2	1	2	33	2	1	2	 	88	5
PE171098	3	14	1	5	1	33	2	1	2	 	5	88
PE171098	4	12	1	5	1	33	2	1	2	 	4	88
PE171098	5	9	2	5	1	33	2	1	2	 	2	88
PE171098	6	7	1	5	1	33	2	2	2	 	1	88
