placeid	departid	clustid	survday	survmnth	survyear	survdate	popsize	housing	illoccup	othres	agric	livest	fishing	mining	indust	handicr	retail	othuse	city	timecap	trans1	trans2	trans3	howlong4	timeloc	trnslcl1	trnslcl2	trnslcl3	a_4yrslocl	pvedn	earthn	unpavedn	tracksn	rivern	airn	railn	ottrann	pvedn4yr	earth4yr	unpav4yr	track4yr	river4yr	airn4yr	railn4yr	ottrn4yr	indwprob	minwprob	garwprob	anmwprob	frmdump	fmlydump	locldump	excrdump	grbbrng	indsactv	carspssg	pesticid	noisepll	stndwatr	other1	other2	lbrunion	commkitc	mthrclub	apafa	poltgrp	relggrp	svgscoop	houscoop	lendcoop	sprtassc	crmassc	psntassc	ntvassc	agriassc	prdcrs	others1	others2	others3	others4	others5	rlothr1	rlothr2	rlothr3	rlothr4	rlothr5	robbery	cttlthft	prstitn	gangs	adltbnds	drugsllg	drugadct	alchlsm	vlntcrme	othrprb1	othrprb2	lttlchld	adlscnt	fmlycmpg	theatre	videogms	bullfght	fairgrnd	slotmch	relginst	pbltele	prvtele	pblinrnt	elctrcty	drnkwatr	sewager	plcsttn	nonjudg	profjudg	ntlbank	othrbank	lclgovrn	puchct	prchct	puprsc	prprsc	prisch	secsch	heactr	cadctr	othserv1	othserv2	othserv3	timerelg	timetele	timeintr	timepolc	timenon	timeprof	timenatl	timepriv	timegov	timepucc	timeprcc	timepups	timeprps	timeprsc	timesesc	timehect	timecadc	timeoth1	timeoth2	timeoth3	trnsrelg	trnstele	trnsint	trnspolc	trnnonjg	trnprojg	trnntabk	trnothbk	trnsgov	trnpucc	trnprcc	trnpups	trnprps	trnprsc	trnsesc	trnhect	trncadc	trnsoth1	trnsoth2	trnsoth3	toiletin	toiltout	pitin	pitout	shrpit	hillopen	rvrtoilt	othrtolt	glssmilk	foodwork	foodbskt	compfeed	othfood1	othfood2	glsmilk4	comkitc4	foodwrk4	foodbkt4	comfeed4	othfd1y4	othfd2y4	wawawasi	pronoei	schbkfst	schclth	schltext	litrcy	eductn1	eductn2	wawa4yr	pron4yr	bkfst4yr	clth4yr	text4yr	ltrcy4yr	edc14yr	edc24yr	hlthinsr	grwth	fmlyplng	tubcntrl	vaccnprg	hemoinfl	hepb	yellowfv	malaria	hivsida	mentlhth	cntrlstd	hlthoth1	hlthoth2	insr4yr	grwth4yr	fmly4yr	tub4yr	vaccn4yr	hemo4yr	hepb4yr	yellw4yr	malar4yr	hiv4yr	mentl4yr	std4yr	hlth14yr	hlth24yr	rprschl	rprhlth	rprwtr	rprswr	rprpit	rprbrdg	rprand	reforest	irrgtn	infroth1	infroth2	schl4yr	hlth4yr	wtr4yr	swr4yr	pit4yr	brdg4yr	and4yr	rfrst4yr	irrgn4yr	infr14yr	infr24yr	agritech	animal	agrinput	titling	techncal	microcrd	laborenr	othothr1	othothr2	agrtch4y	animal4y	agrinp4y	titlng4y	tchncl4y	mcrcrd4y	lbrenr4y	a_4yothr1	a_4yothr2	lndmale	plntmale	weedmale	hrvsmale	postmale	pstrmale	othrmale	mmonland	mmonplnt	mmonweed	mmonhrvs	mmonpost	mmonpstr	mmonothr	lndfmle	plntfmle	weedfmle	hrvsfmle	postfmle	pstrfmle	othrfmle	fmonland	fmonplnt	fmonweed	fmonhrvs	fmonpost	fmonpstr	fmonothr	lndchld	plntchld	weedchld	hrvschld	postchld	pstrchld	othrchld	cmonland	cmonplnt	cmonweed	cmonhrvs	cmonpost	cmonpstr	cmonothr	lndrmale	helpmale	cnstmale	factmale	othmale1	othmale2	lndrfmle	helpfmle	cnstfmle	factfmle	othfmle1	othfmle2	lndrchld	helpchld	cnstchld	factchld	othchld1	othchld2	othchld3	othchld4	noteprc1	shoeprc1	byshprc1	grshprc1	byptprc1	grskprc1	oralprc1	paraprc1	amoxprc1	mebeprc1	potaprc1	riceprc1	spagprc1	coffprc1	nescprc1	milkprc1	sugrprc1	oilprc1	saltprc1	cigrprc1	detgprc1	krsnprc1	prcirrgt	prcdry	prcpstr	prcbuild	minirrgt	mindry	minpstr	minbuild	maxirrgt	maxdry	maxpstr	maxbuild	mdrncow	tradcow	ox	donkey	mule	sheep	goat	pig	chckn	rabbit	gneapig	llama	minmdrn	mintrad	minox	mindnky	minmule	minsheep	mingoat	minpig	minchckn	minrbbt	mingnea	minllama	maxmdrn	maxtrad	maxox	maxdnky	maxmule	maxsheep	maxgoat	maxpig	maxchckn	maxrbbt	maxgnea	maxllama	priccrop	mincrop	maxcrop
PE03MC09	20	3	8	12	2006	12/8/2006	200	4	5	5	1	3	5	5	5	5	5	2	1	150	1	88	88	150	-88	88	88	88	-88	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	88	88	88	88	88	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	40	40	150	150	150	-77	150	-77	-77	-77	-77	60	-77	-88	60	90	150	-88	-88	-88	1	1	1	1	1	88	1	88	88	88	88	1	88	88	1	1	1	88	88	88	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	5	5	5	5	5	-11	-88	6	6	6	6	6	88	88	5	5	5	5	5	-11	-88	6	6	6	6	6	88	88	2.5	2.5	2.5	2.5	2.5	-11	-88	6	6	6	6	6	88	88	-11	-11	5	-11	-88	-88	5	-11	-11	-11	-88	-88	-22	-11	-11	-11	-88	-88	-88	-88	1.29999995231628	30	8	8	22	20	-88	.5	.5	.5	.800000011920929	1.39999997615814	3	-88	-88	2.20000004768372	2.40000009536743	5	.25	-99	2	14	9000	3000	9000	2	-88	-88	-88	-88	-88	-88	-88	-88	1500	600	1500	300	1200	-88	-88	300	12	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	3	-88	-88
PE03MC10	20	3	15	9	2008	9/15/2008	250	5	1	5	1	1	5	5	5	5	5	5	1	120	1	2	88	120	-888	88	88	88	888	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	88	88	88	88	88	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	120	120	120	120	120	360	120	360	360	120	360	120	-88	-88	30	30	360	-88	-88	-88	1	1	1	1	1	1	1	1	1	1	1	1	88	88	1	1	1	88	88	88	0	0	0	0	0	1	1	0	1	1	0	0	0	0	1	0	0	77	77	77	77	0	0	1	0	1	1	0	0	77	77	1	0	77	77	77	77	1	1	1	1	1	1	1	0	0	1	1	1	0	0	77	77	77	77	77	77	77	77	77	77	77	77	77	77	0	0	0	0	0	0	0	0	0	1	0	77	77	77	77	77	77	77	77	77	77	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	10	10	10	10	-11	-11	0	0	0	0	0	88	88	-11	-11	-11	-11	-11	-11	-11	88	88	88	88	88	88	88	-11	-11	-11	-11	-11	-11	5	88	88	88	88	88	88	88	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	2000	1500	-77	12	-88	-88	-88	-88	-88	-88	-88	-88	1500	800	2000	400	1500	200	100	200	15	-77	-77	-77	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	15	-88	-88
PE05MC01	22	5	22	1	2007	1/22/2007	4721	5	5	5	1	2	5	5	5	5	3	5	1	-88	88	88	88	-88	-88	88	88	88	-88	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	0	0	0	88	88	88	88	88	1	1	1	1	0	0	0	1	1	0	0	0	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	1	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	-88	-88	-88	-88	-88	30	30	30	30	30	30	-88	-88	-88	-88	-88	30	-88	-88	-88	88	88	88	88	88	6	6	6	6	6	6	88	88	88	88	88	6	88	88	88	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	1	0	1	0	0	0	0	1	1	0	1	0	0	0	0	1	1	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	10	10	10	10	10	-11	-11	6	6	6	6	6	88	88	10	-11	10	10	10	-11	-88	6	88	6	6	6	88	88	-11	-11	-11	-11	-11	-11	-88	88	88	88	88	88	88	88	-11	-11	20	-11	-11	-11	10	-11	-11	-88	-88	-88	-11	-11	-11	-88	-88	-88	-88	-88	1.20000004768372	30	10	10	25	25	.300000011920929	.300000011920929	.600000023841858	.400000005960464	.800000011920929	1.20000004768372	2.5	-88	5	2.20000004768372	2	4.5	.699999988079071	2	1.5	12	6000	2000	10000	1041	-88	-88	-88	-88	-88	-88	-88	-88	1500	700	1500	600	800	-88	-88	300	10	-88	10	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	1	-88	-88
PE05MC02	22	5	29	6	2007	6/29/2007	250	5	5	5	1	2	5	5	5	5	5	5	1	390	1	5	88	-99	-88	88	88	88	-88	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	7	88	88	88	88	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	-88	240	300	240	300	360	360	400	360	360	360	240	360	-88	240	240	300	-88	-88	-88	88	1	1	1	6	6	6	6	6	6	6	6	6	88	6	6	1	88	88	88	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	77	77	77	77	77	77	77	77	77	77	77	0	0	77	77	77	77	77	77	77	77	77	77	77	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-11	10	10	10	10	-22	-88	88	6	6	6	6	88	88	-11	10	10	10	10	-22	-88	88	6	6	6	6	88	88	-11	-11	-11	-11	-11	-22	-88	88	88	88	88	88	88	88	-11	-11	-11	-11	-88	-88	-11	-11	-11	-11	-88	-88	-11	-11	-11	-11	-88	-88	-88	-88	1.20000004768372	28	10	10	25	25	1.5	.100000001490116	.5	6.25	1	1.5	3	-88	17.5	2.20000004768372	2.29999995231628	3.79999995231628	1.20000004768372	3	2.29999995231628	12	-88	-77	1000	-88	-88	900	-88	-88	-88	600	-88	-88	-77	1000	1200	400	800	-88	-88	70	15	-88	6	-88	-77	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-77	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	10	-88	-88
PE05MC03	22	5	23	1	2007	1/23/2007	152	4	5	88	1	2	5	5	5	5	5	88	1	10	5	88	88	20	-88	88	88	88	-88	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	1	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	88	88	88	88	88	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	5	5	5	10	30	30	50	50	30	-77	5	5	5	5	10	30	-88	-88	-88	88	5	5	5	5	5	6	6	6	6	88	5	5	5	5	5	6	88	88	88	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	10	10	10	10	-11	-88	2	2	2	2	2	88	88	10	10	10	10	10	-88	-88	2	2	2	2	2	88	88	10	10	10	10	10	-88	-88	2	2	2	2	2	88	88	-11	-11	-11	-11	-88	-88	5	-11	-11	-11	-88	-88	-11	-11	-11	-11	-88	-88	-88	-88	3.5	30	20	20	25	25	1	1	1.5	1	.800000011920929	1.39999997615814	2.59999990463257	3	6	2.20000004768372	2	3.5	.800000011920929	2.20000004768372	1.60000002384186	-88	8000	2000	3500	100	-88	-88	-88	-88	-88	-88	-88	-88	1500	1000	1800	400	800	-88	-88	200	12	5	5	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	1	-88	-88
PE05MC04	22	5	10	1	2007	1/10/2007	140	4	5	5	1	4	5	5	5	5	5	5	1	90	1	88	88	90	-88	88	88	88	-88	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	88	88	88	88	88	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	-88	40	40	90	90	55	55	55	55	55	55	40	55	-88	40	40	55	-88	-88	-88	88	1	1	1	1	1	1	1	1	1	1	1	1	88	1	1	1	88	88	88	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	15	15	15	15	-11	-11	0	0	0	0	0	88	88	-11	15	-11	-11	-11	-11	-11	88	0	88	88	88	88	88	-11	10	-22	-22	-22	-11	-11	88	88	88	88	88	88	88	-11	-11	-11	-11	-88	-88	-11	-11	-11	-11	-88	-88	-11	-11	-11	-11	-88	-88	-88	-88	1.20000004768372	25	10	10	25	20	1	.25	.400000005960464	.300000011920929	.800000011920929	1.39999997615814	2.5	-88	.5	2.20000004768372	2	3	.5	4.5	2	3.5	10000	-77	-88	2.5	-88	6000	-88	-88	-88	7000	-88	-88	1500	700	1200	-88	-88	60	-88	250	18	-88	7	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	1.5	-88	-88
PE07MC01	6	7	22	3	2007	3/22/2007	8000	1	5	5	5	5	5	5	5	4	2	5	1	30	88	88	88	-88	-88	88	88	88	-88	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	5	88	88	88	88	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	1	1	1	1	0	0	0	0	0	-88	-88	-88	15	50	15	15	15	15	-88	20	-88	-88	-88	-88	10	15	-88	-88	-88	88	88	88	1	6	1	1	1	1	88	1	88	88	88	88	1	1	88	88	88	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	1	1	1	1	1	0	0	0	0	1	0	1	0	0	1	1	1	1	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	-88	-88	-88	-88	-88	-88	88	88	88	88	88	88	88	-88	-88	-88	-88	-88	-88	-88	88	88	88	88	88	88	88	-88	-88	-88	-88	-88	-88	-88	88	88	88	88	88	88	88	-11	15	15	-11	-88	-88	8	-11	-11	-11	-88	-88	-22	-22	-11	-11	-88	-88	-88	-88	1.5	35	20	20	28	25	.699999988079071	.0399999991059303	.129999995231628	.200000002980232	.800000011920929	2	4	-88	6.19999980926514	2	2	5	.699999988079071	4.5	1	-88	-88	-88	-88	-88	-88	-88	-88	150	-88	-88	-88	130	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88
PE10MC01	2	10	19	2	2007	2/19/2007	1000	1	5	5	5	5	5	5	5	5	5	5	1	-88	88	88	88	-88	15	1	88	88	15	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0	1	1	1	1	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	88	88	88	88	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	1	1	0	1	0	1	1	0	0	0	0	0	10	-88	-88	30	-77	45	30	10	-88	-88	20	-88	15	-88	-88	20	15	-88	-88	-88	1	88	88	1	88	1	1	6	88	88	1	88	6	88	88	6	1	88	88	88	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-11	-11	-11	-11	-11	-11	-88	88	88	88	88	88	88	88	-88	-88	-88	-88	-88	-88	-88	88	88	88	88	88	88	88	-88	-88	-88	-88	-88	-88	-88	88	88	88	88	88	88	88	-11	-11	20	-11	-88	-88	10	-11	-11	-11	-88	-88	-11	-11	-11	-11	-88	-88	-88	-88	2	45	15	15	30	30	.5	.5	1	1	.5	1.79999995231628	2.5	15	15	2.20000004768372	2	5	1.5	5	2	12	-88	-88	-88	280	-88	-88	-88	240	-88	-88	-88	300	-88	-88	-88	-88	-88	150	80	250	18	12	8	-88	-88	-88	-88	-88	-88	130	70	220	15	10	6	-88	-88	-88	-88	-88	-88	150	80	250	16	12	8	-88	-88	-88	-88
PE10MC02	2	10	20	2	2007	2/20/2007	600	2	5	5	1	4	5	5	5	5	3	5	1	16	7	88	88	30	-88	88	88	88	-88	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	8	88	88	88	88	1	1	0	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	-88	-88	-88	-88	15	15	20	20	20	-88	15	-88	15	-88	10	15	15	-88	-88	-88	88	88	88	88	7	7	7	7	7	88	7	88	7	88	7	7	7	88	88	88	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	1	1	1	1	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	10	5	5	-11	-11	-88	6	6	6	6	88	88	88	5	5	-11	-11	-11	-11	-88	6	6	88	88	88	88	88	2	2	-11	-11	-11	-11	-88	6	6	88	88	88	88	88	-11	-11	-11	-11	-88	-88	-11	-11	-11	-11	-88	-88	-11	-11	-11	-11	-88	-88	-88	-88	1.5	38	15	15	45	45	-77	-77	-77	-77	.699999988079071	1.79999995231628	3.59999990463257	4	6	2.20000004768372	2	5	.600000023841858	3	1.5	5	-77	-77	-77	20	-77	-77	-77	-88	-77	-77	-77	-88	400	200	400	100	150	70	50	200	6	4	5	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	1	-88	-88
PE10MC03	2	10	24	2	2007	2/24/2007	1200	1	4	5	5	5	5	5	5	3	2	5	1	5	1	88	88	5	-88	88	88	88	88	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	1	0	0	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	88	88	88	88	88	1	0	1	1	0	1	0	1	0	1	1	0	0	0	1	1	0	0	1	1	1	1	1	1	1	1	0	0	0	0	1	0	0	1	1	1	1	1	0	0	0	0	0	-88	-88	-88	5	5	5	5	-88	5	10	-88	-88	-88	-88	-88	15	10	-88	-88	-88	88	88	88	1	1	1	1	88	1	1	88	88	88	88	88	1	1	88	88	88	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-11	-11	-11	-11	-11	-11	-88	88	88	88	88	88	88	88	-88	-88	-88	-88	-88	-88	-88	88	88	88	88	88	88	88	-88	-88	-88	-88	-88	-88	-88	88	88	88	88	88	88	88	-11	20	25	15	-88	-88	20	-11	-11	-11	-88	-88	-11	-11	-11	-11	-88	-88	-88	-88	1	25	15	15	20	20	1	.800000011920929	1.5	.5	.300000011920929	1.20000004768372	2.40000009536743	10	5	2.20000004768372	2	3	.5	5	1.20000004768372	12	-88	-88	-88	120	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	90	90	110	20	20	12	-88	-88	-88	-88	-88	-88	80	80	100	20	20	12	-88	-88	-88	-88	-88	-88	100	100	130	20	25	12	-88	-88	-88	-88
PE11MC01	10	11	9	11	2006	11/9/2006	400	5	5	5	1	2	5	5	5	5	5	5	1	60	1	88	88	60	-88	88	88	88	-88	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	88	88	88	88	88	1	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	-77	-77	-77	-77	40	-77	240	-77	-77	-77	-77	-77	-77	-88	40	40	-88	-88	-88	-88	88	88	88	88	1	88	6	88	88	88	88	88	88	88	1	1	88	88	88	88	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	5	5	5	5	-88	5	5	5	5	5	5	88	2	2	2	2	2	2	-88	2	2	2	2	2	2	88	-11	-11	-11	-11	-11	-11	-88	88	88	88	88	88	88	88	-11	-1	7	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	1.79999995231628	25	15	10	15	15	-99	-99	-99	-99	1	1.79999995231628	2.40000009536743	1.79999995231628	5.19999980926514	2.20000004768372	2	4	5	2	1	-99	200	200	300	-99	-88	-88	-88	-88	-88	-88	-88	-88	-99	200	300	120	800	40	15	30	8	5	3	-99	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	5	-88	-88
PE12MC01	15	12	17	5	2007	5/17/2007	350	5	1	5	5	5	5	5	5	5	2	5	1	45	7	88	88	45	-88	88	88	88	-88	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	88	88	88	88	88	1	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	15	10	-77	25	35	10	15	10	20	10	10	10	20	23	30	-88	-88	-88	1	1	1	7	88	7	7	7	7	1	1	1	1	1	1	1	7	88	88	88	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	1	1	0	0	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0	0	1	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	-88	-88	-88	-88	-88	-88	88	88	88	88	88	88	88	-88	-88	-88	-88	-88	-88	-88	88	88	88	88	88	88	88	-88	-88	-88	-88	-88	-88	-88	88	88	88	88	88	88	88	-11	-11	20	14	-88	-88	6	-11	-11	-11	-88	-88	-11	-11	-11	-11	-88	-88	-88	-88	1.5	30	13	13	28	26	.600000023841858	.0399999991059303	.119999997317791	.200000002980232	1	1.79999995231628	2.59999990463257	-88	30	2	2	4.19999980926514	.600000023841858	4	1.20000004768372	12	-88	-88	-88	10	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	6	15	8	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88
