CHILDID	LOANID	GAVCRDR3	TKEOUTR3	AMTCRDR3	LOANMTR3	LNOLSTR3	PYBACKR3	AMTPAYR3	MTLASTR3	YRLASTR3	NOBACKR3	WHORCVR3	loanyrr3
ET070063	1	6	3	1000	8	36	1	0	88	 	88	2	1999
ET070063	2	9	4	100	1	77	1	0	88	 	88	1	2002
ET070062	1	5	12	5000	9	36	1	3200	8	2001	88	1	1999
ET070060	1	6	12	5000	8	36	1	2700	88	 	88	1	2000
ET070059	1	7	1	500	6	12	1	0	88	 	88	1	2001
ET070057	1	6	1	1000	7	36	0	1115	5	2001	88	1	1998
ET070056	1	7	4	1000	10	36	1	470	2	2002	88	1	2001
ET070056	2	6	1	2000	8	36	1	1000	8	2001	88	1	2000
ET070055	1	3	14	5000	6	60	1	0	88	 	88	1	2000
ET070055	2	6	8	1000	6	36	0	1000	6	2000	88	1	1997
ET070054	1	6	19	1000	6	36	1	380	88	 	2	16	1998
ET070053	1	4	2	700	6	1	1	0	88	 	12	1	2001
ET070052	1	1	1	5000	8	12	1	0	88	 	4	1	2000
ET070049	1	6	8	1000	10	60	1	400	88	 	6	2	1998
ET070048	1	6	16	1500	7	36	1	500	7	1999	2	1	1998
ET070047	1	4	8	4500	1	36	1	2000	88	 	2	1	2001
ET070045	1	6	1	1000	8	36	1	500	88	 	6	1	1999
ET070042	1	4	14	1000	6	36	1	0	88	 	88	1	2001
ET070040	1	7	8	5000	11	24	1	843	12	2001	88	2	2001
ET070039	1	1	1	5000	8	36	1	0	88	 	88	2	2000
ET070039	2	10	7	500	2	77	1	0	88	 	88	2	2002
ET070038	1	8	4	100	1	1	1	0	88	 	12	1	2002
ET070035	1	6	2	1000	1	36	1	0	88	 	8	2	2002
ET070033	1	2	14	1500	10	36	1	0	88	 	88	1	2001
ET070032	1	5	1	1500	7	36	1	0	88	 	2	1	2000
ET070031	1	7	1	1500	7	12	1	0	88	 	88	1	2001
ET070029	1	2	1	1500	11	36	1	600.5	7	2001	3	2	1998
ET070029	2	4	6	500	11	4	0	65	7	2001	11	3	2001
ET070028	1	2	8	4800	8	36	1	0	88	 	10	1	1999
ET070026	1	1	14	4775	11	36	1	0	88	 	4	1	1999
ET070024	1	3	14	5000	11	36	1	0	88	 	4	1	1999
ET070022	1	9	2	1600	9	6	1	0	88	 	2	1	2001
ET070019	1	4	1	300	10	2	0	330	12	2000	88	1	2000
ET070018	1	6	8	2000	9	36	1	0	88	 	88	1	2001
ET070017	1	6	1	1000	7	36	0	1160	7	2001	88	1	1998
ET070016	1	7	8	1500	10	60	1	900	88	 	6	1	1998
ET070015	1	7	3	500	6	12	0	600	6	2000	88	2	1999
ET070015	2	7	8	1000	7	12	0	1180	7	2001	88	2	2000
ET070012	1	4	4	60	11	12	0	110	9	2001	88	1	2000
ET070012	2	4	14	100	10	77	1	10	88	-88	88	1	2001
ET070011	1	4	2	1000	11	2	0	1000	1	2002	88	1	2001
ET070009	1	7	2	4920	11	12	1	0	88	 	88	1	2001
ET070008	1	7	1	1500	8	36	1	1000	8	2001	2	1	1998
ET070007	1	3	12	5000	8	60	1	0	88	 	88	1	1999
ET070006	1	6	1	1600	8	36	1	0	88	 	88	1	2000
ET070003	1	7	3	1500	11	36	1	800	8	2001	88	1	1999
ET070003	2	4	6	500	6	12	0	525	7	2001	88	1	2001
ET070001	1	1	1	4674	8	36	1	0	88	88	88	1	2000
ET060100	1	7	2	2000	8	12	1	0	88	 	88	1	2001
ET060100	2	7	2	2000	8	12	0	2000	8	2001	88	1	2000
ET060098	1	2	1	1500	2	8	1	0	88	 	88	1	2002
ET060097	1	7	4	1000	8	12	1	0	88	 	88	2	2001
ET060094	1	10	2	100	11	8	1	0	88	 	88	1	2001
ET060093	1	7	19	3000	7	12	1	200	7	2002	88	1	2001
ET060092	1	8	2	400	8	12	0	400	12	2001	88	1	2000
ET060091	1	2	1	400	3	12	1	0	88	 	2	1	2001
ET060089	1	4	7	900	11	1	0	900	12	2001	88	1	2001
ET060088	1	7	1	1500	9	12	0	1772.25	9	2000	88	2	1999
ET060088	2	7	14	1500	9	12	0	1773	9	2001	88	2	2000
ET060088	3	7	14	1500	9	12	1	0	88	 	88	2	2001
ET060088	4	8	4	200	11	4	0	200	3	2002	88	1	2001
ET060087	1	6	14	4000	8	24	1	0	88	 	88	1	2001
ET060086	1	7	14	2500	7	12	1	0	88	 	88	1	2001
ET060086	2	3	14	1500	10	36	0	405	10	2001	88	1	2000
ET060085	1	7	14	2000	8	24	1	0	88	 	2	1	2001
ET060085	2	8	4	120	9	6	1	0	88	 	2	2	2001
ET060083	1	7	14	2500	7	36	1	1000	7	2002	88	1	1999
ET060083	2	7	2	2000	1	12	1	0	88	 	88	1	2002
ET060082	1	7	4	3000	9	12	1	0	88	 	88	1	2001
ET060081	1	7	10	1600	9	36	1	600	9	2000	88	2	1999
ET060080	1	7	14	1500	8	12	0	1773	8	1998	88	2	1997
ET060080	2	7	14	2000	8	12	0	2364	8	1999	88	2	1998
ET060080	3	7	14	2000	9	12	1	0	88	 	88	2	2001
ET060077	1	4	1	400	2	6	1	0	88	 	88	1	2002
ET060073	1	7	14	500	8	12	0	670	8	1999	88	2	1998
ET060073	2	7	14	1000	8	12	0	1174	8	2000	88	2	1999
ET060073	3	7	14	2000	8	12	0	2370	8	2001	88	2	2000
ET060073	4	7	2	2500	8	12	0	2600	12	2001	88	2	2001
ET060073	5	3	18	5000	10	36	1	0	88	 	88	2	2001
ET060071	1	4	1	250	2	3	0	250	5	2001	88	1	2001
ET060070	1	7	4	2000	8	12	1	0	88	 	88	1	2001
ET060068	1	10	15	1300	2	5	1	0	88	 	88	1	2002
ET060067	1	7	14	600	8	12	0	660	8	1999	88	1	1998
ET060067	2	7	1	1000	8	12	0	1100	8	2000	88	1	1999
ET060067	3	7	2	1000	8	12	0	1100	8	2001	88	1	2000
ET060067	4	7	14	1500	8	12	1	0	88	 	88	1	2001
ET060067	5	10	10	100	8	1	0	100	8	2000	88	1	2000
ET060067	6	10	10	100	8	1	0	100	8	2000	88	1	2000
ET060066	1	6	14	1500	1	36	1	400	1	2001	88	1	2000
ET060065	1	7	8	1800	8	12	0	2124	8	2000	88	2	1999
ET060065	2	7	4	2000	8	12	0	2360	8	2001	88	2	2000
ET060065	3	7	4	2400	8	12	1	0	88	 	88	2	2001
ET060065	4	6	14	1500	9	48	1	815	9	2001	2	1	1998
ET060063	1	7	8	2000	8	12	0	2340	8	2001	88	2	2000
ET060063	2	7	8	2500	8	12	1	0	88	 	88	2	2001
ET060063	3	2	1	350	3	6	1	0	88	 	12	1	2001
ET060061	1	7	2	1800	8	12	1	0	88	 	8	1	2001
ET060060	1	7	14	1500	10	12	0	1760	8	1999	88	1	1998
ET060060	2	7	14	2000	8	12	0	2360	8	2000	88	1	1999
ET060060	3	7	14	2800	8	12	0	3340	8	2001	88	1	2000
ET060060	4	7	14	3000	8	12	1	0	88	 	88	1	2001
ET060059	1	7	14	600	7	12	1	0	88	 	88	1	2001
ET060059	2	6	14	1500	8	36	1	1310	8	2000	88	1	1999
ET060059	3	7	14	2000	7	12	0	2200	7	2001	88	1	2000
ET060059	4	7	14	1200	7	12	0	1330	7	2000	88	1	1999
ET060056	1	7	14	1200	8	12	0	1320	8	1999	88	1	1998
ET060056	2	7	14	2700	8	12	0	2970	8	2000	88	1	1999
ET060056	3	7	14	2700	8	12	0	2970	8	2001	88	1	2000
ET060056	4	7	14	3000	8	12	1	0	88	 	88	1	2001
ET060056	5	2	1	190	10	12	0	260	6	1999	88	1	1998
ET060056	6	2	1	190	10	12	0	260	6	2000	88	1	1999
ET060055	1	7	14	1500	8	12	0	1700	8	1998	88	1	1997
ET060055	2	7	14	1800	8	12	0	2100	8	1999	88	1	1998
ET060055	3	7	14	2000	8	12	0	2400	8	2000	88	1	1999
ET060055	4	7	14	2800	8	12	0	3370	8	2001	88	1	2000
ET060055	5	7	14	3000	8	12	1	0	88	 	88	1	2001
ET060054	1	7	14	5000	10	12	1	0	88	 	88	1	2001
ET060053	1	2	10	300	2	5	1	0	88	 	2	1	1999
ET060053	2	6	14	1500	8	36	1	400	8	2001	88	1	1999
ET060053	3	6	10	1000	2	6	1	0	88	 	88	1	2002
ET060053	4	7	1	2000	8	11	1	0	88	 	88	1	2002
ET060052	1	7	1	3000	8	12	1	0	88	 	88	3	2001
ET060051	1	7	4	3000	7	12	1	0	88	 	88	1	2001
ET060050	1	7	14	3000	8	12	1	0	88	 	88	1	2001
ET060049	1	7	2	3000	9	12	1	0	88	 	88	1	2001
ET060048	1	7	14	3000	9	12	1	0	88	 	88	1	2001
ET060047	1	7	14	2500	8	36	1	0	88	 	88	2	2000
ET060047	2	3	1	1480	10	36	1	0	88	 	88	1	2000
ET060046	1	6	14	1500	9	36	1	420	12	2000	8	1	1999
ET060045	1	6	1	1000	9	12	1	0	88	 	88	2	2001
ET060043	1	7	14	3000	8	12	1	0	88	 	88	1	2001
ET060042	1	7	1	1100	10	36	1	300	10	2000	88	16	1999
ET060041	1	7	14	1200	2	12	0	1416	7	1998	88	1	1997
ET060041	2	7	14	1500	7	12	0	1770	7	1999	88	1	1998
ET060041	3	7	14	2100	7	12	0	2478	7	2000	88	1	1999
ET060041	4	7	14	3000	7	12	0	3540	7	2001	88	1	2000
ET060041	5	4	18	1440	7	77	1	0	88	 	4	1	2001
ET060040	1	6	14	1000	10	36	1	0	88	 	88	1	2001
ET060039	1	7	14	600	7	12	0	708	7	1998	88	1	1997
ET060039	2	7	14	700	7	12	0	826	7	1999	88	1	1998
ET060039	3	7	14	2000	7	12	0	2360	7	2000	88	1	1999
ET060039	4	7	14	3000	7	12	0	3540	7	2001	88	1	2000
ET060039	5	7	14	3000	7	12	1	0	88	 	88	1	2001
ET060039	6	6	1	1200	6	36	1	440	6	2001	2	1	1998
ET060038	1	7	1	1500	8	12	0	1716	8	2001	88	1	2000
ET060038	2	7	1	2800	8	12	1	0	88	 	88	1	2001
ET060037	1	7	14	1000	9	12	0	1180	9	2000	88	90	1999
ET060037	2	7	14	1000	9	12	0	1180	9	2001	88	90	2000
ET060037	3	7	8	1000	9	12	1	0	88	 	88	90	2001
ET060037	4	6	8	5000	9	60	1	900	8	2001	88	1	2000
ET060036	1	6	14	1500	10	36	1	840	6	2001	88	16	1999
ET060036	2	7	14	2000	6	60	1	0	88	 	88	16	1997
ET060035	1	7	1	2300	8	12	1	184	4	2002	88	1	2001
ET060035	2	4	2	500	2	3	1	0	88	 	11	1	2002
ET060034	1	7	14	2800	8	12	1	0	88	 	88	1	2001
ET060033	1	7	14	2900	9	12	1	0	88	 	88	1	2001
ET060032	1	2	14	1500	2	36	1	0	88	 	12	1	1999
ET060032	2	2	1	280	11	8	0	300	6	2001	88	1	2000
ET060031	1	6	1	1200	9	36	1	0	88	 	88	1	2000
ET060031	2	7	4	1400	9	12	1	0	88	 	88	2	2001
ET060030	1	7	8	2400	8	12	0	168	3	2002	88	2	2001
ET060029	1	3	1	5000	10	36	1	0	88	 	88	2	2000
ET060028	1	7	14	700	9	12	0	770	9	1999	88	1	1998
ET060028	2	7	14	1000	9	12	0	1100	9	2000	88	1	1999
ET060028	3	7	14	2000	9	12	0	2200	9	2001	88	1	2000
ET060028	4	7	14	2800	9	12	1	0	88	 	88	1	2001
ET060027	1	7	1	3000	8	12	1	1500	4	2002	88	1	2001
ET060026	1	7	14	3000	10	12	1	0	88	 	88	1	2001
ET060025	1	6	14	1500	8	36	1	410	8	1999	12	1	1998
ET060024	1	7	14	2000	10	12	0	2360	10	2001	88	1	2000
ET060024	2	7	14	2000	10	12	1	0	88	 	88	1	2001
ET060023	1	1	1	120	11	12	0	160	6	1999	88	1	1998
ET060023	2	7	14	1300	1	12	0	1430	7	2000	88	1	1999
ET060023	3	7	1	1500	7	12	0	1650	7	2001	88	1	2000
ET060023	4	7	1	1600	7	12	1	0	88	 	8	1	2001
ET060021	1	3	1	5000	12	36	1	1700	9	2001	88	1	1999
ET060021	2	7	14	1700	7	48	1	0	88	 	88	1	1998
ET060020	1	7	1	1000	9	12	0	1180	9	1999	88	2	1998
ET060020	2	7	1	2000	9	12	0	2360	9	2000	88	2	1999
ET060020	3	7	1	2000	9	12	0	2360	9	2001	88	2	2000
ET060020	4	7	1	2000	9	12	1	0	88	 	88	2	2001
ET060019	1	7	14	1500	9	11	0	1950	8	2000	88	1	1999
ET060019	2	7	14	2000	9	11	0	2600	8	2001	88	1	2000
ET060019	3	7	14	2100	9	11	1	0	88	 	88	1	2001
ET060018	1	7	1	2600	9	10	1	0	88	 	88	1	2001
ET060018	2	2	1	800	10	36	1	0	88	 	88	1	1999
ET060018	3	8	6	500	11	77	1	0	88	 	3	1	2001
ET060017	1	7	14	1400	8	12	0	1550.3	8	2001	88	2	2000
ET060017	2	7	4	1600	8	12	1	911.3	3	2002	88	2	2001
ET060016	1	7	1	1000	8	12	0	1120	8	1998	88	1	1997
ET060016	2	7	2	1000	8	12	0	1120	8	1999	88	1	1998
ET060016	3	7	1	1500	8	12	0	1150	8	2000	88	1	1999
ET060016	4	7	14	2000	8	12	0	2240	8	2001	88	1	2000
ET060016	5	7	1	2000	8	12	1	0	88	 	88	1	2001
ET060014	1	3	8	5000	9	48	1	0	88	 	88	1	2001
ET060012	1	7	14	3000	8	12	1	0	88	 	88	1	2001
ET060011	1	7	14	2000	8	12	1	0	88	 	88	2	2001
ET060010	1	7	1	750	8	12	0	810	8	1998	88	16	1997
ET060010	2	7	1	1500	8	12	0	1770	8	1999	88	16	1998
ET060010	3	7	1	2000	8	12	0	2360	8	2000	88	16	1999
ET060010	4	7	1	3000	8	12	0	3546	8	2001	88	16	2000
ET060010	5	7	1	3000	8	12	1	0	88	 	8	16	2001
ET060009	1	7	4	1800	6	12	0	2124	6	2001	88	1	2000
ET060009	2	7	8	2400	6	12	1	0	88	 	88	1	2001
ET060008	1	1	1	4000	10	12	1	0	88	 	88	1	2001
ET060007	1	7	19	1000	10	36	1	0	88	 	88	1	2000
ET060007	2	6	14	3000	9	12	1	0	88	 	88	1	2001
ET060006	1	7	4	3000	8	12	1	276	4	2002	8	1	2001
ET060005	1	3	14	4000	10	36	0	1430	7	2001	88	1	2000
ET060005	2	7	14	2000	8	12	1	0	88	 	88	1	2001
ET060004	1	4	2	2000	11	5	0	400	3	1991	88	1	1998
ET060004	2	7	14	2500	8	12	0	2750	8	1999	88	1	1998
ET060004	3	7	14	2800	8	12	0	3080	8	2000	88	1	1999
ET060004	4	7	2	2800	8	12	0	3080	8	2001	88	1	2000
ET060004	5	7	1	1500	8	12	1	0	88	 	88	1	2001
ET060003	1	7	1	3000	7	12	1	0	88	 	88	16	2001
ET060003	2	2	1	800	8	36	1	0	88	 	11	16	1998
ET060003	3	6	8	1100	10	36	1	200	10	1999	11	1	1998
ET060002	1	7	14	3000	8	12	1	0	88	 	88	1	2001
ET050099	1	10	2	250	1	1	1	0	88	 	11	2	2002
ET050098	1	6	1	900	11	36	1	800	8	2001	88	1	1999
ET050094	1	6	1	2000	9	77	1	0	88	 	4	1	1999
ET050093	1	5	1	2000	10	60	1	100	3	2002	11	2	2000
ET050092	1	5	8	2000	11	60	1	0	88	 	88	2	2000
ET050089	1	7	14	2300	8	36	1	0	88	 	88	1	2001
ET050087	1	2	2	180	12	5	1	0	88	 	88	1	2001
ET050086	1	7	1	900	8	36	1	0	88	 	88	1	1999
ET050084	1	2	2	175	1	4	0	0	88	 	2	1	2002
ET050083	1	8	2	270	12	4	1	100	3	2002	6	3	2001
ET050082	1	5	1	3420	11	36	1	0	88	 	88	1	2001
ET050081	1	6	1	4000	9	77	1	0	88	 	88	3	1999
ET050081	2	5	1	675	9	36	1	375	10	2001	88	3	1998
ET050077	1	7	1	2000	10	36	1	1616	3	2001	88	2	2000
ET050076	1	7	19	900	10	12	1	650	10	2000	6	1	1999
ET050074	1	7	1	1500	10	36	1	608	2	2001	88	1	1999
ET050070	1	5	4	3000	2	36	1	0	88	 	88	1	2001
ET050059	1	10	2	400	12	12	1	50	12	2002	12	2	2001
ET050058	1	10	19	6000	5	77	1	2160	3	2002	88	2	2001
ET050057	1	8	2	300	4	77	1	0	88	 	88	2	2001
ET050054	1	7	10	1000	2	24	1	760	2	2001	6	1	2000
ET050053	1	6	8	1700	10	36	1	0	88	 	88	1	2001
ET050052	1	7	3	4200	11	36	1	0	88	 	88	1	2001
ET050049	1	7	8	900	11	36	1	0	88	 	2	2	1999
ET050049	2	10	1	300	11	77	1	0	88	 	88	1	2001
ET050048	1	2	19	2000	10	36	1	0	88	 	88	1	2000
ET050047	1	6	2	1000	9	36	1	300	9	2001	11	1	2000
ET050046	1	7	1	1000	2	24	0	1148	2	2002	88	2	2000
ET050046	2	6	1	3000	11	24	1	0	88	 	88	1	2001
ET050045	1	6	1	1500	10	36	1	1142	10	2001	8	1	1998
ET050045	2	2	1	8409	3	36	1	0	88	 	88	1	2000
ET050041	1	7	3	1500	10	36	1	1000	10	2001	88	1	1999
ET050039	1	6	19	2000	11	60	1	0	88	 	88	16	2000
ET050036	1	4	19	27000	6	24	1	284	3	2002	11	2	2000
ET050035	1	6	3	1500	10	36	1	590	10	2001	88	1	1999
ET050033	1	10	19	580	11	22	1	0	88	 	88	1	2000
ET050032	1	7	3	4000	1	36	1	0	88	 	88	1	2001
ET050030	1	7	19	5000	10	12	0	6088	9	1998	88	2	1997
ET050030	2	7	19	5000	10	12	0	6088.2	9	1999	88	2	1998
ET050030	3	7	19	5000	10	12	0	6088.2	9	2000	88	2	1999
ET050030	4	7	19	5000	10	12	0	6088.2	9	2000	88	2	2000
ET050030	5	7	19	5000	10	12	1	3551.45	3	2002	8	2	2001
ET050027	1	5	1	5000	10	36	1	0	88	 	11	1	2000
ET050025	1	7	4	1500	10	18	1	1183	2	2002	88	1	1999
ET050024	1	6	1	2000	9	36	1	0	88	 	88	1	2000
ET050023	1	7	19	1500	9	38	1	500	2	2002	88	1	2000
ET050023	2	4	19	2000	10	24	1	0	88	 	88	1	2001
ET050022	1	1	1	6000	8	36	1	0	88	 	88	1	2001
ET050020	1	6	1	675	11	36	0	920	11	2000	88	2	1997
ET050019	1	7	1	3000	10	12	1	0	88	 	4	1	1999
ET050018	1	4	2	600	10	7	1	30	4	2002	88	2	2001
ET050016	1	10	2	170	1	4	1	0	88	 	88	1	2002
ET050014	1	7	4	1000	10	36	1	500	10	2001	88	1	2000
ET050011	1	5	1	900	10	36	1	400	10	2001	88	1	1999
ET050010	1	7	1	900	10	36	1	400	10	1999	2	1	1998
ET050007	1	4	2	200	11	6	1	0	88	 	11	2	2001
ET050006	1	7	1	2000	10	36	1	200	10	2001	88	1	2000
ET050004	1	1	1	900	11	36	1	300	5	2000	88	1	1999
ET050004	2	8	2	200	11	12	1	0	88	 	88	1	2001
ET050002	1	6	1	3000	9	77	1	0	88	 	88	2	2001
ET050001	1	7	4	1500	10	36	1	0	88	 	88	2	2001
ET040100	1	7	13	2000	3	12	0	2000	3	2000	88	3	1999
ET040100	2	7	3	1000	3	6	1	0	88	-88	11	3	1999
ET040100	3	7	4	4500	12	24	1	1300	3	2002	88	3	2001
ET040098	1	7	16	1600	1	12	1	140	2	2002	8	1	2002
ET040094	1	7	1	2000	9	12	0	2000	10	2000	88	2	1999
ET040092	1	7	8	7000	13	36	1	500	2	2002	8	2	2001
ET040092	2	6	8	1800	9	24	1	600	2	2002	8	3	2000
ET040091	1	7	8	5000	5	36	0	5500	5	2001	88	1	1999
ET040090	1	7	10	4000	5	24	1	3646.35	2	2002	8	1	2001
ET040088	1	10	19	400	1	1	1	0	88	 	6	3	2002
ET040087	1	5	7	2000	8	3	0	2000	12	2001	88	1	2001
ET040084	1	5	12	1080	10	12	1	0	88	 	6	1	1999
ET040083	1	7	8	10000	12	36	1	960	2	2002	88	1	2001
ET040078	1	7	4	5000	8	24	1	1500	2	2002	8	2	2001
ET040077	1	7	8	9000	9	36	0	9000	8	2000	88	1	1998
ET040076	1	8	2	1200	11	6	1	0	88	 	3	1	2001
ET040073	1	7	4	1500	3	12	0	1500	3	2000	88	1	1999
ET040073	2	7	4	2000	4	12	0	2000	4	2001	88	1	2000
ET040073	3	7	4	2600	5	12	0	1808	5	2002	11	1	2000
ET040072	1	7	13	2000	3	24	1	1070	3	2001	88	2	2000
ET040070	1	8	6	400	3	1	1	0	88	 	6	1	2001
ET040066	1	5	1	2000	12	24	1	0	88	 	88	2	2001
ET040064	1	7	6	2000	4	12	1	0	88	 	11	2	2000
ET040059	1	4	1	500	1	5	0	500	5	2001	88	2	2001
ET040058	1	5	2	200	11	24	1	0	88	 	8	8	2001
ET040058	2	8	11	100	1	12	1	0	88	 	8	8	2002
ET040057	1	6	10	100000	4	24	1	88000	4	2002	8	1	2000
ET040055	1	5	3	3500	12	24	1	1700	5	2002	88	1	2000
ET040053	1	10	13	10000	1	12	0	10000	2	2002	88	1	2001
ET040051	1	6	19	50000	10	60	1	10000	2	2002	88	1	2001
ET040049	1	7	19	10000	3	24	0	10000	11	2001	88	1	2000
ET040046	1	7	5	5000	7	12	0	5500	7	2001	88	1	2000
ET040042	1	5	15	500	1	12	1	0	88	 	88	1	2002
ET040039	1	7	19	5000	10	36	1	960	2	2002	88	2	2001
ET040038	1	7	19	5000	8	24	0	5000	2	2002	88	1	2000
ET040037	1	7	19	5000	10	36	1	0	88	 	88	1	2000
ET040034	1	7	7	500	7	12	0	550	6	2001	88	1	2000
ET040034	2	9	7	300	1	3	0	330	4	1999	88	1	1999
ET040033	1	10	12	600	12	12	1	0	88	 	88	3	2001
ET040032	1	7	19	5000	4	24	1	6318.74	3	2002	88	5	2001
ET040032	2	7	4	1500	4	12	1	1044	2	2002	88	2	2001
ET040031	1	7	10	7000	8	24	1	4000	3	2002	88	1	2000
ET040027	1	7	4	2000	5	12	0	2500	5	2001	88	2	2000
ET040027	2	7	19	2000	5	11	1	2250	2	2002	88	2	2001
ET040025	1	8	2	1000	6	77	1	200	1	2002	88	2	2001
ET040024	1	4	7	1400	13	6	1	400	2	2002	88	1	2001
ET040023	1	8	3	6000	2	12	1	0	88	 	88	2	2002
ET040022	1	7	3	2000	4	36	1	1100	6	2001	11	2	1999
ET040019	1	7	10	4500	10	77	1	0	88	 	6	3	1995
ET040018	1	7	19	5000	10	36	1	900	2	2002	88	1	2001
ET040017	1	7	1	2000	8	24	1	1430	5	2001	4	2	1999
ET040016	1	8	8	7000	8	10	1	3000	2	2001	11	1	2000
ET040014	1	7	1	4000	4	12	1	1400	2	2002	11	2	2001
ET040013	1	7	2	4600	10	6	1	500	1	2002	12	1	2001
ET040010	1	7	3	2000	9	48	1	400	4	1999	12	1	1998
ET040005	1	7	3	5000	3	12	0	5000	3	2002	88	2	2001
ET040005	2	4	3	5000	11	18	1	0	88	 	9	2	2000
ET040004	1	6	3	3000000	11	42	1	2000000	5	2002	88	3	2000
ET040001	1	7	8	5000	9	36	1	3000	6	2001	88	1	2000
ET030097	1	7	19	1000	11	12	0	1000	5	2001	88	2	2000
ET030096	1	2	1	400	11	6	0	415	4	1999	88	1	1998
ET030091	1	7	7	1000	2	12	1	760	3	2002	11	2	2001
ET030089	1	7	4	5000	6	24	1	3000	88	 	88	2	2000
ET030089	2	6	2	3000	4	36	1	2500	88	 	88	1	2000
ET030087	1	7	2	2000	2	12	1	600	88	 	88	5	2002
ET030082	1	7	3	8000	9	27	1	6400	12	2002	88	2	2000
ET030081	1	10	15	300	9	77	1	0	88	 	11	3	2000
ET030080	1	10	10	5400	4	77	1	0	88	 	12	2	1999
ET030080	2	10	10	4000	3	77	1	0	88	 	12	1	2000
ET030080	3	10	10	5000	5	77	1	0	88	 	12	1	2001
ET030071	1	6	10	250	8	12	1	0	2	2002	88	1	2001
ET030068	1	8	10	10000	6	16	1	0	10	2002	88	1	2001
ET030067	1	7	5	2000	2	12	1	0	2	2003	88	7	2002
ET030062	1	8	8	1300	12	12	1	0	88	 	88	6	2001
ET030057	1	2	7	1200	2	12	1	144	2	2002	88	2	2002
ET030054	1	7	10	10000	5	36	1	7241	3	2002	88	1	2000
ET030051	1	7	8	1000	9	12	1	450	3	2002	88	2	2001
ET030048	1	2	15	3000	11	36	1	950	4	2002	88	2	2001
ET030046	1	10	7	1000	4	15	1	600	4	2001	88	3	2001
ET030046	2	7	3	1000	2	12	0	1000	2	1998	88	3	1997
ET030044	1	10	8	2000	8	12	1	0	88	 	88	2	2001
ET030038	1	10	3	5000	12	12	1	0	88	 	88	2	2001
ET030037	1	7	19	3000	11	24	1	2600	12	2001	10	2	1999
ET030035	1	5	3	400	12	12	1	0	88	 	6	5	1999
ET030031	1	2	7	3000	4	36	0	3000	4	2002	88	2	1999
ET030027	1	6	10	2500	8	8	1	2330	5	2002	12	1	2001
ET030025	1	7	3	1700	2	12	1	1200	2	2002	11	2	2001
ET030024	1	7	4	5000	9	18	1	1500	11	2001	88	2	2001
ET030023	1	7	19	2000	10	18	1	0	88	 	11	7	2001
ET030023	2	10	19	7000	2	36	1	0	88	 	88	1	2002
ET030020	1	8	7	400	8	12	0	400	7	2001	11	3	1999
ET030012	1	7	8	5000	9	48	1	200	2	2002	88	2	2001
ET030006	1	8	10	500	1	6	1	0	88	 	11	3	2002
ET020099	1	6	8	5000	10	24	1	2000	10	2002	88	2	2000
ET020096	1	7	13	1800	8	18	1	100	12	2001	88	2	2001
ET020094	1	5	10	1000	8	8	1	800	3	2001	12	1	2000
ET020092	1	9	8	1500	77	12	1	700	9	2000	11	1	2000
ET020091	1	5	8	5000	1	24	0	5000	2	2002	88	1	2000
ET020090	1	10	2	600	7	8	1	100	3	2002	11	2	2001
ET020089	1	2	15	1000	12	10	1	0	88	 	11	1	2001
ET020082	1	8	10	4000	12	77	0	4000	1	2001	88	2	1999
ET020080	1	10	6	500	1	2	1	0	88	 	11	16	2001
ET020076	1	7	1	5000	2	12	0	5000	9	2001	88	13	2001
ET020076	2	7	1	7000	10	12	1	1400	2	2002	88	13	2002
ET020074	1	10	2	210	1	2	1	0	88	 	11	1	2001
ET020072	1	10	6	100	8	1	0	100	9	2001	88	1	2001
ET020067	1	10	8	1500	12	5	1	160	4	2001	12	2	2000
ET020066	1	6	2	300	1	10	1	0	88	 	88	2	2002
ET020065	1	7	4	2000	4	12	0	2130	3	2001	88	2	2000
ET020055	1	7	2	2000	2	12	1	0	2	2003	88	2	2002
ET020054	1	8	4	200	4	1	0	200	5	2000	88	1	2000
ET020054	2	8	4	350	12	2	0	350	2	2002	88	1	2001
ET020053	1	10	15	200	4	1	0	200	5	2001	88	1	2001
ET020051	1	10	7	60	2	1	1	0	88	 	11	3	2002
ET020050	1	10	13	1000	10	8	1	0	5	2002	6	2	2001
ET020049	1	7	7	700	7	12	0	700	7	1999	88	2	1998
ET020046	1	8	15	450	1	8	1	0	8	2002	88	1	2002
ET020045	1	8	8	1000	6	10	1	0	88	 	11	2	2001
ET020043	1	7	13	3000	10	50	0	3000	1	2002	88	5	1997
ET020042	1	7	3	1000	6	12	1	800	2	2002	88	2	2001
ET020038	1	7	19	3000	3	24	1	890	77	-77	11	3	2000
ET020037	1	7	1	5000	3	18	0	5000	9	2001	88	1	2000
ET020035	1	5	4	1000	5	12	1	600	9	2002	88	2	2002
ET020030	1	10	7	200	2	1	1	0	3	2002	88	2	2002
ET020029	1	10	2	100	1	2	0	100	3	2001	88	1	2001
ET020023	1	7	10	3000	9	18	1	1000	1	2002	12	3	2000
ET020022	1	10	1	1500	10	18	1	800	2	2002	88	1	2001
ET020019	1	8	7	220	10	9	0	0	6	2002	12	2	2001
ET020016	1	1	1	250	11	6	0	250	4	2001	88	7	2000
ET020016	2	7	1	800	5	12	0	1145	4	2000	88	7	1999
ET020016	3	7	14	1200	5	12	0	1360	4	2001	88	7	2000
