CHILDID	CROPID	CROPR3	QNTHRVR3	QNTUNTR3	VLSLDR3	CRPCSTR3
ET150070	5	4	12	50	75	3
ET150070	6	10	60	6	120	0
ET150071	1	41	8	3	1600	100
ET150071	2	17	1	2	400	50
ET150071	3	3	2	2	125	0
ET150071	4	21	100	56	100	0
ET150071	5	4	4	50	40	0
ET150071	6	44	1	2	400	20
ET150071	7	35	1	40	250	15
ET150072	1	17	1	40	120	20
ET150072	2	41	2	70	440	0
ET150072	3	44	1	41	200	10
ET150072	4	3	1	41	15	0
ET150074	1	17	1	2	400	100
ET150074	2	41	2	3	600	25
ET150074	3	44	3.5	2	900	240
ET150074	4	69	1	2	80	20
ET150074	5	10	4.5	55	45	0
ET150074	6	3	2	49	30	0
ET150075	1	44	1	2	400	110
ET150075	2	17	5	2	2500	0
ET150075	3	41	10	3	3000	280
ET150076	1	4	6	50	60	0
ET150076	2	44	100	1	400	180
ET150076	3	17	25	1	375	0
ET150076	4	41	0	88	-88	120
ET150076	5	80	10	3	300	0
ET150076	6	69	4	2	120	0
ET150076	7	17	12	30	12	0
ET150076	8	21	50	30	50	0
ET150077	1	41	8	2	1600	200
ET150077	2	44	4	2	800	200
ET150077	3	17	1.5	2	550	50
ET150077	4	76	1	2	900	100
ET150077	5	69	8	2	900	50
ET150077	6	35	1	41	240	30
ET150077	7	80	200	56	250	0
ET150077	8	10	20	10	200	0
ET150077	9	21	200	56	400	0
ET150078	1	17	25	2	300	0
ET150078	2	41	12	3	3000	200
ET150078	3	4	420	56	60	24
ET150078	4	44	5	2	1750	690
ET150078	5	69	6	2	900	140
ET150078	6	55	2	2	300	60
ET150078	7	76	2	2	1800	370
ET150078	8	51	840	56	120	0
ET150078	9	3	4	49	200	0
ET150078	10	96	60	56	24	0
ET150078	11	80	2	3	20	80
ET150078	12	96	4	3	90	0
ET150078	13	10	100	30	100	0
ET150078	14	96	3	1	24	0
ET150078	15	35	20	1	200	0
ET150079	1	44	45	1	250	96
ET150079	2	69	12	2	960	0
ET150079	3	35	30	1	210	0
ET150079	4	55	30	1	120	0
ET150079	5	41	1	3	240	90
ET150079	6	17	15	1	150	0
ET150079	7	4	120	56	30	0
ET150079	8	3	1	2	120	0
ET150079	9	80	1	3	20	0
ET150079	10	51	40	56	10	0
ET150079	11	54	4	56	6	0
ET150079	12	96	40	56	15	0
ET150080	1	17	2	40	400	45
ET150080	2	41	2	3	450	10
ET150080	3	4	3	50	30	0
ET150080	4	10	2	3	20	0
ET150082	1	44	2	2	1000	150
ET150082	2	41	4	3	1000	250
ET150082	3	4	50	30	50	0
ET150082	4	69	10	2	800	0
ET150082	5	55	2	2	300	0
ET150082	6	80	18	3	720	0
ET150082	7	17	10	1	180	0
ET150082	8	21	300	30	300	0
ET150084	1	21	300	56	600	0
ET150084	2	76	70	1	700	150
ET150084	3	17	2	2	600	0
ET150084	4	41	3	3	660	120
ET150084	5	4	6	41	300	0
ET150084	6	69	10	2	900	60
ET150084	7	80	10	3	300	60
ET150085	1	41	12	3	2400	200
ET150085	2	80	1000	56	300	50
ET150085	3	76	1	40	500	100
ET150085	4	44	150	1	450	150
ET150085	5	69	4	2	400	80
ET150085	6	35	1	40	250	50
ET150085	7	10	7	10	105	5
ET150086	1	17	1	2	200	50
ET150086	2	41	0	88	-88	88
ET150086	3	44	1	2	400	50
ET150086	4	35	10	1	50	10
ET150087	1	17	1	41	150	0
ET150087	2	41	4	70	720	50
ET150087	3	44	2	40	1250	100
ET150087	4	69	2	2	120	20
ET150087	5	80	300	56	300	30
ET150088	1	17	1	40	250	0
ET150088	2	41	4	70	600	40
ET150088	3	69	5	2	350	30
ET150088	4	10	8	55	60	0
ET150088	5	44	3	40	750	70
ET150089	1	41	3	3	660	75
ET150089	2	17	50	1	220	0
ET150089	3	76	2	2	2400	310
ET150089	4	44	2	2	700	380
ET150089	5	14	30	46	210	0
ET150089	6	80	200	56	250	0
ET150089	7	4	10	50	70	0
ET150089	8	69	2	2	200	0
ET150089	9	35	25	1	150	0
ET150089	10	21	0	88	88	88
ET150090	1	41	2	3	440	120
ET150090	2	44	1	1	400	110
ET150091	1	44	1	2	200	250
ET150091	2	41	4	3	880	200
ET150091	3	17	300	1	1100	100
ET150091	4	69	12	2	1300	100
ET150091	5	76	50	1	450	200
ET150091	6	35	50	1	200	30
ET150091	7	56	200	56	70	10
ET150091	8	10	100	6	20	5
ET150092	1	41	2	3	600	25
ET150092	2	17	2	41	400	10
ET150092	3	69	2	2	1000	20
ET150093	1	76	2.5	2	2000	520
ET150093	2	17	1	2	500	0
ET150093	3	44	4	2	1600	350
ET150093	4	21	200	56	800	0
ET150093	5	69	20	41	700	0
ET150093	6	35	1	2	700	20
ET150093	7	41	1	3	200	75
ET150094	1	41	12	3	2160	120
ET150094	2	17	75	1	1125	0
ET150094	3	96	150	30	150	0
ET150094	4	96	270	30	270	0
ET150094	5	4	120	30	120	0
ET150094	6	10	70	6	140	0
ET150094	7	44	1.5	2	450	0
ET150094	8	69	15	2	1350	0
ET150094	9	14	70	30	70	0
ET150095	1	41	2	3	400	320
ET150095	2	44	50	1	350	200
ET150095	3	69	5	2	250	100
ET150095	4	14	10	46	20	50
ET150095	5	10	10	6	30	10
ET150096	1	41	2	3	300	180
ET150096	2	17	1	2	300	100
ET150096	3	44	1	2	300	50
ET150096	4	69	2	2	100	20
ET150096	5	76	70	1	600	800
ET150096	6	35	15	1	45	40
ET150096	7	56	50	56	500	10
ET150096	8	21	200	56	100	20
ET150096	9	10	10	6	60	5
ET150097	1	41	2	3	180	50
ET150097	2	44	2	2	600	200
ET150097	3	69	2	2	100	0
ET150097	4	17	1	2	600	0
ET150097	5	14	40	46	80	40
ET150097	6	76	40	1	400	97
ET150097	7	10	5	10	20	5
ET150098	1	44	400	1	1600	200
ET150098	2	35	70	1	210	18
ET150098	3	41	3	3	660	0
ET150098	4	17	30	1	120	0
ET150098	5	69	4	2	530	0
ET150098	6	76	100	1	1000	210
ET150099	1	41	3	3	660	120
ET150099	2	44	5	2	2000	485
ET150099	3	80	11	3	550	0
ET150099	4	69	6	40	360	0
ET150100	1	41	3	3	660	240
ET150100	2	17	1	2	450	0
ET150100	3	80	5	3	200	0
ET150100	4	4	7	50	56	0
ET160001	1	41	25	60	675	120
ET160001	2	14	1	2	400	40
ET160001	3	75	10	2	4000	1200
ET160001	4	44	2	2	600	200
ET160002	1	41	40	56	1500	600
ET160002	2	44	2	2	700	150
ET160002	3	125	4	2	1600	600
ET160003	1	125	1	2	400	180
ET160003	2	41	14	56	120	35
ET160005	1	41	18	56	180	32
ET160005	2	14	3	3	400	50
ET160005	3	75	3	2	1200	100
ET160006	1	41	50	56	1500	300
ET160006	2	80	20	3	100	15
ET160006	3	17	50	1	1500	0
ET160006	4	75	2	2	900	150
ET160006	5	21	60	56	450	0
ET160007	1	41	3	56	300	50
ET160007	2	44	16	49	1600	300
ET160007	3	64	11	49	880	50
ET160008	1	14	2	2	270	70
ET160008	2	41	48	56	2400	90
ET160009	1	75	6	2	13000	1245
ET160009	2	41	150	60	1500	150
ET160010	1	41	15	3	1500	400
ET160010	2	44	4	2	2000	350
ET160010	3	75	3	2	1200	400
ET160010	4	21	20	56	200	50
ET160011	1	41	20	56	200	90
ET160011	3	75	4	2	1600	600
ET160011	4	55	4	2	400	100
ET160012	1	41	30	56	300	40
ET160012	2	44	2	41	400	70
ET160012	3	75	2	2	800	200
ET160013	1	5	4	2	1600	200
ET160013	2	41	120	56	4800	450
ET160013	3	44	2	2	400	120
ET160013	4	75	4	2	600	250
ET160013	5	125	1.5	2	450	170
ET160014	1	75	6	2	1250	400
ET160014	2	14	2	3	200	50
ET160014	3	41	80	56	1200	240
ET160015	1	76	1	2	350	100
ET160015	2	75	3	3	1500	450
ET160015	3	44	1	2	150	10
ET160015	4	41	70	56	1000	200
ET160015	5	10	3	3	100	5
ET160016	1	75	10	2	5000	2000
ET160016	2	41	80	56	1200	300
ET160016	3	19	100	1	700	100
ET160017	1	75	3	2	1200	408
ET160017	2	41	30	56	1200	250
ET160018	1	14	5	3	1080	100
ET160018	2	75	3	2	1500	415
ET160018	3	41	5	3	600	50
ET160018	4	44	1	40	400	20
ET160018	5	21	20	60	200	0
ET160019	1	75	1.5	2	400	250
ET160019	2	44	2.5	2	500	60
ET160019	3	124	3	2	800	200
ET160019	4	19	1	3	650	300
ET160019	5	72	4	17	400	100
ET160019	6	41	12	56	250	75
ET160020	1	41	25	56	500	150
ET160021	1	41	10	56	200	70
ET160021	2	75	.5	2	300	200
ET160022	1	44	3	2	1800	225
ET160022	2	75	2	2	400	30
ET160022	3	41	10	3	1000	80
ET160023	1	41	100	56	1200	40
ET160023	2	14	50	46	500	150
ET160023	3	75	4	2	1600	650
ET160023	4	5	1	2	300	150
ET160024	1	75	10	2	5000	525
ET160024	2	76	2	2	1600	160
ET160024	3	19	1	2	600	100
ET160024	4	41	30	56	1200	20
ET160024	5	14	6	3	1800	0
ET160025	1	44	25	1	75	5
ET160025	2	10	100	6	100	5
ET160025	3	41	0	88	0	88
ET160025	4	17	1	41	1050	71
ET160025	5	14	3	55	600	150
ET160025	6	76	2	2	1200	500
ET160025	7	75	100	1	700	800
ET160026	1	75	3.5	2	1800	620
ET160026	2	76	1	2	800	400
ET160026	3	41	130	60	1200	300
ET160026	4	21	70	56	200	0
ET160027	1	41	60	56	900	200
ET160027	2	125	1	2	400	50
ET160027	3	76	.5	2	370	75
ET160027	4	14	1	3	170	70
ET160028	1	41	30	56	600	0
ET160028	2	44	1	2	400	40
ET160028	3	75	1.5	2	600	50
ET160028	4	76	1	2	800	125
ET160028	5	125	1.5	2	600	125
ET160029	1	75	5	2	2500	550
ET160029	2	41	40	56	1000	350
ET160029	3	14	250	60	800	150
ET160030	1	75	3	2	1200	100
ET160030	2	5	2	2	600	40
ET160030	3	64	.5	2	75	20
ET160030	4	41	64	56	960	25
ET160030	5	55	2.5	2	250	30
ET160031	1	41	12	56	300	0
ET160031	2	55	2	2	400	130
ET160031	3	75	2.5	2	1500	600
ET160032	1	41	50	56	250	50
ET160032	2	55	30	3	200	150
ET160033	1	44	3	2	540	200
ET160033	2	72	7	2	1300	400
ET160033	3	21	2	95	2000	600
ET160033	4	8	3	2	1200	480
ET160033	5	5	1	2	400	80
ET160033	6	75	3	2	900	300
ET160033	7	41	5	3	700	160
ET160034	1	41	30	56	1500	100
ET160034	2	14	10	46	100	25
ET160034	3	75	4	2	900	325
ET160034	4	76	2	2	1000	325
ET160035	1	41	10	3	400	100
ET160035	2	10	5	3	200	30
ET160035	3	55	3	2	240	250
ET160035	4	75	6	2	1320	670
ET160035	5	76	1	2	300	70
ET160036	1	41	60	56	1800	0
ET160036	2	75	6	2	2400	1125
ET160036	3	125	2	2	800	140
ET160037	1	75	4	3	1600	600
ET160037	2	125	1.5	41	375	200
ET160037	3	76	1	40	450	120
ET160037	4	41	50	60	2000	100
ET160037	5	10	10	3	50	0
ET160037	6	21	11	60	300	0
ET160037	7	14	10	3	1000	100
ET160038	1	75	2	2	1000	600
ET160038	2	41	40	60	800	50
ET160039	1	125	1	2	600	360
ET160039	2	41	50	56	500	150
ET160039	3	44	1	2	600	140
ET160040	1	75	7	2	2450	620
ET160040	2	41	40	56	400	150
ET160040	3	125	3	41	900	250
ET160040	4	44	1	2	400	15
ET160041	1	44	50	1	100	9
ET160041	2	41	50	56	500	88
ET160042	1	44	50	1	150	50
ET160042	2	10	1	3	40	15
ET160042	3	72	2	17	150	50
ET160042	4	75	3	2	1200	800
ET160042	5	76	50	1	250	80
ET160042	6	5	2	2	180	75
ET160042	7	55	2	2	80	30
ET160042	8	41	23	56	480	130
ET160043	1	44	1	3	500	200
ET160043	2	75	4	3	1200	600
ET160043	3	41	30	60	1000	100
ET160043	4	10	3	3	200	50
ET160044	1	41	8	56	160	80
ET160044	2	50	50	1	250	0
ET160044	3	75	2	2	1400	250
ET160045	1	41	80	56	800	0
ET160045	2	44	6	2	2700	120
ET160045	3	55	5	2	600	320
ET160045	4	75	8	2	4400	520
ET160045	5	19	2.5	2	2000	500
ET160046	1	41	15	56	750	20
ET160046	2	44	5	2	700	40
ET160046	3	14	3	10	100	20
ET160046	4	5	5	2	2000	120
ET160046	5	75	6	2	2400	200
ET160047	1	41	20	56	200	50
ET160047	2	75	3	2	1500	400
ET160047	3	124	.5	2	300	50
ET160048	1	44	2	2	600	100
ET160048	2	41	13	56	200	120
ET160048	3	75	10	2	5000	2000
ET160048	4	75	10	2	5000	2000
ET160049	1	41	60	60	150	100
ET160049	2	125	25	1	120	25
ET160049	3	75	2	2	800	250
ET160050	1	44	2	3	500	100
ET160050	2	41	3	56	200	400
ET160050	3	75	1	3	300	200
ET160050	4	55	1	3	200	150
ET160051	1	75	3	2	1600	220
ET160051	2	44	1	41	150	20
ET160051	3	41	20	56	200	50
ET160051	4	125	2	2	1200	210
ET160053	1	44	3	2	960	300
ET160053	2	64	1	2	250	100
ET160053	3	75	7	2	4900	800
ET160053	4	76	2	2	2000	150
ET160053	5	41	200	56	4000	400
ET160054	1	14	6	3	1200	250
ET160054	2	41	60	56	1800	400
ET160054	3	44	4	2	2400	405
ET160054	4	64	1.5	2	750	300
ET160054	5	75	18	2	10800	2300
ET160054	6	76	1	2	900	200
ET160055	1	41	1	2	250	150
ET160055	2	14	2	55	200	100
ET160055	3	55	3	2	600	350
ET160055	4	75	1	2	300	200
ET160056	1	14	5	46	400	0
ET160056	2	75	2	2	800	50
ET160056	3	5	1.5	2	450	250
ET160056	4	41	20	56	600	30
ET160058	1	44	51	1	100	30
ET160058	2	41	50	56	480	150
ET160058	3	55	1	2	120	40
ET160058	4	75	2	2	500	200
ET160058	5	76	50	1	300	100
ET160059	1	41	30	56	300	70
ET160059	2	55	3	2	350	320
ET160059	3	75	3	2	1200	600
ET160059	4	10	10	3	300	10
ET160060	1	44	50	1	200	30
ET160060	2	41	20	56	400	100
ET160060	3	75	3	2	1200	400
ET160061	1	41	15	56	600	-88
ET160061	2	44	.25	1	65	30
ET160061	3	75	2	2	800	150
ET160061	4	21	30	60	300	0
ET160062	1	41	80	60	2000	200
ET160062	2	44	2	2	600	100
ET160063	1	41	16	56	320	40
ET160063	2	75	1	2	400	100
ET160064	1	75	2	2	700	210
ET160064	2	41	42	56	630	200
ET160065	1	75	3	2	1200	550
ET160065	2	41	30	56	600	150
ET160065	3	14	4	46	600	200
ET160066	1	76	2	2	1600	200
ET160066	2	75	4.5	40	850	350
ET160066	3	41	70	56	1400	350
ET160067	1	41	20	56	500	30
ET160067	2	80	300	56	200	0
ET160068	1	75	6	2	3000	600
ET160068	2	125	1.5	40	350	50
ET160068	3	41	100	60	2000	500
ET160068	4	14	4	46	200	10
ET160069	1	41	60	56	2400	250
ET160069	2	44	5	2	2250	132
ET160069	3	75	11	2	3850	900
ET160069	4	125	5	41	1000	500
ET160070	1	41	30	56	600	60
ET160070	2	75	7	2	2800	400
ET160070	3	10	5	55	20	0
ET160071	1	76	1	2	600	250
ET160071	2	75	3	2	1250	500
ET160071	3	44	2	2	800	40
ET160072	1	14	0	88	0	35
ET160072	2	41	10	56	150	50
ET160072	3	75	12	2	6000	5700
ET160073	1	41	60	56	1000	70
ET160073	2	44	1	2	400	41
ET160073	3	55	3.5	2	450	13
ET160073	4	75	4	2	1500	140
ET160074	2	44	3	40	450	52
ET160074	3	55	3	2	300	320
ET160074	4	76	1	2	500	200
ET160075	1	41	11	56	220	0
ET160076	1	76	2	2	2500	650
ET160076	2	75	7	2	3500	800
ET160076	3	44	2	2	640	150
ET160076	4	41	30	56	600	230
ET160077	1	41	20	56	500	30
ET160077	2	75	2	2	800	200
ET160078	1	14	1	2	250	20
ET160078	2	21	150	60	500	0
ET160079	1	41	30	56	600	200
ET160079	2	75	3	2	1200	275
ET160079	3	44	1	2	300	100
ET160079	4	125	2	2	700	200
ET160080	1	41	20	56	200	50
ET160080	2	44	1	41	200	10
ET160080	3	76	1	40	400	150
ET160081	1	75	.5	2	200	106
ET160082	1	44	1	2	300	45
ET160082	2	75	2	2	800	400
ET160083	1	44	25	1	50	20
ET160083	2	10	1	3	40	15
ET160083	3	55	2	2	185	45
ET160083	4	125	4	2	1200	300
ET160083	5	41	13	56	180	60
ET160084	1	41	30	56	600	50
ET160084	2	14	10	46	100	20
ET160084	3	75	3	2	1800	380
ET160084	4	5	1	2	1200	375
ET160085	1	41	40	56	200	0
ET160085	2	75	1.5	2	900	350
ET160085	3	72	5	2	360	200
ET160086	1	75	2.5	3	2000	600
ET160086	2	125	1	3	580	150
ET160086	3	21	2	60	200	0
ET160086	4	14	2	70	160	15
ET160086	5	55	1	70	200	60
ET160087	1	75	10	2	3500	780
ET160087	2	44	3	2	1050	200
ET160088	1	41	150	56	1000	370
ET160088	2	10	18	10	200	0
ET160088	3	75	4	2	2800	400
ET160088	4	124	2	2	600	120
ET160089	1	44	5	2	2000	150
ET160089	2	10	20	3	1600	0
ET160089	3	75	8	2	3200	200
ET160089	4	76	1	2	800	200
ET160090	1	41	30	56	500	150
ET160090	2	44	2	2	1000	100
ET160090	3	75	10	2	5000	300
ET160090	4	5	3	2	1200	100
ET160090	5	124	1	2	700	80
ET160091	1	41	30	56	1500	250
ET160091	2	44	4	2	1600	300
ET160091	3	76	1	2	900	300
ET160091	4	5	4	2	1600	200
ET160092	1	75	9	2	3600	500
ET160092	2	41	70	56	2000	110
ET160093	1	44	3	2	1350	500
ET160093	2	14	3	3	1200	110
ET160093	3	72	20	17	400	60
ET160093	4	75	8	2	3600	1870
ET160093	5	76	1	2	1000	100
ET160093	6	10	48	3	1540	48
ET160094	1	44	2	2	800	50
ET160094	2	41	12	56	480	180
ET160094	3	72	2	17	80	25
ET160094	4	55	1	2	50	20
ET160094	5	75	1	2	400	150
ET160094	6	124	2	2	800	300
ET160095	1	44	1	2	450	0
ET160095	2	10	2	55	150	0
ET160096	1	41	55	56	550	40
ET160096	2	75	6	2	3000	200
ET160096	3	44	2	2	900	80
ET160096	4	5	2	40	600	50
ET160096	5	14	4	3	1200	45
ET160097	1	75	10	3	4000	1200
ET160097	2	14	3	3	1800	100
ET160097	3	76	1	3	800	100
ET160097	4	44	1	2	350	50
ET160098	1	14	15	2	3500	500
ET160098	2	44	2	2	600	30
ET160098	3	125	1.5	2	600	275
ET160098	4	75	6	2	2700	900
ET160098	5	76	50	1	300	45
ET160099	1	44	2	2	800	350
ET160099	2	10	2	55	50	0
ET160099	3	75	2	2	800	300
ET160100	1	75	4	2	1600	450
ET160100	2	10	2	3	60	20
ET160100	3	55	1	1	70	25
ET170001	1	11	3	95	525	0
ET170003	1	75	1	2	600	400
ET170004	1	5	3.5	2	2275	250
ET170004	2	75	1	2	600	300
ET170004	3	123	2	2	760	330
ET170005	1	5	3.5	2	2275	400
ET170005	2	75	1	2	600	100
ET170006	1	75	3	2	1800	600
ET170006	2	42	1	2	600	168
ET170006	3	5	1.5	2	975	300
ET170007	1	5	16	2	10400	800
ET170007	2	75	8	2	4800	500
ET170007	3	123	1	2	380	200
ET170008	1	75	5	2	3000	156
ET170008	2	123	.5	2	190	110
ET170008	3	11	3	49	75	250
ET170009	1	11	0	88	0	0
ET170009	2	5	3.75	2	2437	600
ET170009	3	43	.25	1	91.25	54
ET170009	4	75	1	2	600	680
ET170010	1	11	130	5	3900	0
ET170011	1	5	3	2	1950	2860
ET170011	2	75	1	2	600	1500
ET170011	3	11	60	54	1080	0
ET170012	1	5	400	1	2600	900
ET170012	2	75	700	1	4200	1400
ET170013	1	11	4	95	120	80
ET170013	2	75	5	2	3000	300
ET170013	3	64	2	2	860	200
ET170015	1	5	3	2	1950	350
ET170015	2	76	1	2	960	180
ET170015	3	75	1	2	600	320
ET170015	4	123	1	2	380	75
ET170015	5	8	.5	2	410	180
ET170016	1	11	20	54	360	0
ET170017	1	75	4.5	2	2700	1020
ET170017	2	5	5	2	3250	1000
ET170017	3	11	45	54	810	0
ET170018	1	11	80	54	1440	0
ET170018	2	5	5	2	3250	200
ET170018	3	75	4	2	2400	200
ET170019	1	11	15	95	3000	0
ET170019	2	123	200	1	760	400
ET170019	3	75	300	1	1800	300
ET170019	4	5	600	1	3900	500
ET170020	1	11	60	5	1800	0
ET170021	1	11	183	5	0	90
ET170021	2	5	2	2	1300	100
ET170021	3	123	50	1	190	50
ET170021	4	8	50	1	412.5	100
ET170022	1	11	360	1	900	0
ET170022	2	5	4	2	2600	280
ET170022	3	75	3	2	1800	270
ET170022	4	8	4	5	120	40
ET170023	1	11	120	5	3600	100
ET170023	2	75	2	2	1200	600
ET170023	3	5	1	2	650	200
ET170023	4	49	1	2	480	100
ET170023	5	76	.5	2	480	200
ET170023	6	123	.5	2	190	140
ET170024	1	5	3	2	0	180
ET170024	2	75	1	2	0	160
ET170025	1	11	20	1	50	0
ET170026	1	76	1	2	960	130
ET170026	2	75	4	2	2400	250
ET170026	3	49	4	2	0	40
ET170026	4	5	4	2	2600	600
ET170026	5	123	2	2	760	80
ET170026	6	11	25	5	750	0
ET170027	1	11	320	1	800	0
ET170027	2	5	2	2	1300	600
ET170027	3	75	4	2	2400	1300
ET170028	1	11	20	95	1400	0
ET170028	2	5	3	2	1800	600
ET170028	3	8	.5	1	412.5	380
ET170028	4	75	1	2	600	500
ET170029	1	75	3	2	1800	600
ET170029	2	123	1	2	380	200
ET170030	1	5	4	2	2600	900
ET170030	2	75	5	2	3000	750
ET170030	3	76	50	1	480	200
ET170030	4	11	320	1	800	0
ET170031	1	5	2	2	1300	160
ET170031	2	75	50	1	300	50
ET170032	1	75	2	2	1200	750
ET170032	2	76	.5	2	480	150
ET170032	3	5	2	2	1300	600
ET170032	4	123	1	2	380	400
ET170032	5	11	30	54	540	0
ET170033	1	75	2	2	1200	160
ET170033	2	123	1	2	380	200
ET170033	3	8	.5	2	412.5	100
ET170034	1	8	4	2	3300	400
ET170034	2	42	3	2	1095	350
ET170034	3	75	2.5	2	1500	700
ET170034	4	5	3	2	1950	600
ET170034	5	123	.5	2	190	100
ET170035	1	75	4	2	2400	400
ET170035	2	5	8	2	5200	1200
ET170035	3	43	.5	2	182.5	54
ET170036	1	11	39	95	2730	0
ET170036	2	5	2	2	1300	180
ET170036	3	75	1	2	600	300
ET170036	4	123	175	1	665	200
ET170037	1	75	3	2	1800	700
ET170037	2	5	3	2	1950	1000
ET170037	3	123	1.5	2	570	300
ET170037	4	11	20	54	360	0
ET170038	1	75	200	1	1200	350
ET170038	2	123	50	1	190	0
ET170038	3	5	200	1	1300	350
ET170038	4	43	100	1	365	50
ET170039	1	76	100	1	960	250
ET170039	2	75	400	1	2400	650
ET170039	3	5	400	1	2600	900
ET170041	1	75	600	1	3600	950
ET170041	2	75	400	1	2400	550
ET170041	3	123	150	1	570	130
ET170042	1	5	5	2	3250	600
ET170042	2	8	2	2	1650	300
ET170043	1	11	700	1	1750	0
ET170043	2	5	400	1	2400	500
ET170043	3	75	6	2	3600	800
ET170045	1	5	0	88	-88	600
ET170045	2	75	2	2	1200	300
ET170045	3	123	1	2	380	450
ET170045	4	44	0	88	-88	16
ET170045	5	50	0	88	-88	36
ET170046	1	5	2	2	1300	60
ET170046	2	11	10	54	180	0
ET170047	1	8	.5	1	412.5	250
ET170047	2	123	100	1	380	500
ET170047	3	43	.5	1	182.5	250
ET170047	4	11	90	5	2700	-77
ET170048	1	5	3	2	1950	250
ET170048	2	123	1	2	380	260
ET170048	3	8	.5	2	412.5	180
ET170048	4	75	1	2	600	200
ET170049	1	5	6	2	3900	700
ET170049	2	75	6	2	3600	700
ET170049	3	76	.5	2	480	230
ET170050	1	5	500	1	3250	700
ET170050	2	75	600	1	3600	950
ET170050	3	11	10	95	2000	0
ET170051	1	11	200	5	250	60
ET170051	2	75	3	2	1800	100
ET170051	3	8	.5	2	412.5	60
ET170051	4	5	3	2	1950	100
ET170051	5	123	2	2	760	100
ET170052	1	5	3	2	1950	1200
ET170052	2	42	.6	2	0	75
ET170052	3	75	5	2	3000	360
ET170052	4	123	4	2	1520	180
ET170052	5	43	.4	2	146	60
ET170053	1	75	3	2	1800	700
ET170053	2	123	4	2	1520	280
ET170053	3	5	2	2	1300	320
ET170054	1	75	1	2	600	300
ET170054	2	64	2	2	860	300
ET170054	3	5	2	2	1300	200
ET170055	1	5	3	2	1950	260
ET170055	2	75	4	2	2400	400
ET170055	3	49	2	2	2400	200
ET170056	1	5	1.5	2	975	500
ET170056	2	75	1	2	600	0
ET170057	1	11	15	95	0	0
ET170057	2	5	2	2	1300	0
ET170057	3	75	50	1	300	0
ET170057	4	123	2	2	760	0
ET170058	1	5	3	2	1950	1100
ET170058	2	123	2	2	760	500
ET170059	1	11	90	5	2700	50
ET170059	2	75	2	2	1200	400
ET170059	3	44	2	2	800	100
ET170061	1	11	15	95	2625	0
ET170061	2	75	500	1	3000	750
ET170061	3	123	100	1	380	250
ET170062	1	75	2	2	1300	200
ET170062	2	5	1.5	2	975	350
ET170062	3	49	1	2	1200	100
ET170063	1	75	9	2	5400	2100
ET170063	2	5	7	2	4550	400
ET170063	3	123	.5	2	190	100
ET170063	4	11	50	54	900	0
ET170064	1	11	360	5	10800	200
ET170064	2	5	4	2	2600	250
ET170064	3	75	2	2	1200	200
ET170064	4	12	50	41	2500	470
ET170065	1	8	1	2	825	600
ET170065	2	5	1	2	650	115
ET170065	3	75	1	2	600	115
ET170065	4	123	1	2	380	60
ET170065	5	43	.5	2	182.5	100
ET170066	1	5	4	2	2600	600
ET170066	2	75	2	2	1200	250
ET170066	3	123	50	1	190	45
ET170067	1	75	100	1	600	300
ET170067	2	5	200	1	1300	650
ET170069	1	5	5	2	3250	88
ET170069	2	75	3	2	1800	88
ET170069	3	49	4	2	4800	88
ET170070	1	75	5	2	3000	600
ET170070	2	5	11	2	7150	200
ET170071	1	5	3	2	1950	350
ET170072	1	11	200	5	6000	-77
ET170074	1	5	20	1	130	25
ET170074	2	75	4	1	24	350
ET170075	1	5	3	2	1950	180
ET170075	2	75	4	2	2400	200
ET170076	1	11	0	88	0	0
ET170076	2	5	7	2	4550	1500
ET170076	3	76	3	2	2880	300
ET170076	4	123	2	2	760	180
ET170076	5	43	1	2	360	18
ET170077	1	5	6	2	3900	500
ET170078	1	5	2	2	1300	800
ET170078	2	75	2	2	1200	600
ET170078	3	123	50	1	190	120
ET170079	1	123	2	2	760	220
ET170079	2	75	5	2	3000	1000
ET170079	3	8	2	2	1650	200
ET170079	4	5	6	2	3900	500
ET170080	1	5	5	2	3250	400
ET170080	2	75	9	2	5400	1000
ET170080	3	49	12	2	14400	400
ET170080	4	8	1	2	825	200
ET170080	5	123	2	2	760	150
ET170081	1	75	4	2	2400	800
ET170081	2	5	2	2	1300	400
ET170081	3	11	30	54	540	0
ET170082	2	76	1	1	960	200
ET170082	3	5	3	1	1300	350
ET170082	4	75	2	1	1200	150
ET170083	1	11	10	5	300	120
ET170083	2	123	1	2	380	200
ET170083	3	5	.25	2	162.5	100
ET170083	4	75	2	2	1200	300
ET170084	1	75	300	1	1800	500
ET170084	2	5	200	1	1300	450
ET170084	3	43	50	1	182.5	150
ET170085	1	75	1.5	2	900	100
ET170085	2	123	1	2	380	120
ET170085	3	5	1	2	650	50
ET170086	1	5	2	2	1300	600
ET170086	2	75	1	2	600	400
ET170086	3	11	20	54	360	0
ET170087	1	44	50	1	20000	30
ET170087	2	5	4	2	2600	800
ET170087	3	123	1	2	380	200
ET170087	4	42	1	2	600	100
ET170087	5	75	4	2	2400	750
ET170089	1	75	1	2	600	200
ET170089	2	5	1.5	2	950	200
ET170090	1	11	20	54	360	0
ET170090	2	5	2	2	1300	270
ET170090	3	15	1	2	600	140
ET170090	4	75	3	2	1800	260
ET170091	1	11	70	54	1260	0
ET170091	2	5	10	2	6500	400
