CHILDID	SUPPRGID	SUPKNDR3	SUPWHOR3	SUPSRTR3	SUPENDR3	SUPFRQR3	SUPRIDR3	SUPEXPR3	SUIMR301	SUIMR302
ET130009	1	9	6	1995	-99	10	80	4	5	88
ET130009	2	8	6	1998	-99	10	80	4	5	88
ET130009	3	16	15	1999	2001	11	3	5	5	88
ET130009	4	5	13	2001	-99	4	80	5	1	88
ET130010	1	7	6	1998	-99	10	80	4	3	88
ET130010	2	9	6	1999	-99	10	80	4	5	88
ET130010	3	17	6	1998	-99	9	80	4	5	88
ET130011	1	7	6	2000	-99	10	80	4	3	88
ET130011	2	8	6	2000	-99	10	80	4	3	88
ET130011	3	9	6	2000	-99	10	80	4	3	5
ET130011	4	11	6	2000	-99	10	80	4	3	88
ET130012	1	9	6	1998	-99	10	80	4	5	88
ET130012	2	8	6	1998	-99	10	80	4	5	88
ET130013	1	17	6	1995	-99	5	80	5	5	88
ET130013	2	9	6	1995	-99	5	80	5	5	88
ET130013	3	7	6	1999	-99	5	80	5	5	88
ET130013	4	8	6	2000	-99	5	80	5	5	88
ET130014	1	9	6	1997	-99	10	80	4	3	88
ET130015	1	9	6	1997	-99	5	80	4	3	88
ET130016	1	8	6	1991	-99	4	2	5	3	88
ET130016	2	9	6	1996	-99	7	80	4	3	88
ET130017	1	9	6	1999	-99	10	80	4	5	88
ET130017	2	8	6	1999	-99	10	80	4	5	88
ET130017	3	7	6	1999	-99	10	80	5	5	88
ET130018	1	9	6	1995	-99	9	80	3	3	4
ET130018	2	8	6	2000	-99	9	80	4	4	3
ET130018	3	7	6	1998	-99	10	80	4	4	88
ET130019	1	9	6	1995	-99	9	80	4	3	4
ET130019	2	8	6	2000	-99	9	80	4	3	4
ET130019	3	7	6	1999	-99	10	80	4	4	88
ET130021	1	7	6	1998	-99	10	80	4	5	88
ET130021	2	8	6	1998	-99	10	80	4	5	88
ET130022	1	8	6	1995	-99	8	2	4	3	88
ET130022	2	9	6	2001	-99	7	80	3	3	88
ET130023	1	9	6	1998	-99	10	80	4	5	3
ET130023	2	7	6	1998	-99	10	80	4	3	5
ET130023	3	5	36	2000	-99	8	80	4	1	88
ET130023	4	11	6	1996	-99	10	80	4	3	88
ET130024	1	8	6	1993	-99	8	2	3	3	88
ET130024	2	9	6	1998	-99	10	80	3	5	88
ET130024	3	7	6	2000	-99	10	80	4	3	88
ET130025	1	8	6	2002	-99	4	80	5	5	88
ET130025	2	9	6	2002	-99	4	80	5	5	88
ET130025	3	7	6	2002	-99	4	80	5	5	88
ET130025	4	17	6	2002	-99	4	80	5	5	88
ET130026	1	9	6	1997	-99	10	80	2	5	88
ET130027	1	1	5	1989	-99	10	80	5	1	88
ET130027	2	7	6	1994	-99	10	80	4	5	88
ET130027	3	8	6	1994	-99	10	80	5	5	88
ET130027	4	9	6	1997	-99	10	80	4	5	88
ET130028	1	8	6	1998	-99	7	80	4	5	88
ET130028	2	7	6	1998	-99	7	80	4	5	88
ET130029	1	8	6	1995	-99	10	2	5	3	88
ET130029	2	14	17	2000	-99	7	80	2	1	88
ET130029	3	9	6	1993	-99	5	80	3	3	88
ET130030	1	9	6	1994	-99	10	80	4	5	88
ET130030	2	8	6	1994	-99	10	80	4	5	88
ET130030	3	1	5	1985	-99	4	80	5	2	88
ET130030	4	19	36	2000	-99	4	80	4	2	88
ET130031	1	7	6	1999	-99	10	80	3	5	88
ET130031	2	8	6	1999	-99	10	80	4	3	88
ET130031	3	9	6	1998	-99	10	80	3	5	88
ET130032	1	7	6	2000	-99	10	80	4	5	88
ET130032	2	8	6	1999	-99	10	80	4	3	88
ET130032	3	9	6	1998	-99	10	80	4	5	88
ET130032	4	5	15	1996	-99	10	80	4	2	4
ET130033	1	8	6	1998	-99	8	2	5	3	88
ET130033	2	9	6	1999	-99	8	80	5	3	88
ET130033	3	13	6	2000	-99	3	2	3	3	88
ET130034	1	9	6	1998	-99	10	80	4	5	88
ET130034	2	8	6	1995	-99	10	80	3	5	88
ET130035	1	7	6	1998	-99	10	80	4	5	88
ET130035	2	8	6	1998	-99	10	80	4	5	88
ET130036	1	7	6	2000	-99	10	80	4	3	88
ET130036	2	8	6	2000	-99	10	80	4	3	88
ET130036	3	9	6	2000	-99	10	80	4	3	5
ET130036	4	5	13	1999	-99	4	80	4	2	88
ET130037	1	7	6	1998	-99	10	80	4	5	88
ET130037	2	8	6	1998	-99	7	80	4	5	88
ET130037	3	9	6	1998	-99	7	80	4	5	88
ET130039	1	3	39	2001	-99	10	80	1	7	88
ET130039	2	9	6	1998	-99	10	80	2	3	5
ET130040	1	7	6	1998	-99	10	80	4	5	88
ET130040	2	8	6	1998	-99	10	80	4	5	88
ET130040	3	4	4	2000	-99	5	80	4	2	88
ET130040	4	19	15	1998	-99	11	80	4	9	88
ET130041	1	7	6	1988	-99	10	80	4	5	88
ET130041	2	8	6	1988	-99	7	80	4	5	88
ET130041	3	9	6	1988	-99	7	80	4	5	88
ET130041	4	11	6	1988	-99	7	80	5	5	88
ET130042	1	8	6	1990	-99	9	2	4	3	88
ET130042	2	16	8	2001	-99	10	9	5	1	88
ET130043	1	9	6	1994	-99	10	80	4	5	88
ET130043	2	8	6	1994	-99	10	80	4	5	88
ET130043	3	14	15	2000	-99	4	80	4	5	88
ET130044	1	9	6	1995	-99	8	80	3	3	88
ET130044	2	8	6	2000	-99	6	80	4	4	3
ET130044	3	7	6	1999	-99	5	80	4	4	88
ET130045	1	5	13	1996	-99	4	1	4	1	88
ET130045	2	9	6	1990	-99	7	80	3	5	88
ET130045	3	8	6	1992	-99	10	2	4	3	88
ET130046	1	7	6	1998	-99	10	80	5	5	88
ET130046	2	8	6	1998	-99	10	80	5	5	88
ET130046	3	9	6	1998	-99	10	80	5	5	88
ET130046	4	17	6	1998	-99	10	80	5	5	88
ET130047	1	16	15	2001	-99	9	0	5	4	88
ET130047	2	7	6	1999	-99	5	80	5	5	88
ET130047	3	17	6	1995	-99	5	80	5	5	88
ET130047	4	9	6	1998	-99	5	80	5	5	88
ET130048	1	5	5	2000	-99	2	80	5	4	88
ET130048	2	8	6	2000	-99	2	80	5	5	88
ET130048	3	7	6	2000	-99	2	80	5	5	88
ET130048	4	17	6	1995	-99	2	80	5	5	88
ET130049	1	8	6	1994	-99	10	2	5	3	88
ET130049	2	1	5	1985	-99	2	1	5	1	88
ET130050	1	9	6	1998	-99	10	80	2	3	5
ET130050	2	8	6	1998	-99	10	80	4	5	88
ET130051	1	7	6	1999	-99	10	80	5	5	88
ET130051	2	8	6	2000	-99	10	80	5	5	88
ET130051	3	9	6	1995	-99	10	80	5	5	88
ET130051	4	17	6	1995	-99	10	80	5	5	88
ET130052	1	7	6	2000	-99	10	80	4	3	88
ET130052	2	8	6	2000	-99	10	80	4	5	88
ET130052	3	17	6	2000	-99	10	80	4	3	5
ET130053	1	7	6	1999	-99	9	80	4	3	88
ET130053	2	8	6	1999	-99	9	80	4	3	88
ET130053	3	17	6	1999	-99	9	80	4	3	5
ET130054	1	7	6	2000	-99	10	88	4	3	88
ET130054	2	8	6	2000	-99	10	80	4	3	88
ET130054	3	9	6	2000	-99	10	80	4	3	5
ET130055	1	7	6	2000	-99	10	80	4	3	88
ET130055	2	8	6	2000	-99	10	80	4	3	88
ET130055	3	9	6	2000	-99	10	80	4	3	88
ET130057	1	7	6	1988	-99	10	80	4	5	88
ET130057	2	8	6	1985	-99	5	80	4	5	88
ET130057	3	9	6	1987	-99	10	80	4	5	88
ET130057	4	11	6	1988	-99	10	80	4	5	88
ET130058	1	7	6	1999	-99	10	80	4	3	88
ET130058	2	8	6	1999	-99	10	80	4	3	88
ET130058	3	9	6	1999	-99	10	80	4	3	5
ET130059	1	9	6	1995	-99	9	80	4	3	5
ET130059	2	8	6	2000	-99	8	80	5	5	3
ET130059	3	7	6	1999	-99	8	80	4	5	88
ET130060	1	1	5	2001	-99	5	1	4	1	88
ET130060	2	8	6	2001	-99	8	2	4	3	88
ET130062	1	9	6	1997	-99	10	80	4	3	88
ET130063	1	9	6	1990	-99	10	80	4	5	88
ET130063	2	8	6	1998	-99	10	80	4	5	88
ET130063	3	1	5	1985	-99	4	80	4	2	1
ET130064	1	7	6	1999	-99	4	80	5	5	88
ET130064	2	8	6	2000	-99	4	80	5	5	88
ET130064	3	17	6	1995	-99	4	80	5	5	88
ET130064	4	9	6	1995	-99	4	80	5	5	88
ET130065	1	7	6	1985	-99	5	80	5	5	88
ET130065	2	8	6	2000	-99	5	80	5	5	88
ET130065	3	9	6	1995	-99	5	80	5	5	88
ET130065	4	17	6	2000	-99	5	80	5	5	88
ET130066	1	9	6	1995	-99	9	80	4	3	88
ET130066	2	8	6	2000	-99	8	80	5	3	88
ET130066	3	7	6	1999	-99	10	80	5	3	88
ET130067	1	7	6	2000	-99	9	80	4	5	88
ET130067	2	8	6	1999	-99	10	80	4	3	88
ET130067	3	9	6	1998	-99	10	80	4	5	88
ET130068	1	9	6	1997	-99	10	80	2	3	88
ET130070	1	7	6	1998	-99	9	80	4	3	88
ET130070	2	8	6	1998	-99	10	80	4	5	88
ET130070	3	9	6	1998	-99	10	80	4	5	88
ET130071	1	9	6	1999	-99	10	80	5	5	88
ET130071	2	8	6	1999	-99	10	2	5	5	88
ET130071	3	5	13	1994	-99	4	80	4	1	88
ET130072	1	11	6	1990	-99	4	90	5	5	88
ET130072	2	8	6	1986	-99	10	2	5	5	88
ET130073	1	7	6	2000	-99	9	80	4	3	88
ET130073	2	8	6	2000	-99	9	80	4	3	88
ET130073	3	9	6	2000	-99	9	80	4	3	5
ET130075	1	9	6	1998	-99	10	80	4	3	88
ET130075	2	8	6	1997	-99	9	80	4	3	88
ET130075	3	17	6	1997	-99	10	80	4	5	88
ET130076	1	9	6	1998	-99	10	80	4	5	88
ET130076	2	8	6	1999	-99	10	2	5	5	88
ET130079	1	9	6	1995	-99	9	80	4	5	3
ET130079	2	8	6	2000	-99	8	80	4	3	88
ET130079	3	7	6	1999	-99	8	80	5	5	88
ET130080	1	9	6	2001	-99	4	2	4	5	88
ET130081	1	8	6	2000	-99	8	2	4	3	88
ET130081	2	9	6	1995	-99	5	80	5	3	88
ET130082	1	9	6	1999	-99	10	80	4	3	88
ET130082	2	7	6	1998	-99	10	80	5	3	88
ET130082	3	8	6	1997	-99	10	80	4	5	88
ET130083	1	1	5	1985	-99	4	80	4	1	2
ET130083	2	8	6	1994	-99	10	2	5	5	88
ET130083	3	9	6	1994	-99	10	80	4	5	88
ET130084	1	1	5	1985	-99	4	80	4	2	88
ET130084	2	8	6	1999	-99	10	9	5	5	88
ET130084	3	9	6	1999	-99	10	80	3	5	88
ET130084	4	5	13	1998	-99	4	80	5	1	88
ET130085	1	8	6	1998	-99	10	80	4	5	88
ET130085	2	7	6	1998	-99	10	80	4	5	88
ET130085	3	11	6	1998	-99	10	80	4	5	88
ET130085	4	17	7	1998	-99	7	80	4	5	88
ET130086	1	9	6	1998	-99	10	80	4	5	88
ET130086	2	7	6	1999	-99	10	80	4	3	88
ET130086	3	8	6	1998	-99	4	80	4	5	88
ET130086	4	1	5	1985	-99	4	80	4	1	88
ET130087	1	9	6	1995	-99	9	80	5	3	88
ET130087	2	8	6	2000	-99	8	80	5	5	3
ET130087	3	7	6	1999	-99	8	80	4	4	5
ET130088	1	5	13	1998	-99	4	80	4	1	88
ET130088	2	8	6	1990	-99	10	2	5	3	88
ET130088	3	9	6	1993	-99	7	80	4	3	88
ET130089	1	7	6	1999	-99	10	80	5	5	88
ET130089	2	8	6	2000	-99	10	80	5	5	88
ET130089	3	17	6	1995	-99	10	80	5	5	88
ET130089	4	9	6	1995	-99	10	80	5	5	88
ET130090	1	8	6	1999	-99	10	2	5	5	88
ET130090	2	9	6	1999	-99	10	80	4	5	88
ET130091	1	9	6	1999	-99	10	80	3	3	5
ET130091	2	8	6	1995	-99	10	80	4	5	88
ET130092	1	9	6	1995	-99	5	80	3	3	88
ET130092	2	15	11	1996	-99	10	80	5	6	88
ET130093	1	7	6	1989	-99	10	80	4	5	88
ET130093	2	8	6	1988	-99	10	80	5	5	88
ET130093	3	9	6	1988	-99	10	80	4	5	88
ET130093	4	11	6	1989	-99	10	80	4	5	88
ET130094	1	8	6	1998	-99	10	80	4	5	88
ET130095	1	17	6	1998	-99	7	80	4	5	88
ET130095	2	8	6	1998	-99	10	80	4	3	88
ET130095	3	9	6	1998	-99	10	80	5	5	88
ET130095	4	7	6	1998	-99	7	80	4	5	88
ET130096	1	7	6	1999	-99	4	80	5	5	88
ET130096	2	8	6	2000	-99	4	80	5	5	88
ET130096	3	17	6	1999	-99	4	80	5	5	88
ET130096	4	9	6	1995	-99	4	80	5	5	88
ET130097	1	7	6	2000	-99	9	80	4	3	5
ET130097	2	8	6	1999	-99	9	80	4	3	5
ET130097	3	15	36	1997	-99	4	80	4	5	88
ET130097	4	9	6	1998	-99	10	80	4	5	88
ET130098	1	7	6	1998	-99	10	80	4	5	88
ET130098	2	8	6	1998	-99	10	80	4	5	88
ET130099	1	7	6	1988	-99	10	80	4	5	88
ET130099	2	8	6	1988	-99	9	80	5	5	88
ET130099	3	9	6	1989	-99	10	80	4	5	88
ET130099	4	11	6	1988	-99	10	80	4	5	88
ET130100	1	7	6	1993	-99	10	80	5	5	88
ET130100	2	8	6	1989	-99	10	80	4	5	88
ET130100	3	9	6	1989	-99	4	80	4	5	88
ET130100	4	11	6	1993	-99	10	80	5	5	88
ET140001	1	8	6	2000	-99	77	2	4	2	88
ET140001	2	7	6	2000	-99	77	80	4	5	88
ET140001	3	5	13	2000	2000	4	80	4	2	88
ET140002	1	8	6	2000	-99	77	2	4	5	88
ET140002	2	7	6	2000	-99	77	80	4	5	88
ET140002	3	5	13	2000	2000	4	2	4	4	88
ET140003	1	7	6	2000	-99	77	1	4	5	88
ET140004	1	7	6	2000	-99	77	2	4	5	88
ET140004	2	8	6	2000	-99	77	2	4	5	88
ET140005	1	7	6	2000	-99	77	2	4	5	88
ET140005	2	5	13	2000	2000	4	2	4	2	88
ET140006	1	8	6	2000	-99	77	2	4	5	88
ET140007	1	7	6	2000	-99	77	2	4	5	88
ET140008	1	7	6	2001	-99	77	2	4	5	88
ET140008	2	8	6	2000	-99	77	2	4	2	88
ET140008	3	5	13	2001	2002	4	80	4	2	88
ET140009	1	7	6	2000	-99	10	2	4	5	88
ET140010	1	19	15	2000	-99	77	0	4	2	88
ET140010	2	7	6	2000	-99	77	2	4	5	88
ET140011	1	7	6	2001	2001	5	2	4	4	5
ET140011	2	1	5	1998	-99	4	1	5	1	88
ET140011	3	8	6	1999	-99	10	2	5	5	88
ET140014	1	9	6	2001	-99	6	1	4	5	6
ET140016	1	7	15	1998	-99	77	1	4	3	88
ET140017	1	7	36	2001	2001	4	6	5	3	88
ET140018	1	8	6	2002	-99	4	2	4	5	88
ET140020	1	7	15	2000	-99	77	3	4	5	88
ET140020	2	6	15	2000	-99	77	3	4	9	88
ET140021	1	7	6	2001	-99	77	80	4	5	88
ET140023	1	16	15	1997	-99	4	0	2	4	88
ET140024	1	5	15	2001	-99	10	2	4	4	1
ET140025	1	19	15	2001	2002	10	5	1	2	88
ET140025	2	19	15	1999	-99	5	0	1	9	88
ET140025	3	19	15	2000	-99	8	1	4	3	5
ET140025	4	19	15	2000	-99	4	0	3	4	88
ET140026	1	12	15	2002	-99	4	7	4	4	88
ET140026	2	19	15	2002	-99	4	80	4	9	88
ET140028	1	8	6	1999	-99	8	3	5	9	88
ET140028	2	7	15	2000	2001	4	80	4	5	88
ET140028	3	16	15	1999	2001	4	4	4	9	88
ET140029	1	8	6	1996	-99	8	3	4	3	88
ET140029	2	7	6	1999	-99	8	16	4	3	88
ET140030	1	8	6	2000	-99	8	2	4	3	88
ET140030	2	7	15	1997	-99	8	80	4	3	88
ET140031	1	8	6	1999	-99	8	3	4	3	88
ET140031	2	7	15	1998	-99	4	2	4	5	88
ET140032	1	8	6	1998	-99	7	2	4	3	88
ET140032	2	8	15	1995	-99	4	2	4	3	88
ET140034	1	19	15	1999	-99	10	80	4	1	2
ET140037	1	8	6	1988	-99	77	3	4	9	88
ET140037	2	9	6	-77	-99	77	0	4	5	88
ET140038	1	7	15	2001	-99	77	80	4	5	88
ET140038	2	8	6	1992	-99	8	2	4	9	88
ET140039	1	16	15	2000	-99	4	4	3	4	88
ET140039	2	19	15	2000	2001	11	80	4	9	88
ET140039	3	19	15	2000	-99	77	0	3	2	88
ET140039	4	19	15	2002	-99	4	0	5	4	88
ET140040	1	7	6	2001	-99	4	4	2	5	88
ET140041	1	7	6	2001	-99	2	2	4	5	88
ET140041	2	8	6	2000	-99	2	2	5	9	88
ET140042	1	7	6	2001	2001	4	4	4	5	88
ET140043	1	8	6	2002	-99	6	2	4	5	88
ET140044	1	8	6	2000	-99	4	6	5	5	88
ET140045	1	16	15	1999	-99	7	4	3	4	88
ET140046	1	8	6	2001	-99	5	2	4	9	88
ET140047	1	9	6	2001	2001	7	80	4	5	88
ET140048	1	17	15	1999	-99	77	8	4	3	5
ET140048	2	7	15	1999	-99	77	8	4	3	5
ET140048	3	16	15	1999	-99	10	4	4	4	88
ET140048	4	5	15	1999	-99	11	4	1	4	2
ET140049	1	7	6	2002	-99	4	1	4	5	88
ET140050	1	11	6	2000	-99	5	2	4	5	88
ET140050	2	5	13	2000	-99	4	2	5	4	88
ET140051	1	7	6	2001	2001	4	1	4	5	88
ET140051	2	13	36	2001	2001	4	1	4	9	88
ET140052	1	7	6	2001	2001	4	3	4	5	88
ET140053	1	7	6	1999	-99	10	2	4	5	88
ET140053	2	8	6	1999	-99	10	2	4	3	88
ET140054	1	8	6	2001	2001	4	8	5	5	88
ET140055	1	7	15	2001	2001	4	2	5	5	88
ET140055	2	13	36	2001	2001	10	7	4	9	88
ET140056	1	7	36	2001	2001	4	2	5	5	88
ET140056	2	13	36	2001	2001	4	2	5	9	88
ET140057	1	9	6	1998	-99	7	2	4	5	88
ET140058	1	7	6	2001	2001	4	2	3	5	88
ET140059	1	13	15	2002	-99	4	1	5	9	88
ET140060	1	8	36	2001	2001	4	7	4	9	88
ET140060	2	13	15	2001	2001	4	4	4	9	88
ET140061	1	7	6	2001	2001	4	2	4	5	88
ET140061	2	2	36	2001	-99	5	7	5	9	88
ET140062	1	7	6	2001	2001	4	2	4	5	88
ET140064	1	7	6	2001	2001	4	80	4	9	88
ET140065	1	7	6	1994	-99	8	2	4	5	88
ET140065	2	8	6	1994	-99	8	2	4	5	88
ET140066	1	18	36	2002	-99	4	10	4	9	88
ET140066	2	7	6	1999	-99	10	2	4	3	88
ET140067	1	19	15	1994	1994	77	4	2	9	88
ET140068	1	8	6	2001	-99	7	3	4	3	88
ET140069	1	7	6	1999	-99	7	2	4	3	88
ET140069	2	8	6	1999	-99	7	2	4	5	88
ET140070	1	19	15	1998	-99	4	7	4	1	88
ET140070	2	16	15	1998	-99	4	7	4	9	88
ET140070	3	19	15	1998	-99	77	7	4	9	88
ET140071	1	19	15	2000	-99	8	0	2	2	88
ET140072	1	7	6	1999	-99	5	80	4	3	88
ET140072	2	8	6	1999	-99	5	80	4	3	88
ET140073	1	8	6	1999	-99	8	2	4	3	88
ET140073	2	7	6	1999	-99	8	2	4	3	88
ET140074	1	7	6	2001	-99	11	2	4	5	88
ET140075	1	9	6	2000	-99	5	2	4	6	5
ET140077	1	8	6	2001	2001	4	80	4	3	88
ET140078	1	19	15	1996	-99	10	5	4	2	1
ET140078	2	9	6	2000	-99	10	2	4	5	88
ET140079	1	9	6	2000	-99	7	2	4	5	88
ET140081	1	19	36	1990	-99	4	1	3	1	88
ET140081	2	9	6	1999	-99	5	2	4	5	88
ET140082	1	7	6	1999	-99	77	80	5	3	5
ET140082	2	5	13	2002	-99	10	1	4	4	2
ET140083	1	7	15	2000	-99	11	80	4	5	3
ET140083	2	2	15	2000	-99	10	2	5	3	8
ET140083	3	8	6	2000	-99	8	2	4	3	5
ET140084	1	7	15	1998	-99	77	80	4	3	88
ET140084	2	8	6	1998	-99	8	2	4	3	5
ET140085	1	7	15	1998	-99	77	1	4	3	88
ET140086	1	7	15	1999	-99	77	80	4	5	3
ET140086	2	8	6	1998	-99	10	2	4	3	5
ET140087	1	7	15	2002	-99	3	80	4	3	88
ET140089	1	9	6	1998	-99	10	80	4	5	88
ET140089	2	8	6	1998	-99	10	80	4	5	88
ET140090	1	7	6	1988	-99	5	80	4	5	88
ET140090	2	8	6	1988	-99	5	80	4	4	88
ET140090	3	9	6	1988	-99	10	80	4	5	88
ET140091	1	7	15	2000	-99	77	80	4	5	3
ET140091	2	8	6	1990	-99	8	2	4	3	5
ET140092	1	8	6	2000	-99	10	3	3	4	88
ET140092	2	7	6	1992	-99	10	3	4	5	88
ET140093	1	7	6	2000	-99	77	1	4	5	88
ET140094	1	7	15	2000	-99	77	80	4	5	88
ET140094	2	8	6	2001	-99	8	2	4	3	5
ET140095	1	8	6	2000	-99	77	2	4	2	88
ET140095	2	7	6	2000	-99	77	80	4	5	88
ET140096	1	7	6	2000	-99	77	80	4	5	3
ET140096	2	8	6	1993	-99	8	2	4	3	5
ET140099	1	7	6	2001	-99	8	2	4	5	88
ET150001	1	19	77	1997	-99	8	80	4	2	88
ET150001	2	19	6	2000	2002	5	15	4	2	88
ET150001	3	9	15	1998	-99	11	2	4	3	9
ET150002	1	19	77	1998	-99	5	80	2	2	88
ET150002	2	9	15	1999	-99	4	80	4	5	9
ET150002	3	1	15	1998	-99	4	1	4	2	1
ET150003	1	9	6	1998	-99	5	80	4	9	88
ET150003	2	7	15	2001	-99	5	80	4	5	9
ET150003	3	8	6	1998	-99	8	2	4	2	4
ET150003	4	19	36	2001	-99	8	80	3	1	2
ET150004	1	19	5	2001	2001	8	80	3	2	88
ET150004	2	19	15	2000	2001	9	80	3	1	88
ET150005	1	19	36	1998	-99	7	80	2	9	88
ET150005	2	7	36	2000	-99	4	2	4	88	5
ET150005	3	8	36	2000	-99	4	2	4	9	88
ET150005	4	11	36	2000	-99	4	2	4	9	88
ET150006	1	1	15	2000	-99	11	2	3	2	88
ET150006	2	9	15	1999	2001	5	2	4	5	88
ET150006	3	19	15	1998	-99	8	80	2	2	88
ET150007	1	19	15	2001	2002	4	80	4	2	88
ET150007	2	8	15	2001	-99	5	2	5	5	9
ET150008	1	19	15	1999	-99	8	80	1	2	88
ET150008	2	9	15	1998	-99	10	2	4	3	5
ET150010	1	19	36	2000	-99	5	80	2	9	88
ET150010	2	9	6	2000	-99	4	2	4	5	88
ET150011	1	9	36	2001	-99	4	9	4	3	88
ET150011	2	13	36	2000	-99	4	8	4	9	88
ET150012	1	1	5	1998	-99	4	1	4	2	88
ET150012	2	7	15	1998	-99	8	80	4	88	9
ET150012	3	9	6	1998	-99	4	80	4	9	88
ET150012	4	8	6	2000	-99	8	2	4	3	5
ET150014	1	3	15	1999	-99	9	80	4	2	9
ET150014	2	19	36	2001	-99	7	80	3	2	88
ET150016	1	19	5	2001	2001	6	80	2	2	1
ET150017	1	7	15	2001	-99	5	80	4	9	88
ET150017	2	8	6	1998	-99	8	2	4	2	3
ET150017	3	9	6	2001	-99	5	80	4	9	88
ET150017	4	19	36	2001	-99	7	80	3	2	88
ET150018	1	1	5	2001	2001	4	1	4	1	2
ET150018	2	7	19	2001	-99	5	80	4	9	88
ET150018	3	8	6	2001	-99	10	2	4	3	5
ET150018	4	11	6	2001	-99	5	2	4	9	88
ET150019	1	1	5	1996	-99	10	80	5	2	88
ET150019	2	9	6	1997	-99	7	80	5	5	88
ET150019	3	19	5	1997	2001	7	80	2	2	88
ET150020	1	17	6	2001	2001	4	80	5	88	5
ET150020	2	7	19	2001	-99	4	80	5	88	5
ET150020	3	8	6	2000	-99	8	2	5	2	4
ET150020	4	14	36	2001	-99	8	80	3	1	2
ET150021	1	19	36	2001	2001	4	80	4	2	88
ET150021	2	3	39	1998	-99	4	1	4	4	88
ET150021	3	9	6	2001	-99	4	20	4	5	88
ET150022	1	19	5	2001	-99	6	80	2	1	88
ET150023	1	7	36	1998	-99	8	80	4	88	5
ET150023	2	8	6	2000	-99	10	2	4	3	5
ET150023	3	9	6	1999	-99	7	80	4	9	5
ET150023	4	19	36	2001	-99	7	80	3	1	2
ET150024	1	19	36	2001	-99	77	80	2	9	88
ET150024	2	19	15	2002	-99	77	80	2	9	88
ET150025	1	9	6	1992	-99	4	80	4	5	88
ET150025	2	19	77	1999	-99	10	80	1	2	88
ET150026	1	1	5	1999	-99	77	1	4	2	88
ET150026	2	9	6	1999	-99	77	80	5	5	88
ET150026	3	8	6	1999	-99	8	2	5	3	88
ET150026	4	19	36	1999	-99	8	80	2	2	1
ET150027	1	1	5	1998	-99	10	80	5	1	88
ET150027	2	7	6	1999	-99	10	80	5	3	88
ET150027	3	8	6	1998	-99	11	80	5	9	88
ET150027	4	9	6	1999	-99	10	80	5	5	88
ET150027	5	19	15	2001	2002	4	80	2	2	88
ET150028	1	9	36	2001	-99	4	80	4	5	88
ET150028	2	7	36	1999	-99	5	1	4	88	5
ET150028	3	16	36	2000	-99	4	1	4	4	88
ET150028	4	1	36	2000	-99	4	1	4	2	88
ET150029	1	1	5	1999	-99	77	1	4	2	88
ET150029	2	9	6	1999	-99	77	80	4	5	88
ET150029	3	8	6	1999	-99	8	2	5	5	2
ET150029	4	19	36	1999	-99	8	80	1	1	2
ET150030	1	19	36	2000	-99	5	80	4	1	2
ET150031	1	1	5	2000	-99	77	1	4	2	88
ET150031	2	9	6	1999	-99	77	80	4	5	88
ET150031	3	8	6	1999	-99	8	2	5	5	2
ET150031	4	19	36	1999	-99	8	80	3	1	2
ET150032	1	19	5	2000	-99	8	80	4	2	88
ET150033	1	9	6	2000	-99	77	80	5	5	88
ET150033	2	8	6	1999	-99	7	3	5	5	88
ET150033	3	19	36	1999	-99	8	80	4	2	1
ET150034	1	19	36	2000	-99	5	80	5	1	2
ET150035	1	19	5	1999	-99	5	80	4	2	88
ET150036	1	1	5	2001	-99	77	80	5	2	88
ET150036	2	9	6	2000	-99	77	80	5	1	5
ET150036	3	8	6	1999	-99	8	2	5	5	88
ET150036	4	19	36	2000	-99	8	80	1	2	88
ET150037	1	19	36	1999	2001	10	80	4	2	1
ET150038	1	1	5	2000	-99	77	1	4	2	88
ET150038	2	17	6	2001	-99	7	80	4	5	88
ET150038	3	19	77	2001	-99	5	80	2	2	88
ET150038	4	8	6	1999	-99	8	2	5	5	88
ET150039	1	9	6	1999	-99	4	2	4	5	88
ET150040	1	7	36	2001	-99	4	2	4	9	88
ET150040	2	11	36	2001	-99	4	2	4	9	88
ET150041	1	1	5	2000	-99	5	1	4	1	88
ET150041	2	7	6	1998	-99	4	80	4	9	88
ET150041	3	8	6	1998	-99	8	2	4	2	88
ET150041	4	19	36	2001	-99	8	80	3	1	2
ET150043	1	19	36	1999	-99	7	80	4	1	2
ET150044	1	17	6	2001	2001	4	80	1	9	88
ET150044	2	7	15	2001	-99	8	80	4	9	88
ET150044	3	8	6	2001	-99	8	2	4	9	88
ET150044	4	14	77	1997	-99	11	80	4	1	2
ET150045	1	19	36	1999	-99	8	80	2	9	88
ET150046	1	1	5	1999	-99	11	1	4	2	1
ET150046	2	9	15	1999	-99	10	80	4	5	3
ET150046	3	19	15	1995	-99	7	80	2	2	88
ET150047	1	19	15	1998	-99	8	80	4	2	88
ET150047	2	9	15	1997	-99	10	80	4	5	88
ET150048	1	19	36	1999	-99	5	80	2	2	88
ET150048	2	1	5	2000	-99	77	1	4	2	88
ET150050	1	1	5	2000	-99	77	1	4	2	88
ET150050	2	9	6	2000	-99	77	80	4	5	3
ET150050	3	3	5	1999	-99	10	80	4	2	1
ET150051	1	1	5	1999	-99	77	1	4	2	88
ET150051	2	9	6	1999	-99	77	80	4	5	3
ET150051	3	19	36	1999	-99	8	80	2	1	2
