CHILDID	SUPPRGID	SUPKNDR3	SUPWHOR3	SUPSRTR3	SUPENDR3	SUPFRQR3	SUPRIDR3	SUPEXPR3	SUIMR301	SUIMR302
ET181043	1	3	39	1999	-99	7	80	4	2	88
ET181043	2	4	39	1999	-99	7	80	4	2	88
ET181043	3	8	6	1999	-99	10	80	4	3	5
ET181043	4	9	6	1999	-99	10	80	4	3	5
ET181044	1	3	39	1999	-99	7	80	5	1	2
ET181044	2	4	39	1999	-99	7	80	5	1	2
ET181044	3	7	6	1999	-99	10	80	5	3	5
ET181044	4	8	6	1999	-99	10	80	5	3	5
ET181045	1	3	39	1999	-99	7	80	4	1	2
ET181045	2	4	39	1999	-99	7	80	4	1	2
ET181045	3	8	6	2001	2001	7	80	4	5	88
ET181045	4	9	6	2001	2001	7	80	4	5	88
ET181046	1	3	39	1999	-99	7	80	5	1	2
ET181046	2	4	39	1999	-99	7	80	5	1	2
ET181046	3	7	6	1999	-99	10	80	5	3	5
ET181046	4	8	6	1999	-99	10	80	5	3	5
ET181047	1	1	5	1999	-99	10	80	4	2	88
ET181047	2	17	6	1999	-99	10	80	5	3	5
ET181047	3	3	39	1999	-99	7	80	4	2	88
ET181047	4	4	39	1999	-99	7	80	4	2	88
ET181048	1	3	1	1999	-99	7	80	4	1	2
ET181048	2	4	1	1999	-99	7	80	4	1	2
ET181048	3	5	13	1999	-99	1	80	4	1	2
ET181048	4	8	6	1999	-99	4	80	4	5	88
ET181049	1	19	36	2001	-99	77	80	2	1	2
ET181049	2	1	5	1999	-99	4	80	3	1	2
ET181049	3	7	6	1999	-99	7	80	4	3	88
ET181049	4	8	6	1999	-99	7	80	4	5	88
ET181050	1	5	36	1999	-99	1	80	4	1	88
ET191001	1	7	6	1999	-99	10	80	5	5	88
ET191001	2	8	6	1999	-99	10	80	5	3	88
ET191001	3	14	39	1999	-99	7	80	2	1	88
ET191001	4	5	13	1999	-99	3	80	4	2	88
ET191002	1	3	39	1999	-99	7	80	4	1	2
ET191002	2	4	39	1999	-99	7	80	4	1	2
ET191002	3	7	6	1999	-99	8	80	4	3	88
ET191002	4	8	6	1999	-99	8	80	4	5	88
ET191003	1	13	36	2000	-99	4	6	4	4	88
ET191005	1	3	39	1999	-99	7	80	4	2	88
ET191005	2	4	39	1999	-99	7	80	4	2	88
ET191005	3	7	6	1999	-99	10	80	4	5	88
ET191005	4	8	6	1999	-99	10	80	4	5	88
ET191006	1	3	39	1999	-99	7	80	4	2	88
ET191006	2	4	39	1999	-99	7	80	4	2	88
ET191006	3	8	6	1999	-99	7	3	4	5	88
ET191006	4	9	6	1999	-99	7	80	4	5	88
ET191007	1	3	39	1999	-99	11	80	4	1	2
ET191007	2	4	39	1999	-99	11	80	4	1	2
ET191007	3	7	6	1999	-99	8	80	4	3	88
ET191007	4	8	6	1999	-99	8	80	4	3	88
ET191008	1	3	39	1999	-99	7	80	4	2	88
ET191008	2	4	39	1999	-99	7	80	4	2	88
ET191008	3	8	6	1999	-99	7	3	4	5	88
ET191008	4	9	6	1999	-99	7	3	4	5	88
ET191009	1	16	23	1999	-99	4	80	5	4	88
ET191009	2	5	13	1999	-99	2	80	2	2	88
ET191009	3	3	39	1999	-99	7	80	4	2	88
ET191009	4	4	39	1999	-99	7	80	4	2	88
ET191010	1	16	23	1999	-99	4	3	4	4	88
ET191010	2	7	6	1999	-99	10	80	4	5	88
ET191010	3	9	6	1999	-99	10	80	4	5	88
ET191010	4	19	5	1999	-99	4	80	4	1	88
ET191012	1	3	39	1999	-99	7	80	4	2	88
ET191012	2	4	39	1999	-99	7	80	4	2	88
ET191012	3	19	36	2000	-99	77	80	4	2	88
ET191012	4	9	6	1999	-99	77	80	4	5	3
ET191013	1	3	39	1999	-99	7	80	5	2	88
ET191013	2	4	39	1999	-99	7	80	5	2	88
ET191013	3	7	6	1999	-99	10	80	4	5	88
ET191013	4	8	6	1999	-99	10	80	4	5	88
ET191014	1	3	39	1999	-99	7	80	4	2	88
ET191014	2	4	39	1999	-99	7	80	4	2	88
ET191014	3	8	6	1999	-99	77	1	4	3	5
ET191014	4	9	6	1999	-99	77	1	4	3	5
ET191015	1	3	39	1999	-99	7	80	2	2	88
ET191015	2	4	39	1999	-99	7	80	2	2	88
ET191015	3	8	6	1999	-99	3	80	4	5	88
ET191015	4	14	39	1999	-99	9	80	4	1	2
ET191016	1	7	6	1999	-99	10	80	4	5	88
ET191016	2	8	6	1999	-99	7	80	4	5	88
ET191016	3	17	6	1999	-99	5	80	4	5	88
ET191016	4	5	1	1999	-99	2	80	4	2	88
ET191017	1	7	6	1999	-99	4	80	4	5	88
ET191017	2	8	6	1999	-99	10	80	4	5	88
ET191017	3	9	6	1999	-99	4	80	4	5	88
ET191018	1	2	20	1999	-99	5	80	4	3	88
ET191018	2	7	6	1999	-99	4	80	4	3	88
ET191018	3	8	6	1999	-99	4	80	4	3	88
ET191018	4	11	6	1999	-99	5	80	4	5	88
ET191019	1	7	6	1999	-99	10	80	5	5	88
ET191019	2	8	6	1999	-99	10	80	4	5	88
ET191019	3	5	13	1999	-99	2	80	4	2	88
ET191019	4	14	36	2000	-99	9	80	5	2	88
ET191020	1	3	39	1999	-99	7	80	4	1	2
ET191020	2	4	39	1999	-99	7	80	4	1	2
ET191020	3	19	36	2001	-99	4	80	5	1	2
ET191020	4	7	6	1999	-99	5	80	4	5	88
ET191021	1	7	6	1999	-99	10	80	5	5	88
ET191021	2	8	6	1999	-99	10	80	5	5	88
ET191021	3	9	6	1999	-99	10	80	5	5	88
ET191021	4	11	6	1999	-99	10	80	5	5	88
ET191022	1	9	6	1999	-99	10	80	4	5	88
ET191022	2	7	6	1999	-99	10	80	4	5	88
ET191022	3	8	6	1999	-99	8	80	4	3	88
ET191022	4	17	6	1999	-99	8	80	4	3	88
ET191023	1	3	39	1999	-99	7	80	4	1	2
ET191023	2	4	39	1999	-99	7	80	4	1	2
ET191023	3	7	6	1999	-99	8	80	4	3	88
ET191023	4	8	6	1999	-99	8	80	4	3	88
ET191024	1	3	39	1999	-99	7	80	2	2	88
ET191024	2	4	39	1999	-99	7	80	2	2	88
ET191024	3	5	13	2000	-99	77	2	4	2	88
ET191024	4	9	6	1999	-99	7	80	4	5	88
ET191025	1	3	39	1999	-99	7	80	4	1	2
ET191025	2	4	39	1999	-99	7	80	4	1	2
ET191025	3	7	6	1999	-99	8	80	4	3	5
ET191025	4	8	6	1999	-99	8	80	4	3	88
ET191026	1	3	39	1999	-99	7	80	3	1	88
ET191026	2	4	39	1999	-99	7	80	3	7	88
ET191026	3	8	6	1999	-99	10	80	4	5	88
ET191026	4	16	23	2000	-99	4	80	5	4	88
ET191027	1	5	13	1999	-99	4	80	5	1	88
ET191027	2	7	6	1999	-99	4	80	4	5	88
ET191027	3	8	6	1999	-99	10	80	4	5	88
ET191027	4	9	6	1999	-99	10	80	4	5	88
ET191028	1	7	6	1999	-99	4	1	4	5	88
ET191028	2	8	6	1999	-99	77	80	4	5	88
ET191029	1	7	6	1999	-99	10	80	5	5	88
ET191029	2	8	6	1999	-99	5	80	5	5	88
ET191029	3	16	23	1999	-99	4	80	5	4	88
ET191029	4	5	13	1999	-99	2	80	4	2	88
ET191030	1	3	39	1999	-99	7	80	3	2	7
ET191030	2	4	39	1999	-99	7	80	3	2	7
ET191030	3	7	6	1999	-99	10	80	5	5	88
ET191030	4	16	23	2002	-99	4	80	5	4	88
ET191031	1	8	6	1999	-99	10	80	4	3	88
ET191031	2	9	6	1999	-99	10	80	4	3	88
ET191031	3	5	13	1999	2001	1	80	3	2	88
ET191032	1	3	39	1999	-99	7	80	4	2	88
ET191032	2	4	39	1999	-99	7	80	4	2	88
ET191032	3	8	6	1999	-99	8	80	5	3	88
ET191032	4	9	6	1999	-99	8	80	5	5	88
ET191033	1	3	39	1999	-99	7	80	4	2	88
ET191033	2	4	39	1999	-99	7	80	4	2	88
ET191033	3	19	36	1999	-99	77	80	4	2	88
ET191033	4	8	6	1999	-99	10	80	4	3	5
ET191034	1	9	6	1999	-99	6	80	4	3	5
ET191034	2	7	6	1999	-99	6	80	5	5	3
ET191034	3	11	6	1999	-99	6	80	4	3	88
ET191034	4	19	23	2001	-77	77	3	5	1	2
ET191035	1	3	39	1999	-99	7	80	4	2	88
ET191035	2	4	39	1999	-99	7	80	4	2	88
ET191035	3	8	6	1999	-99	3	80	4	5	88
ET191035	4	11	6	1999	-99	77	80	4	5	3
ET191036	1	14	39	1999	-99	7	80	3	1	2
ET191036	2	7	6	1999	-99	10	80	5	5	4
ET191036	3	19	36	1999	-99	4	80	4	1	2
ET191036	4	19	36	1999	-99	5	80	4	5	88
ET191037	1	8	6	1999	-99	77	80	4	3	5
ET191037	2	9	6	1999	-99	77	80	4	3	5
ET191037	3	5	13	1999	-99	77	1	4	2	1
ET191037	4	16	23	1999	-99	4	0	4	4	88
ET191038	1	7	6	1999	-99	4	80	4	5	88
ET191038	2	8	6	1999	-99	4	80	4	5	88
ET191038	3	9	6	1999	-99	4	80	4	5	88
ET191039	1	2	20	1999	-99	4	80	4	4	88
ET191039	2	7	6	1999	-99	5	80	4	5	88
ET191039	3	11	6	1999	-99	5	80	4	5	88
ET191039	4	8	6	1999	-99	4	80	4	3	88
ET191040	1	8	6	1999	-99	10	80	4	3	5
ET191040	2	11	6	1999	-99	10	80	4	5	3
ET191040	3	7	6	1999	-99	10	80	4	5	3
ET191040	4	9	6	1999	-99	10	80	4	5	3
ET191041	1	7	6	1999	-99	6	80	4	3	5
ET191041	2	9	6	1999	-99	6	80	5	3	5
ET191041	3	11	6	1999	-99	6	80	5	3	5
ET191041	4	8	6	1999	-99	6	80	4	3	5
ET191042	1	3	39	1999	-99	7	80	4	2	88
ET191042	2	4	39	1999	-99	7	80	4	2	88
ET191042	3	9	6	1999	-99	5	80	4	5	88
ET191043	1	8	6	1999	-99	10	80	4	5	88
ET191043	2	17	6	1999	-99	10	80	4	5	88
ET191043	3	7	6	1999	-99	10	80	4	5	88
ET191043	4	9	6	1999	-99	10	80	4	5	88
ET191044	1	5	19	1999	-99	3	80	2	1	88
ET191044	2	7	6	1999	-99	8	80	4	3	5
ET191044	3	9	6	1999	-99	8	80	4	5	3
ET191044	4	2	6	1999	-99	8	80	4	3	5
ET191045	1	7	6	1999	-99	6	80	4	3	88
ET191045	2	9	6	1999	-99	6	80	4	3	88
ET191046	1	3	39	1999	-99	7	80	4	2	88
ET191046	2	4	39	1999	-99	7	80	4	2	88
ET191046	3	5	13	1999	2001	3	80	4	2	88
ET191046	4	8	6	1999	-99	7	2	4	5	88
ET191047	1	3	39	1999	-99	7	80	4	1	2
ET191047	2	4	39	1999	-99	7	80	4	1	2
ET191047	3	7	6	1999	-99	7	80	4	5	3
ET191047	4	11	6	1999	-99	7	80	4	5	3
ET191048	1	5	13	1999	-99	5	80	4	4	88
ET191048	2	8	6	1999	-99	4	80	4	5	88
ET191048	3	7	6	1999	-99	8	80	4	5	88
ET191048	4	11	6	1999	-99	4	80	4	5	88
ET191049	1	5	13	1999	-99	2	80	4	2	88
ET191049	2	7	6	1999	-99	10	80	4	5	88
ET191049	3	8	6	1999	-99	10	80	4	5	88
ET191049	4	9	6	1999	-99	10	80	4	5	88
ET191050	1	8	6	1999	-99	3	80	4	5	88
ET191050	2	7	6	1999	-99	10	80	4	5	88
ET191050	3	17	6	1999	-99	10	80	4	5	88
ET191050	4	9	6	1999	-99	10	80	4	5	88
ET191051	1	8	6	1999	-99	77	80	4	3	88
ET191051	2	9	6	1999	-99	77	80	4	3	88
ET191051	3	5	13	1999	-99	3	1	4	2	88
ET201001	1	1	5	1992	-99	4	80	5	1	2
ET201001	2	5	13	1990	-99	2	80	5	1	2
ET201001	3	8	6	1998	-99	10	7	5	3	88
ET201001	4	4	39	1998	-99	11	80	5	1	2
ET201002	1	19	22	2001	-99	7	80	4	2	88
ET201002	2	5	13	1996	-99	1	80	4	1	2
ET201003	1	4	39	2000	-99	11	80	4	2	88
ET201003	2	8	6	1999	-99	2	1	4	5	88
ET201003	3	10	15	2001	-99	11	1	4	2	88
ET201004	1	4	39	2000	-99	11	80	4	1	2
ET201004	2	9	6	1999	-99	5	80	5	5	88
ET201005	1	19	36	2002	-99	5	80	3	2	88
ET201005	2	9	6	1997	-99	10	80	4	5	88
ET201005	3	8	6	1997	-99	10	2	3	3	88
ET201006	1	4	39	1999	-99	11	80	4	2	88
ET201006	2	1	5	-77	-99	4	80	4	2	88
ET201006	3	9	6	-77	-99	10	80	4	5	88
ET201007	1	4	39	1997	-99	11	80	4	2	88
ET201007	2	8	6	1994	-99	2	1	4	5	88
ET201007	3	10	15	2001	-99	11	1	4	2	88
ET201008	1	1	1	2001	-99	1	80	4	2	88
ET201008	2	4	39	1996	-99	11	80	4	2	88
ET201009	1	4	39	1997	-99	11	80	3	2	88
ET201009	2	5	1	1997	-99	4	1	4	2	1
ET201010	1	4	39	1999	-99	11	80	4	2	88
ET201010	2	5	13	2000	-99	1	80	4	1	88
ET201010	3	10	15	2001	-99	77	80	4	2	88
ET201011	1	19	22	2001	-77	77	80	5	1	2
ET201011	2	1	5	1992	-99	4	80	4	1	2
ET201011	3	8	6	2000	-99	8	1	5	3	88
ET201012	1	4	36	2001	-99	11	80	4	1	2
ET201012	2	1	5	1996	-99	4	80	4	1	2
ET201013	1	4	39	1997	-99	11	80	4	1	88
ET201014	1	4	39	2001	-99	11	80	4	2	88
ET201014	2	8	6	1996	-99	1	80	5	5	88
ET201015	1	4	39	1997	-99	11	80	4	2	88
ET201015	2	5	13	1997	-99	3	80	4	2	88
ET201016	1	4	39	2001	-99	11	80	4	2	88
ET201017	1	4	39	1997	-99	11	80	1	2	88
ET201018	1	4	39	1999	-99	11	80	5	2	88
ET201018	2	5	13	1999	-99	1	2	5	7	88
ET201019	1	4	39	1998	-99	11	80	4	1	2
ET201019	2	9	6	1990	-99	11	80	4	5	88
ET201020	1	4	39	1996	-99	11	80	3	2	88
ET201021	1	4	39	1997	-99	11	80	5	2	7
ET201021	2	9	6	1997	-99	10	80	5	5	3
ET201021	3	18	23	2000	-99	3	80	4	4	6
ET201021	4	5	13	1999	-99	1	1	3	7	6
ET201023	1	4	39	1996	-99	11	80	4	2	88
ET201023	2	8	6	1990	-99	10	80	4	5	88
ET201023	3	14	39	1996	-99	11	80	4	2	88
ET201024	1	4	39	1997	-99	11	80	4	2	88
ET201027	1	4	39	1997	-99	11	80	2	2	88
ET201028	1	4	39	1998	-99	11	80	4	2	88
ET201028	2	8	6	1999	-99	8	80	4	5	88
ET201028	3	5	13	1996	-99	2	80	4	2	88
ET201028	4	14	36	1996	-99	11	1	4	2	88
ET201029	2	1	22	2001	-99	77	1	4	2	88
ET201029	3	10	15	2001	-99	77	1	4	2	88
ET201030	1	14	36	1998	-99	11	80	4	2	88
ET201032	1	4	39	1997	-99	11	80	4	2	88
ET201032	2	5	13	2000	-99	1	80	4	4	88
ET201033	1	9	6	2000	-99	10	80	4	5	88
ET201034	1	8	6	1997	-99	8	80	4	5	88
ET201036	1	4	39	1998	-99	77	80	5	1	2
ET201036	2	1	5	1980	-99	4	80	4	1	2
ET201036	3	5	13	1995	-99	1	80	4	2	1
ET201037	1	4	39	1998	-99	11	80	4	2	88
ET201038	1	4	39	1998	-99	11	80	1	1	88
ET201039	1	4	39	1998	-99	11	80	4	2	88
ET201039	2	5	13	2000	-99	4	80	4	1	2
ET201040	1	4	39	1996	-99	11	80	3	2	88
ET201041	1	14	39	1996	-99	11	80	4	2	88
ET201041	2	9	6	1996	-99	7	80	4	5	88
ET201042	2	1	22	2001	-99	77	5	3	1	88
ET201043	1	14	39	2000	-99	11	80	5	2	88
ET201044	1	4	36	1997	-99	11	80	4	2	88
ET201044	2	5	13	1987	-99	3	80	4	2	88
ET201044	3	1	5	1985	-99	4	80	4	2	88
ET201045	1	4	39	1998	-99	11	80	5	1	2
ET201046	1	4	39	1998	-99	11	80	4	1	2
ET201046	2	10	5	1999	-99	8	80	5	1	88
ET201047	1	4	39	1997	-77	11	80	5	2	88
ET201047	2	9	6	1994	-99	10	80	4	5	88
ET201047	3	8	6	1994	-99	10	2	4	3	6
ET201049	1	4	36	1997	-99	11	80	4	2	88
ET201050	1	4	39	2000	-99	11	80	5	2	88
ET201050	2	14	39	1998	-99	11	2	5	2	88
