CHILDCODE	CROPIDR4	CROPR5	QNTHRVR5	LUHARVR5	VLPRDR5	VLSLDR5	CRPCSTR5
150019	5	35	1	2	1000	0	0
150019	6	69	4	2	640	500	0
150019	7	80	100	60	1000	500	0
150019	8	16	70	1	1050	800	150
150019	9	15	30	1	660	0	0
150019	10	41	3	2	1500	0	0
150020	1	41	2	3	400	0	100
150020	2	14	100	46	400	400	0
150020	3	4	10	50	300	200	0
150020	4	3	5	2	1000	1000	200
150020	5	21	3000	15	13000	13000	0
150020	6	17	2	2	2000	1500	0
150021	1	35	50	1	600	0	70
150021	2	41	8	3	2400	0	150
150021	3	44	3.5	2	2100	0	222
150021	4	69	10	2	1500	1200	150
150021	5	96	120	1	500	250	0
150021	6	17	350	1	3150	2700	0
150021	7	4	8	50	400	250	0
150021	8	21	40	60	1730	1730	0
150021	9	3	5	2	2500	2000	0
150022	1	17	6	2	6000	5000	1600
150022	2	44	2	2	1400	0	1000
150022	3	35	50	1	500	0	0
150022	4	41	4	3	1200	0	300
150022	5	69	1	2	300	0	0
150022	6	10	4	2	4000	0	0
150022	7	3	2.5	2	500	400	0
150022	8	4	50	1	600	400	0
150023	1	75	5	2	5000	1000	1015
150023	2	5	2	2	1200	0	0
150023	3	17	2	2	2400	2000	0
150023	4	41	6	3	2400	0	0
150023	5	21	1000	60	20000	0	0
150023	6	96	500	60	3500	3500	0
150023	7	80	80	3	2000	2000	0
150024	1	44	2	2	1200	0	300
150024	2	35	1	2	1000	0	300
150024	3	10	2	3	200	0	0
150024	4	41	5	3	2000	0	200
150024	5	80	50	10	4000	4000	500
150024	6	96	2	2	300	0	0
150024	7	96	6	1	720	0	500
150025	1	17	4	2	4400	4400	80
150025	2	41	1	3	250	0	0
150025	3	44	2	2	1000	0	200
150025	4	69	150	1	250	200	30
150025	5	35	50	1	600	0	50
150025	6	14	30	46	300	300	0
150025	7	3	2	2	600	600	0
150025	8	4	10	50	400	400	0
150026	1	41	1	3	200	0	0
150026	2	44	1	2	600	0	120
150026	3	69	2	2	240	50	40
150026	4	4	20	50	1000	0	0
150026	5	3	30	1	120	100	0
150026	6	35	30	1	240	100	0
150026	7	14	20	46	280	0	0
150026	8	17	20	1	220	0	0
150026	9	10	1	3	100	40	0
150027	1	17	2	2	2000	2000	0
150027	2	44	1	2	600	0	160
150027	3	69	550	1	660	500	0
150027	4	41	2	3	400	0	0
150027	5	3	1	2	400	200	0
150027	6	4	3	60	60	0	0
150028	1	44	2	2	1200	0	350
150028	2	17	3	2	2700	2000	450
150028	3	35	1.20000004768372	2	1000	0	300
150028	4	3	2	2	1000	300	0
150028	5	4	5	50	250	150	0
150028	6	41	6	2	1200	300	0
150029	1	41	3	2	1500	0	0
150029	2	17	300	2	2400	1500	0
150029	3	4	10	50	400	200	0
150029	4	3	200	1	800	500	0
150029	5	69	5	2	1200	720	0
150029	6	44	2	2	1200	0	700
150029	7	35	.5	2	500	0	300
150029	8	76	1	2	2000	0	900
150030	1	17	1	2	1200	1200	40
150030	2	69	5	2	750	600	80
150030	3	44	2	2	1200	600	100
150030	4	14	50	46	750	750	0
150030	5	41	2	3	600	0	0
150030	6	3	1	2	200	200	0
150030	7	4	10	50	120	100	0
150031	1	17	200	1	2000	500	100
150031	2	41	2	3	1000	0	0
150031	3	14	100	46	300	300	0
150031	4	51	50	1	300	300	50
150031	5	3	3	2	500	400	0
150031	6	54	20	15	200	0	0
150031	7	45	40	1	200	100	0
150031	8	96	5	1	100	0	0
150031	9	69	4	2	400	200	80
150031	10	4	5	50	150	75	0
150031	11	44	3	2	1500	0	600
150031	12	76	2.5	2	2500	0	750
150032	1	41	3	3	2000	0	0
150032	2	4	5	50	300	150	0
150032	3	44	1	2	500	0	200
150032	4	14	60	46	600	600	200
150032	5	3	1	2	100	0	0
150032	6	35	50	1	500	0	0
150033	1	41	3	3	1500	0	0
150033	2	4	40	1	100	80	0
150033	3	17	30	1	300	0	0
150033	4	44	50	1	250	0	400
150033	5	10	3	3	3000	30	0
150034	1	44	50	1	350	0	0
150034	2	35	25	1	200	0	0
150034	3	69	8	2	1200	900	0
150034	4	17	3	2	2500	2000	0
150034	5	4	30	1	110	70	0
150034	6	41	3	3	1500	0	0
150034	7	76	8	1	80	0	0
150035	1	17	300	1	2400	2000	560
150035	2	4	150	1	600	400	0
150035	3	41	9	41	4500	0	60
150035	4	3	30	1	300	120	0
150035	5	35	25	1	300	0	42
150035	6	44	1	2	580	0	2070
150036	1	44	1	2	700	0	260
150036	2	35	25	2	300	240	0
150036	3	69	9	2	720	640	95
150036	4	10	.5	3	100	0	0
150036	5	41	3	3	1200	0	0
150036	6	17	3.59999990463257	2	4500	3000	0
150036	7	4	75	1	300	0	0
150036	8	96	80	1	250	0	0
150037	1	17	1.20000004768372	2	1250	1000	200
150037	2	41	4.5	41	900	0	0
150037	3	3	1.5	2	750	500	0
150037	4	4	60	1	300	150	0
150037	5	44	5	2	2000	0	450
150037	6	35	40	1	280	0	80
150038	1	44	2	2	800	0	200
150038	2	35	40	1	400	0	0
150038	3	17	2	2	1400	600	0
150038	4	41	2	3	800	0	60
150038	5	3	40	1	120	60	30
150038	6	14	4	46	100	100	20
150038	7	4	72	1	180	100	30
150038	8	96	2	1	30	0	10
150038	9	69	2	2	600	300	60
150038	10	96	1	2	200	0	0
150038	11	8	50	1	650	400	100
150039	1	17	1	2	4000	1300	250
150039	2	14	37	46	516	516	0
150039	3	41	2	2	600	0	0
150039	4	35	30	1	240	0	0
150040	1	44	2	2	1000	0	200
150040	2	35	50	1	500	0	0
150040	3	17	100	1	1000	1000	200
150040	4	41	3	3	1500	0	0
150040	5	4	5	14	100	100	0
150041	1	44	3	2	1500	0	760
150041	2	35	50	1	250	0	60
150041	3	17	1	2	1000	600	200
150041	4	41	3	3	2000	0	200
150042	1	44	2	2	1200	0	300
150042	2	17	3	2	1500	1300	0
150042	3	35	100	1	1000	1000	0
150042	4	80	7	3	700	700	0
150042	5	76	50	1	1200	0	120
150043	1	44	3	2	2100	0	460
150043	2	35	2	2	1200	0	0
150043	3	41	4	3	1200	0	0
150043	4	17	2.5	2	4200	3600	200
150043	5	69	8	2	1280	960	300
150043	6	76	50	1	1000	0	220
150043	7	3	70	1	700	50	0
150043	8	4	45	1	240	0	0
150043	9	10	3	3	420	0	0
150044	1	44	2	2	1100	0	120
150044	2	69	4	2	600	600	80
150044	3	41	1	3	250	0	0
150044	4	35	50	1	200	30	0
150044	5	3	1	2	400	300	0
150045	1	44	1	2	500	0	100
150045	2	35	25	1	175	0	0
150045	3	41	4	3	800	0	0
150045	4	4	60	1	80	0	0
150045	5	17	30	1	300	0	0
150045	6	69	1	2	160	0	0
150046	1	17	3	2	3000	1240	0
150046	2	96	4	3	1200	0	0
150046	3	44	2	2	1400	0	350
150046	4	76	40	1	800	0	300
150046	5	35	70	1	840	0	0
150046	6	69	2	2	1000	500	200
150046	7	4	60	1	80	0	0
150047	1	44	2	2	1000	0	500
150047	2	17	50	1	2650	0	0
150047	3	35	50	1	400	100	0
150048	1	17	70	1	1200	1100	0
150048	2	44	1	2	500	0	120
150048	3	8	30	1	450	0	40
150048	4	36	3	3	1200	0	0
150048	5	69	3	2	450	300	0
150048	6	14	25	46	400	0	0
150048	7	3	2	3	700	700	0
150050	1	44	2	2	1400	0	350
150050	2	69	1	2	120	0	30
150050	3	35	50	1	450	0	0
150050	4	55	50	1	200	0	0
150050	5	10	6	3	350	200	0
150050	6	3	5	1	50	0	0
150050	7	4	45	1	80	0	0
150050	8	17	50	1	500	300	0
150050	9	14	10	46	100	0	0
150051	1	44	3	2	1500	0	500
150051	2	17	2	2	2000	1600	0
150051	3	4	300	1	300	200	0
150051	4	41	3	3	1500	0	0
150052	1	17	50	1	500	500	0
150052	2	41	1	3	400	0	0
150053	1	44	2	2	1200	0	200
150053	2	41	12	2	2400	0	0
150053	3	17	18	2	16200	15000	3000
150053	4	4	50	1	150	90	0
150053	5	3	2.20000004768372	2	450	200	0
150054	1	41	11	2	2200	0	500
150054	2	44	1	2	400	0	500
150054	3	17	80	1	800	300	0
150054	4	80	3	3	150	100	0
150054	5	21	75	60	300	300	0
150054	6	76	50	1	1100	0	200
150054	7	69	2.5	2	250	200	100
150054	8	3	140	1	600	300	0
150055	1	17	7	2	7700	7700	500
150055	2	44	1	2	600	0	120
150055	3	41	3	3	900	0	0
150055	4	35	30	1	300	0	0
150055	5	3	2	2	600	600	0
150055	6	4	8	50	340	300	0
150055	7	16	15	1	250	200	0
150056	1	17	3	2	4500	3000	400
150056	2	41	4	3	2000	0	0
150056	3	44	2	2	1400	0	400
150056	4	35	50	1	350	0	0
150056	5	10	4	3	1200	0	0
150056	6	21	1	3	4000	4000	0
150057	1	44	50	1	300	0	200
150057	2	41	1	3	500	0	0
150057	3	17	500	1	4500	4140	400
150057	4	35	25	1	250	0	0
150058	1	44	1	2	500	0	0
150058	2	35	50	1	700	0	0
150058	3	41	2	3	700	0	0
150058	4	17	30	1	1000	0	0
150058	5	3	1	2	400	400	0
150058	6	3	3	50	150	120	0
150058	7	39	15	1	225	225	0
150058	8	21	1000	60	1000	1000	0
150059	1	44	2	2	1200	0	200
150059	2	35	1.5	2	1000	0	50
150059	3	41	3	3	750	0	100
150059	4	17	4.19999980926514	2	4200	4000	0
150059	5	10	5	3	600	0	0
150060	1	41	3	2	1500	0	0
150060	2	4	10	50	400	200	0
150060	3	17	370	1	3300	3000	280
150060	4	3	3	2	900	750	0
150060	5	44	2	2	1200	0	320
150060	6	35	50	1	500	0	0
150060	7	69	3	2	750	500	0
150060	8	76	80	1	1600	0	125
150061	1	17	1	2	1200	1000	0
150061	2	41	6	3	2400	1200	250
150061	3	44	50	1	300	0	0
150061	4	35	30	1	300	0	0
150061	5	3	150	1	600	600	0
150061	6	4	3	50	120	120	0
150062	1	17	900	1	9000	7000	1000
150062	2	41	4	3	1600	0	0
150062	3	44	3	2	1800	0	200
150062	4	35	1	2	1000	0	0
150062	5	9	55	1	850	800	0
150062	6	3	1	2	300	200	0
150063	1	44	1	2	500	0	200
150063	2	17	1.5	2	1500	1300	400
150063	3	41	2	3	500	0	100
150064	1	41	2	3	800	0	0
150064	2	17	2	2	2200	2000	0
150064	3	44	1	2	600	0	200
150064	4	35	50	1	500	0	50
150064	5	8	50	1	500	0	50
150064	6	69	6	2	1200	800	70
150064	7	3	60	1	170	150	0
150064	8	4	5	50	200	200	0
150064	9	16	20	1	60	50	0
150065	1	44	50	1	350	0	300
150065	2	69	4	2	480	360	50
150065	3	17	110	1	1300	1000	0
150065	4	3	225	2	250	200	0
150065	5	14	20	46	200	0	100
150066	1	44	3	2	1500	0	420
150066	2	17	120	1	2240	2040	0
150066	3	41	2	3	400	0	0
150066	4	35	50	1	500	0	0
150066	5	69	2	2	320	0	0
150066	6	3	30	1	80	50	0
150066	7	4	13	50	370	320	0
150066	8	16	18	1	108	70	0
150067	1	41	5	2	2500	0	0
150067	2	44	20	1	140	0	0
150067	3	17	501	1	4509	3969	200
150067	4	14	160	46	1600	1100	0
150067	5	35	10	1	80	0	0
150067	6	3	6	2	1200	1000	0
150067	7	4	10	1	70	0	0
150068	1	44	2	2	1000	0	250
150068	2	17	3	2	3000	2600	0
150068	3	41	4	3	2400	800	0
150068	4	3	1	2	400	400	0
150068	5	35	50	1	200	0	0
150069	1	44	4	2	2400	0	1000
150069	2	76	1	2	2300	0	500
150069	3	17	2	2	4000	3000	0
150069	4	41	2	3	1000	0	0
150069	5	3	6	49	100	100	0
150069	6	4	8	50	240	200	0
150070	1	3	3	2	600	200	0
150070	2	4	15	50	450	150	0
150070	3	17	2.5	2	2250	2000	0
150070	4	41	5	3	2500	0	0
150070	5	69	30	2	6000	4000	0
150070	6	35	1	2	1000	0	0
150070	7	44	3	2	1800	0	600
150070	8	80	10	3	400	0	0
150070	9	76	50	1	800	0	300
150071	1	17	40	1	350	200	0
150071	2	44	50	1	50	0	0
150071	3	35	5	1	50	0	0
150072	1	44	1	2	700	0	200
150072	2	35	50	1	600	0	0
150072	3	17	2.5	2	5000	4800	0
150072	4	41	2	3	1000	0	0
150072	5	10	1	3	200	0	0
150072	6	3	2	2	600	300	0
150072	7	76	1	2	2000	0	500
150074	1	17	5	2	5000	4000	350
150074	2	44	2	2	1200	0	700
150074	3	8	50	1	600	0	0
150074	4	41	4	3	1600	0	0
150074	5	35	50	1	550	0	0
150074	6	21	218	60	6500	6500	0
150074	7	3	25	1	80	60	0
150074	8	51	50	1	1000	0	0
150074	9	96	50	1	120	100	0
150077	1	69	12	2	1500	1200	300
150077	2	41	2	3	400	0	0
150077	3	17	1.5	2	750	500	0
150077	4	44	3	2	1800	0	600
150077	5	76	50	1	1500	0	200
150077	6	35	50	1	500	0	0
150077	7	80	7	3	300	300	0
150078	1	44	2	2	1400	0	1000
150078	2	69	11	2	2200	2000	200
150078	3	35	50	1	400	0	0
150078	4	76	50	1	1000	0	400
150078	5	55	25	1	125	0	0
150078	6	10	3	3	300	200	0
150078	7	17	10	2	12000	11000	60
150078	8	41	6	3	2400	0	0
150078	9	9	60	1	600	400	200
150079	1	41	1	3	200	0	0
150079	2	35	1	2	1200	0	120
150079	3	44	1	2	600	0	300
150079	4	69	11	2	1650	1500	127
150079	5	17	120	1	800	500	0
150080	1	44	1	2	500	0	200
150080	2	35	50	1	500	0	0
150080	3	14	-77	30	400	200	0
150080	4	3	50	1	100	0	0
150080	5	17	70	1	300	0	0
150080	6	96	15	3	400	300	0
150080	7	41	2	3	400	0	0
150081	1	69	6	2	1500	1000	0
150081	2	35	40	1	400	0	0
150081	3	44	2	2	1200	0	0
150081	4	80	4	3	300	0	0
150082	1	3	20	1	60	0	0
150082	2	4	6	50	300	200	0
150082	3	41	5	4	2500	0	0
150082	4	33	2	2	600	300	0
150082	5	96	14	41	800	500	0
150082	6	17	2	2	1600	1400	60
150082	7	80	15	3	375	200	0
150082	8	76	30	1	540	0	100
150082	9	35	2	2	2000	1000	0
150082	10	44	2	2	1200	0	250
150082	11	69	5	2	500	300	0
150082	12	96	3	2	900	0	0
150084	1	41	4	3	2000	0	0
150084	2	44	3	2	1800	0	400
150084	3	76	50	1	1000	0	300
150084	4	35	1	2	1200	0	50
150084	5	69	12	2	300	3000	300
150084	6	10	4	3	400	0	0
150084	7	3	4	2	1400	1200	0
150084	8	4	100	1	600	0	0
150084	9	17	60	1	1150	650	0
150084	10	21	2	3	6500	6500	300
150084	11	80	3	3	1300	1200	200
150085	1	44	3	2	1800	0	800
150085	2	35	1.5	2	1500	750	400
150085	3	69	10	2	1000	800	200
150085	4	41	.5	3	400	0	0
150086	1	35	1	2	700	0	0
150086	2	44	1.5	2	950	0	400
150086	3	41	4	2	1600	0	0
150086	4	17	50	1	500	0	0
150086	5	69	1	2	150	0	50
150086	6	10	1	3	100	0	0
150086	7	76	50	1	1000	0	385
150087	1	44	1	2	600	0	300
150087	2	35	25	1	250	0	0
150087	3	17	60	1	480	400	0
150088	1	41	4	2	1500	0	0
150088	2	17	40	2	320	0	0
150088	3	44	2	2	1100	0	400
150088	4	35	50	1	400	0	0
150088	5	69	4	2	1600	0	360
150088	6	10	2	3	240	0	0
150088	7	4	50	1	180	0	0
150088	8	96	16	3	800	750	450
150088	9	76	50	1	1000	0	240
150089	1	41	3	3	1500	0	0
150089	2	4	20	50	600	300	0
150089	3	3	2	2	400	250	0
150089	4	80	45	3	2250	1500	0
150089	5	17	2.20000004768372	2	1800	1500	130
150089	6	69	16	41	1440	1080	0
150089	7	76	100	1	2000	0	527
150089	8	44	5	2	2500	0	625
150089	9	35	1	2	1000	0	0
150089	10	36	10	1	600	420	0
150090	1	44	1	2	500	0	800
150090	2	69	10	2	1500	1200	120
150090	3	35	50	1	0	500	0
150090	4	41	5	3	2250	0	0
150090	5	4	10	50	250	0	0
150090	6	3	120	1	480	370	0
150090	7	17	150	1	1800	1500	200
150090	8	15	100	1	2200	0	40
150090	9	96	20	3	1500	500	0
150090	10	76	50	1	800	0	400
150090	11	96	10	1	50	0	0
150091	1	44	4	2	2400	300	250
150091	2	69	16	2	4000	3750	300
150091	3	17	2	2	2400	2400	400
150091	4	41	2	3	1200	400	0
150091	5	34	50	1	500	300	0
150091	6	4	100	50	140	100	0
150091	7	10	25	1	200	150	0
150092	1	16	10	1	80	0	0
150092	2	4	3	50	150	0	0
150092	3	17	30	1	270	0	0
150092	4	3	50	1	180	0	0
150092	5	15	20	1	500	0	0
150092	6	76	20	1	360	0	200
150092	7	44	50	1	300	0	278
150092	8	69	6	41	600	400	0
150093	1	69	10	2	1000	900	150
150093	2	44	5	2	2500	1000	250
150093	3	41	1	3	500	0	0
150093	4	35	1	2	800	400	100
150093	5	8	50	1	1100	500	200
150093	6	4	8	50	400	300	0
150093	7	80	1	3	90	90	0
150094	1	17	230	1	2300	2000	600
150094	2	4	3	50	150	100	0
150094	3	3	1	41	175	100	0
150094	4	44	2	2	1200	0	600
150094	5	35	50	1	500	0	0
150094	6	41	2	41	800	0	200
150094	7	69	3	2	600	400	150
150094	8	15	25	1	500	250	60
150094	9	36	2	1	200	0	0
150095	1	17	50	5	450	350	0
150095	2	4	8	50	240	160	0
150095	3	3	3	41	360	280	0
150095	4	80	30	3	600	450	0
150095	5	41	2	3	1000	0	0
150095	6	44	1.5	2	900	0	200
150095	7	69	21	41	2520	2000	0
150095	8	96	2	41	500	0	0
150095	9	35	75	1	750	0	0
150096	1	44	2	2	1200	0	40
150096	2	35	45	1	450	0	30
150096	3	69	2	2	400	200	0
150096	4	80	5	3	100	0	0
150097	1	17	1	2	1200	0	50
150097	2	41	3	3	1200	0	0
150097	3	44	2	2	1200	0	20
150097	4	4	3	50	120	0	0
150098	1	44	1	2	600	0	500
150098	2	35	20	1	200	0	0
150098	3	15	10	1	300	0	0
150098	4	76	50	1	600	0	300
150098	5	96	90	2	900	600	0
150098	6	4	5	50	150	100	0
150098	7	3	25	1	50	0	0
150098	8	41	1	3	500	0	50
150099	1	41	4	2	2800	0	0
150099	2	69	9	2	1800	1200	150
150099	3	44	6	2	3600	0	1135
150099	4	35	2.5	2	3000	0	320
150099	5	80	13	3	1300	1000	0
150099	6	76	1	2	2000	600	545
150099	7	4	70	50	1400	1000	0
150099	8	3	1	2	700	0	0
150099	9	33	1.5	2	600	300	0
150099	10	55	10	1	60	0	0
150099	11	96	1	2	350	0	0
150099	12	21	50	60	2000	2000	0
150100	1	44	1	2	600	0	200
150100	2	17	50	1	1000	0	0
150100	3	41	1	3	300	0	0
150100	4	35	10	1	50	0	10
160001	1	75	8	2	6400	4000	1200
160001	2	76	3	2	4500	0	1000
160001	3	14	1	41	900	600	0
160001	4	55	3	2	600	0	120
160001	5	10	3	3	600	0	30
160002	1	75	8	2	7600	4000	1200
160002	2	44	4	2	2000	0	500
160002	3	41	10	3	3000	0	500
160002	4	8	1	41	800	0	300
160002	5	55	3	2	900	0	150
160002	6	10	3	3	400	0	50
160003	1	75	5	2	4000	1600	850
160003	2	44	3	2	1800	0	230
160003	3	10	2	3	430	0	0
160004	1	75	1	2	700	700	0
160005	1	75	4	2	3200	0	1300
160005	2	76	2	2	4200	0	870
160005	3	41	4	3	600	0	0
160005	4	14	4	40	4700	3500	180
160005	5	17	50	1	2100	0	0
160005	6	12	1	2	490	0	0
160005	7	10	6	55	380	0	0
160006	1	21	300	56	25000	0	0
160006	2	41	10	3	1000	0	400
160006	3	55	4	2	800	0	250
160006	4	44	1	2	600	0	242
160006	5	17	15	1	1200	0	0
160006	6	9	10	1	600	0	0
160008	1	76	2	2	3600	0	850
160008	2	35	1	2	900	0	320
160008	3	44	3	2	1800	0	120
160008	4	14	2	41	3500	3400	70
160008	5	10	10	3	380	0	0
160009	1	75	10	2	7200	4000	2000
160009	2	5	5	2	5500	0	800
160009	3	125	2	2	2400	0	500
160009	4	41	6	3	1800	0	200
160010	1	44	4	2	2400	0	250
160010	2	76	1	2	1600	1000	200
160010	3	55	5	2	1500	500	300
160010	4	41	3	3	500	0	0
160011	1	75	7	2	4900	2800	1200
160011	2	44	4	2	2000	0	300
160011	3	14	1	41	900	800	100
160011	4	10	8	3	500	300	0
160012	1	10	7	3	1000	0	0
160012	2	75	5	2	4000	0	900
160012	3	55	3	2	600	0	150
160012	4	5	1	2	400	0	230
160012	5	44	1	2	700	0	100
160012	6	8	.5	2	1000	0	350
160012	7	56	13	56	200	0	0
160013	1	75	7	2	3500	2000	1000
160013	2	44	5	2	3500	0	200
160013	3	55	5	2	1500	0	100
160013	4	10	5	2	750	0	70
160013	5	8	2	2	2400	0	500
160013	6	56	10	56	300	0	0
160014	1	75	4	2	3600	1800	1200
160014	2	44	5	2	3500	0	300
160014	3	76	1	2	1600	1200	250
160015	1	125	3	2	3600	0	650
160015	2	76	2	2	3000	0	500
160015	3	44	6	2	3500	0	450
160016	1	75	7	2	5600	1600	1450
160016	2	15	2	2	3600	1800	780
160016	3	44	2	2	1300	0	650
160016	5	14	4	40	5500	5500	400
160017	1	41	30	3	3000	1000	0
160017	2	10	11	3	1650	500	0
160017	3	12	5	2	500	200	35
160017	4	55	5	2	750	150	150
160017	5	6	4	2	400	0	130
160017	6	75	1	2	800	0	287
160017	7	8	1	2	1400	700	272
160017	8	44	1	2	700	0	72
160017	9	23	.5	2	750	375	250
160017	10	80	500	56	2500	500	100
160017	11	21	100	56	2000	1000	0
160017	12	9	10	1	1000	500	30
160017	13	50	10	1	150	0	0
160017	14	56	30	56	300	0	0
160017	15	17	3	1	300	0	0
160018	1	75	5	2	4800	0	1200
160018	2	76	3	2	4500	3000	800
160018	3	44	3	2	1500	0	250
160018	4	41	8	3	2400	0	150
160019	1	125	2	2	1250	0	150
160019	2	75	2	2	2000	0	450
160019	3	44	3	2	1700	0	100
160020	1	75	1	1	800	0	400
160020	2	10	5	3	500	0	0
160021	1	75	2	2	2000	1000	1050
160021	2	41	6	3	1240	0	140
160021	3	44	3	2	1800	0	680
160021	4	14	1	41	900	900	0
160021	5	10	4	3	180	0	0
160021	6	17	30	1	770	0	60
160022	1	44	5	2	3250	0	750
160022	2	75	4	2	4400	0	250
160022	3	15	1	2	650	0	80
160023	1	5	4	2	1600	0	700
160023	2	41	8	3	2500	0	0
160023	3	14	3.5	40	3500	3500	150
160024	1	75	8	2	8000	5000	1500
160024	2	125	4	2	4900	3500	500
160024	3	44	3	2	1500	0	250
160024	4	41	5	3	1500	0	150
160024	5	17	1	41	500	0	0
160024	6	14	3	41	3000	3000	150
160025	1	75	7	2	4200	3600	2400
160025	2	76	2	2	3200	0	600
160025	3	5	3	2	1500	0	800
160025	4	14	1	40	2000	2000	300
160025	5	17	20	1	1200	0	0
160025	6	41	3	3	900	0	250
160025	7	10	2	3	300	0	50
160026	1	125	2	2	1600	0	850
160026	2	76	2	2	4200	0	1200
160026	3	41	10	3	1700	0	150
160026	4	17	60	1	2400	0	70
160026	5	10	4	3	480	0	0
160027	1	75	5	2	3000	1200	1500
160027	2	10	5	2	150	90	120
160027	3	55	3.5	2	350	0	200
160027	4	5	2.5	2	1250	500	1200
160027	5	8	2	2	2400	600	850
160027	6	6	1	2	250	0	20
160027	7	44	.5	2	350	0	0
160027	8	56	15	56	105	0	0
160028	1	75	2	2	1600	0	0
160028	2	44	5	2	2500	0	0
160028	3	41	6	3	1500	0	0
160029	1	75	4	2	3200	0	1200
160029	2	41	10	3	5000	0	200
160029	3	14	5.5	40	6000	5500	260
160030	1	75	6	2	6600	3300	680
160030	2	5	2	2	2400	0	350
160030	3	44	3	2	1800	0	240
160030	4	17	50	1	1300	0	0
160030	5	55	2	2	220	0	80
160031	1	75	2	2	2000	0	1080
160031	2	5	1	2	700	0	190
160031	3	14	2	40	2800	1200	50
160031	4	41	5	3	630	0	130
160031	5	10	2	3	240	0	0
160032	1	10	25	40	550	60	50
160032	2	44	1	2	650	0	250
160032	3	75	.5	2	400	0	250
160032	4	6	.5	2	100	80	20
160032	5	41	7	55	330	0	10
160032	6	56	4	56	220	0	0
160032	7	9	3	1	90	0	15
160032	8	14	3	10	70	0	15
160033	1	76	5	2	7250	2900	830
160033	2	5	3	2	2100	0	550
160033	3	14	2	41	3000	2000	70
160033	4	17	1	2	3500	1200	0
160033	5	41	15	3	1300	0	60
160034	1	76	2	2	2800	0	700
160034	2	75	2	2	1500	0	700
160034	3	44	4	2	2000	0	210
160035	1	75	4	2	4000	800	500
160035	2	41	8	3	2500	0	200
160035	3	14	1.5	41	1200	1200	60
160035	4	44	2	2	1200	300	350
160036	1	75	3	2	1800	0	660
160036	2	55	2.5	2	375	100	250
160036	3	44	2	2	1000	0	80
160036	4	10	2	3	100	0	10
160036	5	125	1.5	2	1500	0	200
160036	6	41	5	3	500	0	0
160036	7	23	750	1	900	600	360
160036	8	5	.5	2	200	50	110
160036	9	6	10	1	150	0	20
160036	10	56	5	56	25	0	0
160036	11	17	2	1	200	0	0
160036	12	14	2	46	200	0	0
160036	13	12	1.5	1	15	0	10
160036	14	9	1	1	30	0	10
160037	1	75	4	2	4000	0	1600
160037	2	76	1	2	2200	0	800
160037	3	44	2	2	1200	0	670
160037	4	10	8	3	720	0	0
160037	5	17	60	1	2400	0	0
160037	6	14	3700	40	5000	1300	180
160037	7	41	7	3	1700	0	240
160038	1	75	5	2	4500	2000	950
160038	2	41	12	2	5000	0	300
160039	1	75	7	2	7000	2000	1800
160039	2	41	6	3	900	0	250
160039	3	10	4	3	480	0	0
160039	4	55	4	2	1200	0	230
160040	1	55	7	2	840	0	300
160040	2	75	4	2	2800	1400	1460
160040	3	10	4	3	400	0	5
160040	4	41	4	3	400	0	0
160040	5	5	1	2	500	250	500
160040	6	44	1	2	550	0	90
160040	7	125	.5	2	500	0	450
160040	8	21	22	56	880	0	0
160040	9	56	5	56	25	0	0
160041	1	75	5	2	3500	0	1500
160041	2	5	1	2	700	0	400
160041	3	125	2	2	2400	1200	500
160041	4	44	2	2	1000	0	200
160041	5	41	30	3	4500	0	300
160041	6	56	30	56	300	0	0
160041	7	10	10	3	1000	300	0
160041	8	12	1	2	900	0	150
160041	9	6	1	2	600	0	100
160042	1	41	10	3	1000	0	0
160042	2	10	7	3	1000	0	10
160042	3	75	7	2	5600	1600	1095
160042	4	55	7	2	700	0	550
160042	5	5	4	2	2400	600	1675
160042	6	14	3.5	40	6000	6000	0
160042	7	23	1	2	2800	1400	200
160042	8	44	1	2	600	0	150
160042	9	76	80	1	1600	0	320
160042	10	56	5	56	45	0	0
160042	11	9	1	1	30	0	5
160043	1	41	15	3	1500	0	0
160043	2	10	3	3	300	0	0
160043	3	5	2	2	1200	300	375
160043	4	75	1	2	800	0	400
160043	5	56	8	56	80	0	0
160044	1	75	4	2	2000	500	980
160044	2	44	4	2	2000	0	300
160044	3	41	8	3	1600	0	200
160044	4	10	6	3	600	0	0
160044	5	56	7	56	70	0	0
160045	1	75	5	2	2800	700	1350
160045	2	125	1	2	2400	1200	400
160045	3	44	1	2	600	0	160
160045	4	41	5	3	1000	0	200
160045	5	55	6	2	1200	0	250
160045	6	10	30	3	3000	900	0
160045	7	56	20	56	600	0	0
160046	1	125	3	2	3300	2300	800
160046	2	41	8	2	5000	0	350
160047	1	75	3	2	3000	0	1250
160047	2	23	1	2	1500	0	380
160047	3	44	1	2	650	0	240
160047	4	41	5	3	650	0	0
160047	5	10	8	3	780	180	0
160048	1	75	4	2	4000	2000	1600
160048	2	5	3	2	1800	1200	850
160048	3	23	1	2	1500	0	600
160048	4	44	2	2	1200	0	480
160048	5	41	8	3	1200	0	170
160048	6	14	3	40	4800	1600	60
160048	7	10	3	3	300	0	0
160049	1	75	4	2	4400	0	1800
160049	2	44	3	2	1800	0	1250
160050	1	75	2	2	1200	600	500
160050	2	5	1	2	500	0	200
160050	3	44	3	2	1500	0	200
160050	4	41	20	3	4000	0	200
