CHILDCODE	MEMIDR5	MEMMOVR5	RELATER5	PRMCRER5	LIVHSER5	YRDIEDR5	AGER4	MEMAGER5	MEAGMTR5	MEMSEXR5	CHLBRNR5	RWHLIVR5	RSEECHR5	RCHLVER5	RLNLIVR5	THSVILR5	DOBHHMR5	RELHHR5	MRTLSTR5	MTHRHHR5	FTHRHHR5	STRT18R5	GRDE18R5	STLL18R5	HSSTRTR5	STRYRR5	STRMTHR5	GRADER5	STILLR5	WHYNOTR5	PANELSIB	AGEGRDR5	GRDRPR5	TYPLSTR5	PERFR5	TYPATDR5	WHSCHR5	FEESR5	EXTTUTR4	BRDSCHR5	SLEEPR5	CHCARER5	HHCHRER5	NPYWRKR5	PAYWRKR5	SCHOOLR5	STUDYR5	PLAYR5	MEMCNSR5	DISABR5	MEMAFCR5	MEMLNGR5	MLNHLR51	HTSFFR51	SEEKTRR5	WHSEEKR5	MEMSMKR5	MEMTOBR5	OFTSMKR5	OFTALCR5
170016	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
170016	3	 	1	0	1	 	44	47	 	1	 	 	 	 	 	 	 	 	1	99	99	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	1	0	1	1
170016	4	 	1	1	1	 	39	42	 	2	0	 	 	 	 	 	 	1	1	99	99	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	0	0	 	6
170016	5	 	7	0	1	 	20	23	 	1	 	 	 	 	 	 	 	2	0	4	3	1	12	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
170016	6	 	7	0	1	 	18	21	 	1	 	 	 	 	 	 	 	2	0	4	3	1	10	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
170016	7	 	7	0	1	 	16	19	 	1	 	 	 	 	 	 	 	2	0	4	3	1	12	0	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
170017	0	 	0	 	1	 	12	15	 	2	 	 	 	 	 	 	 	2	0	1	2	 	 	 	1	 	 	10	1	 	 	 	 	 	2	3	4	2000	0	1	8	0	0	0	0	9	2	5	N	 	 	 	 	 	 	 	 	 	 	 
170017	1	 	6	0	1	 	96	99	 	2	 	 	 	 	 	 	 	3	3	99	99	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
170017	2	 	1	0	1	 	49	52	 	1	 	 	 	 	 	 	 	 	1	1	99	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	1	0	1	2
170017	3	 	1	1	1	 	46	49	 	2	0	 	 	 	 	 	 	1	1	98	99	1	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	1	19	10	0	 	0	0	 	6
170017	4	 	13	0	4	 	66	69	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
170017	5	 	7	0	4	 	22	25	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
170017	6	 	7	0	2	 	20	23	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
170017	7	 	7	0	4	 	18	21	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
170017	8	 	7	0	2	 	15	18	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
170018	0	 	0	 	1	 	11	14	 	2	 	 	 	 	 	 	 	2	0	99	1	 	 	 	1	 	 	8	1	 	 	 	 	 	2	3	9	0	0	1	8	0	0	0	0	8	3	5	N	 	 	 	 	 	 	 	 	 	 	 
170018	1	 	1	1	1	 	46	49	 	1	 	 	 	 	 	 	 	 	3	99	99	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	1	0	1	1
170018	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
170018	3	 	7	0	2	 	19	22	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
170018	4	 	7	0	4	 	18	21	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
170018	5	 	7	0	4	 	15	18	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
170018	6	 	7	0	1	 	10	13	 	1	 	 	 	 	 	 	3	2	0	99	1	 	 	 	1	 	 	5	1	 	1	 	 	 	2	3	 	0	0	1	10	0	0	0	0	8	2	4	N	0	 	0	 	 	 	 	0	0	 	6
170018	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
170018	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
170019	0	 	0	 	1	 	12	15	 	2	 	 	 	 	 	 	 	5	0	3	2	 	 	 	1	 	 	8	1	 	 	 	 	 	2	3	3	0	0	0	8	2	2	0	0	9	2	1	N	 	 	 	 	 	 	 	 	 	 	 
170019	1	 	6	0	1	 	59	62	 	1	 	 	 	 	 	 	 	8	3	99	99	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
170019	2	 	1	0	1	 	36	39	 	1	 	 	 	 	 	 	 	6	1	99	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	0	0	 	6
170019	3	 	1	0	1	 	31	34	 	2	0	 	 	 	 	 	 	2	1	8	7	1	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	0	0	 	6
170019	4	 	13	0	1	 	29	32	 	1	 	 	 	 	 	 	 	2	1	8	7	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
170019	5	 	13	0	1	 	27	30	 	1	 	 	 	 	 	 	 	6	1	99	1	1	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
170019	6	 	13	0	1	 	19	22	 	2	 	 	 	 	 	 	 	6	1	99	1	1	10	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
170019	7	 	5	0	1	 	56	59	 	1	 	 	 	 	 	 	 	 	1	98	99	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
170019	8	 	5	1	1	 	50	53	 	2	 	 	 	 	 	 	 	1	1	99	99	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	0	1	1	1
170019	9	 	13	0	1	 	27	30	 	1	 	 	 	 	 	 	 	2	1	8	7	1	6	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
170019	10	 	13	0	1	 	23	26	 	2	 	 	 	 	 	 	 	6	1	98	98	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
170019	11	 	16	0	1	 	4	7	 	1	 	 	 	 	 	 	5	5	 	10	4	 	 	 	1	 	 	2	1	 	 	 	 	 	 	 	 	 	 	 	9	1	0	0	0	8	2	4	N	 	 	 	 	 	 	 	 	 	 	 
170019	12	 	13	0	1	 	16	19	 	1	 	 	 	 	 	 	 	2	0	8	7	1	10	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
170020	0	 	0	 	1	 	11	14	 	2	 	 	 	 	 	 	 	5	0	2	99	 	 	 	1	 	 	8	1	 	 	 	 	 	2	3	5	0	0	1	9	0	0	0	0	8	2	5	N	 	 	 	 	 	 	 	 	 	 	 
170020	1	 	6	0	1	 	82	85	 	1	 	 	 	 	 	 	 	 	3	99	99	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
170020	2	 	1	0	1	 	43	46	 	2	0	 	 	 	 	 	 	6	3	98	98	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	1	19	20	5	4	0	0	 	6
170020	3	 	7	0	1	 	19	22	 	2	 	 	 	 	 	 	 	5	0	2	99	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
170020	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
170020	5	 	13	1	1	 	47	50	 	2	 	 	 	 	 	 	 	6	3	99	99	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	0	0	 	6
170020	6	 	7	0	1	 	15	18	 	1	 	 	 	 	 	 	 	5	0	2	99	1	9	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
170020	7	 	7	0	1	 	10	13	 	1	 	 	 	 	 	 	77	5	0	2	99	 	 	 	1	 	 	6	1	 	1	 	 	 	3	3	 	50	0	1	10	0	0	0	0	8	2	4	N	0	 	0	 	 	 	 	0	0	 	6
170021	0	 	0	 	1	 	12	15	 	1	 	 	 	 	 	 	 	2	0	4	3	 	 	 	1	 	 	7	1	 	 	 	 	 	2	8	3	0	0	1	8	0	2	0	0	8	2	4	N	 	 	 	 	 	 	 	 	 	 	 
170021	1	 	6	0	3	2015	71	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
170021	2	 	6	0	4	 	61	64	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
170021	3	 	1	0	1	 	41	44	 	1	 	 	 	 	 	 	 	 	1	98	99	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	0	0	 	6
170021	4	 	1	1	1	 	36	39	 	2	0	 	 	 	 	 	 	1	1	98	99	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	0	0	 	6
170021	5	 	13	0	4	 	31	34	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
170021	6	 	13	0	4	 	24	27	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
170021	7	 	13	0	4	 	21	24	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
170021	8	 	13	0	4	 	19	22	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
170021	9	 	7	0	1	 	19	22	 	2	 	 	 	 	 	 	 	2	0	4	3	1	10	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
170021	10	 	7	0	4	 	16	19	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
170021	11	 	7	0	1	 	8	11	 	2	 	 	 	 	 	 	4	2	 	4	3	 	 	 	1	 	 	4	1	 	1	 	 	 	2	3	 	50	0	0	9	2	2	0	0	7	0	4	N	0	 	0	 	 	 	 	 	 	 	 
170022	0	 	0	 	1	 	12	15	 	1	 	 	 	 	 	 	 	2	0	8	7	 	 	 	1	 	 	8	1	 	 	 	 	 	1	3	5	0	500	1	7	0	0	0	0	8	4	5	N	 	 	 	 	 	 	 	 	 	 	 
170022	1	 	5	0	4	 	61	64	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
170022	2	 	5	0	4	 	51	54	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
170022	3	 	13	0	4	 	46	49	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
170022	4	 	13	0	4	 	41	44	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
170022	5	 	13	0	4	 	36	39	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
170022	6	 	13	0	4	 	29	32	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
170022	7	 	1	0	1	 	33	36	 	1	 	 	 	 	 	 	 	 	1	98	98	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	1	27	1	1	5	0	0	 	6
170022	8	 	1	1	1	 	31	34	 	2	0	 	 	 	 	 	 	1	1	98	98	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	1	20	0	2	5	0	0	 	6
170022	9	 	13	0	4	 	30	33	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
170022	10	 	13	0	4	 	28	31	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
170022	11	 	13	0	4	 	18	21	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
170022	12	 	13	0	4	 	17	20	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
170022	13	 	7	0	1	 	13	16	 	1	 	 	 	 	 	 	8	2	0	8	7	 	 	 	1	 	 	10	1	 	 	 	 	 	 	 	 	 	 	 	7	0	0	0	0	8	3	6	N	 	 	 	 	 	 	 	 	 	 	 
170022	14	 	7	0	1	 	10	13	 	2	 	 	 	 	 	 	5	2	0	8	7	 	 	 	1	 	 	7	1	 	1	 	 	 	1	3	 	0	0	1	7	0	0	0	0	8	4	5	N	0	 	0	 	 	 	 	0	0	 	6
170023	0	 	0	 	1	 	12	15	 	1	 	 	 	 	 	 	 	2	0	3	2	 	 	 	1	 	 	7	1	 	 	 	 	 	2	3	3	0	0	0	8	1	1	0	0	9	1	4	N	 	 	 	 	 	 	 	 	 	 	 
170023	1	 	6	0	2	 	71	74	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
170023	2	 	1	0	1	 	37	40	 	1	 	 	 	 	 	 	 	 	1	98	99	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	1	18	6	2	5	0	0	 	2
170023	3	 	1	1	1	 	31	34	 	2	0	 	 	 	 	 	 	1	1	98	99	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	1	18	7	1	5	0	1	5	1
170023	4	 	13	0	4	 	31	34	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
170023	5	 	13	0	4	 	29	32	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
170023	6	 	13	0	4	 	26	29	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
170023	7	 	13	0	4	 	25	28	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
170023	8	 	7	0	1	 	16	19	 	1	 	 	 	 	 	 	 	2	0	3	2	1	11	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
170023	9	 	7	0	1	 	6	9	 	1	 	 	 	 	 	 	4	2	 	3	2	 	 	 	1	 	 	2	1	 	1	 	 	 	4	3	 	0	0	0	9	0	0	0	0	8	1	6	N	0	 	0	 	 	 	 	 	 	 	 
170024	0	 	0	 	1	 	12	15	 	1	 	 	 	 	 	 	 	5	0	98	98	 	 	 	1	 	 	7	1	 	 	 	 	 	3	3	3	50	0	1	8	0	0	0	0	9	2	5	N	 	 	 	 	 	 	 	 	 	 	 
170024	1	 	5	0	1	 	61	64	 	1	 	 	 	 	 	 	 	 	1	99	99	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
170024	2	 	5	1	1	 	51	54	 	2	 	 	 	 	 	 	 	1	1	99	99	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	0	0	 	5
170024	3	 	13	0	4	 	 	45	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
170024	4	 	1	0	5	 	36	39	 	2	0	 	 	1	10	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
170024	5	 	13	0	4	 	 	42	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
170024	6	 	13	0	4	 	 	22	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
170024	7	 	13	0	4	 	22	25	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
170024	8	 	13	0	1	 	20	23	 	2	 	 	 	 	 	 	 	2	0	2	1	1	15	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	 	 	 	 	 	 	 	 	 	 	 
170024	9	 	7	0	4	 	15	18	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
170024	10	 	14	0	1	 	4	7	 	1	 	 	 	 	 	 	1	5	 	98	98	 	 	 	1	 	 	1	1	 	 	 	 	 	 	 	 	 	 	 	9	0	0	0	0	9	2	4	N	 	 	 	 	 	 	 	 	 	 	 
170025	0	 	0	 	1	 	11	14	 	2	 	 	 	 	 	 	 	2	0	3	99	 	 	 	1	 	 	9	1	 	 	 	 	 	2	3	6	0	0	1	8	0	0	0	0	8	5	3	N	 	 	 	 	 	 	 	 	 	 	 
170025	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
170025	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
170025	3	 	1	1	1	 	36	39	 	2	-88	 	 	 	 	 	 	 	3	98	98	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	0	0	 	1
170025	4	 	7	0	4	 	21	24	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
170025	5	 	7	0	4	 	13	16	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
170026	0	 	0	 	1	 	12	15	 	1	 	 	 	 	 	 	 	2	0	2	1	 	 	 	1	 	 	8	1	 	 	 	 	 	3	3	5	0	1200	1	7	0	0	0	0	8	4	5	N	 	 	 	 	 	 	 	 	 	 	 
170026	1	 	1	0	1	 	39	42	 	1	 	 	 	 	 	 	 	 	1	99	99	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	0	0	 	6
170026	2	 	1	1	1	 	31	34	 	2	0	 	 	 	 	 	 	1	1	98	98	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	1	19	2	2	5	0	0	 	6
170026	3	 	7	0	1	 	15	18	 	1	 	 	 	 	 	 	 	2	0	2	1	1	12	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
170026	4	 	7	0	1	 	10	13	 	2	 	 	 	 	 	 	77	2	0	2	1	 	 	 	1	 	 	6	1	 	1	 	 	 	2	3	 	30	0	1	7	0	0	0	0	8	4	5	N	0	 	0	 	 	 	 	0	0	 	6
170026	5	 	7	0	1	 	7	10	 	2	 	 	 	 	 	 	77	2	 	2	1	 	 	 	1	 	 	5	1	 	 	 	 	 	 	 	 	 	 	 	7	0	0	0	0	8	4	5	N	 	 	 	 	 	 	 	 	 	 	 
170027	0	 	0	 	1	 	12	15	 	1	 	 	 	 	 	 	 	2	0	5	4	 	 	 	1	 	 	9	1	 	 	 	 	 	2	3	9	0	0	1	9	0	0	0	0	8	2	5	N	 	 	 	 	 	 	 	 	 	 	 
170027	1	 	6	0	4	 	81	84	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
170027	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
170027	3	 	6	0	4	 	56	59	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
