childid	rcfid	cocdmove	agemove	whymove
PE111027	2	8888	20	13
PE111027	3	8888	23	8
PE111027	4	1	 	 
PE111029	1	64	19	8
PE111029	2	29	 	 
PE111030	1	53	22	13
PE111030	2	64	 	 
PE111032	1	1	3	8
PE111032	2	8888	20	7
PE111032	3	28	 	 
PE111034	1	75	24	1
PE111034	2	8888	15	1
PE111034	3	49	 	 
PE111036	1	9	19	5
PE111036	2	8888	28	5
PE111036	3	4	 	 
PE111038	1	71	18	13
PE111038	2	49	 	 
PE111039	1	23	9	10
PE111039	2	49	 	 
PE111042	1	2	25	1
PE111042	2	1	 	 
PE111044	1	2	16	2
PE111044	2	8888	19	1
PE111044	3	8888	22	1
PE111044	4	8888	26	1
PE111044	5	8888	31	1
PE111044	6	8888	31	1
PE111044	7	8888	32	1
PE111044	8	8888	35	8
PE111044	9	1	 	 
PE111045	1	43	7	1
PE111045	2	8888	18	3
PE111045	3	8888	21	13
PE111045	4	25	 	 
PE111047	1	11	17	13
PE111047	2	8	 	 
PE111049	1	1	14	13
PE111049	2	8	 	 
PE111050	1	89	23	5
PE111050	2	7	 	 
PE111052	1	2	20	13
PE111052	2	8	 	 
PE111057	1	7	20	13
PE111057	2	8888	37	1
PE111057	3	8888	37	12
PE111057	4	2	 	 
PE111058	1	38	17	13
PE111058	2	8888	19	1
PE111058	3	53	 	 
PE111059	1	30	6	1
PE111059	2	30	 	 
PE111061	1	2	10	10
PE111061	2	8888	28	5
PE111061	3	26	 	 
PE111063	1	1	4	1
PE111063	2	8888	14	1
PE111063	3	8888	20	1
PE111063	4	27	 	 
PE111066	1	45	16	13
PE111066	2	1	 	 
PE111071	1	2	14	1
PE111071	2	8888	15	2
PE111071	3	8888	16	13
PE111071	4	1	 	 
PE111079	1	24	28	1
PE111079	2	1	 	 
PE111081	1	11	16	13
PE111081	2	24	 	 
PE111082	1	24	19	1
PE111082	2	1	 	 
PE111083	1	27	17	1
PE111083	2	8888	21	12
PE111083	3	8888	22	1
PE111083	4	8888	23	15
PE111083	5	8888	25	7
PE111083	6	1	 	 
PE111089	1	135	1	7
PE111089	2	8888	2	2
PE111089	3	8888	9	1
PE111089	4	8888	11	1
PE111089	5	8888	28	13
PE111089	6	26	 	 
PE111094	1	1	1	1
PE111094	2	8888	15	13
PE111094	3	8888	21	1
PE111094	4	8888	22	1
PE111094	5	38	 	 
PE111096	1	38	28	1
PE111096	2	8888	30	1
PE111096	3	8888	38	1
PE111096	4	9999	 	 
PE111098	1	44	30	13
PE111098	2	34	 	 
PE111102	1	1	24	5
PE111102	2	8888	28	1
PE111102	3	26	 	 
PE121002	1	1	11	15
PE121002	2	8888	12	19
PE121002	3	8888	16	2
PE121002	4	8888	17	4
PE121002	5	8888	18	4
PE121002	6	8888	19	5
PE121002	7	8888	20	15
PE121002	8	8888	25	5
PE121002	9	5	 	 
PE121003	1	1	1	6
PE121003	2	1	 	 
PE121005	1	1	10	16
PE121005	2	1	 	 
PE121007	1	0	2	4
PE121007	2	8888	9	6
PE121007	3	8888	19	5
PE121007	4	1	 	 
PE121008	1	1	1	15
PE121008	2	1	 	 
PE121009	1	1	0	1
PE121009	2	8888	8	1
PE121009	3	8888	11	1
PE121009	4	8888	18	1
PE121009	5	8888	19	1
PE121009	6	8888	32	13
PE121009	7	1	 	 
PE121012	1	1	1	4
PE121012	2	8888	17	13
PE121012	3	1	 	 
PE121013	1	1	4	8
PE121013	2	8888	20	13
PE121013	3	8888	23	5
PE121013	4	1	 	 
PE121015	1	1	0	1
PE121015	2	8888	3	6
PE121015	3	8888	4	1
PE121015	4	8888	11	16
PE121015	5	8888	20	13
PE121015	6	8888	21	16
PE121015	7	1	 	 
PE121016	1	65	14	1
PE121016	2	8888	21	18
PE121016	3	1	 	 
PE121017	1	1	0	14
PE121017	2	8888	16	7
PE121017	3	8888	16	13
PE121017	4	8888	18	9
PE121017	5	8888	20	7
PE121017	6	8888	20	15
PE121017	7	1	 	 
PE121020	1	12	17	15
PE121020	2	8888	18	4
PE121020	3	8888	21	13
PE121020	4	1	 	 
PE121021	1	1	10	5
PE121021	2	8888	12	4
PE121021	3	8888	13	5
PE121021	4	1	 	 
PE121022	1	1	22	13
PE121022	2	1	 	 
PE121024	1	1	2	6
PE121024	2	8888	23	5
PE121024	3	8888	28	1
PE121024	4	1	 	 
PE121027	1	1	1	1
PE121027	2	8888	16	2
PE121027	3	8888	26	13
PE121027	4	8888	27	18
PE121027	5	1	 	 
PE121028	1	1	6	5
PE121028	2	8888	22	13
PE121028	3	8888	24	1
PE121028	4	1	 	 
PE121029	1	9	10	1
PE121029	2	8888	17	2
PE121029	3	8888	19	5
PE121029	4	1	 	 
PE121030	1	1	16	2
PE121030	2	1	 	 
PE121031	1	1	16	6
PE121031	2	8888	17	1
PE121031	3	8888	23	18
PE121031	4	8888	25	5
PE121031	5	1	 	 
PE121032	1	9999	18	1
PE121032	2	8888	19	1
PE121032	3	8888	22	13
PE121032	4	8888	31	7
PE121032	5	1	 	 
PE121033	1	4	14	1
PE121033	2	8888	15	1
PE121033	3	8888	21	1
PE121033	4	8888	21	5
PE121033	5	8888	33	5
PE121033	6	1	 	 
PE121035	1	1	14	10
PE121035	2	1	 	 
PE121036	1	1	6	5
PE121036	2	8888	17	13
PE121036	3	8888	18	3
PE121036	4	8888	21	5
PE121036	5	1	 	 
PE121037	1	1	5	8
PE121037	2	8888	8	5
PE121037	3	1	 	 
PE121038	1	1	1	8
PE121038	2	8888	19	4
PE121038	3	8888	25	13
PE121038	4	5	 	 
PE121039	1	1	4	4
PE121039	2	8888	7	2
PE121039	3	8888	22	13
PE121039	4	8888	22	8
PE121039	5	1	 	 
PE121040	1	1	5	15
PE121040	2	1	 	 
PE121042	1	1	22	5
PE121042	2	8888	25	3
PE121042	3	8888	25	3
PE121042	4	1	 	 
PE121044	1	1	3	1
PE121044	2	8888	32	5
PE121044	3	1	 	 
PE121046	1	1	18	2
PE121046	2	8888	20	5
PE121046	3	8888	24	13
PE121046	4	8888	27	1
PE121046	5	1	 	 
PE121048	1	1	0	5
PE121048	2	1	 	 
PE121049	1	1	1	14
PE121049	2	8888	20	13
PE121049	3	8888	21	15
PE121049	4	8888	25	15
PE121049	5	8888	27	15
PE121049	6	8888	30	7
PE121049	7	1	 	 
PE121050	1	1	10	6
PE121050	2	8888	14	2
PE121050	3	1	 	 
PE121052	1	1	9	3
PE121052	2	8888	14	14
PE121052	3	8888	17	1
PE121052	4	8888	22	13
PE121052	5	8888	27	10
PE121052	6	8888	29	1
PE121052	7	8888	32	14
PE121052	8	1	 	 
PE121053	1	100	11	15
PE121053	2	8888	15	14
PE121053	3	1	 	 
PE121054	1	10	7	5
PE121054	2	1	 	 
PE121055	1	1	15	16
PE121055	2	8888	20	8
PE121055	3	8888	22	6
PE121055	4	8888	23	14
PE121055	5	1	 	 
PE121057	1	1	28	5
PE121057	2	1	 	 
PE121059	1	1	30	1
PE121059	2	1	 	 
PE121062	1	13	6	15
PE121062	2	8888	8	8
PE121062	3	8888	11	2
PE121062	4	8888	11	8
PE121062	5	8888	16	1
PE121062	6	8888	18	1
PE121062	7	8888	28	1
PE121062	8	1	 	 
PE121064	1	1	23	1
PE121064	2	8888	25	5
PE121064	3	1	 	 
PE121066	1	1	18	13
PE121066	2	8888	20	4
PE121066	3	8888	21	1
PE121066	4	1	 	 
PE121068	1	1	5	8
PE121068	2	8888	28	13
PE121068	3	1	 	 
PE121069	1	1	6	1
PE121069	2	8888	16	1
PE121069	3	8888	19	13
PE121069	4	8888	26	8
PE121069	5	1	 	 
PE121070	1	1	1	14
PE121070	2	8888	26	13
PE121070	3	1	 	 
PE121071	1	1	5	5
PE121071	2	1	 	 
PE121073	1	1	2	1
PE121073	2	8888	6	5
PE121073	3	8888	20	13
PE121073	4	1	 	 
PE121075	1	9999	1	4
PE121075	2	8888	9	7
PE121075	3	8888	14	7
PE121075	4	8888	18	13
PE121075	5	8888	20	1
PE121075	6	1	 	 
PE121076	1	1	22	13
PE121076	2	1	 	 
PE121078	1	1	8	9
PE121078	2	8888	18	1
PE121078	3	8888	19	1
PE121078	4	8888	20	1
PE121078	5	8888	23	1
PE121078	6	8888	24	13
PE121078	7	8888	26	8
PE121078	8	8888	27	15
PE121078	9	8888	29	5
PE121078	10	1	 	 
PE121079	1	1	1	3
PE121079	2	8888	17	1
PE121079	3	8888	17	9
PE121079	4	8888	22	13
PE121079	5	8888	30	4
PE121079	6	1	 	 
PE121080	1	1	25	5
PE121080	2	1	 	 
PE121081	1	1	28	5
PE121081	2	8888	29	3
PE121081	3	8888	30	2
PE121081	4	1	 	 
PE121082	1	1	5	15
PE121082	2	1	 	 
PE121083	1	1	24	6
PE121083	2	1	 	 
PE121085	1	1	17	13
PE121085	2	8888	22	5
PE121085	3	1	 	 
PE121086	1	1	28	13
PE121086	2	1	 	 
PE121088	1	1	1	5
PE121088	2	1	 	 
PE121089	1	1	19	4
PE121089	2	8888	20	3
PE121089	3	8888	23	4
PE121089	4	1	 	 
PE121091	1	1	1	4
PE121091	2	8888	8	7
PE121091	3	8888	10	4
PE121091	4	8888	14	4
PE121091	5	8888	16	13
PE121091	6	8888	24	7
PE121091	7	1	 	 
PE121092	1	1	19	1
PE121092	2	8888	20	2
PE121092	3	1	 	 
PE121093	1	1	4	10
PE121093	2	8888	8	15
PE121093	3	8888	10	4
PE121093	4	8888	20	18
PE121093	5	8888	21	13
PE121093	6	1	 	 
PE121094	1	1	15	1
PE121094	2	8888	18	15
PE121094	3	8888	21	13
PE121094	4	1	 	 
PE121097	1	1	9	11
PE121097	2	8888	22	5
PE121097	3	8888	23	13
PE121097	4	1	 	 
PE121098	1	1	4	1
PE121098	2	1	 	 
PE131001	1	1	8	5
PE131001	2	1	 	 
PE131002	1	1	12	1
PE131002	2	0	17	15
PE131002	3	0	19	1
PE131002	4	0	23	8
PE131002	5	1	 	 
PE131003	1	1	22	1
PE131003	2	1	 	 
PE131004	1	1	22	13
PE131004	2	8888	28	5
PE131004	3	1	 	 
PE131005	1	1	0	 
PE131005	2	8888	30	1
PE131005	3	1	 	 
PE131006	1	1	8	15
PE131006	2	8888	9	2
PE131006	3	1	 	 
PE131007	1	1	1	1
PE131007	2	8888	6	1
PE131007	3	8888	6	8
PE131007	4	8888	24	12
PE131007	5	8888	26	15
PE131007	6	1	 	 
PE131008	1	1	14	2
PE131008	2	8888	16	1
PE131008	3	8888	26	13
PE131008	4	8888	27	6
PE131008	5	1	 	 
PE131009	1	3	8	2
PE131009	2	8888	18	1
PE131009	3	8888	24	1
PE131009	4	0	33	8
PE131009	5	1	 	 
PE131010	1	6	1	1
PE131010	2	8888	15	8
PE131010	3	1	 	 
PE131011	1	1	1	8
PE131011	2	1	 	 
PE131012	1	1	30	6
PE131012	2	8888	39	5
PE131012	3	1	 	 
PE131013	1	1	3	8
PE131013	2	1	 	 
PE131014	1	1	19	5
PE131014	2	1	 	 
PE131015	1	1	13	1
PE131015	2	8888	14	1
PE131015	3	8888	19	1
PE131015	4	8888	20	1
PE131015	5	8888	20	1
PE131015	6	8888	22	13
PE131015	7	8888	25	6
PE131015	8	8888	27	12
PE131015	9	1	 	 
PE131016	1	9	7	1
PE131016	2	1	 	 
PE131017	1	1	7	8
PE131017	2	1	 	 
PE131018	1	8	20	1
PE131018	2	8888	30	5
PE131018	3	8888	33	3
PE131018	4	8888	34	1
PE131018	5	1	 	 
PE131019	1	8	10	3
PE131019	2	1	 	 
PE131020	1	1	1	1
PE131020	2	8888	21	8
PE131020	3	1	 	 
PE131021	1	1	7	1
PE131021	2	8888	11	1
PE131021	3	1	 	 
PE131022	1	1	8	1
PE131022	2	8888	22	5
PE131022	3	8888	35	1
PE131022	4	8888	36	15
PE131022	5	1	 	 
PE131023	1	1	16	1
PE131023	2	8888	27	5
PE131023	3	1	 	 
PE131024	1	1	2	5
PE131024	2	1	 	 
PE131025	1	10	8	10
PE131025	2	8888	9	4
PE131025	3	8888	17	13
PE131025	4	8888	24	5
PE131025	5	1	 	 
PE131026	1	1	14	1
PE131026	2	8888	19	13
PE131026	3	8888	20	8
PE131026	4	8888	24	7
PE131026	5	1	 	 
PE131028	1	1	7	9
PE131028	2	8888	8	4
PE131028	3	8888	8	16
PE131028	4	1	 	 
PE131029	1	1	5	8
PE131029	2	8888	28	13
PE131029	3	1	 	 
PE131030	1	1	6	1
PE131030	2	1	 	 
PE131032	1	1	16	1
PE131032	2	8888	18	13
PE131032	3	8888	19	1
PE131032	4	8888	20	1
PE131032	5	1	 	 
PE131034	1	1	14	8
PE131034	2	1	 	 
PE131035	1	1	0	1
PE131035	2	8888	15	2
PE131035	3	1	 	 
PE131037	1	1	18	6
PE131037	2	1	 	 
PE131038	1	1	5	14
PE131038	2	8888	9	15
PE131038	3	8888	13	12
PE131038	4	1	 	 
PE131039	1	1	4	14
PE131039	2	1	 	 
PE131040	1	60	12	1
PE131040	2	8888	12	1
PE131040	3	8888	14	1
PE131040	4	8888	16	18
PE131040	5	1	 	 
PE131041	1	1	5	5
PE131041	2	8888	7	8
PE131041	3	8888	 	13
PE131041	4	1	 	 
PE131042	1	1	0	1
PE131042	2	8888	10	1
PE131042	3	8888	13	1
PE131042	4	8888	14	1
PE131042	5	8888	19	13
PE131042	6	8888	26	14
PE131042	7	1	 	 
PE131043	1	1	20	1
PE131043	2	8888	22	13
PE131043	3	1	 	 
PE131044	1	1	15	1
PE131044	2	8888	21	13
PE131044	3	8888	32	14
PE131044	4	8888	33	12
PE131044	5	8888	36	5
PE131044	6	8888	37	14
PE131044	7	1	 	 
PE131045	1	1	11	2
PE131045	2	8888	19	5
PE131045	3	8888	23	13
PE131045	4	8888	27	5
PE131045	5	8888	31	8
PE131045	6	1	 	 
PE131046	1	3	13	1
PE131046	2	0	15	1
PE131046	3	0	17	1
PE131046	4	1	 	 
PE131047	1	1	7	8
PE131047	2	1	 	 
PE131048	1	1	4	6
PE131048	2	8888	10	4
PE131048	3	8888	17	12
PE131048	4	8888	26	4
PE131048	5	8888	37	5
PE131048	6	1	 	 
PE131049	1	1	6	6
PE131049	2	8888	11	6
PE131049	3	1	 	 
PE131050	1	1	38	2
PE131050	2	8888	42	14
PE131050	3	1	 	 
PE131051	1	1	10	1
PE131051	2	8888	10	1
PE131051	3	8888	21	1
PE131051	4	1	 	 
PE131052	1	1	7	1
PE131052	2	8888	15	3
PE131052	3	8888	20	3
PE131052	4	8888	37	1
PE131052	5	1	 	 
PE131054	1	9999	16	1
PE131054	2	8888	23	13
PE131054	3	1	 	 
PE131055	1	1	11	1
PE131055	2	8888	16	1
PE131055	3	8888	18	15
PE131055	4	8888	26	1
PE131055	5	1	 	 
PE131056	1	1	1	5
PE131056	2	1	 	 
PE131058	1	64	16	15
PE131058	2	1	 	 
PE131060	1	1	6	5
PE131060	2	8888	8	8
PE131060	3	8888	12	8
PE131060	4	8888	30	5
PE131060	5	8888	32	6
PE131060	6	1	 	 
PE131062	1	1	18	14
PE131062	2	8888	32	4
PE131062	3	8888	33	1
PE131062	4	8888	38	4
PE131062	5	1	 	 
PE131063	1	1	17	1
PE131063	2	8888	19	15
PE131063	3	8888	20	1
PE131063	4	8888	22	13
PE131063	5	8888	26	14
PE131063	6	1	 	 
PE131065	1	1	2	5
PE131065	2	1	 	 
PE131066	1	1	14	1
PE131066	2	1	 	 
PE131067	1	1	20	1
PE131067	2	1	 	 
PE131068	1	1	6	1
PE131068	2	8888	10	14
PE131068	3	1	 	 
PE131069	1	1	13	15
PE131069	2	8888	17	13
PE131069	3	8888	21	14
PE131069	4	1	 	 
PE131070	1	1	18	5
PE131070	2	1	 	 
PE131071	1	38	12	15
PE131071	2	8888	13	1
PE131071	3	8888	14	1
PE131071	4	8888	20	8
PE131071	5	8888	36	13
PE131071	6	8888	37	4
PE131071	7	1	 	 
PE131072	1	1	2	1
PE131072	2	8888	17	13
PE131072	3	8888	18	14
PE131072	4	1	 	 
PE131073	1	1	2	8
PE131073	2	1	 	 
PE131074	1	1	7	8
PE131074	2	1	 	 
PE131075	1	1	20	1
PE131075	2	8888	24	13
PE131075	3	1	 	 
PE131076	1	1	2	1
PE131076	2	8888	6	6
PE131076	3	8888	36	6
PE131076	4	1	 	 
PE131078	1	1	23	1
PE131078	2	8888	23	2
PE131078	3	8888	23	1
PE131078	4	1	 	 
PE131079	1	1	16	2
PE131079	2	8888	18	6
PE131079	3	8888	20	2
PE131079	4	8888	25	15
PE131079	5	8888	33	1
PE131079	6	1	 	 
PE131080	1	1	10	2
PE131080	2	8888	20	13
PE131080	3	8888	28	8
PE131080	4	1	 	 
PE131081	1	11	12	1
PE131081	2	0	17	1
PE131081	3	8888	29	5
PE131081	4	1	 	 
PE131082	1	1	15	1
PE131082	2	8888	17	1
PE131082	3	8888	18	13
PE131082	4	8888	19	5
PE131082	5	1	 	 
PE131083	1	1	14	1
PE131083	2	8888	15	15
PE131083	3	8888	17	15
PE131083	4	8888	19	15
PE131083	5	1	 	 
PE131084	1	2	12	2
PE131084	2	8888	16	8
PE131084	3	8888	23	1
PE131084	4	8888	25	8
PE131084	5	1	 	 
PE131085	1	1	9	5
PE131085	2	1	 	 
PE131086	1	9999	2	1
PE131086	2	8888	5	8
PE131086	3	8888	7	1
PE131086	4	8888	9	8
PE131086	5	8888	9	8
PE131086	6	8888	10	1
PE131086	7	8888	12	5
PE131086	8	8888	20	5
PE131086	9	1	 	 
PE131087	1	1	6	15
PE131087	2	8888	12	8
PE131087	3	8888	13	15
PE131087	4	8888	14	5
PE131087	5	8888	32	4
PE131087	6	1	 	 
PE131088	1	1	1	1
PE131088	2	8888	4	2
PE131088	3	8888	9	2
PE131088	4	8888	11	2
PE131088	5	1	 	 
PE131089	1	1	14	1
PE131089	2	8888	17	12
PE131089	3	8888	21	5
PE131089	4	8888	25	12
PE131089	5	8888	25	5
PE131089	6	8888	26	4
PE131089	7	8888	29	4
PE131089	8	1	 	 
PE131090	1	1	6	7
PE131090	2	8888	6	15
PE131090	3	8888	14	1
PE131090	4	8888	17	15
PE131090	5	1	 	 
PE131091	1	1	1	8
PE131091	2	8888	7	4
PE131091	3	1	 	 
PE131092	1	1	6	8
PE131092	2	1	 	 
PE131093	1	19	10	10
PE131093	2	8888	12	2
PE131093	3	8888	15	5
PE131093	4	8888	18	8
PE131093	5	8888	20	1
PE131093	6	8888	21	1
PE131093	7	8888	22	1
PE131093	8	1	 	 
PE131094	1	1	12	1
PE131094	2	8888	12	8
PE131094	3	8888	15	13
PE131094	4	1	 	 
PE131095	1	6	7	1
PE131095	2	8888	26	5
PE131095	3	1	 	 
PE131096	1	1	1	8
PE131096	2	1	 	 
PE131097	1	1	18	1
PE131097	2	1	 	 
PE131098	1	1	10	17
PE131098	2	1	 	 
PE131099	1	1	5	2
PE131099	2	8888	33	8
PE131099	3	1	 	 
PE131100	1	9999	11	10
PE131100	2	0	22	1
PE131100	3	1	 	 
PE131101	1	1	17	13
PE131101	2	1	 	 
PE131102	1	1	0	1
PE131102	2	8888	16	1
PE131102	3	8888	20	13
PE131102	4	8888	21	5
PE131102	5	1	 	 
PE141001	1	1	12	1
PE141001	2	8888	15	1
PE141001	3	1	 	 
PE141003	1	1	30	13
PE141003	2	1	 	 
PE141005	1	1	20	3
PE141005	2	1	 	 
PE141006	1	39	5	15
PE141006	2	8888	8	15
PE141006	3	8888	9	1
PE141006	4	8888	11	1
PE141006	5	8888	11	1
PE141006	6	0	14	1
PE141006	7	0	16	1
PE141006	8	8888	25	13
PE141006	9	1	 	 
PE141010	1	1	4	6
PE141010	2	1	 	 
PE141012	1	1	2	1
PE141012	2	8888	9	10
PE141012	3	1	 	 
PE141013	1	1	5	8
PE141013	2	1	 	 
PE141019	1	1	7	15
PE141019	2	8888	12	4
PE141019	3	8888	14	4
PE141019	4	0	17	4
PE141019	5	8888	19	5
PE141019	6	8888	31	3
PE141019	7	1	 	 
PE141021	1	1	4	8
PE141021	2	8888	32	13
PE141021	3	1	 	 
PE141023	1	1	2	3
PE141023	2	8888	38	8
PE141023	3	8888	39	4
PE141023	4	1	 	 
PE141025	1	24	6	1
PE141025	2	1	 	 
PE141027	1	1	34	8
PE141027	2	34	 	 
PE141028	1	65	13	4
PE141028	2	8888	14	1
PE141028	3	8888	16	1
PE141028	4	8888	17	13
PE141028	5	1	 	 
PE141030	1	9999	9	1
PE141030	2	8888	11	1
PE141030	3	8888	15	13
PE141030	4	8888	29	8
PE141030	5	1	 	 
PE141032	1	1	9	2
PE141032	2	0	10	2
PE141032	3	8888	28	5
PE141032	4	8888	30	8
PE141032	5	1	 	 
PE141034	1	1	3	16
PE141034	2	1	 	 
PE141035	1	22	18	1
PE141035	2	1	 	 
PE141038	1	21	4	12
PE141038	2	8888	28	13
PE141038	3	8888	29	4
PE141038	4	1	 	 
PE141039	1	9999	6	1
PE141039	2	8888	12	1
PE141039	3	1	 	 
PE141040	1	1	13	2
PE141040	2	8888	22	13
PE141040	3	1	 	 
PE141044	1	1	6	2
PE141044	2	8888	8	2
PE141044	3	0	12	2
PE141044	4	8888	18	1
PE141044	5	8888	23	6
PE141044	6	8888	25	8
PE141044	7	1	 	 
PE141048	1	1	9	5
PE141048	2	8888	23	13
PE141048	3	1	 	 
PE141051	1	54	16	1
PE141051	2	8888	20	1
PE141051	3	8888	23	12
PE141051	4	1	 	 
PE141055	1	1	23	5
PE141055	2	8888	28	5
PE141055	3	8888	29	4
PE141055	4	1	 	 
PE141056	1	1	18	10
PE141056	2	8888	2	1
PE141056	3	1	 	 
PE141057	1	1	7	14
PE141057	2	8888	25	13
PE141057	3	8888	27	6
PE141057	4	1	 	 
PE141058	1	1	2	8
PE141058	2	8888	12	2
PE141058	3	8888	15	15
PE141058	4	1	 	 
PE141059	1	9999	6	8
PE141059	2	8888	34	1
PE141059	3	8888	35	4
PE141059	4	1	 	 
PE141061	1	1	21	13
PE141061	2	1	 	 
PE141066	1	39	5	4
PE141066	2	0	10	2
PE141066	3	8888	12	2
PE141066	4	8888	19	8
PE141066	5	1	 	 
PE141067	1	1	28	13
PE141067	2	1	 	 
PE141068	1	1	6	14
PE141068	2	8888	18	6
PE141068	3	8888	25	5
PE141068	4	1	 	 
PE141070	1	1	0	12
PE141070	2	8888	18	13
PE141070	3	1	 	 
PE141072	1	1	7	2
PE141072	2	1	 	 
PE141073	1	1	1	6
PE141073	2	1	 	 
PE141074	1	1	2	12
PE141074	2	8888	10	1
PE141074	3	1	 	 
PE141076	1	1	17	15
PE141076	2	1	 	 
PE141077	1	1	18	13
PE141077	2	1	 	 
PE141079	1	1	5	1
PE141079	2	8888	7	2
PE141079	3	8888	12	2
PE141079	4	8888	32	13
PE141079	5	1	 	 
PE141080	1	1	13	6
PE141080	2	8888	18	1
PE141080	3	8888	22	5
PE141080	4	1	 	 
PE141083	1	1	19	13
PE141083	2	8888	27	8
PE141083	3	1	 	 
PE141084	1	1	2	1
PE141084	2	8888	3	1
PE141084	3	8888	4	8
PE141084	4	8888	3	13
PE141084	5	8888	45	6
PE141084	6	8888	48	3
PE141084	7	1	 	 
PE141085	1	1	11	2
PE141085	2	8888	22	1
PE141085	3	8888	26	13
PE141085	4	1	 	 
PE141087	1	1	10	2
PE141087	2	8888	20	6
PE141087	3	8888	25	8
PE141087	4	8888	35	1
PE141087	5	8888	40	13
PE141087	6	8888	61	2
PE141087	7	1	 	 
PE141089	1	8	3	1
PE141089	2	8888	13	4
PE141089	3	1	 	 
PE141094	1	7	31	1
PE141094	2	2	 	 
PE141096	1	1	13	1
PE141096	2	8888	24	1
PE141096	3	8888	27	13
PE141096	4	1	 	 
PE141097	1	1	7	10
PE141097	2	1	 	 
PE141098	1	28	8	1
PE141098	2	8888	16	13
PE141098	3	1	 	 
PE141099	1	1	2	8
PE141099	2	8888	15	2
PE141099	3	8888	18	2
PE141099	4	8888	20	1
PE141099	5	8888	23	4
PE141099	6	1	 	 
PE141101	1	1	21	1
PE141101	2	8888	25	1
PE141101	3	8888	27	1
PE141101	4	1	 	 
PE141102	1	1	4	1
PE141102	2	8888	11	1
PE141102	3	1	 	 
PE141104	1	1	7	16
PE141104	2	1	 	 
PE151002	1	1	0	14
PE151002	2	8888	24	13
PE151002	3	8888	25	4
PE151002	4	1	 	 
PE151003	1	1	8	1
PE151003	2	8888	10	8
PE151003	3	8888	27	2
PE151003	4	2	 	 
PE151004	1	25	17	1
PE151004	2	8888	18	5
PE151004	3	2	 	 
PE151005	1	48	13	2
PE151005	2	8888	14	1
PE151005	3	8888	16	13
PE151005	4	2	 	 
PE151006	1	39	9	20
PE151006	2	0	15	8
PE151006	3	8888	21	13
PE151006	4	2	 	 
PE151007	1	53	6	10
PE151007	2	8888	19	1
PE151007	3	8888	23	13
PE151007	4	8888	27	8
PE151007	5	8888	29	17
PE151007	6	8888	30	1
PE151007	7	2	 	 
PE151008	1	45	24	9
PE151008	2	2	 	 
PE151009	1	1	6	1
PE151009	2	8888	12	2
PE151009	3	8888	19	5
PE151009	4	2	 	 
PE151010	1	1	8	2
PE151010	2	8888	11	8
PE151010	3	2	 	 
PE151013	1	1	4	1
PE151013	2	8888	27	2
PE151013	3	1	 	 
PE151014	1	1	26	9
PE151014	2	2	 	 
PE151015	1	1	1	1
PE151015	2	8888	18	1
PE151015	3	8888	27	9
PE151015	4	8888	29	5
PE151015	5	2	 	 
PE151016	1	21	0	1
PE151016	2	8888	9	9
PE151016	3	8888	19	5
PE151016	4	8888	19	13
PE151016	5	2	 	 
PE151017	1	1	1	1
PE151017	2	8888	35	2
PE151017	3	2	 	 
PE151018	1	9999	16	1
PE151018	2	8888	17	1
PE151018	3	2	 	 
PE151019	1	1	0	5
PE151019	2	8888	12	1
PE151019	3	8888	15	20
PE151019	4	8888	40	1
PE151019	5	2	 	 
PE151020	1	1	0	1
PE151020	2	8888	2	1
PE151020	3	8888	10	14
PE151020	4	8888	15	2
PE151020	5	8888	18	15
PE151020	6	8888	24	1
PE151020	7	8888	25	1
PE151020	8	8888	27	13
PE151020	9	8888	30	1
PE151020	10	8888	32	15
PE151020	11	8888	34	12
PE151020	12	8888	37	15
PE151020	13	2	 	 
PE151021	1	3	8	2
PE151021	2	8888	18	2
PE151021	3	8888	18	5
PE151021	4	2	 	 
PE151023	1	18	18	1
PE151023	2	8888	19	1
PE151023	3	8888	26	13
PE151023	4	2	 	 
PE151024	1	19	15	1
PE151024	2	8888	15	13
PE151024	3	8888	17	1
PE151024	4	8888	17	1
PE151024	5	6	 	 
PE151025	1	1	2	1
PE151025	2	8888	36	1
PE151025	3	8888	38	1
PE151025	4	8888	41	5
PE151025	5	1	 	 
PE151026	1	24	17	1
PE151026	2	8888	22	1
PE151026	3	8888	25	1
PE151026	4	8888	27	5
PE151026	5	2	 	 
PE151027	1	13	4	1
PE151027	2	8888	10	10
PE151027	3	0	12	2
PE151027	4	8888	19	15
PE151027	5	2	 	 
PE151028	1	1	3	7
PE151028	2	8888	49	8
PE151028	3	1	 	 
PE151031	1	79	15	13
PE151031	2	16	 	 
PE151032	1	35	1	1
PE151032	2	8888	5	1
PE151032	3	8888	10	20
PE151032	4	8888	17	1
PE151032	5	15	 	 
PE151033	1	16	22	12
PE151033	2	27	 	 
PE151035	1	9999	1	10
PE151035	2	8888	9	1
PE151035	3	8888	20	5
PE151035	4	8888	30	8
PE151035	5	10	 	 
PE151037	1	1	1	8
PE151037	2	8888	10	1
PE151037	3	8888	40	13
PE151037	4	25	 	 
PE151040	1	48	20	13
PE151040	2	16	 	 
PE151042	1	1	13	6
PE151042	2	8888	18	5
PE151042	3	1	 	 
PE151044	1	33	8	1
PE151044	2	8888	10	1
PE151044	3	8888	24	1
PE151044	4	8888	26	2
PE151044	5	1	 	 
PE151045	1	87	0	19
PE151045	2	8888	7	5
