childid	passid	passet	numpass	valpass	decpass
PE201065	1	38	1	160	1
PE201066	1	18	3	10	80
PE201066	2	3	1	30	80
PE201066	3	19	2	15	80
PE201066	4	38	1	400	80
PE201066	5	31	4	200	80
PE201066	6	23	1	300	80
PE201068	1	33	1	200	1
PE201068	2	33	1	200	1
PE201068	3	33	1	5	1
PE201068	4	40	2	10	1
PE201068	5	33	1	10	1
PE201068	6	24	1	30	1
PE201069	1	22	1	100	2
PE201069	2	40	1	80	1
PE201069	3	33	1	50	1
PE201069	4	3	0	 	 
PE201069	5	33	1	3300	1
PE201069	6	18	0	 	 
PE201071	1	37	1	2000	1
PE201071	2	33	1	1500	1
PE201071	3	3	2	20	1
PE201071	4	18	8	12	1
PE201072	1	22	4	2000	80
PE201072	2	29	1	800	80
PE201072	3	33	1	2000	80
PE201073	1	33	5	1	1
PE201073	2	33	1	15	1
PE201073	3	33	2	10	1
PE201074	1	33	1	700	80
PE201074	2	29	2	450	80
PE201074	3	38	1	200	80
PE201074	4	22	2	300	80
PE201075	1	35	2	800	1
PE201077	1	38	1	350	1
PE201078	1	38	1	250	1
PE201078	2	18	7	6	1
PE201079	1	24	1	260	1
PE201079	2	30	1	160	1
PE201079	3	32	1	500	1
PE201081	1	35	1	800	90
PE201081	2	33	1	200	90
PE201083	1	3	2	40	80
PE201083	2	18	7	10	80
PE201083	3	19	8	5	80
PE201083	4	13	1	800	80
PE201083	5	20	2	12	80
PE201083	6	36	1	1500	80
PE201085	1	18	2	30	1
PE201085	2	3	1	80	1
PE201087	1	19	6	10	1
PE201087	2	18	4	10	1
PE201087	3	3	3	50	1
PE201087	4	20	3	10	1
PE201090	1	38	1	300	1
PE201090	2	21	1	150	1
PE201090	3	19	6	25	1
PE201090	4	20	5	35	1
PE201093	1	18	4	20	1
PE201094	1	23	3	1000	80
PE201094	2	29	1	4950	80
PE201094	3	22	1	200	80
PE201094	4	38	1	140	80
PE201096	1	38	1	300	1
PE201097	1	18	2	10	1
PE201097	2	38	1	150	1
PE201098	1	34	1	115500	2
PE201099	1	18	7	4	2
PE201099	2	5	2	6	2
PE201101	1	26	1	200	1
PE201101	2	33	1	30	1
PE201101	3	30	1	15	1
PE201101	4	24	1	70	1
PE201101	5	33	1	20	1
PE201102	1	18	4	15	1
